occ,y2_hhid,qx_type,interview_status,ag_q0b,ag_q0c,ag_q01,ag_q02a,ag_q02b,ag_q03,ag_q11,ag_q12a,ag_q12b,ag_q12_1a,ag_q12_1b,ag_q13,ag_q14a,ag_q14b,ag_q15a,ag_q15b,ag_q16,ag_q17,ag_q18,ag_q19,ag_q20,ag_q21a,ag_q21b,ag_q21_1a,ag_q21_1b,ag_q22,ag_q23a,ag_q23b,ag_q24a,ag_q24b,ag_q25,ag_q26,ag_q27,ag_q31a,ag_q31b,ag_q32a,ag_q32b,ag_q33a,ag_q33b,ag_q34a,ag_q34b,ag_q35a,ag_q35b,ag_q35c,ag_q36a,ag_q36b,ag_q37,ag_q38,ag_q39a,ag_q39b,ag_q40a,ag_q40b,ag_q41a,ag_q41b
1,1863-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1865-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1866-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1867-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1870-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1871-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1872-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1873-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1874-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1876-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1876-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1877-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1877-003,PANEL A,Panel A - Combined Visit,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,OX - CART,0,,0,,0,,,,,INSECTS,,,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,1877-003,PANEL A,Panel A - Combined Visit,BANANA,1,YES,6,BUNCH,1800,N07,6,BUNCH,1,,1800,1,,AUGUST,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,7,BUNCH,0,,0,,0,,,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,1877-003,PANEL A,Panel A - Combined Visit,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,1877-003,PANEL A,Panel A - Combined Visit,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PAIL (LARGE),0,,0,,0,,10,PAIL (LARGE),,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1879-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1880-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1881-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1882-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1883-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1886-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1887-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1887-002,PANEL A,Panel A - Combined Visit,BANANA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1888-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1889-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1890-001,PANEL B,Panel B - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,1890-001,PANEL B,Panel B - 2 Visits,PEACH,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,1890-001,PANEL B,Panel B - 2 Visits,ORANGE,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,1890-001,PANEL B,Panel B - 2 Visits,LEMON,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
5,1890-001,PANEL B,Panel B - 2 Visits,[CUSTADE APPLE] POZA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1892-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1893-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1894-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1896-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1898-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,1,PAIL (LARGE),300,N02,1,PAIL (LARGE),1,2,300,1,2,SEPTEMBER,2012,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,1898-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,YES,2,PAIL (LARGE),800,N02,2,PAIL (LARGE),1,2,800,1,2,OCTOBER,2012,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,1898-001,PANEL B,Panel B - 2 Visits,ORANGE,1,YES,3,PAIL (LARGE),1500,N02,3,PAIL (LARGE),1,2,1500,1,2,SEPTEMBER,2012,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1898-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1901-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1902-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1904-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1906-002,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1908-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1909-001,PANEL A,Panel A - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,1,PAIL (LARGE),,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,1909-001,PANEL A,Panel A - 2 Visits,LEMON,2,YES,1,PAIL (LARGE),1050,N10,1,PAIL (LARGE),2,,1050,2,,MARCH,2012,2,ON FOOT,0,NO,,,,,,,,,,,,,,1,PAIL (SMALL),0,,0,,0,,,,15,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,1909-001,PANEL A,Panel A - 2 Visits,PEACH,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),0,,0,,0,,,,6,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,1909-001,PANEL A,Panel A - 2 Visits,GUAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,,,25,ROTTING,THEFT,NO,,,,,,FOOD FOR THE HOUSEHOLD,
5,1909-001,PANEL A,Panel A - 2 Visits,AVOCADO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1909-005,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1910-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50 KG BAG,0,,0,,0,,2,50 KG BAG,40,INSECTS,ROTTING,NO,,,,,,DOES NOT USUALLY STORE,
2,1910-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1912-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1914-002,PANEL B,Panel B - 2 Visits,[CUSTADE APPLE] POZA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,1,PAIL (LARGE),15,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
2,1914-002,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,PIECE,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1915-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1915-010,PANEL A,Panel A - 2 Visits,GUAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1916-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1917-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1918-002,PANEL B,Panel B - 2 Visits,AVOCADO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1918-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1918-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1919-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1920-001,PANEL B,Panel B - 2 Visits,BANANA,2,YES,1,50 KG BAG,550,N03,1,50 KG BAG,2,,550,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,2,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1921-001,PANEL A,Panel A - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,2,50 KG BAG,40,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
2,1921-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,PIECE,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1922-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1923-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1923-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1924-001,PANEL B,Panel B - 2 Visits,BANANA,2,YES,14,50 KG BAG,45000,N04,14,50 KG BAG,2,1,45000,2,1,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1924-001,PANEL B,Panel B - 2 Visits,MANGO,2,YES,8,50 KG BAG,2400,N04,8,50 KG BAG,2,1,2400,2,1,JANUARY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1924-001,PANEL B,Panel B - 2 Visits,GUAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1924-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1925-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1926-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,1926-001,PANEL B,Panel B - 2 Visits,[CUSTADE APPLE] POZA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,1926-001,PANEL B,Panel B - 2 Visits,AVOCADO,1,YES,2,PAIL (LARGE),1400,N05,2,PAIL (LARGE),1,2,1400,1,2,MAY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,100,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1926-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,190,BUNCH,80000,N05,190,BUNCH,1,2,80000,1,2,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,4,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1927-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1928-001,PANEL B,Panel B - 2 Visits,BANANA,2,YES,290,BUNCH,114000,N03,290,BUNCH,1,2,114000,1,2,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,4,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1929-001,PANEL A,Panel A - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1930-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1931-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1932-001,PANEL B,Panel B - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
2,1932-001,PANEL B,Panel B - 2 Visits,MEXICAN APPLE [MASUKU],2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1933-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1933-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1934-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,1,50 KG BAG,550,N03,1,50 KG BAG,3,,550,3,,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1935-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
2,1935-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
3,1935-001,PANEL A,Panel A - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1937-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1937-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1937-007,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1938-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1938-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1939-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1941-001,PANEL A,Panel A - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1942-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1943-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1944-001,PANEL B,Panel B - 2 Visits,CASSAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,1,50 KG BAG,30,RODENTS/PESTS,,YES,BAGS IN HOUSE,1,50 KG BAG,DID NOTHING,,FOOD FOR THE HOUSEHOLD,
1,1944-002,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,1,PAIL (LARGE),10,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
2,1944-002,PANEL B,Panel B - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,PIECE,0,,0,,0,,1,PAIL (SMALL),40,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
1,1945-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50 KG BAG,0,,0,,0,,5,50 KG BAG,,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
1,1946-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1947-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1948-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,1948-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,6,BUNCH,400,N06,6,BUNCH,1,,1,1,,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,2,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1949-002,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,1949-002,PANEL A,Panel A - 2 Visits,MASAU,1,YES,7,OTHER (SPECIFY),4300,N04,7,OTHER (SPECIFY),1,,4300,1,,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,1950-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1951-001,PANEL A,Panel A - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,2,50 KG BAG,,INSECTS,THEFT,NO,,,,,,DOES NOT USUALLY STORE,
1,1951-002,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,1,50 KG BAG,,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
2,1951-002,PANEL A,Panel A - 2 Visits,[CUSTADE APPLE] POZA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,0,,0,,0,,10,KILOGRAM,,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
1,1952-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1953-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1953-002,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,1954-001,PANEL B,Panel B - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
2,1954-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1954-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1954-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1955-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1956-001,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1957-002,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,1958-002,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,1,50 KG BAG,15,INSECTS,ROTTING,NO,,,,,,DOES NOT USUALLY STORE,
2,1958-002,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
