occ,y2_hhid,qx_type,interview_status,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n26a,hh_n26b,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
1,1833-003,PANEL A,Panel A - 2 Visits,1,VENDOR SELLING CLOTH,62,1,,2,1,,0,0,,4,2008,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,AVERAGE,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,,,,,,,,YES,,,,1,24,580,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,11000,HIGH SALES,,,,,4000,6500,7000,200,3800,1500,0,0,0,0,0
1,1834-001,PANEL B,Panel B - 2 Visits,1,SELLS GROUNDNUTS,62,1,,2,1,,1,0,ABOUT HALF,4,2012,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,HOME (OUTSIDE RESIDENCE),,,OTHER SMALL BUSINESSES,LARGE ESTABLISHED BUSINESSES/INSTITUTIONS,NO,NO,YES,NO,NO,,,,,,,AVERAGE,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,AVERAGE,LOW,AVERAGE,LOW,HIGH,,,SEASONAL WORK,,YES,,,,1,24,1920,8,,,,,2,24,960,8,,,,,20,24,50,36000,10,24,50,24000,0,,,,1800000,HIGH SALES,,,,,1000000,1400000,800000,10000,900000,90000,0,0,0,0,0
1,1835-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1836-001,PANEL B,Panel B - 2 Visits,1,BUTCHER MAN,31,1,,1,1,,0,0,,10,2007,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,,,YES,,,,1,26,120,12,,,,,,,,,,,,,3,26,120,2000,0,,,,0,,,,250000,LOW SALES,320000,430000,,,,,50000,,170000,0,3000,0,0,0,0
1,1837-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1837-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1838-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1840-001,PANEL B,Panel B - 2 Visits,1,CARPENTRY,33,1,,1,1,,0,0,,6,2011,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,,,,,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,HIGH,LOW,AVERAGE,NONE:NOT IN OPERATION,LOW,,,LACK OF CASH,NOT PROFITABLE,YES,,,,1,14,1120,11,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,LOW SALES,40000,60000,,,,,15000,5000,0,0,0,0,0,0,0
1,1841-001,PANEL A,Panel A - 2 Visits,1,SELLS KAUNJIKA,62,2,,2,2,,0,0,,2,2013,GIFT FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,YES,NO,NO,YES,NO,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,,,,,,,OTHER (SPECIFY),,YES,,,,2,7,90,4,,,,,,,,,,,,,0,,,,0,,,,0,,,,250000,AVERAGE SALES,,,75000,120000,,,150000,0,75000,0,0,0,0,0,0
1,1841-004,PANEL A,Panel A - 2 Visits,1,BUYS AND SELLS MAIZE,62,1,,3,1,,0,0,,4,2012,LOAN FROM MONEY LENDER,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,OTHER (SPECIFY),OTHER (SPECIFY),YES,,,,1,31,150,2,3,31,150,2,,,,,,,,,0,,,,0,,,,0,,,,400000,HIGH SALES,,,,,0,0,150000,0,600000,0,25000,0,0,0,0
2,1841-004,PANEL A,Panel A - 2 Visits,2,GROCERY SHOP,62,3,,3,3,,0,0,,5,2012,GIFT FROM FAMILY/FRIENDS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,HIGH,LOW,LOW,AVERAGE,HIGH,,,,,,,,,YES,,,,3,26,130,12,4,7,20,8,,,,,,,,,0,,,,0,,,,0,,,,30000,HIGH SALES,,,,,40000,60000,20000,0,30000,600,0,0,0,0,0
1,1842-001,PANEL B,Panel B - 2 Visits,1,SELLING VEGETABLES,62,2,,2,2,,0,0,,8,2013,GIFT FROM FAMILY/FRIENDS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,,LACK OF CREDIT,,YES,,,,2,24,120,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,AVERAGE SALES,,,1000,4000,,,2500,400,1000,500,0,0,0,0,0
1,1843-001,PANEL A,Panel A - Only Visit 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1844-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1845-001,PANEL A,Panel A - 2 Visits,1,PRIVATE PAINTER,95,1,,2,1,,0,0,,5,2002,OWN-SAVINGS FROM NON-AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,LOW,LOW,LOW,AVERAGE,,,,,,,OTHER (SPECIFY),,YES,,,,1,15,70,11,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,AVERAGE SALES,,,9000,25000,,,15000,0,0,0,0,0,0,0,0
2,1845-001,PANEL A,Panel A - 2 Visits,2,SELLING OF MANDASI,31,2,,2,2,,0,0,,4,2012,PROCEEDS FROM ANOTHER BUSINESS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,,,,,,,,,YES,,,,2,26,60,12,3,20,30,12,4,24,40,12,7,25,40,8,0,,,,0,,,,0,,,,8000,LOW SALES,6000,12000,,,,,4000,3000,0,0,1500,0,0,0,0
3,1845-001,PANEL A,Panel A - 2 Visits,3,ROASTED G/NUTS,62,2,,2,2,,0,0,,4,2004,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,HIGH,HIGH,HIGH,AVERAGE,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,SEASONAL WORK,,YES,,,,2,15,40,6,4,10,20,6,7,15,20,6,,,,,0,,,,0,,,,0,,,,3000,LOW SALES,4500,6000,,,,,2000,0,1000,0,700,0,0,0,0
1,1847-001,PANEL A,Panel A - 2 Visits,1,PRIVATE PAINTER,95,1,,1,1,,0,0,,3,1978,OWN-SAVINGS FROM NON-AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,NONE:NOT IN OPERATION,AVERAGE,,,,,,,OTHER (SPECIFY),,YES,,,,1,21,80,11,,,,,,,,,,,,,3,21,80,9000,0,,,,0,,,,43000,AVERAGE SALES,,,20000,60000,,,23000,0,0,0,0,0,0,0,27000
1,1848-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1849-001,PANEL A,Panel A - 2 Visits,1,SALE OF SHRUBS FLOWERS,62,1,,1,1,,0,0,,1,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,,,,,,,OTHER (SPECIFY),,YES,,,,1,15,80,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,AVERAGE SALES,,,5000,20000,,,10000,0,5000,0,0,0,0,0,0
1,1850-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1851-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1853-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1853-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1853-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1854-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1855-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1855-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1856-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1857-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1858-001,PANEL B,Panel B - 2 Visits,1,GROCERY SHOP,62,1,,1,1,,0,0,,9,2004,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,,,,,,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,,,,YES,,,,1,30,2800,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,LOW SALES,80000,130000,,,,,15000,700,45000,3000,0,0,0,0,0
1,1859-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1859-003,PANEL A,Panel A - 2 Visits,1,SALE OF CHACOAL,62,2,,2,2,,0,0,,1,2013,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,HIGH,HIGH,HIGH,LOW,NONE:NOT IN OPERATION,,,,,LACK OF CASH,,YES,,,,2,25,40,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,4500,LOW SALES,30000,45000,,,,,1500,0,3000,0,0,0,0,0,0
1,1859-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1859-006,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1859-007,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1860-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1861-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1862-001,PANEL B,Panel B - 2 Visits,1,SELLING BEER,62,1,,1,1,,0,0,,11,2009,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,AVERAGE,HIGH,HIGH,LOW,LOW,HIGH,AVERAGE,HIGH,LOW,LOW,HIGH,AVERAGE,,,,YES,,,,1,30,2700,12,,,,,,,,,,,,,1,30,90,8000,0,,,,0,,,,120000,AVERAGE SALES,,,70000,200000,,,40000,0,72000,0,0,0,0,0,
2,1862-001,PANEL B,Panel B - 2 Visits,2,SELLING MANDASI,31,2,,1,2,,0,0,,6,2011,GIFT FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,HIGH,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,LOW,LOW,AVERAGE,HIGH,HIGH,AVERAGE,,,,YES,,,,2,30,1500,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,AVERAGE SALES,,,10000,20000,,,5000,10000,0,0,0,0,0,0,
1,1863-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1864-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1865-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1866-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1867-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1868-001,PANEL B,Panel B - 2 Visits,1,SELLING FIREWOOD,62,2,,2,1,,0,0,,8,2009,LOAN FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,,,,,,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,,,,YES,,,,2,20,1400,12,3,20,1200,12,,,,,,,,,0,,,,0,,,,0,,,,30000,LOW SALES,35000,45000,,,,,10000,0,20000,0,0,0,0,0,0
1,1869-001,PANEL A,Panel A - 2 Visits,1,BICYCLE REPAIRER,95,1,,2,1,,1,0,ABOUT 75%,2,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,HIGH,,,,,,,YES,,,,1,30,400,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,27000,HIGH SALES,,,,,8000,10000,19000,8000,0,400,0,0,0,0,0
1,1870-001,PANEL B,Panel B - 2 Visits,1,SELLING GROUNDNUTS,62,2,,2,2,,0,0,,7,2013,GIFT FROM FAMILY/FRIENDS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,,,,YES,,,,2,28,2240,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,2400,AVERAGE SALES,,,0,0,,,1200,150,1050,0,0,0,0,0,
1,1870-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1871-001,PANEL A,Panel A - 2 Visits,1,HAWKER,62,1,,1,1,,0,0,,6,2013,SAVINGS CLUB,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,,,,,LACK OF CASH,OTHER (SPECIFY),YES,,,,1,10,1000,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,15000,AVERAGE SALES,,,0,0,,,4000,0,10000,500,0,0,0,0,0
1,1872-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1872-003,PANEL B,Panel B - 2 Visits,1,SELLING LOCALLY BREWED BE,31,1,2,,1,2,0,0,,8,2010,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,YES,,,,1,30,2600,12,2,3,300,12,,,,,,,,,0,,,,0,,,,0,,,,26000,HIGH SALES,,,,,15000,20000,11000,12000,2000,0,0,0,0,0,1000
1,1872-004,PANEL B,Panel B - 2 Visits,1,SELLING MASESE,31,2,,2,2,,0,0,,4,2007,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,YES,,,,2,25,1800,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,68000,HIGH SALES,,,,,35000,45000,30000,38000,0,0,0,0,0,0,0
1,1873-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1874-002,PANEL B,Panel B - 2 Visits,1,SELLING VEGETABLES,62,1,,1,1,,0,0,,4,2002,GIFT FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,,YES,,,,1,24,860,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,8000,HIGH SALES,,,,,3000,4500,6000,500,7000,800,0,0,0,0,0
1,1876-001,PANEL B,Panel B - 2 Visits,1,SELLING BUNS,62,4,,4,4,,0,0,,12,2012,GIFT FROM FAMILY/FRIENDS,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,,,,LACK OF CREDIT,,YES,,,,4,24,660,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,HIGH SALES,,,,,1800,2600,2000,290,2050,300,0,0,0,0,0
1,1876-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1877-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1877-003,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1879-001,PANEL A,Panel A - 2 Visits,1,SELLING TOMATO,62,1,,1,1,,0,0,,2,2000,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,,,,,,,YES,,,,1,7,70,7,,,,,,,,,,,,,0,,,,0,,,,0,,,,16700,AVERAGE SALES,,,6000,8500,,,4000,0,30350,1000,0,0,0,0,0
1,1880-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1881-001,PANEL A,Panel A - 2 Visits,1,SELLING FIREWOOD,62,2,,2,2,,0,0,,12,2012,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,AVERAGE,HIGH,AVERAGE,AVERAGE,AVERAGE,,,,,LACK OF CREDIT,,YES,,,,2,14,200,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,1000,AVERAGE SALES,,,200,700,,,400,200,800,0,0,0,0,0,0
1,1882-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
