occ,y2_hhid,qx_type,interview_status,ag_u300a,ag_u300b,ag_u301,ag_u302,ag_u303,ag_u304,ag_u305
23,0957-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,0957-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,0957-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0957-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0957-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0957-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0957-002,PANEL A,Panel A - Only Visit 1,,,,,,,
1,0958-002,PANEL B,Panel B - Combined Visit,1,I plan tasks carefully.,,X,,,
2,0958-002,PANEL B,Panel B - Combined Visit,2,I make up my mind quickly,,X,,,
3,0958-002,PANEL B,Panel B - Combined Visit,3,I save regularly.,X,,,,
4,0958-002,PANEL B,Panel B - Combined Visit,4,I look forward to returni,,X,,,
5,0958-002,PANEL B,Panel B - Combined Visit,5,I can think of many times,,X,,,
6,0958-002,PANEL B,Panel B - Combined Visit,6,I continue to work on har,,X,,,
7,0958-002,PANEL B,Panel B - Combined Visit,7,I like to juggle several,X,,,,
8,0958-002,PANEL B,Panel B - Combined Visit,8,I would rather complete a,,X,,,
9,0958-002,PANEL B,Panel B - Combined Visit,9,I believe it is best to c,,X,,,
10,0958-002,PANEL B,Panel B - Combined Visit,10,It is difficult to know w,X,,,,
11,0958-002,PANEL B,Panel B - Combined Visit,11,I never try anything that,,X,,,
12,0958-002,PANEL B,Panel B - Combined Visit,12,A person can get rich by,X,,,,
13,0958-002,PANEL B,Panel B - Combined Visit,13,It is important for me to,X,,,,
14,0958-002,PANEL B,Panel B - Combined Visit,14,Part of my enjoyment in d,X,,,,
15,0958-002,PANEL B,Panel B - Combined Visit,15,When a group I belong to,X,,,,
16,0958-002,PANEL B,Panel B - Combined Visit,16,I try harder when I'm in,X,,,,
17,0958-002,PANEL B,Panel B - Combined Visit,17,It is important to me to,,X,,,
18,0958-002,PANEL B,Panel B - Combined Visit,18,I enjoy planning things a,,X,,,
19,0958-002,PANEL B,Panel B - Combined Visit,19,I find satisfaction in ha,,X,,,
20,0958-002,PANEL B,Panel B - Combined Visit,20,I like to have a lot of c,,X,,,
21,0958-002,PANEL B,Panel B - Combined Visit,21,The most important thing,,X,,,
22,0958-002,PANEL B,Panel B - Combined Visit,22,My family and friends wou,,X,,,
23,0958-002,PANEL B,Panel B - Combined Visit,23,In uncertain times I usua,X,,,,
24,0958-002,PANEL B,Panel B - Combined Visit,24,If something can go wrong,X,,,,
25,0958-002,PANEL B,Panel B - Combined Visit,25,I'm always optimistic abo,X,,,,
26,0958-002,PANEL B,Panel B - Combined Visit,26,I hardly ever expect thin,X,,,,
27,0958-002,PANEL B,Panel B - Combined Visit,27,I rarely count on good th,X,,,,
28,0958-002,PANEL B,Panel B - Combined Visit,28,Overall I expect more goo,,X,,,
1,0959-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0959-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,0959-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,0959-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0959-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,0959-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,X,,
7,0959-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,X,,,,
8,0959-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,,X,,
9,0959-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,0959-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,0959-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,0959-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,,,X
13,0959-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,0959-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,0959-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,X,,
16,0959-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,,X,,
17,0959-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,X,,,,
18,0959-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,0959-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0959-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,X,,
21,0959-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,0959-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,0959-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,X,,,,
24,0959-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,X,,,,
25,0959-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0959-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,0959-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,X,,,,
28,0959-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0959-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,0960-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0961-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0961-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,0962-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0963-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0964-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0964-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,0964-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,X,,
4,0964-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,0964-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,X,,,,
6,0964-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,0964-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,X,,,,
8,0964-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,,X,,
9,0964-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,,,,X,
10,0964-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,X,,,,
11,0964-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,,,,X
12,0964-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,0964-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,X,,,
14,0964-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,0964-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,X,,
16,0964-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,X,,,,
17,0964-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,X,,,,
18,0964-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,X,,
19,0964-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0964-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,,X,,
21,0964-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,0964-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,0964-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,X,,,,
24,0964-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,X,,,,
25,0964-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0964-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,X,,,,
27,0964-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,X,,,,
28,0964-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,,X,,
1,0965-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0965-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0965-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,X,,,
4,0965-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0965-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,X,,,
6,0965-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,X,,
7,0965-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,0965-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,0965-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0965-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,0965-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0965-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,0965-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,0965-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0965-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,X,,
16,0965-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0965-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0965-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,0965-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,0965-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,0965-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,0965-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,X,,
23,0965-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,0965-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,X,,,,
25,0965-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0965-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0965-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0965-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,X,,,
1,0966-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0967-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0967-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0967-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,0967-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,0967-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,X,,
6,0967-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,X,,,
7,0967-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,X,
8,0967-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,0967-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0967-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,X,
11,0967-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0967-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,0967-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,,X,,
14,0967-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0967-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,X,,
16,0967-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0967-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0967-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,,X,
19,0967-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0967-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,X,,,,
21,0967-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,X,,,
22,0967-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
23,0967-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,,X,
24,0967-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,X,,
25,0967-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,,X,,
26,0967-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0967-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0967-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0968-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0969-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0969-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0969-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,X,,,
4,0969-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,0969-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,X,,,
6,0969-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,X,,
7,0969-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,0969-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,0969-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0969-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,X,,
11,0969-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0969-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,0969-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,,X,,
14,0969-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0969-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,X,,,
16,0969-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0969-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0969-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,0969-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0969-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,0969-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,X,,,
22,0969-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
23,0969-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,X,,
24,0969-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,0969-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0969-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0969-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0969-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,,X,,
1,0970-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0971-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0972-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0972-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,X,,,
3,0972-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,X,,
4,0972-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,0972-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,,,,X
6,0972-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,X,,,
7,0972-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,,,X,
8,0972-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,X,,,
9,0972-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,,X,,,
10,0972-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,,X,
11,0972-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,X,,,
12,0972-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,0972-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,,,X,
14,0972-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,,,X,
15,0972-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,X,
16,0972-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,X,,,
17,0972-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0972-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,X,,,
19,0972-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,,X,
20,0972-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,0972-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,0972-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,,X,,
23,0972-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,X,,,
24,0972-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,,,X
25,0972-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0972-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,,X,,
27,0972-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,,X,,
28,0972-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,X,,,
1,0972-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,0973-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,0974-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0974-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,0974-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,X,,,
4,0974-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,0974-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,X,,,,
6,0974-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,X,,,
7,0974-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,,X,,
8,0974-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,X,,,
9,0974-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,0974-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,X,,,
11,0974-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,X,,,
12,0974-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,0974-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,X,,,
14,0974-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,,X,,
15,0974-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,X,,,
16,0974-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,X,,,,
17,0974-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0974-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,X,,
19,0974-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,X,,,
20,0974-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,X,,,,
21,0974-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,0974-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,X,,,
23,0974-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,X,,
24,0974-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,X,,,,
25,0974-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,,X,,
26,0974-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0974-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,X,,,,
28,0974-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,X,,,
1,0975-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0975-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,,X,,
3,0975-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,0975-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,0975-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,X,,
6,0975-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,X,,,
7,0975-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,X,,
8,0975-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,0975-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0975-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,X,,
11,0975-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0975-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,0975-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,,X,,
14,0975-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0975-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,X,,
16,0975-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0975-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0975-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,,X,
19,0975-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,0975-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,,X,
21,0975-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,X,,,
22,0975-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,X,,
23,0975-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,,X,
24,0975-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,,X,
25,0975-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0975-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,,X,,
27,0975-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0975-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,X,,,
1,0976-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0977-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0978-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0979-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,0980-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0981-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0982-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0982-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,0982-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,X,,,
4,0982-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,0982-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,X,,,
6,0982-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,X,,,
7,0982-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,X,,,
8,0982-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,X,,,
9,0982-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,,,X,,
10,0982-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,X,,,
11,0982-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,X,,,,
12,0982-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,X,,,
13,0982-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,X,,,,
14,0982-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,,X,,
15,0982-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,X,,,,
16,0982-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,X,,,
