y2_hhid,ag_c00,dist_hh,slope,elevation,twi
2676-004,R02,1.1,1,170,14
2677-001,R01,.7,1,720,15
2677-001,R02,1.9,1,720,13
2677-001,R03,0,1,720,14
2677-006,R01,1.2,3,620,14
2678-001,R01,2.5,2,180,13
2678-001,R02,.8,1,140,13
2678-001,R03,2.4,3,180,13
2678-005,R01,,,,
2678-005,R02,,,,
2678-005,R03,,,,
2679-001,R01,1.6,1,710,16
2679-001,R02,1.4,1,710,15
2679-001,R03,.8,1,710,14
2680-001,R01,.6,22,200,12
2680-001,R02,.5,7,190,13
2681-001,R01,2.1,1,710,29
2681-001,R02,3.6,1,710,14
2682-001,R01,.5,1,150,16
2682-001,R02,.6,3,160,14
2682-001,R03,1.4,5,200,13
2683-001,R01,.4,1,710,14
2683-001,R02,.6,1,720,15
2683-001,R03,.2,2,720,15
2683-001,R04,.4,0,710,15
2683-001,R05,1.7,2,710,14
2684-001,R01,1.7,1,140,16
2685-001,R01,0,0,710,13
2685-001,R02,.6,2,720,13
2685-001,R03,2.5,1,710,15
2686-001,R01,.6,2,140,14
2686-001,R02,.6,2,140,15
2686-001,R03,.3,2,150,13
2686-001,R04,.4,2,150,13
2686-001,R05,1.1,3,160,15
2686-001,R06,.5,2,140,17
2686-005,R01,1.5,2,160,13
2686-005,R02,1.2,1,130,15
2688-001,R01,2.1,2,160,13
2688-001,R02,2.1,3,160,13
2688-001,R03,.8,1,150,14
2689-001,R01,0,2,700,14
2690-001,R01,1.1,3,160,14
2690-001,R02,.4,2,150,15
2690-001,R03,1.5,3,170,16
2691-001,R01,0,2,700,16
2691-001,R02,1.4,2,690,13
2692-001,R01,.3,2,140,13
2692-001,R02,.6,2,140,16
2692-001,R03,.7,1,140,15
2692-005,R01,3,1,100,14
2693-001,R01,1.2,2,690,15
2693-001,R02,0,2,700,17
2693-002,R01,.5,2,700,14
2693-002,R02,.7,2,700,17
2694-001,R01,0,12,340,11
2694-001,R02,.4,33,320,10
2694-001,R03,.5,34,360,10
2695-001,R01,0,4,650,14
2696-001,R01,.1,13,260,16
2697-001,R01,37.9,3,710,14
2697-007,R01,1.2,0,650,14
2697-007,R02,1,1,660,13
2698-001,R01,0,16,380,11
2698-001,R02,.1,16,360,12
2699-001,R01,.2,2,690,16
2699-001,R02,.1,2,690,16
2700-001,R01,,,,
2701-001,R01,0,2,700,15
2701-001,R02,.4,1,700,16
2701-001,R03,.9,4,690,15
2701-002,R01,2,1,690,18
2701-002,R02,1.2,3,690,27
2701-002,R03,.1,2,700,17
2701-003,R01,.1,2,700,15
2701-003,R02,.5,2,700,14
2701-003,R03,2.1,3,690,15
2701-003,R04,1.7,1,690,16
2702-001,R01,1.5,21,520,15
2703-001,R01,0,2,700,16
2703-001,R02,0,2,700,16
2703-001,R03,.1,2,700,15
2704-002,R01,1,31,750,11
2705-001,R01,0,1,700,14
2707-001,R01,0,3,690,18
2707-001,R02,1.1,2,700,13
2708-002,R01,1.4,23,350,12
2709-001,R01,0,1,700,13
2709-001,R02,1.4,1,690,15
2709-001,R03,1.5,3,690,13
2709-001,R04,1.8,2,700,16
2710-001,R01,.6,33,350,11
2711-001,R01,.4,2,700,16
2711-001,R02,3.8,8,740,12
2712-001,R01,0,5,360,14
2712-001,R02,.1,12,350,11
2712-001,R03,0,8,360,13
2713-002,R01,.3,3,700,14
2713-002,R02,.2,3,700,16
2713-003,R01,1.3,4,690,13
2713-003,R02,2.1,1,690,14
2714-001,R01,.1,15,380,11
2715-001,R01,1.3,2,690,17
2715-001,R02,0,1,700,14
2715-001,R03,1.5,1,690,16
2715-003,R01,0,2,630,36
2716-001,R01,0,9,230,13
2716-001,R02,.1,6,240,13
2716-001,R03,.1,5,240,13
2716-002,R01,1.6,4,690,14
2716-002,R02,1.4,2,690,14
2717-001,R01,1.1,2,690,13
2717-001,R02,0,2,700,14
2717-001,R03,0,2,700,13
2718-001,R01,0,18,330,12
2718-001,R02,.2,23,320,10
2718-001,R03,0,20,330,14
2719-001,R01,.3,2,690,14
2719-001,R02,.9,2,690,16
2719-001,R03,0,1,690,14
2719-004,R01,1.2,1,690,21
2720-002,R01,.1,8,260,12
2721-001,R01,6.5,2,170,14
2721-001,R02,6.5,2,170,14
2721-001,R03,6.5,3,180,14
2721-001,R04,6.4,3,180,14
2721-001,R05,1.5,1,180,14
2721-001,R06,1.4,2,180,14
2721-001,R07,1.4,2,180,15
2722-001,R01,0,15,330,11
2722-001,R02,.2,24,330,10
2722-005,R01,,,,
2722-005,R02,2.1,50,610,11
2723-001,R01,1.7,1,180,22
2723-001,R02,.3,2,180,14
2724-001,R01,.4,14,290,11
2724-001,R02,0,3,280,14
2724-001,R03,.7,22,320,11
2725-001,R01,2.9,3,190,15
2725-001,R02,1,1,180,14
2725-001,R03,,,,
2725-001,R04,,,,
2726-001,R01,,,,
2726-001,R02,.6,1,60,20
2726-001,R03,.6,1,60,19
2727-001,R01,,,,
2727-001,R02,,,,
2727-001,R03,,,,
2728-003,R01,,,,
2728-003,R02,,,,
2728-003,R03,,,,
2728-003,R04,,,,
2728-003,R05,.4,1,60,16
2728-003,R06,.3,2,60,14
2728-004,R01,1.1,1,60,18
2728-004,R02,.3,2,60,15
2728-004,R03,,,,
2729-001,R01,.1,3,190,14
2729-001,R02,.9,3,180,15
2729-001,R03,,,,
2729-001,R04,.4,2,190,14
2729-001,R05,.5,2,190,14
2730-001,R01,,,,
2730-001,R02,,,,
2731-001,R01,.7,1,190,14
2732-001,R01,.7,1,60,14
2732-001,R02,.3,1,60,14
2732-001,R03,.4,2,60,13
2732-001,R04,,,,
2733-001,R01,,,,
2733-001,R02,,,,
2733-001,R03,,,,
2735-001,R01,2.5,2,180,16
2735-001,R02,3.2,1,170,14
2735-001,R03,3,2,190,13
2735-004,R01,.3,2,190,15
2735-004,R02,.3,2,190,14
2735-004,R03,.2,2,190,14
2735-004,R04,,,,
2735-004,R05,,,,
2737-001,R01,1.2,2,180,17
2737-001,R02,1.2,2,180,15
2737-001,R03,,,,
2737-001,R04,,,,
2737-001,R05,.5,1,170,20
2738-001,R01,.7,1,60,14
2738-005,R01,1.2,1,650,16
2738-005,R02,.8,1,650,16
2738-401,R01,1.8,2,70,13
2738-401,R02,40.7,3,240,13
2738-401,R03,2.3,1,60,14
2738-401,R04,2.1,1,60,17
2738-401,R05,,,,
2738-401,R06,,,,
2739-001,R01,2.8,3,190,14
2739-001,R02,2.8,3,190,13
2739-001,R03,2.5,3,180,14
2740-001,R01,0,1,60,15
2740-001,R02,.7,1,60,17
2740-003,R01,1,1,70,14
2740-003,R02,2.1,2,50,14
2740-003,R03,1.4,2,60,15
2740-003,R04,2.5,1,50,20
2741-001,R01,17.1,3,150,13
2742-001,R01,2.5,2,80,13
2742-001,R02,,,,
2743-001,R01,2.8,2,180,14
2743-001,R02,,,,
2743-001,R03,2.9,1,180,14
2743-001,R04,.9,1,170,17
2744-001,R01,.9,1,60,13
2744-001,R02,.5,1,60,16
2745-001,R01,.4,2,190,14
2745-001,R02,1.7,1,170,22
2745-003,R01,1.7,2,170,19
2745-003,R02,1.7,2,170,20
2745-003,R03,.4,2,190,14
2745-003,R04,,,,
2746-001,R01,.7,1,60,15
2746-001,R02,.7,1,60,15
2746-001,R03,.6,1,60,27
2746-001,R04,2.4,1,60,18
2747-001,R01,,,,
2748-001,R01,1.7,1,60,34
2749-002,R01,1,1,190,14
2749-002,R02,,,,
2749-002,R03,,,,
2750-001,R01,.6,1,60,31
2750-001,R02,.4,2,60,18
2750-001,R03,2.7,1,80,18
2750-001,R04,,,,
2751-001,R01,.2,2,190,13
2751-001,R02,.5,2,180,15
2751-001,R03,.5,2,180,16
2752-001,R01,.8,2,60,14
2752-001,R02,,,,
2753-001,R01,2.3,1,70,15
2753-001,R02,2.3,1,70,15
2754-001,R01,1.3,1,60,13
2754-001,R02,0,1,60,14
2754-001,R03,,,,
2754-004,R01,,,,
2754-004,R02,,,,
2756-002,R01,1,1,60,15
2756-002,R02,.7,2,60,14
2756-002,R03,.8,1,60,16
2756-002,R04,.8,2,60,14
2756-002,R05,,,,
2756-002,R06,.9,1,60,15
2757-001,R01,1,2,70,16
2758-001,R01,.1,2,620,14
2759-001,R01,28.1,3,90,18
2759-003,R01,2.3,3,150,16
2760-001,R01,0,3,630,13
2761-001,R01,1.2,1,70,18
2761-001,R02,2.7,1,60,23
2763-001,R01,,,,
2764-001,R01,0,1,630,14
2764-001,R02,3.6,2,680,16
2766-001,R01,.5,1,620,14
2766-001,R02,.5,2,620,13
2766-001,R03,.5,1,630,15
2767-001,R01,1.6,2,70,17
2768-001,R01,4.8,1,640,14
2770-001,R01,.9,1,630,14
2770-001,R02,.9,1,630,15
2770-001,R03,.9,1,630,14
2771-001,R01,,,,
2771-001,R02,,,,
2772-001,R01,2.3,1,620,26
2772-001,R02,.8,2,630,16
2772-001,R03,.8,2,630,15
2774-001,R01,1.2,2,640,13
2775-001,R01,2.9,8,1010,12
2776-001,R01,2.2,1,640,15
2776-001,R02,1.9,2,640,13
2776-001,R03,2.2,2,640,17
2776-001,R04,2,3,640,14
2776-001,R05,1.3,1,620,14
2778-001,R01,.4,1,620,13
2778-003,R01,.3,1,620,14
2780-001,R01,.6,1,620,14
2780-001,R02,.7,1,620,26
2782-001,R01,1.4,1,630,14
2782-001,R02,1.7,2,630,13
2783-001,R01,6.1,1,100,14
2784-001,R01,.9,1,640,13
2784-001,R02,.9,1,640,14
2785-001,R01,.8,7,460,13
2785-001,R02,.1,2,460,13
2786-001,R01,.4,2,620,17
2787-002,R01,.8,4,410,18
2788-001,R01,0,2,630,14
2789-001,R01,0,6,400,16
2790-001,R01,0,2,490,16
2791-001,R01,.4,3,450,17
2791-001,R02,.7,7,450,16
2791-003,R01,.1,9,600,12
2791-003,R02,.2,8,570,14
2792-002,R01,1.4,1,500,13
2792-002,R02,1.5,1,500,14
2794-002,R01,1.4,1,500,15
2794-002,R02,1.4,2,500,15
2796-006,R01,.7,2,490,14
2797-001,R01,0,11,430,12
2797-001,R02,.1,7,420,16
2797-001,R03,.1,10,430,13
2798-001,R01,.2,1,490,15
2798-001,R02,.3,1,490,14
2798-001,R03,0,1,490,14
2799-001,R01,1.9,5,450,12
2799-001,R02,.1,4,400,13
2799-001,R03,.1,5,410,12
2800-001,R01,.5,2,490,14
2800-001,R02,.4,2,500,14
2801-001,R01,.1,3,410,18
2801-001,R02,1.4,5,430,14
2802-002,R01,.6,3,480,19
2803-001,R01,0,1,410,13
2803-001,R02,1.4,5,440,15
2803-001,R03,2.2,13,470,14
2804-001,R01,0,1,490,15
2804-001,R02,1.1,2,490,15
2805-002,R01,11,10,520,12
2805-002,R02,11.3,7,510,17
2806-001,R01,0,2,500,14
2806-006,R01,.1,3,510,14
2806-006,R02,.1,3,510,14
2807-001,R01,0,3,410,13
2807-001,R02,.5,3,400,15
2807-002,R01,1.2,12,460,12
2808-001,R01,.3,2,490,15
2808-001,R02,.3,2,490,15
2809-001,R01,1.7,6,470,13
2809-006,R01,.9,4,410,14
2811-001,R01,.1,3,460,12
2811-001,R02,.1,4,460,13
2812-001,R01,1.1,1,490,22
2813-001,R01,2.4,13,510,12
2813-001,R02,0,7,410,12
2813-002,R01,.3,4,520,14
2814-001,R01,.1,2,500,15
2814-001,R02,.1,2,500,14
2815-001,R01,.3,3,400,15
2815-001,R02,.9,5,420,15
2815-001,R03,1.8,5,530,12
2815-001,R04,1.7,7,480,14
2815-003,R01,.4,3,410,15
2816-002,R01,0,1,480,19
2817-001,R01,.7,2,50,15
2818-002,R01,2.2,2,490,14
2819-001,R01,2.2,3,80,15
2819-001,R02,.4,1,40,16
2820-001,R01,1.3,3,500,16
2821-001,R01,1.2,2,70,14
2822-001,R01,1.3,2,490,13
2822-001,R02,1.2,3,490,14
2822-001,R03,0,3,510,13
2823-001,R01,,,,
2823-001,R02,.3,2,50,19
2824-001,R01,1.9,3,490,17
2824-001,R02,1.8,3,490,21
2825-001,R01,.6,1,50,17
2825-001,R02,1.7,3,80,14
2826-001,R01,0,1,490,15
2826-001,R02,.1,2,490,14
2826-001,R03,2.5,1,480,17
2827-001,R01,1.2,1,40,30
2827-001,R02,.8,1,60,14
2828-001,R01,1.9,2,480,14
2829-003,R01,,,,
2829-003,R02,1.2,1,40,14
2829-003,R03,.6,1,50,16
2829-003,R04,1.4,1,40,15
2830-001,R01,2.9,2,530,14
2830-001,R02,2.5,1,520,14
2830-001,R03,0,1,520,15
2831-001,R01,3,1,40,14
2831-001,R02,3,1,80,14
2832-001,R01,0,2,480,13
2832-001,R02,1.4,1,490,14
2834-001,R01,.4,1,490,15
2835-001,R01,.8,1,60,14
2837-001,R01,0,2,60,15
2837-001,R02,1.7,1,80,13
2838-001,R01,1,5,1040,16
2839-001,R01,,,,
2839-001,R02,,,,
2839-002,R01,1.1,2,40,13
2839-005,R01,1,2,50,13
2840-001,R01,0,3,530,13
2842-001,R01,.2,3,480,13
2842-001,R02,.1,2,480,14
2843-001,R01,1.6,2,50,17
2844-001,R01,.3,1,490,15
2844-001,R02,.5,1,490,15
2844-002,R01,,,,
2844-003,R01,.3,1,490,15
2844-003,R02,.3,1,490,15
2846-001,R01,.7,2,480,13
2847-001,R01,1.6,2,50,14
2847-001,R02,0,1,60,13
2847-001,R03,1.7,1,50,17
2848-001,R01,.1,1,480,15
2848-001,R02,.2,2,480,17
2848-001,R03,1.6,1,480,16
2848-001,R04,1.6,1,480,14
2849-001,R01,1.4,2,640,13
2849-002,R01,1.5,3,640,13
2849-002,R02,1.1,3,610,21
2850-001,R01,2.1,1,480,14
2850-001,R02,0,1,480,14
2851-001,R01,.6,2,620,14
2851-001,R02,.7,1,630,14
2852-001,R01,0,3,480,15
2853-001,R01,.2,3,630,13
2854-001,R01,2.4,8,930,12
2854-005,R01,0,7,1080,14
2855-001,R01,1,2,620,13
2855-001,R02,1.9,1,610,14
2855-001,R03,.8,3,640,13
2855-003,R01,3.3,2,670,16
2855-003,R02,4.1,1,640,15
2855-004,R01,,,,
2856-001,R01,.8,27,1100,11
2857-001,R01,.7,2,620,13
2857-001,R02,.6,3,620,24
2859-001,R01,.9,3,640,13
2859-001,R02,.4,2,630,15
2859-001,R03,.5,2,630,15
2860-001,R01,.6,20,1080,14
2861-001,R01,.1,1,630,13
2862-001,R01,.6,18,1170,14
2863-001,R01,.2,2,630,14
2863-001,R02,.8,1,620,14
2865-001,R01,.1,3,630,13
2865-001,R02,.4,2,630,13
2865-001,R03,1.1,3,620,18
2867-001,R01,.6,2,620,18
2867-001,R02,1.6,3,640,13
2869-001,R01,.2,2,630,14
2869-001,R02,.2,1,630,14
2869-001,R03,.1,2,620,14
2870-001,R01,10.1,11,1110,13
2871-001,R01,.2,1,630,14
2871-001,R02,.1,3,630,13
2871-001,R03,.2,1,630,14
2873-001,R01,4.8,5,680,12
2873-001,R02,.5,2,630,13
2873-004,R01,.4,18,1240,11
2873-006,R01,.5,2,620,13
2874-001,R01,.6,14,1090,16
2876-002,R01,.8,16,1060,11
2876-002,R02,.7,14,1050,11
2876-002,R03,1.6,17,1060,13
2876-002,R04,1.6,18,1050,12
2876-005,R01,.1,13,1040,14
2876-005,R02,.3,18,1060,16
2877-001,R01,.7,3,630,14
2877-001,R02,.9,1,620,19
2877-001,R03,4.8,3,670,13
2878-001,R01,5.1,4,1020,15
2878-001,R02,5.1,5,1020,15
2879-002,R01,1.3,1,620,25
2879-002,R02,.1,2,630,13
2880-001,R01,20.2,2,700,14
2880-001,R02,.2,11,1130,14
2881-002,R01,.2,4,640,13
2882-002,R01,.1,11,1040,11
2883-001,R01,.1,3,600,15
2883-001,R02,.1,4,600,16
2883-001,R03,.5,2,600,19
2883-001,R04,1.9,2,590,14
2884-001,R01,.1,13,760,14
2884-001,R02,1.7,38,1080,12
2884-001,R03,5.7,4,640,14
2885-001,R01,.4,8,640,12
2886-002,R01,0,1,490,16
2887-001,R01,.4,3,630,13
2887-003,R01,0,3,630,13
2887-003,R02,.5,5,630,13
2887-003,R03,.2,3,630,13
2887-003,R04,1.5,3,630,17
2889-001,R01,.9,2,610,13
2890-001,R01,.7,36,950,12
2891-001,R01,.1,2,640,13
2891-001,R02,.1,2,640,13
2891-001,R03,.4,4,640,12
2892-001,R01,7.2,3,740,16
2893-001,R01,.3,2,650,13
2893-001,R02,.4,2,650,13
2895-001,R01,.5,5,630,14
2895-001,R02,.2,5,630,12
2895-001,R03,.4,5,630,14
2896-001,R01,.5,24,910,13
2896-001,R02,,,,
2896-001,R03,,,,
2897-001,R01,0,6,650,13
2897-001,R02,12.2,1,610,15
2898-001,R01,.2,11,870,12
2899-001,R01,0,4,620,14
2899-001,R02,.1,4,610,15
2901-001,R01,.2,2,630,14
2901-001,R02,0,5,630,13
2901-001,R03,.1,2,630,14
2901-001,R04,.2,2,630,14
2902-001,R01,4.2,9,990,12
2902-001,R02,10.7,4,700,13
2903-001,R01,.1,4,610,13
2903-001,R02,.1,3,610,14
2903-001,R03,.4,2,600,16
2903-001,R04,.4,3,600,18
2904-001,R01,,,,
2904-001,R02,.7,30,910,11
2905-001,R01,.1,3,640,12
2905-001,R02,.1,3,640,13
2905-001,R03,.1,2,640,12
2906-001,R01,4.3,4,740,13
2906-001,R02,13.5,1,700,15
2907-001,R01,.2,2,610,13
2907-001,R02,.3,4,600,13
2907-001,R03,.3,3,610,13
2907-001,R04,.1,2,610,14
2908-003,R01,1.5,1,610,17
2908-003,R02,.5,1,620,13
2908-003,R03,.6,4,630,12
2909-001,R01,2.4,4,630,16
2909-001,R02,1.3,3,640,13
2909-001,R03,1.6,7,640,12
2909-001,R04,1.7,5,630,12
2911-001,R01,.3,5,630,13
2911-001,R02,.3,2,640,13
2911-001,R03,0,4,620,15
2911-001,R04,0,4,620,14
2913-001,R01,4.1,12,1010,13
2914-001,R01,12.9,7,1060,12
2914-001,R02,13,7,1070,12
2915-001,R01,0,8,970,12
2916-001,R01,0,4,870,12
2916-007,R01,0,3,640,15
2919-001,R01,6.1,2,840,13
2920-001,R01,.2,4,830,12
2920-001,R02,.2,5,830,12
2920-001,R03,.2,6,830,12
2921-001,R01,29.3,2,650,14
2921-001,R02,29.3,1,640,15
2924-001,R01,4.8,3,810,13
2925-001,R01,9,9,1010,11
2925-001,R02,10,6,970,13
2925-003,R01,0,4,1040,15
2925-003,R02,.4,7,1040,13
2928-001,R01,.3,8,850,13
2928-002,R01,0,5,820,15
2928-002,R02,.1,5,830,15
2928-002,R03,.2,3,820,14
2929-001,R01,.1,8,970,12
2929-004,R01,1.5,2,380,14
2929-004,R02,1.5,1,380,16
2929-004,R03,1.5,1,380,15
2930-001,R01,0,5,870,13
2932-002,R01,.3,5,830,15
2932-002,R02,.3,6,830,15
2934-001,R01,12.8,3,770,14
2934-001,R02,12.8,2,770,14
2934-002,R01,2.9,5,810,15
2935-001,R01,,,,
2937-001,R01,11,10,670,13
2939-001,R01,,,,
2940-002,R01,.2,13,850,12
2940-002,R02,.4,8,870,12
2940-005,R01,.1,2,830,13
2942-001,R01,.1,5,1020,12
2942-001,R02,.4,7,990,13
2945-001,R01,,,,
2947-002,R01,2.3,3,780,13
2947-002,R02,29.9,1,500,13
2947-002,R03,2.5,5,780,14
2949-001,R01,8.699999999999999,15,1250,14
2952-001,R01,7.2,5,790,14
2952-001,R02,17.4,3,590,13
2952-006,R01,.6,2,590,18
2953-002,R01,.3,1,670,14
2954-002,R01,,,,
2954-002,R02,,,,
2956-002,R01,1.3,12,1340,13
2956-002,R02,1.2,15,1340,11
2956-002,R03,1.6,4,1110,12
2956-002,R04,3.7,5,1030,13
2958-001,R01,3.7,3,820,12
2958-005,R01,3.3,6,830,12
2960-001,R01,,,,
2960-001,R02,,,,
2960-003,R01,.6,2,540,14
2960-003,R02,.5,1,540,15
2964-001,R01,17.9,6,1100,14
2965-001,R01,16.3,3,700,13
2967-002,R01,,,,
2967-006,R01,,,,
2969-001,R01,.3,46,910,11
2969-001,R02,,,,
2969-004,R01,,,,
2971-002,R01,0,23,890,12
2972-001,R01,,,,
2979-001,R01,3.4,3,780,17
2979-001,R02,,,,
2980-001,R01,.1,6,1050,12
2982-001,R01,,,,
2989-001,R01,2.5,3,780,13
2989-001,R02,1.2,6,840,13
2991-001,R01,.8,2,830,22
2993-002,R01,2,3,1140,14
2996-001,R01,,,,
2997-001,R01,.2,1,650,18
2997-001,R02,.2,3,650,15
2997-001,R03,3.1,1,630,36
2997-001,R04,2.3,1,640,16
2997-003,R01,1,10,850,12
2997-003,R02,.4,8,840,18
2997-005,R01,11.2,8,1030,13
2998-001,R01,7.8,2,800,17
2998-001,R02,1.6,6,940,12
2999-005,R01,1.5,1,1110,14
2999-005,R02,1.8,1,1110,15
3000-001,R01,3.3,4,820,13
3000-007,R01,,,,
3000-007,R02,,,,
3002-001,R01,6,8,990,14
3004-001,R01,,,,
3004-001,R02,,,,
3005-002,R01,0,4,830,16
3005-002,R02,0,3,830,16
3005-002,R03,,,,
3006-001,R01,4.9,19,980,12
3006-001,R02,4.9,19,970,12
3006-002,R01,2.6,5,280,15
3006-002,R02,.7,12,280,12
3007-001,R01,.5,5,840,16
3007-001,R02,.9,8,860,12
3009-001,R01,17.3,3,740,13
3011-001,R01,15.4,3,890,13
3011-002,R01,,,,
3012-001,R01,20.9,1,680,15
3013-001,R01,.3,1,780,15
3013-001,R02,.1,3,780,13
3013-001,R03,.2,2,780,13
3014-001,R01,16.3,47,1020,10
3016-001,R01,.1,30,930,10
3018-001,R01,22.2,3,660,18
3018-001,R02,,,,
3019-001,R01,3.5,9,990,12
3019-001,R02,3.7,20,1010,11
3022-001,R01,10.8,21,980,11
3024-001,R01,,,,
3024-001,R02,,,,
3024-001,R03,0,6,900,13
3026-001,R01,,,,
3028-001,R01,.5,8,890,14
3028-001,R02,.6,8,890,14
3032-001,R01,8.9,3,750,19
3033-001,R01,,,,
3034-001,R01,1.2,25,900,12
3034-001,R02,0,2,920,14
3038-001,R01,7,4,1000,15
3040-001,R01,13.6,2,630,14
3041-001,R01,.3,5,870,15
3048-001,R01,.2,32,1050,11
3048-001,R02,.3,11,1000,13
3050-001,R01,,,,
3050-001,R02,,,,
3050-003,R01,.1,4,880,13
3050-003,R02,.5,1,860,17
3050-003,R03,1,3,860,13
3051-001,R01,23.1,1,680,24
3051-001,R02,25.6,2,630,36
3053-001,R01,3.7,9,900,13
3055-005,R01,0,5,910,13
3055-005,R02,.1,3,910,13
3055-006,R01,.8,4,930,15
3056-001,R01,,,,
3057-001,R01,,,,
3057-001,R02,,,,
3058-001,R01,,,,
3058-001,R02,,,,
3058-007,R01,1.4,2,690,19
3059-001,R01,,,,
3059-001,R02,,,,
3059-002,R01,5.7,3,800,17
3061-001,R01,1.2,6,820,16
3064-005,R01,.6,4,690,13
3067-001,R01,7.1,8,1060,13
3067-001,R02,7,8,1070,11
3068-001,R01,,,,
3068-001,R02,,,,
3069-001,R01,1.3,8,880,12
3070-002,R01,0,6,1020,13
3070-002,R02,0,6,1010,14
3070-002,R03,.1,5,1020,12
3070-002,R04,.2,4,1020,14
3070-002,R05,.2,3,1020,13
3074-002,R01,,,,
3074-002,R02,,,,
3074-002,R03,,,,
3077-001,R01,.5,8,990,17
3079-001,R01,.3,11,1030,13
3079-001,R02,.2,9,1020,14
3081-002,R01,.5,11,1000,12
3082-001,R01,,,,
3083-001,R01,,,,
3084-001,R01,2.2,6,1150,13
3085-001,R01,0,27,940,11
3085-001,R02,.1,24,950,10
3089-001,R01,3.2,9,1040,15
3092-001,R01,23.6,5,690,15
3095-001,R01,.3,11,1030,13
3101-006,R01,.6,33,750,13
3101-006,R02,.4,22,750,15
3102-001,R01,.8,2,760,13
3103-003,R01,0,14,880,13
3111-001,R01,,,,
3113-001,R01,,,,
3113-001,R02,,,,
3114-001,R01,20.7,5,580,13
3120-001,R01,,,,
3125-002,R01,2.3,2,640,15
3125-002,R02,2.3,2,640,15
3127-001,R01,,,,
3127-001,R02,,,,
3127-001,R03,,,,
3128-006,R01,.3,4,990,13
3129-005,R01,7.5,11,680,13
3130-001,R01,,,,
3131-001,R01,,,,
3131-001,R02,,,,
3131-001,R03,,,,
3131-001,R04,,,,
3132-004,R01,.4,2,720,13
3136-003,R01,0,5,1180,13
3136-003,R02,.4,3,1190,13
3136-003,R03,2.1,8,1170,21
3137-001,R01,,,,
3137-001,R02,,,,
3139-002,R01,10,2,670,14
3139-002,R02,1.3,1,700,16
3139-002,R03,1.2,2,710,14
3142-001,R01,8.1,6,1090,12
3144-001,R01,,,,
3154-001,R01,1.4,7,1050,12
3154-001,R02,.5,9,1050,11
3154-004,R01,0,11,910,12
3154-004,R02,.4,14,900,12
3154-004,R03,.1,18,920,12
3154-004,R04,.9,4,880,16
3155-001,R01,.4,11,1020,12
3155-001,R02,.3,12,990,14
3155-001,R03,.5,19,1010,13
3157-003,R01,.4,4,1060,13
3157-003,R02,.6,2,1050,20
3161-001,R01,,,,
3161-001,R02,,,,
3161-001,R03,,,,
3163-002,R01,.2,3,660,17
3166-001,R01,,,,
3167-001,R01,,,,
3169-006,R01,,,,
3169-006,R02,,,,
3169-006,R03,,,,
3169-006,R04,,,,
3173-001,R01,.2,1,740,16
3173-001,R02,.3,2,740,14
3173-002,R01,.6,2,750,14
3173-002,R02,.5,1,750,14
3173-002,R03,1,1,750,18
3175-001,R01,.1,11,1150,13
3179-001,R01,0,17,1150,13
3179-001,R02,.3,15,1110,14
3181-002,R01,1.6,4,940,13
3181-002,R02,1.6,4,940,13
3194-002,R01,,,,
3197-001,R01,.8,24,1180,12
3199-004,R01,0,1,580,14
3199-004,R02,.1,1,580,13
3200-001,R01,.2,5,690,13
3200-001,R02,.4,2,700,14
3200-001,R03,.5,2,710,13
3202-002,R01,4.9,12,1050,11
3213-003,R01,10.2,15,1100,12
3214-001,R01,.7,3,640,14
3214-001,R02,2.1,2,650,14
3216-001,R01,.2,7,1080,12
3220-001,R01,,,,
3221-001,R01,,,,
3222-001,R01,.1,10,1130,12
3222-001,R02,0,9,1120,12
3226-001,R01,.6,10,1090,14
3228-001,R01,4.3,15,1210,13
3230-001,R01,.6,7,1130,12
3233-002,R01,2.9,3,1040,14
3237-004,R01,1.9,12,970,14
3237-004,R02,.6,3,820,17
3237-004,R03,.2,2,840,13
3239-001,R01,2,9,1150,14
3247-001,R01,1.8,17,1200,12
3257-001,R01,2.2,7,1110,13
3259-001,R01,.1,4,740,14
3259-001,R02,.4,2,750,13
3259-001,R03,.5,3,750,13
3261-001,R01,5.6,25,1200,12
3261-001,R02,2.7,9,1180,13
3263-002,R01,2.5,8,1180,14
3263-008,R01,,,,
0005-001,D01,.5,3,1260,12
0007-001,D01,0,5,1270,12
0036-001,D01,0,5,1400,12
0040-001,D01,.1,8,1440,13
0078-001,D01,.3,6,1510,14
0081-001,D01,4.2,31,1150,11
0082-001,D01,1.4,12,1610,13
0082-001,D02,1.4,13,1610,13
0086-001,D01,.3,5,1490,14
0092-001,D01,.6,9,1630,15
0094-001,D01,.2,6,1560,17
0139-001,D01,0,1,490,15
0149-001,D01,0,2,490,15
0158-001,D01,.8,1,1070,16
0177-001,D01,0,6,540,11
0192-003,D01,0,4,510,13
0196-001,D01,.8,2,570,16
0202-001,D01,.6,2,570,16
0207-001,D01,0,2,490,19
0212-001,D01,.9,2,570,14
0212-001,D02,.9,2,570,14
0214-001,D01,.1,4,580,13
0216-001,D01,.1,3,580,13
0218-001,D01,.5,2,570,13
0220-001,D01,.4,5,570,13
0231-001,D01,.7,3,560,36
0239-001,D01,.9,4,550,14
0249-001,D01,.8,3,580,15
0256-002,D01,1.1,2,490,15
0261-001,D01,.9,1,490,13
0265-001,D01,.7,1,490,16
0279-001,D01,1,1,490,20
0289-001,D01,.4,8,520,13
