HHID,case_id,qx_type,visit,ea_id,ag_f0a,ag_f0c,ag_f0c_os,ag_f01a,ag_f01b,ag_f01b_os,ag_f02,ag_f03,ag_f04,ag_f15,ag_f16a,ag_f16b,ag_f16b_os,ag_f17,ag_f17_os,ag_f18,ag_f19,ag_f20,ag_f21,ag_f22,ag_f23,ag_f24,ag_f25,ag_f26a,ag_f26b,ag_f26b_os,ag_f27,ag_f27_os,ag_f28,ag_f29,ag_f30,ag_f31,ag_f32,ag_f33,ag_f34,ag_f35,ag_f36a,ag_f36b,ag_f36b_os,ag_f37,ag_f38a,ag_f38b,ag_f38b_os,ag_f39a,ag_f39b,ag_f40,ag_f41,ag_f42a,ag_f42b,ag_f42b_os,ag_f43,ag_f44a,ag_f44b,ag_f44b_os
1169,206035330119,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,206035330119,Panel A,1,20603533,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,206035330156,Panel A,1,20603533,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,206035330156,Panel A,1,20603533,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,206035330156,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,5,Ox cart,,"Yes, The Figures Matched",No,Yes,N03,5,Ox cart,,Own Bicycle or Oxcart,,500,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1171,206035330165,Panel A,1,20603533,Yes,UREA,,50,Gram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Own Bicycle or Oxcart,,0,4590,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1171,206035330165,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,206035330165,Panel A,1,20603533,Yes,23:21:0+4S/CHITOWE,,50,Gram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Own Bicycle or Oxcart,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1202,206046380001,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,206046380001,Panel B,1,20604638,Yes,UREA,,70,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,20,10 kg bag,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1194,206046380010,Panel B,1,20604638,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,206046380037,Panel B,1,20604638,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,206046380037,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,206046380037,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,206046380046,Panel B,1,20604638,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,206046380055,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,206046380055,Panel B,1,20604638,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,206046380064,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,206046380064,Panel B,1,20604638,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,5400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1204,206046380064,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,5800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1186,206046380072,Panel B,1,20604638,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,206046380072,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,206046380081,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,20,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,206046380081,Panel B,1,20604638,Yes,UREA,,20,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,206046380081,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,206046380099,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,3,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,206046380099,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,206046380108,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,206046380108,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,206046380117,Panel B,1,20604638,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,206046380117,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,1,Ox cart,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1178,206046380126,Panel B,1,20604638,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,206046380135,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,206046380135,Panel B,1,20604638,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,206046380135,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,206046380153,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Truck / Bus / Minibus,,200,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1192,206046380153,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,206046380153,Panel B,1,20604638,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Truck / Bus / Minibus,,200,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1182,206046380161,Panel B,1,20604638,Yes,CAN,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,206046380161,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,206046380179,Panel B,1,20604638,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1184,206046380179,Panel B,1,20604638,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,206046380179,Panel B,1,20604638,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,206053020011,Panel A,1,20605302,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,206053020011,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,3,Wheelbarrow,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,3,Wheelbarrow,
1205,206053020023,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,10,Bucket,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1205,206053020023,Panel A,1,20605302,Yes,UREA,,18,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,206053020033,Panel A,1,20605302,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,206053020033,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,100,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,100,Kilogram,
1203,206053020036,Panel A,1,20605302,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,206053020038,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,206053020038,Panel A,1,20605302,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,206053020113,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,206053020113,Panel A,1,20605302,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Bicycle Taxi,,100,5800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1191,206053020113,Panel A,1,20605302,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,206053020118,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,206053020118,Panel A,1,20605302,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,206053020125,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,40,Bucket,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,206053020126,Panel A,1,20605302,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,206053020127,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,206053020127,Panel A,1,20605302,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,206053020127,Panel A,1,20605302,Yes,CAN,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,5800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1193,206053020132,Panel A,1,20605302,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,206053020132,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,150,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,3,50 kg bag,
1187,206053020159,Panel A,1,20605302,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,206053020161,Panel A,1,20605302,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,206053020161,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,40,Bucket,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,40,Bucket,
1185,206053020161,Panel A,1,20605302,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,On Foot,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1211,206053020164,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,2,Ox cart,,"Yes, The Figures Matched",No,Yes,N05,2,Ox cart,,On Foot,,0,700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1211,206053020164,Panel A,1,20605302,Yes,23:21:0+4S/CHITOWE,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,100,Kilogram,,Bicycle Taxi,,400,10600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1211,206053020164,Panel A,1,20605302,Yes,UREA,,175,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,175,Kilogram,,Bicycle Taxi,,600,18600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1201,206053020171,Panel A,1,20605302,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,206053020171,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Yes,UREA,,50,Gram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Yes,ORGANIC FERTILIZER,,1,Ox cart,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,1,Ox cart,
1226,206072600004,Panel B,1,20607260,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,206072600059,Panel B,1,20607260,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,150,Kilogram,,Own Bicycle or Oxcart,,150,16200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1230,206072600059,Panel B,1,20607260,Yes,23:21:0+4S/CHITOWE,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,200,Kilogram,,Own Bicycle or Oxcart,,150,21600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1230,206072600059,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,206072600096,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,206072600096,Panel B,1,20607260,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,206072600114,Panel B,1,20607260,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,1,Other (Specify),TONS,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,100,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1234,206072600151,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,206072600151,Panel B,1,20607260,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,On Foot,,0,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1214,206072600170,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,Own Bicycle or Oxcart,,100,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1214,206072600170,Panel B,1,20607260,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,Own Bicycle or Oxcart,,100,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1222,206072600188,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,8,Ox cart,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,8,Ox cart,
1222,206072600188,Panel B,1,20607260,Yes,CAN,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Truck / Bus / Minibus,,140,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1240,206072600272,Panel B,1,20607260,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,100,Kilogram,,Truck / Bus / Minibus,,300,9500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1240,206072600272,Panel B,1,20607260,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,100,Kilogram,,Truck / Bus / Minibus,,300,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1240,206072600272,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,6,Other (Specify),TONS,"Yes, The Figures Matched",No,Yes,N03,6,Other (Specify),1 TON,On Foot,,1000,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1224,206072600280,Panel B,1,20607260,Yes,CAN,,1500,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,3,50 kg bag,,Own Bicycle or Oxcart,,0,14400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1212,206072600299,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,22,Ox cart,,"Yes, The Figures Matched",No,Yes,N01,22,Ox cart,,Truck / Bus / Minibus,,7000,20000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1218,206072600336,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,206072600336,Panel B,1,20607260,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Truck / Bus / Minibus,,200,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1210,206072600354,Panel B,1,20607260,Yes,ORGANIC FERTILIZER,,14,Other (Specify),TONS,"Yes, The Figures Matched",No,Yes,N01,14,Other (Specify),1 TON,Truck / Bus / Minibus,,3000,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1210,206072600354,Panel B,1,20607260,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,100,Kilogram,,Truck / Bus / Minibus,,500,10000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1210,206072600354,Panel B,1,20607260,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,150,Kilogram,,Truck / Bus / Minibus,,500,15000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1239,206073150104,Panel A,1,20607315,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,206073150104,Panel A,1,20607315,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,150,Kilogram,,Own Bicycle or Oxcart,,100,14400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1217,206073150106,Panel A,1,20607315,Yes,UREA,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,4,50 kg bag,,Own Bicycle or Oxcart,,100,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,.5,Kilogram,,,,,
1217,206073150106,Panel A,1,20607315,Yes,CAN,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,Own Bicycle or Oxcart,,100,4700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1217,206073150106,Panel A,1,20607315,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,206073150106,Panel A,1,20607315,Yes,23:21:0+4S/CHITOWE,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,4,50 kg bag,,Own Bicycle or Oxcart,,100,5300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1217,206073150106,Panel A,1,20607315,Yes,D COMPOUND,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,100,6300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1221,206073150115,Panel A,1,20607315,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,75,Kilogram,,Own Bicycle or Oxcart,,250,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1221,206073150115,Panel A,1,20607315,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,75,Kilogram,,Own Bicycle or Oxcart,,250,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1241,206073150209,Panel A,1,20607315,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Yes,ORGANIC FERTILIZER,,3,Other (Specify),TONS,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,3,Other (Specify),TONS
1247,206073150289,Panel A,1,20607315,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
