occ,y2_hhid,qx_type,interview_status,ag_c00,ag_c02,ag_c03_2,ag_c04a,ag_c04b,ag_c04c,ag_c05e,ag_c06,ag_c07
4,1623-001,PANEL A,Panel A - 2 Visits,R04,HYBRID MAIZE,RG01,.5,ACRE,.57999998,,12,CLEAR / SUNNY
1,1625-001,PANEL A,Panel A - 2 Visits,R01,PAKHOMO,RG01,1,ACRE,1,,10,CLEAR / SUNNY
1,1627-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,.69999999,,15,PARTLY CLOUDY / PARTLY SUNNY
2,1627-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.25,ACRE,.25999999,,18,PARTLY CLOUDY / PARTLY SUNNY
3,1627-001,PANEL A,Panel A - 2 Visits,R03,COTTON,RG03,.75,ACRE,.75,,18,PARTLY CLOUDY / PARTLY SUNNY
1,1627-003,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.25,ACRE,.36000001,,15,MOSTLY CLEAR / MOSTLY SUNNY
2,1627-003,PANEL A,Panel A - 2 Visits,R02,COTTON,RG01,.25,ACRE,.20999999,,15,MOSTLY CLEAR / MOSTLY SUNNY
1,1628-001,PANEL B,Panel B - Combined Visit,R01,MAIZE PLOT,RG01,2,ACRE,,TOO FAR,,
2,1628-001,PANEL B,Panel B - Combined Visit,R02,G/NUTS,RG02,1.5,ACRE,,TOO FAR,,
3,1628-001,PANEL B,Panel B - Combined Visit,R03,MAIZE PLOT,RG03,1.5,ACRE,,TOO FAR,,
1,1629-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,1.75,,4,CLEAR / SUNNY
2,1629-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,1.23,,4,CLEAR / SUNNY
3,1629-001,PANEL A,Panel A - 2 Visits,R03,TOBACCO,RG03,.75,ACRE,.34999999,,3,CLEAR / SUNNY
4,1629-001,PANEL A,Panel A - 2 Visits,R04,COTTON,RG04,2,ACRE,2,,5,CLEAR / SUNNY
5,1629-001,PANEL A,Panel A - 2 Visits,R05,GNUTS,RG05,.5,ACRE,.5,,4,CLEAR / SUNNY
1,1631-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,2,ACRE,2.3099999,,10,CLEAR / SUNNY
1,1633-004,PANEL A,Panel A - Combined Visit,R01,HYBRID MAIZE,RG01,3,ACRE,3.5999999,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,1633-004,PANEL A,Panel A - Combined Visit,R02,G/NUTS,RG01,.25,ACRE,.40000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,1633-004,PANEL A,Panel A - Combined Visit,R03,SORGHUM,RG01,.25,ACRE,.40000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
4,1633-004,PANEL A,Panel A - Combined Visit,R04,COTTON,RG01,2,ACRE,3.7,,11,MOSTLY CLEAR / MOSTLY SUNNY
5,1633-004,PANEL A,Panel A - Combined Visit,R05,KHOBWE,RG01,1,ACRE,1.7,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,1633-006,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.28,,11,CLEAR / SUNNY
2,1633-006,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.80000001,ACRE,1.4400001,,11,CLEAR / SUNNY
3,1633-006,PANEL A,Panel A - 2 Visits,R03,GNUTS,RG02,.2,ACRE,.36000001,,11,CLEAR / SUNNY
1,1635-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.25,ACRE,.12,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1636-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,2,ACRE,1.2,,11,CLEAR / SUNNY
1,1637-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1645-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1647-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,,,,PARTLY CLOUDY / PARTLY SUNNY
1,1648-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1649-001,PANEL A,Panel A - 2 Visits,R01,MAIZE GARDEN,RG01,.5,ACRE,.27000001,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1650-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.25,ACRE,0,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1651-002,PANEL A,Panel A - 2 Visits,R01,KUMTSINJE,RG01,.25,ACRE,.090000004,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1652-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1.8,ACRE,1.3,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1652-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG01,.5,ACRE,.80000001,,11,PARTLY CLOUDY / PARTLY SUNNY
3,1652-001,PANEL B,Panel B - 2 Visits,R03,TOBACCO,RG02,2,ACRE,1.8,,10,PARTLY CLOUDY / PARTLY SUNNY
4,1652-001,PANEL B,Panel B - 2 Visits,R04,G/NUTS,RG03,.5,ACRE,,TOO FAR,,
1,1653-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,1,ACRE,.97000003,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,1659-005,PANEL A,Panel A - Combined Visit,R01,LOCAL MAIZE,RG01,.5,ACRE,.40000001,,9,MOSTLY CLEAR / MOSTLY SUNNY
2,1659-005,PANEL A,Panel A - Combined Visit,R02,LOCAL MAIZE,RG02,.5,ACRE,.69999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1661-001,PANEL A,Panel A - 2 Visits,R01,H/MAIZE RECYCLED,RG01,.25,ACRE,.02,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1661-001,PANEL A,Panel A - 2 Visits,R02,H/MAIZE RECYCLED,RG02,.25,ACRE,.02,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1662-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1666-006,PANEL B,Panel B - Combined Visit,R01,LOCAL MAIZE,RG01,1.5,ACRE,2,,10,CLEAR / SUNNY
2,1666-006,PANEL B,Panel B - Combined Visit,R02,SOYA,RG02,1.5,ACRE,1.6,,10,CLEAR / SUNNY
1,1669-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WAKU DOWA,RG01,3,ACRE,,,,
1,1669-004,PANEL A,Panel A - 2 Visits,R01,HYBRID M,RG01,1,ACRE,,,,
2,1669-004,PANEL A,Panel A - 2 Visits,R02,CG7,RG02,1,ACRE,,,,
1,1669-005,PANEL A,Panel A - Combined Visit,R01,HYBRID MAIZE,RG01,1,ACRE,1.26,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1669-005,PANEL A,Panel A - Combined Visit,R02,G/NUTS,RG02,.5,ACRE,1.1900001,,10,MOSTLY CLEAR / MOSTLY SUNNY
3,1669-005,PANEL A,Panel A - Combined Visit,R03,KHOBWE,RG03,.25,ACRE,.66000003,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1675-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1676-001,PANEL B,Panel B - 2 Visits,R01,MCHINJI PLOT,RG01,.050000001,ACRE,,TOO FAR,,
1,1677-001,PANEL A,Panel A - 2 Visits,R01,MAIZE(HYBRID),RG01,1.5,ACRE,,,,
2,1677-001,PANEL A,Panel A - 2 Visits,R02,BEANS,RG01,.5,ACRE,,,,
3,1677-001,PANEL A,Panel A - 2 Visits,R03,G/NUTS,RG02,.75,ACRE,,,,
4,1677-001,PANEL A,Panel A - 2 Visits,R04,SOYA,RG03,.25,ACRE,,,,
5,1677-001,PANEL A,Panel A - 2 Visits,R05,TOBACCO,RG04,.5,ACRE,,,,
6,1677-001,PANEL A,Panel A - 2 Visits,R06,LOCAL MAIZE,RG05,1,ACRE,,,,
1,1677-003,PANEL A,Panel A - 2 Visits,R01,MAIZE PLOT,RG01,.5,ACRE,.30000001,,9,CLEAR / SUNNY
1,1678-001,PANEL B,Panel B - 2 Visits,R01,MANGOCHI,RG01,1,ACRE,,TOO FAR,,
1,1679-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,,,,
2,1679-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,,,,
3,1679-001,PANEL A,Panel A - 2 Visits,R03,G/NUTS,RG03,.25,ACRE,,,,
4,1679-001,PANEL A,Panel A - 2 Visits,R04,SWEERT POTATOE,RG04,.25,ACRE,,,,
5,1679-001,PANEL A,Panel A - 2 Visits,R05,LOCAL MAIZE,RG05,2.5,ACRE,,,,
6,1679-001,PANEL A,Panel A - 2 Visits,R06,RICE,RG06,.25,ACRE,,,,
1,1680-001,PANEL B,Panel B - 2 Visits,R01,WA PAKHOMO,RG01,.25,ACRE,.25999999,,10,CLEAR / SUNNY
1,1682-002,PANEL B,Panel B - Combined Visit,R01,MAIZE,RG01,1.5,ACRE,1.4299999,,11,CLEAR / SUNNY
1,1683-002,PANEL A,Panel A - Combined Visit,R01,H MAIZE,RG01,1,ACRE,.69999999,,10,CLEAR / SUNNY
2,1683-002,PANEL A,Panel A - Combined Visit,R02,G/NUTS,RG02,1.5,ACRE,1.2,,10,CLEAR / SUNNY
3,1683-002,PANEL A,Panel A - Combined Visit,R03,H MAIZE,RG03,2.5,ACRE,2.3,,10,CLEAR / SUNNY
4,1683-002,PANEL A,Panel A - Combined Visit,R04,G/NUTS,RG03,.5,ACRE,.5,,10,CLEAR / SUNNY
5,1683-002,PANEL A,Panel A - Combined Visit,R05,H MAIZE,RG04,.25,ACRE,.40000001,,10,CLEAR / SUNNY
1,1683-004,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.5,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,1685-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,2.5,ACRE,,,,
2,1685-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,.1,,10,CLEAR / SUNNY
1,1687-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1.5,ACRE,,TOO FAR,,
1,1688-001,PANEL B,Panel B - 2 Visits,R01,MUNDA WA KUBARRACKS,RG01,.44999999,ACRE,,,,
1,1688-005,PANEL B,Panel B - Combined Visit,R01,RECYCLED MAIZE,RG01,2.5,ACRE,2.5999999,,10,CLEAR / SUNNY
2,1688-005,PANEL B,Panel B - Combined Visit,R02,G/NUTS,RG01,.5,ACRE,.5,,10,CLEAR / SUNNY
1,1691-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1691-003,PANEL A,Panel A - Combined Visit,R01,HYBRID MAIZE,RG01,1,ACRE,1.3200001,,12,CLEAR / SUNNY
1,1692-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE PLOT,RG01,1.5,ACRE,.46000001,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1693-003,PANEL A,Panel A - Combined Visit,R01,HYBRID MAIZE,RG01,1,ACRE,1,,9,PARTLY CLOUDY / PARTLY SUNNY
1,1697-003,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,1.1,,9,CLEAR / SUNNY
2,1697-003,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.30000001,,9,CLEAR / SUNNY
1,1698-009,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2.7,ACRE,3.9000001,,10,CLEAR / SUNNY
2,1698-009,PANEL B,Panel B - 2 Visits,R02,SWEET POTATOE,RG01,.30000001,ACRE,.2,,10,CLEAR / SUNNY
1,1698-010,PANEL B,Panel B - Combined Visit,R01,HYBRID MAIZE,RG01,2,ACRE,.40000001,,9,MOSTLY CLEAR / MOSTLY SUNNY
1,1701-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WA PAKHOMO,RG01,.5,ACRE,.050000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1705-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WA PAKHOMO,RG01,.25,ACRE,.1,,9,MOSTLY CLEAR / MOSTLY SUNNY
1,1707-003,PANEL A,Panel A - Combined Visit,R01,KUPHEDI,RG01,.30000001,ACRE,.2,,11,CLEAR / SUNNY
2,1707-003,PANEL A,Panel A - Combined Visit,R02,KU MLEMBA,RG02,1,ACRE,.30000001,,10,CLEAR / SUNNY
1,1708-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.69999999,,10,CLEAR / SUNNY
2,1708-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS PLOT,RG02,1,ACRE,1,,11,CLEAR / SUNNY
3,1708-001,PANEL B,Panel B - 2 Visits,R03,SOYA,RG03,1,ACRE,.60000002,,12,CLEAR / SUNNY
1,1710-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.25,ACRE,.30000001,,12,CLEAR / SUNNY
1,1714-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.41999999,,12,CLEAR / SUNNY
1,1715-001,PANEL A,Panel A - 2 Visits,R01,KU 36,RG01,.050000001,ACRE,.02,,12,CLEAR / SUNNY
1,1716-005,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,.69999999,,12,CLEAR / SUNNY
2,1716-005,PANEL B,Panel B - 2 Visits,R02,LOCAL,RG02,.5,ACRE,,,,CLEAR / SUNNY
3,1716-005,PANEL B,Panel B - 2 Visits,R03,HYBRID,RG03,.5,ACRE,1,,11,CLEAR / SUNNY
1,1717-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,1,ACRE,.82999998,,11,CLEAR / SUNNY
2,1717-001,PANEL A,Panel A - 2 Visits,R02,SOYA,RG03,.5,ACRE,.36000001,,11,CLEAR / SUNNY
3,1717-001,PANEL A,Panel A - 2 Visits,R03,G/NUTS,RG02,.25,ACRE,.02,,11,CLEAR / SUNNY
1,1717-002,PANEL A,Panel A - 2 Visits,R01,MUNDA WA SOYA,RG01,.0099999998,ACRE,.19,,12,CLEAR / SUNNY
1,1719-001,PANEL A,Panel A - 2 Visits,R01,HOME PLOT,RG01,.5,ACRE,.1,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1719-009,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,.75,ACRE,.74000001,,15,CLEAR / SUNNY
2,1719-009,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,.75,ACRE,.56,,15,CLEAR / SUNNY
1,1720-001,PANEL B,Panel B - 2 Visits,R01,G/NUTS,RG01,1,ACRE,,,,
2,1720-001,PANEL B,Panel B - 2 Visits,R02,SOYA,RG01,1,ACRE,,,,
3,1720-001,PANEL B,Panel B - 2 Visits,R03,MAIZE PLOT,RG02,2,ACRE,1.6,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,1722-002,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.25,ACRE,.1,,11,CLEAR / SUNNY
1,1723-001,PANEL A,Panel A - 2 Visits,R01,WA PAKHOMO,RG01,.050000001,ACRE,.0099999998,,9,CLEAR / SUNNY
1,1724-001,PANEL B,Panel B - 2 Visits,R01,MAIZE GARDEN,RG01,2,ACRE,,HOUSEHOLD REFUSED,,
1,1725-001,PANEL A,Panel A - Combined Visit,R01,PAMSEWU,RG01,1,ACRE,.5,,8,CLEAR / SUNNY
2,1725-001,PANEL A,Panel A - Combined Visit,R02,KUDAMBO,RG02,0,ACRE,.40000001,,8,CLEAR / SUNNY
1,1726-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,,TOO FAR,,
2,1726-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,3,ACRE,,TOO FAR,,
3,1726-001,PANEL B,Panel B - 2 Visits,R03,G/NUTS,RG03,1,ACRE,,TOO FAR,,
1,1727-003,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.1,,6,PARTLY CLOUDY / PARTLY SUNNY
2,1727-003,PANEL A,Panel A - 2 Visits,R02,SWEET POTATOES,RG02,1,ACRE,.2,,6,PARTLY CLOUDY / PARTLY SUNNY
1,1728-003,PANEL B,Panel B - Combined Visit,R01,HYBRID MAIZE,RG01,1,ACRE,1,,11,CLEAR / SUNNY
2,1728-003,PANEL B,Panel B - Combined Visit,R02,HYBRID MAIZE,RG02,.25,ACRE,.2,,10,CLEAR / SUNNY
3,1728-003,PANEL B,Panel B - Combined Visit,R03,HYBRID MAIZE,RG03,.5,ACRE,.40000001,,9,CLEAR / SUNNY
4,1728-003,PANEL B,Panel B - Combined Visit,R04,HYBRID MAIZE,RG04,.25,ACRE,.2,,10,CLEAR / SUNNY
1,1729-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.1,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1730-001,PANEL B,Panel B - 2 Visits,R01,MAIZE PLOT,RG01,1.05,ACRE,,,,
1,1731-001,PANEL A,Panel A - Combined Visit,R01,MAIZE,RG01,1.5,ACRE,1.04,,11,CLEAR / SUNNY
1,1732-001,PANEL B,Panel B - 2 Visits,R01,MAIZE PLOT,RG01,.5,ACRE,,OTHER (SPECIFY),,
1,1733-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.68000001,,11,CLEAR / SUNNY
1,1735-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.1,ACRE,.050000001,,11,CLEAR / SUNNY
1,1738-001,PANEL B,Panel B - 2 Visits,R01,MUNDA WAKU LUADZI,RG01,2,ACRE,,TOO FAR,,
1,1742-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.80000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1742-001,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG02,.25,ACRE,.30000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1743-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.60000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,1743-005,PANEL A,Panel A - Combined Visit,R01,MAIZE,RG01,1.5,ACRE,1.3200001,,10,CLEAR / SUNNY
1,1744-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1745-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.30000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,1745-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG01,.5,ACRE,.30000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,1745-001,PANEL A,Panel A - 2 Visits,R03,HYBRID MAIZE,RG02,.5,ACRE,.5,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,1746-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,2,ACRE,,TOO FAR,,
1,1753-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WA KU CENTRAL POUTR,RG01,1,ACRE,,,,
1,1756-001,PANEL B,Panel B - Combined Visit,R01,HOME GARDEN,RG01,2,ACRE,,TOO FAR,,
1,1757-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1760-001,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED,RG01,2,ACRE,1,,12,MOSTLY CLEAR / MOSTLY SUNNY
2,1760-001,PANEL B,Panel B - 2 Visits,R02,CHALIMBANA,RG02,1,ACRE,.60000002,,12,MOSTLY CLEAR / MOSTLY SUNNY
3,1760-001,PANEL B,Panel B - 2 Visits,R03,HYBRID RECYCLED,RG02,1,ACRE,.60000002,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,1767-007,PANEL A,Panel A - Combined Visit,R01,LOCAL MAIZE,RG01,3,ACRE,1.7,,12,CLEAR / SUNNY
1,1769-001,PANEL A,Panel A - 2 Visits,R01,MAIZE PLOT,RG01,.5,ACRE,.44,,12,CLEAR / SUNNY
1,1769-002,PANEL A,Panel A - Combined Visit,R01,LOCAL MAIZE,RG01,.5,ACRE,,TOO FAR,12,CLEAR / SUNNY
2,1769-002,PANEL A,Panel A - Combined Visit,R02,COTTON,RG01,.5,ACRE,,TOO FAR,12,CLEAR / SUNNY
1,1772-002,PANEL B,Panel B - 2 Visits,R01,MAIZE FIELD,RG01,1.5,ACRE,.72000003,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1772-002,PANEL B,Panel B - 2 Visits,R02,MAIZE FIELD,RG02,1,ACRE,.70999998,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1773-001,PANEL A,Panel A - 2 Visits,R01,MAIZE PLOT,RG01,.5,ACRE,.56999999,,7,PARTLY CLOUDY / PARTLY SUNNY
2,1773-001,PANEL A,Panel A - 2 Visits,R02,MAIZE PLOT,RG02,1.5,ACRE,1.2,,11,CLEAR / SUNNY
3,1773-001,PANEL A,Panel A - 2 Visits,R03,SWEET POTATO PLOT,RG03,.5,ACRE,.31,,11,CLEAR / SUNNY
1,1774-001,PANEL B,Panel B - 2 Visits,R01,MAIZE PLOT,RG01,1.5,ACRE,1.23,,11,CLEAR / SUNNY
1,1774-002,PANEL B,Panel B - Combined Visit,R01,PAKHOMO,RG01,1,ACRE,.5,,12,CLEAR / SUNNY
1,1777-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.2,,12,MOSTLY CLEAR / MOSTLY SUNNY
2,1777-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG01,.5,ACRE,.1,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,1777-007,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1781-001,PANEL A,Panel A - 2 Visits,R01,MAIZE PLOT,RG01,.5,ACRE,,TOO FAR,,
1,1786-001,PANEL B,Panel B - Combined Visit,R01,MAIZE,RG01,.5,ACRE,,TOO FAR,,
2,1786-001,PANEL B,Panel B - Combined Visit,R02,RICE,RG02,.1,ACRE,,TOO FAR,,
1,1789-001,PANEL A,Panel A - 2 Visits,R01,MAIZE PLOT,RG01,4,ACRE,,TOO FAR,,
2,1789-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG02,3,ACRE,,TOO FAR,,
3,1789-001,PANEL A,Panel A - 2 Visits,R03,FALLOW PLOT,RG03,2.5,ACRE,,TOO FAR,,
4,1789-001,PANEL A,Panel A - 2 Visits,R04,SOYA,RG04,1.5,ACRE,,TOO FAR,,
1,1794-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1.5,ACRE,1.08,,12,MOSTLY CLEAR / MOSTLY SUNNY
2,1794-001,PANEL B,Panel B - 2 Visits,R02,MAIZE,RG02,5,ACRE,,TOO FAR,,
1,1795-001,PANEL A,Panel A - 2 Visits,R01,MAIZE PLOT,RG01,1.5,ACRE,.5,,10,CLEAR / SUNNY
1,1801-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1.1,,11,CLEAR / SUNNY
1,1803-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1803-004,PANEL A,Panel A - 2 Visits,R01,KWAKACHALA,RG01,.5,ACRE,.30000001,,9,MOSTLY CLEAR / MOSTLY SUNNY
1,1806-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1.75,ACRE,3.3,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1808-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1,ACRE,,TOO FAR,,
1,1809-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WA KUDAMBO,RG01,.02,ACRE,.52999997,,12,CLEAR / SUNNY
1,1810-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1812-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.80000001,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1812-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,4.25,ACRE,3.3,,10,PARTLY CLOUDY / PARTLY SUNNY
3,1812-001,PANEL B,Panel B - 2 Visits,R03,S.POTATO,RG03,1,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1813-002,PANEL A,Panel A - Combined Visit,R01,HYBRID MAIZE,RG01,1,ACRE,.80000001,,12,CLEAR / SUNNY
1,1818-001,PANEL B,Panel B - 2 Visits,R01,MUNDA WAKU ROBERTSONS,RG01,.5,ACRE,.69999999,,11,CLEAR / SUNNY
1,1818-003,PANEL B,Panel B - 2 Visits,R01,MUNDA WA KWA CHISEKA,RG01,1,ACRE,.63,,12,
2,1818-003,PANEL B,Panel B - 2 Visits,R02,MUNDA WA KWA CHISEKA,RG02,1,ACRE,1.08,,12,
1,1819-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.70999998,,11,CLEAR / SUNNY
1,1821-001,PANEL A,Panel A - 2 Visits,R01,MAIZE LOCAL,RG01,1,ACRE,1.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,1822-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,1824-001,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED,RG01,2,ACRE,,,,
1,1825-001,PANEL A,Panel A - 2 Visits,R01,MAIZE PLOT,RG01,1.5,ACRE,.44,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1825-001,PANEL A,Panel A - 2 Visits,R02,SOYA BEAN PLOT,RG01,.5,ACRE,.28,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1827-001,PANEL A,Panel A - Only Visit 1,R01,MAIZE LOCAL,RG01,.5,ACRE,.23,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1827-001,PANEL A,Panel A - Only Visit 1,R02,MAIZE LOCAL,RG02,.5,ACRE,.31,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1832-002,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.60000002,,11,CLEAR / SUNNY
1,1832-005,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1833-001,PANEL A,Panel A - Combined Visit,R01,L/MAIZE,RG01,.5,ACRE,.2,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1833-001,PANEL A,Panel A - Combined Visit,R02,L/MAIZE,RG02,.30000001,ACRE,.1,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1835-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.30000001,,10,CLEAR / SUNNY
1,1836-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,3,ACRE,3.1600001,,13,CLEAR / SUNNY
1,1840-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.75,ACRE,,TOO FAR,,
2,1840-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,.75,ACRE,,TOO FAR,,
1,1842-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,1.5,,12,MOSTLY CLEAR / MOSTLY SUNNY
