occ,y2_hhid,qx_type,interview_status,ag_b0a,ag_b0c,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03b,ag_b04a,ag_b04b,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11c,ag_b12a,ag_b12b,ag_b12c,ag_b13a,ag_b13b,ag_b13c,ag_b14a,ag_b14b,ag_b14c,ag_b15a,ag_b15b,ag_b15c,ag_b16a,ag_b16b,ag_b16c,ag_b16d,ag_b17a,ag_b17b,ag_b18,ag_b19,ag_b20a,ag_b20b,ag_b20c,ag_b21a,ag_b21b,ag_b22a,ag_b22b
1,1353-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1353-002,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,YES,1,50 KG BAG,SHELLED,3000,1,,500,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1353-002,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,6,50 KG BAG,UNSHELLED,MAY,MAY,YES,2,50 KG BAG,SHELLED,32000,1,,500,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
3,1353-002,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.25,ACRE,YES,OTHER (SPECIFY),,50,KILOGRAM,NOT APPLICABLE,JANUARY,MARCH,YES,50,KILOGRAM,NOT APPLICABLE,10000,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1354-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.75,ACRE,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1354-001,PANEL B,Panel B - 2 Visits,YES,BEANS,.25,ACRE,NO,,,3,PAIL (LARGE),SHELLED,MARCH,APRIL,YES,1,PAIL (LARGE),SHELLED,4500,1,2,0,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1355-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,1,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1355-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,1,OX-CART,UNSHELLED,MAY,MAY,YES,2,50 KG BAG,SHELLED,4000,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1357-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1357-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,4,50 KG BAG,UNSHELLED,MAY,MAY,YES,3,50 KG BAG,UNSHELLED,6000,1,,0,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1357-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.5,ACRE,YES,OTHER (SPECIFY),,1,BALE,NOT APPLICABLE,FEBRUARY,MARCH,YES,1,BALE,NOT APPLICABLE,20000,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1358-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,NO,,,8,OX-CART,UNSHELLED,MAY,MAY,YES,2,OX-CART,UNSHELLED,20000,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1358-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,10,50 KG BAG,UNSHELLED,MAY,MAY,YES,4,50 KG BAG,UNSHELLED,10000,1,,0,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,2,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,1359-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.02,ACRE,NO,,,3,OX-CART,UNSHELLED,MAY,MAY,YES,2,50 KG BAG,SHELLED,4800,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1359-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.0099999998,ACRE,NO,,,6,50 KG BAG,UNSHELLED,MAY,MAY,YES,2,KILOGRAM,SHELLED,11000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1359-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1360-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,2,ACRE,YES,OTHER (SPECIFY),,4,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,40,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1360-001,PANEL B,Panel B - 2 Visits,YES,TOBACCO BURLEY,1,ACRE,YES,OTHER (SPECIFY),,3,BALE,NOT APPLICABLE,FEBRUARY,MARCH,YES,3,BALE,NOT APPLICABLE,55000,1,2,3000,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,1360-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,1,ACRE,NO,,,24,50 KG BAG,UNSHELLED,JUNE,JUNE,YES,20,50 KG BAG,UNSHELLED,50000,1,2,0,0,,,0,,,0,,,0,,,40,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1361-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),,.5,OX-CART,UNSHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1362-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,1.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1363-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,2,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1363-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,4,50 KG BAG,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1364-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,1,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1365-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),,1,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1365-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,10,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,1365-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.89999998,ACRE,NO,,,1,BALE,NOT APPLICABLE,FEBRUARY,MARCH,YES,1,BALE,NOT APPLICABLE,5250,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
4,1365-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CHALIMBANA,1.5,ACRE,NO,,,12,50 KG BAG,UNSHELLED,MAY,MAY,YES,3,50 KG BAG,SHELLED,15300,1,,0,0,,,0,,,0,,,0,,,2,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
1,1365-003,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,2,ACRE,YES,OTHER (SPECIFY),,2,OX-CART,UNSHELLED,FEBRUARY,FEBRUARY,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1365-003,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CHALIMBANA,1,ACRE,NO,,,15,50 KG BAG,UNSHELLED,APRIL,APRIL,YES,10,50 KG BAG,UNSHELLED,15000,1,2,0,0,,,0,,,0,,,0,,,40,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,1366-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),,.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1366-001,PANEL B,Panel B - 2 Visits,YES,SWEET POTATO,1,ACRE,YES,IRREGULAR RAINS,,4,50 KG BAG,NOT APPLICABLE,JULY,JULY,YES,2,50 KG BAG,NOT APPLICABLE,1700,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1367-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.2,ACRE,NO,,,3,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1367-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1368-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,6,OX-CART,UNSHELLED,APRIL,APRIL,YES,12,50 KG BAG,SHELLED,24000,1,2,0,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1368-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,1,ACRE,YES,OTHER (SPECIFY),,13,50 KG BAG,UNSHELLED,MAY,MAY,YES,3,50 KG BAG,SHELLED,27000,1,2,0,0,,,0,,,0,,,0,,,40,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1369-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,YES,OTHER (SPECIFY),LACK OF HIRED LABOR,3,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1369-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,6.5,50 KG BAG,UNSHELLED,MAY,MAY,YES,4.5,50 KG BAG,UNSHELLED,39600,1,,800,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
1,1369-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1370-002,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1.5,ACRE,NO,,,3.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,3,50 KG BAG,SHELLED,25,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1370-002,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,2,ACRE,NO,,,5.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,8,50 KG BAG,SHELLED,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,RENDER PAYMENTS IN-KIND
1,1371-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,3,50 KG BAG,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1371-006,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1372-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,2,OX-CART,UNSHELLED,JUNE,JUNE,YES,5,50 KG BAG,SHELLED,6500,1,2,0,50,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1372-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,NO,,,15,50 KG BAG,UNSHELLED,JULY,JULY,YES,10,50 KG BAG,UNSHELLED,25000,1,2,0,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,4,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1372-001,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.5,ACRE,NO,,,5,50 KG BAG,SHELLED,MAY,MAY,YES,3,50 KG BAG,SHELLED,9000,1,2,0,0,,,0,,,0,,,0,,,2,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1372-002,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,3,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1372-002,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,NO,,,10,50 KG BAG,UNSHELLED,MAY,MAY,YES,50,KILOGRAM,SHELLED,10000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1372-002,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.5,ACRE,NO,,,3,50 KG BAG,SHELLED,APRIL,APRIL,YES,2,50 KG BAG,SHELLED,6000,1,2,0,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1373-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,3.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,,,,1,50 KG BAG,SHELLED,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1373-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT MANIPINTA,1,ACRE,NO,,,22,50 KG BAG,UNSHELLED,JUNE,JUNE,YES,18,50 KG BAG,SHELLED,40000,1,2,0,0,,,0,,,0,,,0,,,2,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
3,1373-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.75,ACRE,NO,,,2,BALE,NOT APPLICABLE,MARCH,APRIL,YES,2,BALE,NOT APPLICABLE,40000,1,2,1000,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1373-003,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,OTHER (SPECIFY),,.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1373-003,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,21,50 KG BAG,UNSHELLED,MAY,MAY,YES,5,50 KG BAG,UNSHELLED,49000,1,,1000,0,,,0,,,0,,,0,,,6,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
3,1373-003,PANEL A,Panel A - 2 Visits,YES,SOYABEAN,.25,ACRE,NO,,,1,50 KG BAG,SHELLED,MAY,MAY,YES,15,KILOGRAM,UNSHELLED,2500,1,,0,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1374-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,NO,,,8,50 KG BAG,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1375-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.2,ACRE,NO,,,2,OX-CART,UNSHELLED,APRIL,APRIL,YES,4,PAIL (LARGE),SHELLED,3200,2,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1375-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.0099999998,ACRE,NO,,,32,PAIL (LARGE),UNSHELLED,APRIL,APRIL,YES,20,PAIL (LARGE),UNSHELLED,18000,2,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1375-001,PANEL A,Panel A - 2 Visits,YES,SOYABEAN,.5,ACRE,NO,,,6,50 KG BAG,SHELLED,APRIL,APRIL,YES,2,50 KG BAG,SHELLED,12000,2,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1375-004,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,1,ACRE,NO,,,2,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1376-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),,3,50 KG BAG,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1376-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),,4,50 KG BAG,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1377-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,JUNE,JUNE,YES,3,PAIL (LARGE),SHELLED,2400,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1377-002,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,NO,,,4,OX-CART,UNSHELLED,MAY,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1377-002,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1.5,ACRE,NO,,,2,50 KG BAG,UNSHELLED,JUNE,JULY,YES,4,50 KG BAG,UNSHELLED,11000,1,,0,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,1378-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1.5,ACRE,NO,,,1.5,OX-CART,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1380-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,YES,OTHER (SPECIFY),,4,OX-CART,UNSHELLED,JUNE,JUNE,YES,2,50 KG BAG,SHELLED,8000,1,2,0,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1380-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,2,ACRE,NO,,,16,50 KG BAG,UNSHELLED,JUNE,JUNE,YES,10,50 KG BAG,UNSHELLED,50000,1,2,0,0,,,0,,,0,,,0,,,5,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1380-001,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,2,ACRE,NO,,,4,50 KG BAG,SHELLED,MAY,MAY,YES,3,50 KG BAG,SHELLED,25000,1,2,0,0,,,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1380-001,PANEL B,Panel B - 2 Visits,YES,SWEET POTATO,.25,ACRE,NO,,,1,OX-CART,NOT APPLICABLE,JUNE,JUNE,YES,2,50 KG BAG,NOT APPLICABLE,2000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1381-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,1,ACRE,YES,LACK OF HIRED LABOR,,2,OX-CART,UNSHELLED,JUNE,JUNE,YES,1,50 KG BAG,SHELLED,4000,2,,0,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,3,50 KG BAG,UNSHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1381-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,NO,,,8,50 KG BAG,UNSHELLED,JUNE,JUNE,YES,6,50 KG BAG,UNSHELLED,18000,2,,0,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,1382-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID RECYCLED,.25,ACRE,YES,DISEASES,,3,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1382-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,DISEASES,,10,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1382-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.25,ACRE,NO,,,2,50 KG BAG,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,1382-001,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.25,ACRE,NO,,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1382-003,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,8,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1382-003,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.25,ACRE,NO,,,2,50 KG BAG,UNSHELLED,MAY,MAY,YES,1,50 KG BAG,UNSHELLED,3500,1,2,0,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1382-003,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.25,ACRE,NO,,,2,50 KG BAG,SHELLED,APRIL,APRIL,YES,1,50 KG BAG,SHELLED,5000,1,2,0,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1384-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1385-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,IRREGULAR RAINS,OTHER (SPECIFY),1,OX-CART,UNSHELLED,MAY,MAY,YES,2,PAIL (LARGE),SHELLED,1000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1385-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,2,OX-CART,UNSHELLED,MAY,MAY,YES,1,PAIL (LARGE),SHELLED,500,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
