HHID,case_id,qx_type,visit,ea_id,ag_i0b,ag_i0b_os,ag_i01,ag_i02a,ag_i02b,ag_i02b_os,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12b_os,ag_i12c,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i17_os,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21b_os,ag_i21c,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i26_os,ag_i27,ag_i28,ag_i29,ag_i30a,ag_i30b,ag_i30b_os,ag_i30c,ag_i31a,ag_i31b,ag_i31b_os,ag_i31c,ag_i32a,ag_i32b,ag_i32b_os,ag_i32c,ag_i33a,ag_i33b,ag_i33b_os,ag_i33c,ag_i34a,ag_i34b,ag_i34b_os,ag_i34c,ag_i35a,ag_i35b,ag_i35b_os,ag_i35c,ag_i36a,ag_i36b,ag_i36b_os,ag_i36c,ag_i36d,ag_i36e,ag_i37a,ag_i37a_os,ag_i37b,ag_i37b_os,ag_i38,ag_i39,ag_i39_os,ag_i40a,ag_i40b,ag_i40b_os,ag_i40c,ag_i41a,ag_i41a_os,ag_i41b,ag_i41b_os,ag_i42a,ag_i42a_os,ag_i42b,ag_i42b_os
1539,209065240211,Panel A,2,20906524,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Unprotected pile,,2,OX - CART,,U: UNSHELLED,Smoking,,,,Food for household,,,
1539,209065240211,Panel A,2,20906524,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1539,209065240211,Panel A,2,20906524,TOBACCO BURLEY,,YES,2,BALE,,NOT APPLICABLE,29000,N07,2,BALE,,NOT APPLICABLE,29000,1,2,July,2010,1,Truck / Bus / Minibus,,400,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,To sell at a higher price,,,
1539,209065240211,Panel A,2,20906524,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1539,209065240211,Panel A,2,20906524,THERERE/OKRA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,.1,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1561,209065240225,Panel A,2,20906524,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,BASKET (DENGU),,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,Other (Specify),ASHES OF TREES,Food for household,,,
1561,209065240225,Panel A,2,20906524,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,1,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,12,50 KG BAG,,S: SHELLED,Spraying,,Other (Specify),ASHES OF TREES,Food for household,,Seed for planting,
1561,209065240225,Panel A,2,20906524,BEANS,,YES,5,KILOGRAM,,S: SHELLED,500,N08,5,KILOGRAM,,S: SHELLED,500,2,,June,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1547,209065240246,Panel A,2,20906524,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1547,209065240246,Panel A,2,20906524,SWEET POTATO,,YES,1,50 KG BAG,,NOT APPLICABLE,900,N04,7,50 KG BAG,,NOT APPLICABLE,9000,1,2,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,1,BASKET (DENGU),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
1547,209065240246,Panel A,2,20906524,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,13,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1543,209065240253,Panel A,2,20906524,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,5,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,,
1543,209065240253,Panel A,2,20906524,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
1543,209065240253,Panel A,2,20906524,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1557,209065240263,Panel A,2,20906524,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1557,209065240263,Panel A,2,20906524,OTHER (SPECIFY,COWPEAS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1553,209065240299,Panel A,2,20906524,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
1553,209065240299,Panel A,2,20906524,TOBACCO BURLEY,,YES,4,BALE,,NOT APPLICABLE,25000,N06,4,BALE,,NOT APPLICABLE,25000,1,2,June,2010,1,Truck / Bus / Minibus,,2000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,50 KG BAG,,NOT APPLICABLE,,,Rodents/Pests,,,,NO,,,,,,,,,,,To sell at a higher price,,,
1553,209065240299,Panel A,2,20906524,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,BASKET (DENGU),,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1562,209066050011,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1562,209066050011,Panel B,2,20906605,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,10,KILOGRAM,,S: SHELLED,Spraying,,,,Food for household,,,
1562,209066050011,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,6,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1560,209066050025,Panel B,2,20906605,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,6,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
1560,209066050025,Panel B,2,20906605,TOBACCO BURLEY,,YES,3,BALE,,NOT APPLICABLE,38000,N04,3,BALE,,NOT APPLICABLE,38000,1,,May,2010,1,Truck / Bus / Minibus,,2000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,To sell at a higher price,,,
1560,209066050025,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,KILOGRAM,,S: SHELLED,1,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,6,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
1560,209066050025,Panel B,2,20906605,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1570,209066050038,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1570,209066050038,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,YES,2,50 KG BAG,,U: UNSHELLED,2400,N03,2,50 KG BAG,,U: UNSHELLED,2400,1,,June,2010,2,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1566,209066050065,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,.5,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1566,209066050065,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Traditional Nkhokwe,,2.5,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1566,209066050065,Panel B,2,20906605,FINGER MILLET(MAWERE),,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,10,KILOGRAM,,NOT APPLICABLE,0,,,,0,,,,1,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,YES,Bags in house,,1.5,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,,Food for household,,,
1574,209066050078,Panel B,2,20906605,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,15,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,,
1574,209066050078,Panel B,2,20906605,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,11,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1574,209066050078,Panel B,2,20906605,GROUNDNUT CG7,,YES,2,50 KG BAG,,U: UNSHELLED,4000,N06,2,50 KG BAG,,U: UNSHELLED,4000,1,2,June,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1588,209066050092,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,1,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
1588,209066050092,Panel B,2,20906605,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,BASKET (DENGU),,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
1580,209066050119,Panel B,2,20906605,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,YES,Bags in house,,1.5,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,,Food for household,,,
1580,209066050119,Panel B,2,20906605,MAIZE HYBRID RECYCLED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Traditional Nkhokwe,,1,OX - CART,,U: UNSHELLED,Spraying,,,,Food for household,,,
1580,209066050119,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,1.5,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1580,209066050119,Panel B,2,20906605,FINGER MILLET(MAWERE),,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,.25,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,YES,Bags in house,,25,KILOGRAM,,NOT APPLICABLE,Did Nothing,,,,Food for household,,,
1568,209066050132,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1568,209066050132,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1568,209066050132,Panel B,2,20906605,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1590,209066050145,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BASKET (DENGU),,U: UNSHELLED,0,,,,0,,,,0,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,,,,,,,YES,Traditional Nkhokwe,,1,OX - CART,,U: UNSHELLED,Spraying,,,,Food for household,,,
1590,209066050145,Panel B,2,20906605,FINGER MILLET(MAWERE),,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,PAIL (SMALL),,NOT APPLICABLE,Smoking,,,,Food for household,,,
1590,209066050145,Panel B,2,20906605,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,PAIL (SMALL),,S: SHELLED,Smoking,,,,Food for household,,,
1590,209066050145,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,YES,1,50 KG BAG,,U: UNSHELLED,1500,N06,1,50 KG BAG,,U: UNSHELLED,1500,1,,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,U: UNSHELLED,Spraying,,,,Food for household,,,
1576,209066050172,Panel B,2,20906605,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
1576,209066050172,Panel B,2,20906605,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Traditional Nkhokwe,,6,OX - CART,,U: UNSHELLED,Spraying,,,,Food for household,,,
1576,209066050172,Panel B,2,20906605,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,250,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1576,209066050172,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1576,209066050172,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,4,50 KG BAG,,U: UNSHELLED,4,50 KG BAG,,S: SHELLED,,,Insects,,,,YES,Traditional Nkhokwe,,1,OX - CART,,U: UNSHELLED,Spraying,,,,Food for household,,,
1576,209066050172,Panel B,2,20906605,FINGER MILLET(MAWERE),,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,100,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,,Food for household,,,
1576,209066050172,Panel B,2,20906605,TOBACCO BURLEY,,YES,4,BALE,,NOT APPLICABLE,35000,N07,4,BALE,,NOT APPLICABLE,35000,1,2,June,2010,1,Truck / Bus / Minibus,,4000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,To sell at a higher price,,,
1584,209066050185,Panel B,2,20906605,MAIZE HYBRID,,YES,1,50 KG BAG,,S: SHELLED,1100,N04,1,50 KG BAG,,S: SHELLED,1100,1,2,May,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Bags in house,,20,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
1584,209066050185,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1584,209066050185,Panel B,2,20906605,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,10,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,,
1564,209066050199,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1564,209066050199,Panel B,2,20906605,FINGER MILLET(MAWERE),,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1564,209066050199,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BASKET (DENGU),,U: UNSHELLED,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,0,,,,0,,,,,,,,,,YES,Traditional Nkhokwe,,2,OX - CART,,U: UNSHELLED,Spraying,,,,Food for household,,,
1586,209066050226,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,0,,,,0,,,,,,,,,,YES,Traditional Nkhokwe,,1,OX - CART,,U: UNSHELLED,Spraying,,,,Food for household,,,
1586,209066050226,Panel B,2,20906605,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Heaped in house,,2,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1586,209066050226,Panel B,2,20906605,THERERE/OKRA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
1578,209066050239,Panel B,2,20906605,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,,,Rodents/Pests,,,,YES,Traditional Nkhokwe,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
1578,209066050239,Panel B,2,20906605,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,500,OTHER (SPECIFY),GRAMS,NOT APPLICABLE,2,BASKET (DENGU),,NOT APPLICABLE,,,Other Specify,ANIMALS,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
1578,209066050239,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,BASKET (DENGU),,U: UNSHELLED,,,Insects,,,,NO,,,,,,,,,,,Food for household,,,
1578,209066050239,Panel B,2,20906605,SOYABEAN,,YES,1,50 KG BAG,,S: SHELLED,1000,N05,1,50 KG BAG,,S: SHELLED,1000,1,2,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,1,BASKET (DENGU),,S: SHELLED,,,Other Specify,DROUGHT,,,NO,,,,,,,,,,,Food for household,,,
1572,209066050252,Panel B,2,20906605,GROUNDNUT CG7,,YES,4,50 KG BAG,,S: SHELLED,6000,N05,4,50 KG BAG,,S: SHELLED,6000,1,2,July,2010,3,Truck / Bus / Minibus,,600,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,45,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
1572,209066050252,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,1,OX - CART,,U: UNSHELLED,,,Rodents/Pests,,,,YES,Traditional Nkhokwe,,2,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1572,209066050252,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
1572,209066050252,Panel B,2,20906605,FINGER MILLET(MAWERE),,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,,Food for household,,,
1572,209066050252,Panel B,2,20906605,SOYABEAN,,YES,1,50 KG BAG,,S: SHELLED,5000,N05,1,50 KG BAG,,S: SHELLED,5000,1,2,July,2010,1,Truck / Bus / Minibus,,300,NO,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,40,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
1582,209066050279,Panel B,2,20906605,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,BASKET (DENGU),,U: UNSHELLED,,,Rodents/Pests,,,,YES,Traditional Nkhokwe,,8,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
1582,209066050279,Panel B,2,20906605,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,1,50 KG BAG,,U: UNSHELLED,,,Rodents/Pests,,,,YES,Traditional Nkhokwe,,5,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
1582,209066050279,Panel B,2,20906605,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,4,50 KG BAG,,S: SHELLED,1,50 KG BAG,,S: SHELLED,,,Theft,,,,YES,Bags in house,,15,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
