occ,ea_id,com_cj0b,com_cj01,com_cj02,com_cj03,com_cj04,com_cj05,com_cj06
1,30305580,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,16,7,2
2,30305580,AGRICULTURAL COOP,NO,,,,,
3,30305580,TOBACCO CLUB,YES,13,WEEKLY,20,12,0
4,30305580,FARMERS` GROUP,NO,,,,,
5,30305580,SAVING AND CREDIT COOP,YES,28,WEEKLY,20,20,0
6,30305580,BUSINESS ASSOC,NO,,,,,
7,30305580,WOMEN`S GROUP,YES,10,MONTHLY,200,200,50
8,30305580,YOUTH GROUP,YES,,WEEKLY,30,17,30
9,30305580,POLITICAL GROUP,YES,4,WEEKLY,105,75,30
10,30305580,RELIGIOUS GROUP,YES,6,WEEKLY,1500,900,200
11,30305580,CULTURAL GROUP,NO,,,,,
12,30305580,HEALTH COMMITTEE,YES,1,OTHER (SPECIFY),10,3,0
13,30305580,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,5,
14,30305580,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,6,2
15,30305580,SPORTS GROUP,NO,,,,,
16,30305580,NGO,NO,,,,,
17,30305580,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,4,0
18,30305580,DISABLED ASSOC.,NO,,,,,
19,30305580,OTHER (SPECIFY),NO,,,,,
1,30306087,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,15,8,4
2,30306087,AGRICULTURAL COOP,NO,,,,,
3,30306087,TOBACCO CLUB,NO,,,,,
4,30306087,FARMERS` GROUP,NO,,,,,
5,30306087,SAVING AND CREDIT COOP,NO,,,,,
6,30306087,BUSINESS ASSOC,NO,,,,,
7,30306087,WOMEN`S GROUP,NO,,,,,
8,30306087,YOUTH GROUP,NO,,,,,
9,30306087,POLITICAL GROUP,NO,,,,,
10,30306087,RELIGIOUS GROUP,YES,3,WEEKLY,300,220,180
11,30306087,CULTURAL GROUP,YES,4,WEEKLY,70,40,45
12,30306087,HEALTH COMMITTEE,NO,,,,,
13,30306087,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,0
14,30306087,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,9,3,0
15,30306087,SPORTS GROUP,YES,1,MONTHLY,10,3,0
16,30306087,NGO,NO,,,,,
17,30306087,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30306087,DISABLED ASSOC.,YES,1,OTHER (SPECIFY),10,0,4
19,30306087,OTHER (SPECIFY),NO,,,,,
1,30306555,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,2
2,30306555,AGRICULTURAL COOP,NO,,,,,
3,30306555,TOBACCO CLUB,NO,,,,,
4,30306555,FARMERS` GROUP,YES,1,MONTHLY,10,4,1
5,30306555,SAVING AND CREDIT COOP,YES,2,WEEKLY,24,20,4
6,30306555,BUSINESS ASSOC,NO,,,,,
7,30306555,WOMEN`S GROUP,NO,,,,,
8,30306555,YOUTH GROUP,NO,,,,,
9,30306555,POLITICAL GROUP,YES,1,WEEKLY,4000,25,10
10,30306555,RELIGIOUS GROUP,NO,,,,,
11,30306555,CULTURAL GROUP,YES,1,MONTHLY,10,5,0
12,30306555,HEALTH COMMITTEE,YES,1,OTHER (SPECIFY),10,5,1
13,30306555,SCHOOL COMMITTEE,YES,1,WEEKLY,10,8,5
14,30306555,PARENT-TEACHER ASSOC.,YES,3,WEEKLY,40,18,40
15,30306555,SPORTS GROUP,YES,3,WEEKLY,40,18,40
16,30306555,NGO,NO,,,,,
17,30306555,COMMUNITY POLICE/WATCH GROUP,YES,1,OTHER (SPECIFY),23,7,23
18,30306555,DISABLED ASSOC.,NO,,,,,
19,30306555,OTHER (SPECIFY),NO,,,,,
1,30307678,VILLAGE DEVELOPMENT COMMITTE,YES,1,OTHER (SPECIFY),10,6,3
2,30307678,AGRICULTURAL COOP,NO,,,,,
3,30307678,TOBACCO CLUB,NO,,,,,
4,30307678,FARMERS` GROUP,NO,,,,,
5,30307678,SAVING AND CREDIT COOP,YES,3,OTHER (SPECIFY),25,19,6
6,30307678,BUSINESS ASSOC,NO,,,,,
7,30307678,WOMEN`S GROUP,YES,1,WEEKLY,10,10,4
8,30307678,YOUTH GROUP,NO,,,,,
9,30307678,POLITICAL GROUP,YES,3,WEEKLY,54,46,45
10,30307678,RELIGIOUS GROUP,YES,3,WEEKLY,40,35,12
11,30307678,CULTURAL GROUP,NO,,,,,
12,30307678,HEALTH COMMITTEE,YES,1,OTHER (SPECIFY),9,4,3
13,30307678,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,0
14,30307678,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),9,3,0
15,30307678,SPORTS GROUP,NO,,,,,
16,30307678,NGO,NO,,,,,
17,30307678,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,6,0,2
18,30307678,DISABLED ASSOC.,NO,,,,,
19,30307678,OTHER (SPECIFY),NO,,,,,
1,30403444,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,15,6,2
2,30403444,AGRICULTURAL COOP,NO,,,,,
3,30403444,TOBACCO CLUB,NO,,,,,
4,30403444,FARMERS` GROUP,NO,,,,,
5,30403444,SAVING AND CREDIT COOP,NO,,,,,
6,30403444,BUSINESS ASSOC,NO,,,,,
7,30403444,WOMEN`S GROUP,YES,1,WEEKLY,20,20,10
8,30403444,YOUTH GROUP,YES,1,WEEKLY,50,20,50
9,30403444,POLITICAL GROUP,NO,,,,,
10,30403444,RELIGIOUS GROUP,NO,,,,,
11,30403444,CULTURAL GROUP,NO,,,,,
12,30403444,HEALTH COMMITTEE,YES,1,MONTHLY,10,3,2
13,30403444,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,4,0
14,30403444,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,0
15,30403444,SPORTS GROUP,NO,,,,,
16,30403444,NGO,NO,,,,,
17,30403444,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,8,0,2
18,30403444,DISABLED ASSOC.,YES,1,MONTHLY,11,4,1
19,30403444,OTHER (SPECIFY),NO,,,,,
1,30406710,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,6,4
2,30406710,AGRICULTURAL COOP,NO,,,,,
3,30406710,TOBACCO CLUB,NO,,,,,
4,30406710,FARMERS` GROUP,YES,1,WEEKLY,50,50,34
5,30406710,SAVING AND CREDIT COOP,YES,3,WEEKLY,20,15,12
6,30406710,BUSINESS ASSOC,NO,,,,,
7,30406710,WOMEN`S GROUP,YES,1,WEEKLY,38,38,24
8,30406710,YOUTH GROUP,YES,1,MONTHLY,3,0,3
9,30406710,POLITICAL GROUP,NO,,,,,
10,30406710,RELIGIOUS GROUP,YES,1,MONTHLY,60,25,40
11,30406710,CULTURAL GROUP,YES,1,MONTHLY,10,5,10
12,30406710,HEALTH COMMITTEE,YES,2,MONTHLY,10,4,2
13,30406710,SCHOOL COMMITTEE,YES,2,MONTHLY,10,4,1
14,30406710,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,10
15,30406710,SPORTS GROUP,YES,2,WEEKLY,10,4,1
16,30406710,NGO,YES,2,WEEKLY,45,38,22
17,30406710,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,15,4,9
18,30406710,DISABLED ASSOC.,NO,,,,,
19,30406710,OTHER (SPECIFY),NO,,,,,
1,30501383,VILLAGE DEVELOPMENT COMMITTE,YES,11,MONTHLY,10,4,2
2,30501383,AGRICULTURAL COOP,NO,,,,,
3,30501383,TOBACCO CLUB,NO,,,,,
4,30501383,FARMERS` GROUP,NO,,,,,
5,30501383,SAVING AND CREDIT COOP,YES,4,WEEKLY,19,18,1
6,30501383,BUSINESS ASSOC,NO,,,,,
7,30501383,WOMEN`S GROUP,NO,,,,,
8,30501383,YOUTH GROUP,NO,,,,,
9,30501383,POLITICAL GROUP,YES,3,WEEKLY,30,12,8
10,30501383,RELIGIOUS GROUP,YES,18,WEEKLY,126,53,15
11,30501383,CULTURAL GROUP,YES,5,ANNUALLY,15,0,4
12,30501383,HEALTH COMMITTEE,YES,11,MONTHLY,10,9,1
13,30501383,SCHOOL COMMITTEE,YES,3,MONTHLY,10,4,3
14,30501383,PARENT-TEACHER ASSOC.,YES,3,MONTHLY,10,6,3
15,30501383,SPORTS GROUP,YES,1,WEEKLY,12,7,4
16,30501383,NGO,NO,,,,,
17,30501383,COMMUNITY POLICE/WATCH GROUP,YES,12,WEEKLY,15,7,5
18,30501383,DISABLED ASSOC.,NO,,,,,
19,30501383,OTHER (SPECIFY),NO,,,,,
1,30502456,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,12,6,0
2,30502456,AGRICULTURAL COOP,NO,,,,,
3,30502456,TOBACCO CLUB,NO,,,,,
4,30502456,FARMERS` GROUP,NO,,,,,
5,30502456,SAVING AND CREDIT COOP,NO,,,,,
6,30502456,BUSINESS ASSOC,NO,,,,,
7,30502456,WOMEN`S GROUP,YES,2,WEEKLY,24,24,0
8,30502456,YOUTH GROUP,NO,,,,,
9,30502456,POLITICAL GROUP,NO,,,,,
10,30502456,RELIGIOUS GROUP,YES,7,WEEKLY,105,60,0
11,30502456,CULTURAL GROUP,NO,,,,,
12,30502456,HEALTH COMMITTEE,YES,1,MONTHLY,10,5,0
13,30502456,SCHOOL COMMITTEE,YES,1,MONTHLY,9,5,2
14,30502456,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,2,0
15,30502456,SPORTS GROUP,NO,,,,,
16,30502456,NGO,NO,,,,,
17,30502456,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,4,0
18,30502456,DISABLED ASSOC.,NO,,,,,
19,30502456,OTHER (SPECIFY),YES,1,WEEKLY,14,6,0
1,30503685,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,10,6,4
2,30503685,AGRICULTURAL COOP,NO,,,,,
3,30503685,TOBACCO CLUB,NO,,,,,
4,30503685,FARMERS` GROUP,NO,,,,,
5,30503685,SAVING AND CREDIT COOP,NO,,,,,
6,30503685,BUSINESS ASSOC,NO,,,,,
7,30503685,WOMEN`S GROUP,YES,9,WEEKLY,10,10,2
8,30503685,YOUTH GROUP,YES,1,MONTHLY,17,10,17
9,30503685,POLITICAL GROUP,YES,3,MONTHLY,27,15,5
10,30503685,RELIGIOUS GROUP,YES,8,WEEKLY,15,7,3
11,30503685,CULTURAL GROUP,NO,,,,,
12,30503685,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,3
13,30503685,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,0
14,30503685,PARENT-TEACHER ASSOC.,NO,,,,,
15,30503685,SPORTS GROUP,YES,1,WEEKLY,16,0,16
16,30503685,NGO,NO,,,,,
17,30503685,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,5,4
18,30503685,DISABLED ASSOC.,NO,,,,,
19,30503685,OTHER (SPECIFY),YES,1,MONTHLY,10,5,0
1,30504518,VILLAGE DEVELOPMENT COMMITTE,YES,4,QUARTERLY,36,19,1
2,30504518,AGRICULTURAL COOP,YES,1,MONTHLY,26,19,2
3,30504518,TOBACCO CLUB,NO,,,,,
4,30504518,FARMERS` GROUP,NO,,,,,
5,30504518,SAVING AND CREDIT COOP,YES,2,MONTHLY,42,42,6
6,30504518,BUSINESS ASSOC,NO,,,,,
7,30504518,WOMEN`S GROUP,NO,,,,,
8,30504518,YOUTH GROUP,NO,,,,,
9,30504518,POLITICAL GROUP,NO,,,,,
10,30504518,RELIGIOUS GROUP,YES,9,WEEKLY,90,70,20
11,30504518,CULTURAL GROUP,NO,,,,,
12,30504518,HEALTH COMMITTEE,YES,4,MONTHLY,40,25,0
13,30504518,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,0
14,30504518,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,9,5,0
15,30504518,SPORTS GROUP,NO,,,,,
16,30504518,NGO,NO,,,,,
17,30504518,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,6,2,0
18,30504518,DISABLED ASSOC.,YES,1,MONTHLY,10,6,0
19,30504518,OTHER (SPECIFY),YES,1,MONTHLY,10,8,0
1,30602235,VILLAGE DEVELOPMENT COMMITTE,YES,4,WEEKLY,10,5,0
2,30602235,AGRICULTURAL COOP,NO,,,,,
3,30602235,TOBACCO CLUB,NO,,,,,
4,30602235,FARMERS` GROUP,YES,2,WEEKLY,53,33,0
5,30602235,SAVING AND CREDIT COOP,NO,,,,,
6,30602235,BUSINESS ASSOC,NO,,,,,
7,30602235,WOMEN`S GROUP,NO,,,,,
8,30602235,YOUTH GROUP,YES,1,MONTHLY,15,7,15
9,30602235,POLITICAL GROUP,YES,4,MONTHLY,40,20,0
10,30602235,RELIGIOUS GROUP,NO,,,,,
11,30602235,CULTURAL GROUP,YES,2,WEEKLY,2,7,0
12,30602235,HEALTH COMMITTEE,YES,4,WEEKLY,40,20,10
13,30602235,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,0
14,30602235,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,9,2,0
15,30602235,SPORTS GROUP,YES,2,WEEKLY,20,6,3
16,30602235,NGO,NO,,,,,
17,30602235,COMMUNITY POLICE/WATCH GROUP,YES,3,MONTHLY,30,15,0
18,30602235,DISABLED ASSOC.,YES,1,MONTHLY,7,2,0
19,30602235,OTHER (SPECIFY),YES,4,MONTHLY,40,30,15
1,30620196,VILLAGE DEVELOPMENT COMMITTE,YES,10,MONTHLY,10,5,2
2,30620196,AGRICULTURAL COOP,NO,,,,,
3,30620196,TOBACCO CLUB,NO,,,,,
4,30620196,FARMERS` GROUP,NO,,,,,
5,30620196,SAVING AND CREDIT COOP,YES,8,WEEKLY,15,10,10
6,30620196,BUSINESS ASSOC,NO,,,,,
7,30620196,WOMEN`S GROUP,YES,5,WEEKLY,20,20,9
8,30620196,YOUTH GROUP,YES,5,WEEKLY,20,12,20
9,30620196,POLITICAL GROUP,YES,10,MONTHLY,40,20,0
10,30620196,RELIGIOUS GROUP,YES,26,WEEKLY,25,18,5
11,30620196,CULTURAL GROUP,YES,5,MONTHLY,30,10,0
12,30620196,HEALTH COMMITTEE,YES,2,WEEKLY,10,8,6
13,30620196,SCHOOL COMMITTEE,YES,1,WEEKLY,9,4,0
14,30620196,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,0
15,30620196,SPORTS GROUP,YES,7,WEEKLY,30,10,30
16,30620196,NGO,YES,12,WEEKLY,25,18,23
17,30620196,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,15,5,4
18,30620196,DISABLED ASSOC.,YES,1,WEEKLY,20,15,0
19,30620196,OTHER (SPECIFY),YES,1,WEEKLY,30,15,0
1,30703381,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,16,9,1
2,30703381,AGRICULTURAL COOP,NO,,,,,
3,30703381,TOBACCO CLUB,NO,,,,,
4,30703381,FARMERS` GROUP,NO,,,,,
5,30703381,SAVING AND CREDIT COOP,YES,4,WEEKLY,20,20,3
6,30703381,BUSINESS ASSOC,NO,,,,,
7,30703381,WOMEN`S GROUP,YES,1,OTHER (SPECIFY),10,8,1
8,30703381,YOUTH GROUP,NO,,,,,
9,30703381,POLITICAL GROUP,NO,,,,,
10,30703381,RELIGIOUS GROUP,NO,,,,,
11,30703381,CULTURAL GROUP,NO,,,,,
12,30703381,HEALTH COMMITTEE,YES,1,MONTHLY,9,5,1
13,30703381,SCHOOL COMMITTEE,YES,2,MONTHLY,9,4,2
14,30703381,PARENT-TEACHER ASSOC.,YES,2,MONTHLY,6,2,0
15,30703381,SPORTS GROUP,NO,,,,,
16,30703381,NGO,NO,,,,,
17,30703381,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,0,5
18,30703381,DISABLED ASSOC.,NO,,,,,
19,30703381,OTHER (SPECIFY),NO,,,,,
1,30704313,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,0
2,30704313,AGRICULTURAL COOP,NO,,,,,
3,30704313,TOBACCO CLUB,NO,,,,,
4,30704313,FARMERS` GROUP,NO,,,,,
5,30704313,SAVING AND CREDIT COOP,YES,3,WEEKLY,12,12,2
6,30704313,BUSINESS ASSOC,NO,,,,,
7,30704313,WOMEN`S GROUP,NO,,,,,
8,30704313,YOUTH GROUP,NO,,,,,
9,30704313,POLITICAL GROUP,NO,,,,,
10,30704313,RELIGIOUS GROUP,NO,,,,,
11,30704313,CULTURAL GROUP,NO,,,,,
12,30704313,HEALTH COMMITTEE,YES,1,MONTHLY,10,5,1
13,30704313,SCHOOL COMMITTEE,YES,1,MONTHLY,15,7,1
14,30704313,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,2,0
15,30704313,SPORTS GROUP,NO,,,,,
16,30704313,NGO,NO,,,,,
17,30704313,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,0,0
18,30704313,DISABLED ASSOC.,NO,,,,,
19,30704313,OTHER (SPECIFY),NO,,,,,
1,30705391,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,30705391,AGRICULTURAL COOP,NO,,,,,
3,30705391,TOBACCO CLUB,NO,,,,,
4,30705391,FARMERS` GROUP,NO,,,,,
5,30705391,SAVING AND CREDIT COOP,NO,,,,,
6,30705391,BUSINESS ASSOC,NO,,,,,
7,30705391,WOMEN`S GROUP,YES,1,MONTHLY,10,10,0
8,30705391,YOUTH GROUP,NO,,,,,
9,30705391,POLITICAL GROUP,NO,,,,,
10,30705391,RELIGIOUS GROUP,NO,,,,,
11,30705391,CULTURAL GROUP,NO,,,,,
12,30705391,HEALTH COMMITTEE,NO,,,,,
13,30705391,SCHOOL COMMITTEE,YES,1,MONTHLY,10,3,0
14,30705391,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,2
15,30705391,SPORTS GROUP,NO,,,,,
16,30705391,NGO,NO,,,,,
17,30705391,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30705391,DISABLED ASSOC.,NO,,,,,
19,30705391,OTHER (SPECIFY),NO,,,,,
1,30706619,VILLAGE DEVELOPMENT COMMITTE,YES,10,OTHER (SPECIFY),10,7,2
2,30706619,AGRICULTURAL COOP,YES,1,SEMI-ANNUALLY,10,6,0
3,30706619,TOBACCO CLUB,NO,,,,,
4,30706619,FARMERS` GROUP,NO,,,,,
5,30706619,SAVING AND CREDIT COOP,YES,2,WEEKLY,30,29,8
6,30706619,BUSINESS ASSOC,NO,,,,,
7,30706619,WOMEN`S GROUP,NO,,,,,
8,30706619,YOUTH GROUP,NO,,,,,
9,30706619,POLITICAL GROUP,NO,,,,,
10,30706619,RELIGIOUS GROUP,NO,,,,,
11,30706619,CULTURAL GROUP,NO,,,,,
12,30706619,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,3
13,30706619,SCHOOL COMMITTEE,NO,,,,,
14,30706619,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,7,4,0
15,30706619,SPORTS GROUP,NO,,,,,
16,30706619,NGO,NO,,,,,
17,30706619,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,15,4,4
18,30706619,DISABLED ASSOC.,NO,,,,,
19,30706619,OTHER (SPECIFY),NO,,,,,
1,30708665,VILLAGE DEVELOPMENT COMMITTE,YES,2,WEEKLY,20,12,20
2,30708665,AGRICULTURAL COOP,YES,2,WEEKLY,20,6,10
3,30708665,TOBACCO CLUB,NO,,,,,
4,30708665,FARMERS` GROUP,YES,3,WEEKLY,30,15,20
5,30708665,SAVING AND CREDIT COOP,NO,,,,,
6,30708665,BUSINESS ASSOC,NO,,,,,
7,30708665,WOMEN`S GROUP,YES,10,WEEKLY,250,250,200
8,30708665,YOUTH GROUP,YES,1,WEEKLY,15,7,15
9,30708665,POLITICAL GROUP,YES,5,MONTHLY,24,12,20
10,30708665,RELIGIOUS GROUP,YES,15,WEEKLY,1500,900,1000
11,30708665,CULTURAL GROUP,YES,1,WEEKLY,10,4,6
12,30708665,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,10
13,30708665,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,10
14,30708665,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,10
15,30708665,SPORTS GROUP,YES,1,WEEKLY,10,5,10
16,30708665,NGO,NO,,,,,
17,30708665,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,15,0,15
18,30708665,DISABLED ASSOC.,NO,,,,,
19,30708665,OTHER (SPECIFY),NO,,,,,
1,30709438,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,12,4,3
2,30709438,AGRICULTURAL COOP,NO,,,,,
3,30709438,TOBACCO CLUB,NO,,,,,
4,30709438,FARMERS` GROUP,NO,,,,,
5,30709438,SAVING AND CREDIT COOP,NO,,,,,
6,30709438,BUSINESS ASSOC,NO,,,,,
7,30709438,WOMEN`S GROUP,YES,1,WEEKLY,20,20,5
8,30709438,YOUTH GROUP,NO,,,,,
9,30709438,POLITICAL GROUP,YES,2,WEEKLY,70,42,27
10,30709438,RELIGIOUS GROUP,NO,,,,,
11,30709438,CULTURAL GROUP,YES,1,ANNUALLY,30,15,4
12,30709438,HEALTH COMMITTEE,YES,1,MONTHLY,12,7,3
13,30709438,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,2
14,30709438,PARENT-TEACHER ASSOC.,NO,,,,,
15,30709438,SPORTS GROUP,NO,,,,,
16,30709438,NGO,NO,,,,,
17,30709438,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,3,5
18,30709438,DISABLED ASSOC.,NO,,,,,
19,30709438,OTHER (SPECIFY),NO,,,,,
1,30710079,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,3,2
2,30710079,AGRICULTURAL COOP,NO,,,,,
3,30710079,TOBACCO CLUB,NO,,,,,
4,30710079,FARMERS` GROUP,NO,,,,,
5,30710079,SAVING AND CREDIT COOP,NO,,,,,
6,30710079,BUSINESS ASSOC,NO,,,,,
7,30710079,WOMEN`S GROUP,NO,,,,,
8,30710079,YOUTH GROUP,NO,,,,,
9,30710079,POLITICAL GROUP,NO,,,,,
10,30710079,RELIGIOUS GROUP,NO,,,,,
11,30710079,CULTURAL GROUP,NO,,,,,
12,30710079,HEALTH COMMITTEE,NO,,,,,
13,30710079,SCHOOL COMMITTEE,YES,1,MONTHLY,10,3,0
14,30710079,PARENT-TEACHER ASSOC.,NO,,,,,
15,30710079,SPORTS GROUP,NO,,,,,
16,30710079,NGO,NO,,,,,
17,30710079,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30710079,DISABLED ASSOC.,NO,,,,,
19,30710079,OTHER (SPECIFY),NO,,,,,
1,30711684,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,20,6,0
2,30711684,AGRICULTURAL COOP,NO,,,,,
3,30711684,TOBACCO CLUB,NO,,,,,
4,30711684,FARMERS` GROUP,NO,,,,,
5,30711684,SAVING AND CREDIT COOP,NO,,,,,
6,30711684,BUSINESS ASSOC,NO,,,,,
7,30711684,WOMEN`S GROUP,YES,6,MONTHLY,10,10,1
8,30711684,YOUTH GROUP,YES,2,MONTHLY,25,13,1
9,30711684,POLITICAL GROUP,YES,1,MONTHLY,75,25,25
10,30711684,RELIGIOUS GROUP,NO,,,,,
11,30711684,CULTURAL GROUP,NO,,,,,
12,30711684,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,0
13,30711684,SCHOOL COMMITTEE,YES,1,WEEKLY,10,6,0
14,30711684,PARENT-TEACHER ASSOC.,YES,2,MONTHLY,20,5,0
15,30711684,SPORTS GROUP,NO,,,,,
16,30711684,NGO,NO,,,,,
17,30711684,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,0,2
18,30711684,DISABLED ASSOC.,NO,,,,,
19,30711684,OTHER (SPECIFY),NO,,,,,
1,30801672,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,5,0
2,30801672,AGRICULTURAL COOP,NO,,,,,
3,30801672,TOBACCO CLUB,NO,,,,,
4,30801672,FARMERS` GROUP,NO,,,,,
5,30801672,SAVING AND CREDIT COOP,YES,1,WEEKLY,27,21,4
6,30801672,BUSINESS ASSOC,NO,,,,,
7,30801672,WOMEN`S GROUP,YES,1,WEEKLY,6,6,0
8,30801672,YOUTH GROUP,NO,,,,,
9,30801672,POLITICAL GROUP,NO,,,,,
10,30801672,RELIGIOUS GROUP,NO,,,,,
11,30801672,CULTURAL GROUP,NO,,,,,
12,30801672,HEALTH COMMITTEE,YES,1,MONTHLY,10,5,0
13,30801672,SCHOOL COMMITTEE,NO,,,,,
14,30801672,PARENT-TEACHER ASSOC.,NO,,,,,
15,30801672,SPORTS GROUP,NO,,,,,
16,30801672,NGO,NO,,,,,
17,30801672,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,3,7
18,30801672,DISABLED ASSOC.,NO,,,,,
19,30801672,OTHER (SPECIFY),NO,,,,,
1,30801679,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,5,5
2,30801679,AGRICULTURAL COOP,NO,,,,,
3,30801679,TOBACCO CLUB,NO,,,,,
4,30801679,FARMERS` GROUP,NO,,,,,
5,30801679,SAVING AND CREDIT COOP,NO,,,,,
6,30801679,BUSINESS ASSOC,NO,,,,,
7,30801679,WOMEN`S GROUP,YES,6,WEEKLY,150,150,120
8,30801679,YOUTH GROUP,YES,1,WEEKLY,10,7,10
9,30801679,POLITICAL GROUP,YES,4,WEEKLY,660,460,600
10,30801679,RELIGIOUS GROUP,YES,15,WEEKLY,15000,10000,8000
11,30801679,CULTURAL GROUP,NO,,,,,
12,30801679,HEALTH COMMITTEE,YES,1,WEEKLY,10,7,3
13,30801679,SCHOOL COMMITTEE,YES,1,WEEKLY,10,6,10
14,30801679,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,9,8,8
15,30801679,SPORTS GROUP,YES,1,WEEKLY,100,20,100
16,30801679,NGO,NO,,,,,
17,30801679,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,2,10
18,30801679,DISABLED ASSOC.,NO,,,,,
19,30801679,OTHER (SPECIFY),NO,,,,,
1,30803115,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,4,10
2,30803115,AGRICULTURAL COOP,YES,1,WEEKLY,10,4,10
3,30803115,TOBACCO CLUB,NO,,,,,
4,30803115,FARMERS` GROUP,YES,1,WEEKLY,10,4,10
5,30803115,SAVING AND CREDIT COOP,NO,,,,,
6,30803115,BUSINESS ASSOC,NO,,,,,
7,30803115,WOMEN`S GROUP,YES,3,WEEKLY,75,75,30
8,30803115,YOUTH GROUP,YES,1,WEEKLY,120,0,120
9,30803115,POLITICAL GROUP,YES,5,WEEKLY,200,120,60
10,30803115,RELIGIOUS GROUP,YES,18,WEEKLY,2000,1200,80
11,30803115,CULTURAL GROUP,YES,1,SEMI-ANNUALLY,10,3,0
12,30803115,HEALTH COMMITTEE,YES,9,WEEKLY,90,54,20
13,30803115,SCHOOL COMMITTEE,YES,3,MONTHLY,30,9,15
14,30803115,PARENT-TEACHER ASSOC.,YES,3,MONTHLY,30,15,10
15,30803115,SPORTS GROUP,YES,1,WEEKLY,100,0,100
16,30803115,NGO,YES,2,WEEKLY,20,8,10
17,30803115,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30803115,DISABLED ASSOC.,NO,,,,,
19,30803115,OTHER (SPECIFY),NO,,,,,
1,30804416,VILLAGE DEVELOPMENT COMMITTE,YES,3,MONTHLY,10,5,4
2,30804416,AGRICULTURAL COOP,NO,,,,,
3,30804416,TOBACCO CLUB,NO,,,,,
