HHID,case_id,ea_id,qx_type,ag_c0a,ag_c01,ag_j0a,ag_j01,ag_j02,ag_s00,_merge
1944,301025400171,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1958,301025400180,30102540,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1952,301025400199,30102540,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2005,301030740024,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
1985,301030740038,30103074,Panel A,,Yes,,No,,No,both in master and using data
1993,301030740051,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
2007,301030740064,30103074,Panel A,,Yes,,No,,No,both in master and using data
2001,301030740091,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
1987,301030740104,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
1999,301030740118,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
1991,301030740131,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
1989,301030740158,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
2013,301030740171,30103074,Panel A,,Yes,,No,,No,both in master and using data
2015,301030740184,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
2011,301030740198,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
1995,301030740224,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
2003,301030740238,30103074,Panel A,,Yes,,No,,Yes,both in master and using data
1997,301030740251,30103074,Panel A,,Yes,,No,,No,both in master and using data
2009,301030740278,30103074,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1976,301047080010,30104708,Panel B,,Yes,,,,No,both in master and using data
1980,301047080023,30104708,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1970,301047080037,30104708,Panel B,,Yes,,No,,No,both in master and using data
1984,301047080062,30104708,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1978,301047080065,30104708,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1972,301047080092,30104708,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1998,301047080102,30104708,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1986,301047080119,30104708,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1992,301047080133,30104708,Panel B,,Yes,,No,,No,both in master and using data
1982,301047080147,30104708,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1990,301047080174,30104708,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1996,301047080188,30104708,Panel B,,Yes,,No,,Yes,both in master and using data
1974,301047080229,30104708,Panel B,,Yes,,No,,Yes,both in master and using data
1968,301047080257,30104708,Panel B,,Yes,,No,,Yes,both in master and using data
1994,301047080284,30104708,Panel B,,Yes,,No,,Yes,both in master and using data
2021,301053250034,30105325,Panel A,,Yes,,No,,No,both in master and using data
2037,301053250101,30105325,Panel A,,Yes,,No,,Yes,both in master and using data
2045,301053250109,30105325,Panel A,,Yes,,No,,No,both in master and using data
2033,301053250111,30105325,Panel A,,Yes,,No,,No,both in master and using data
2029,301053250124,30105325,Panel A,,Yes,,No,,Yes,both in master and using data
2041,301053250136,30105325,Panel A,,Yes,,No,,Yes,both in master and using data
2043,301053250141,30105325,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2039,301053250145,30105325,Panel A,,Yes,,,,Yes,both in master and using data
2025,301053250181,30105325,Panel A,,Yes,,,,Yes,both in master and using data
2017,301053250201,30105325,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2031,301053250223,30105325,Panel A,,Yes,,No,,Yes,both in master and using data
2027,301053250227,30105325,Panel A,,Yes,,No,,Yes,both in master and using data
2035,301053250271,30105325,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2023,301053250273,30105325,Panel A,,Yes,,No,,Yes,both in master and using data
2024,301054480005,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2006,301054480020,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2000,301054480037,30105448,Panel B,,Yes,,No,,No,both in master and using data
2008,301054480065,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2004,301054480087,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2018,301054480103,30105448,Panel B,,Yes,,No,,No,both in master and using data
2028,301054480136,30105448,Panel B,,Yes,,No,,No,both in master and using data
2016,301054480152,30105448,Panel B,,Yes,,No,,No,both in master and using data
2014,301054480168,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2012,301054480201,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2020,301054480217,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2026,301054480234,30105448,Panel B,,Yes,,No,,No,both in master and using data
2010,301054480266,30105448,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2030,301054480283,30105448,Panel B,,Yes,,No,,Yes,both in master and using data
2002,301054480299,30105448,Panel B,,Yes,,No,,No,both in master and using data
2022,301054480332,30105448,Panel B,,Yes,,No,,No,both in master and using data
2034,301076240005,30107624,Panel B,,Yes,,No,,No,both in master and using data
2046,301076240010,30107624,Panel B,,Yes,,No,,No,both in master and using data
2038,301076240026,30107624,Panel B,,Yes,,No,,No,both in master and using data
2060,301076240032,30107624,Panel B,,Yes,,No,,No,both in master and using data
2054,301076240037,30107624,Panel B,,Yes,,No,,No,both in master and using data
2044,301076240044,30107624,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2040,301076240048,30107624,Panel B,,Yes,,No,,No,both in master and using data
2056,301076240053,30107624,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2036,301076240059,30107624,Panel B,,Yes,,No,,No,both in master and using data
2032,301076240064,30107624,Panel B,,Yes,,No,,No,both in master and using data
2042,301076240070,30107624,Panel B,,Yes,,No,,Yes,both in master and using data
2050,301076240086,30107624,Panel B,,Yes,,No,,No,both in master and using data
2048,301076240091,30107624,Panel B,,Yes,,No,,Yes,both in master and using data
2058,301076240102,30107624,Panel B,,Yes,,No,,No,both in master and using data
2052,301076240113,30107624,Panel B,,Yes,,No,,No,both in master and using data
2065,301084010009,30108401,Panel A,,Yes,,No,,No,both in master and using data
2061,301084010010,30108401,Panel A,,Yes,,No,,Yes,both in master and using data
2077,301084010012,30108401,Panel A,,Yes,,No,,No,both in master and using data
2075,301084010037,30108401,Panel A,,Yes,,No,,No,both in master and using data
2067,301084010039,30108401,Panel A,,Yes,,No,,No,both in master and using data
2079,301084010064,30108401,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2059,301084010070,30108401,Panel A,,Yes,,No,,Yes,both in master and using data
2063,301084010099,30108401,Panel A,,Yes,,No,,No,both in master and using data
2071,301084010104,30108401,Panel A,,Yes,,No,,No,both in master and using data
2051,301084010139,30108401,Panel A,,Yes,,No,,Yes,both in master and using data
2057,301084010150,30108401,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2073,301084010167,30108401,Panel A,,Yes,,No,,No,both in master and using data
2069,301084010179,30108401,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2049,301084010219,30108401,Panel A,,Yes,,No,,Yes,both in master and using data
2053,301084010268,30108401,Panel A,,Yes,,No,,Yes,both in master and using data
2055,301084010274,30108401,Panel A,,Yes,,No,,No,both in master and using data
2082,301097240008,30109724,Panel B,,Yes,,No,,No,both in master and using data
2086,301097240036,30109724,Panel B,,Yes,,No,,Yes,both in master and using data
2074,301097240038,30109724,Panel B,,Yes,,No,,No,both in master and using data
2088,301097240090,30109724,Panel B,,Yes,,No,,No,both in master and using data
2078,301097240117,30109724,Panel B,,Yes,,No,,No,both in master and using data
2068,301097240145,30109724,Panel B,,Yes,,No,,No,both in master and using data
2072,301097240199,30109724,Panel B,,Yes,,No,,No,both in master and using data
2066,301097240226,30109724,Panel B,,Yes,,No,,Yes,both in master and using data
2084,301097240254,30109724,Panel B,,Yes,,No,,No,both in master and using data
2076,301097240308,30109724,Panel B,,Yes,,No,,Yes,both in master and using data
2080,301097240335,30109724,Panel B,,Yes,,No,,No,both in master and using data
2062,301097240363,30109724,Panel B,,Yes,,No,,No,both in master and using data
2092,301097240417,30109724,Panel B,,Yes,,No,,Yes,both in master and using data
2064,301097240444,30109724,Panel B,,Yes,,No,,No,both in master and using data
2070,301097240471,30109724,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2090,301097240526,30109724,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2103,302022520003,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2085,302022520008,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2087,302022520019,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2105,302022520033,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2097,302022520049,30202252,Panel A,,Yes,,No,,No,both in master and using data
2109,302022520088,30202252,Panel A,,Yes,,No,,No,both in master and using data
2081,302022520117,30202252,Panel A,,Yes,,No,,No,both in master and using data
2091,302022520119,30202252,Panel A,,Yes,,No,,No,both in master and using data
2093,302022520121,30202252,Panel A,,Yes,,No,,No,both in master and using data
2089,302022520126,30202252,Panel A,,Yes,,No,,No,both in master and using data
2111,302022520153,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2095,302022520158,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2107,302022520173,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2083,302022520180,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2101,302022520185,30202252,Panel A,,Yes,,No,,No,both in master and using data
2099,302022520205,30202252,Panel A,,Yes,,No,,Yes,both in master and using data
2098,302063410009,30206341,Panel B,,Yes,,No,,No,both in master and using data
2118,302063410019,30206341,Panel B,,Yes,,No,,No,both in master and using data
2116,302063410028,30206341,Panel B,,Yes,,No,,Yes,both in master and using data
2106,302063410037,30206341,Panel B,,Yes,,No,,No,both in master and using data
2122,302063410054,30206341,Panel B,,Yes,,No,,Yes,both in master and using data
2100,302063410063,30206341,Panel B,,Yes,,No,,No,both in master and using data
2094,302063410072,30206341,Panel B,,Yes,,No,,Yes,both in master and using data
2124,302063410081,30206341,Panel B,,Yes,,No,,Yes,both in master and using data
2112,302063410099,30206341,Panel B,,Yes,,No,,No,both in master and using data
2114,302063410107,30206341,Panel B,,Yes,,No,,Yes,both in master and using data
2110,302063410116,30206341,Panel B,,Yes,,No,,No,both in master and using data
2102,302063410125,30206341,Panel B,,Yes,,No,,No,both in master and using data
2108,302063410143,30206341,Panel B,,Yes,,No,,Yes,both in master and using data
2120,302063410152,30206341,Panel B,,Yes,,No,,No,both in master and using data
2096,302063410161,30206341,Panel B,,Yes,,No,,No,both in master and using data
2104,302063410178,30206341,Panel B,,Yes,,No,,No,both in master and using data
2119,302065720001,30206572,Panel A,,Yes,,No,,Yes,both in master and using data
2113,302065720004,30206572,Panel A,,Yes,,No,,No,both in master and using data
2115,302065720046,30206572,Panel A,,Yes,,No,,Yes,both in master and using data
2133,302065720100,30206572,Panel A,,Yes,,No,,No,both in master and using data
2125,302065720131,30206572,Panel A,,Yes,,No,,No,both in master and using data
2143,302065720152,30206572,Panel A,,Yes,,No,,No,both in master and using data
2131,302065720201,30206572,Panel A,,Yes,,No,,Yes,both in master and using data
2127,302065720205,30206572,Panel A,,Yes,,No,,No,both in master and using data
2121,302065720210,30206572,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2129,302065720211,30206572,Panel A,,Yes,,No,,No,both in master and using data
2117,302065720217,30206572,Panel A,,Yes,,No,,No,both in master and using data
2141,302065720221,30206572,Panel A,,Yes,,No,,No,both in master and using data
2137,302065720244,30206572,Panel A,,Yes,,No,,No,both in master and using data
2139,302065720269,30206572,Panel A,,Yes,,No,,No,both in master and using data
2135,302065720297,30206572,Panel A,,Yes,,No,,No,both in master and using data
2123,302065720322,30206572,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2142,302083960004,30208396,Panel B,,Yes,,No,,No,both in master and using data
2148,302083960021,30208396,Panel B,,Yes,,No,,No,both in master and using data
2128,302083960039,30208396,Panel B,,Yes,,No,,Yes,both in master and using data
2134,302083960056,30208396,Panel B,,Yes,,No,,No,both in master and using data
2152,302083960073,30208396,Panel B,,Yes,,No,,Yes,both in master and using data
2138,302083960090,30208396,Panel B,,Yes,,No,,No,both in master and using data
2140,302083960107,30208396,Panel B,,Yes,,No,,No,both in master and using data
2156,302083960141,30208396,Panel B,,Yes,,No,,Yes,both in master and using data
2132,302083960158,30208396,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2146,302083960175,30208396,Panel B,,Yes,,No,,No,both in master and using data
2154,302083960209,30208396,Panel B,,Yes,,No,,No,both in master and using data
2126,302083960212,30208396,Panel B,,Yes,,No,,Yes,both in master and using data
2130,302083960227,30208396,Panel B,,Yes,,No,,No,both in master and using data
2136,302083960295,30208396,Panel B,,Yes,,No,,Yes,both in master and using data
2150,302083960312,30208396,Panel B,,Yes,,No,,No,both in master and using data
2144,302083960346,30208396,Panel B,,Yes,,No,,No,both in master and using data
2153,302123070024,30212307,Panel A,,Yes,,No,,No,both in master and using data
2173,302123070078,30212307,Panel A,,Yes,,No,,No,both in master and using data
2151,302123070080,30212307,Panel A,,Yes,,No,,No,both in master and using data
2161,302123070110,30212307,Panel A,,Yes,,No,,No,both in master and using data
2145,302123070121,30212307,Panel A,,Yes,,No,,Yes,both in master and using data
2171,302123070173,30212307,Panel A,,Yes,,No,,No,both in master and using data
2167,302123070288,30212307,Panel A,,Yes,,No,,No,both in master and using data
2155,302123070294,30212307,Panel A,,Yes,,No,,No,both in master and using data
2149,302123070300,30212307,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2165,302123070319,30212307,Panel A,,Yes,,No,,No,both in master and using data
2159,302123070351,30212307,Panel A,,Yes,,No,,No,both in master and using data
2169,302123070357,30212307,Panel A,,Yes,,No,,Yes,both in master and using data
2163,302123070394,30212307,Panel A,,Yes,,No,,No,both in master and using data
