HHID,case_id,qx_type,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
2061,301084010010,Panel A,1,30108401,1,FIREWOOD SELLING,62,1,,1,1,,1,0,Almost all,3,2010,Other (specify),FREE OF CHARGE,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,,,,,,,,,,,,,Other (Specify),BUSINESS NOT YET STARTED,,,No,Yes,,,,,1,6,10,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,1100,High sales,,,,,1100,0,1000,0,0,100,0,0,0,0,0
2077,301084010012,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,301084010037,Panel A,1,30108401,1,RESTAURANT,62,1,,2,1,,0,0,,5,2003,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,,,,,,,,,,,,,,,,,Yes,,,,,,1,7,8,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,Average sales,,,20000,50000,,,13000,20000,10000,3000,0,0,2000,0,0
2067,301084010039,Panel A,1,30108401,1,SELLING CLOTHES,62,1,,1,1,,0,0,,3,2006,Inherited,,,,Other fixed place,No,,Other small businesses,,No,No,No,No,No,,,NONE:NOT IN OPERATION,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,NONE:NOT IN OPERATION,LOW,LOW,,LOW,,,,,,,,,,,,,,Seasonal work,,,,Yes,,,,,,1,3,9,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,Low sales,20000,50000,,,,,0,0,20000,0,0,0,0,0,0
2079,301084010064,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,301084010070,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,301084010099,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,301084010104,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,301084010139,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,301084010150,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,301084010167,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,301084010179,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,301084010219,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,301084010268,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,301084010274,Panel A,1,30108401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,301097240008,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,301097240036,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,301097240038,Panel B,2,30109724,1,WEAVING MATS,33,1,,1,1,,0,0,,3,2000,Own-savings from non-agriculture,,,,Home (outside residence),,,Other small businesses,,No,No,No,No,Yes,Forest/wild park reserve,,,,,LOW,LOW,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,LOW,,,,,,,,,,,Seasonal work,,,,Yes,,,,,,1,5,8,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,1750,Low sales,2000,2500,,,,,1750,0,0,0,0,0,0,0,0
2088,301097240090,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,301097240117,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,301097240145,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,301097240199,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,301097240226,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,301097240254,Panel B,2,30109724,1,BYCYCLE TAX,71,1,,1,1,,0,0,,4,2007,Own-savings from agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,,,,,,,,,,,,,Yes,,,,,,1,6,20,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,Average sales,,,1500,5000,,,2000,500,0,0,0,0,0,0,0
2076,301097240308,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,301097240335,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,301097240363,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,301097240417,Panel B,2,30109724,1,WEAVING MATS,33,1,2,1,1,,0,0,,10,1996,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,,,,,,,,,,,,,Yes,,,,,,1,4,8,1,2,4,8,1,,,,,,,,,0,,,,0,,,,0,,,,8000,High sales,,,,,2850,8000,6000,1000,0,0,0,0,0,0,0
2092,301097240417,Panel B,2,30109724,2,SELLING TRADITION MATS,62,1,,1,1,,0,0,,5,1985,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,Yes,,,,,,1,7,3,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,Average sales,,,1500,2000,,,1000,0,0,0,0,0,0,0,0
2064,301097240444,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,301097240471,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,301097240526,Panel B,2,30109724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,302022520003,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,302022520008,Panel A,1,30202252,1,SELLING TOMATOES,62,1,2,1,1,,0,0,,6,2009,Own-savings from agriculture,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,,,,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,LOW,LOW,LOW,,,,,,,,,,,,,,,Yes,,,,,,1,20,6,12,2,20,3,12,,,,,,,,,0,,,,0,,,,0,,,,15000,Average sales,,,10000,20000,,,5000,0,10000,0,0,0,0,0,800
2087,302022520019,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,302022520033,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,302022520049,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,302022520088,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,302022520117,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,302022520119,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,302022520121,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,302022520126,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,302022520153,Panel A,1,30202252,1,MOULDING POTS(POTTERY),36,2,,2,2,,0,5,Almost all,7,1958,Other (specify),REQUIRED NO START UP CAPITAL,,,Home (inside residence),,,Final consumers,Traders,No,No,No,No,No,,,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,,Yes,,,,,,2,30,120,12,,,,,,,,,,,,,0,,,,5,30,4,10000,0,,,,3000,High sales,,,,,1500,2000,3000,0,0,0,0,0,0,0,0
2095,302022520158,Panel A,1,30202252,1,KUWUMBA MBIYA,33,1,,1,1,,0,0,,8,2004,Other (specify),REQUIRED NO START UP CAPITAL,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,NONE:NOT IN OPERATION,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,,,,,,,,,,,,,,Seasonal work,,Not profitable,,Yes,,,,,,1,6,10,11,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,High sales,,,,,500,1000,2500,200,0,0,0,0,0,0,300
2107,302022520173,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,302022520180,Panel A,1,30202252,1,BANANA SELLER,62,1,,1,1,,0,0,,1,2002,Gift from family/friends,,,,Roadside,,,Traders,,No,No,No,No,No,,,,,,,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,AVERAGE,,,,,,,,,,,,,,Yes,,,,,,1,3,6,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,1500,Average sales,,,500,1500,,,750,0,750,0,0,0,0,0,0
2101,302022520185,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,302022520205,Panel A,1,30202252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,302063410009,Panel B,2,30206341,1,CARPENTERY,33,1,,2,1,,0,0,,5,2007,Own-savings from non-agriculture,,,,Traditional market place,,,Other small businesses,,No,No,No,No,No,,,,,,,,LOW,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,Yes,,,,,,1,30,6,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,Average sales,,,3000,6000,,,2500,1000,1000,500,0,0,0,0,0
2118,302063410019,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,302063410028,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,302063410037,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,302063410054,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,302063410063,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,302063410072,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,302063410081,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,302063410099,Panel B,2,30206341,1,SELLING GROUNDNUTS,62,2,,2,2,,0,0,,4,2008,Own-savings from agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,LOW,LOW,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,,,,,,,,,,,,,Yes,,,,,,2,7,8,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,High sales,,,,,1500,2000,1500,1500,0,0,260,0,0,0,0
2114,302063410107,Panel B,2,30206341,1,SELLING CLOTHES,62,1,,2,1,,0,0,,2,2004,Own-savings from agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,Yes,,,,,,1,4,7,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,High sales,,,,,9000,13000,15000,0,10000,1000,0,0,0,0,0
2110,302063410116,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,302063410125,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,302063410143,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,302063410152,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,302063410161,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,302063410178,Panel B,2,30206341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,302065720001,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,302065720004,Panel A,1,30206572,1,TOMATO SELLS,62,2,,2,2,,0,0,,2,2010,Non-agricultural credit from bank or other institution,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,AVERAGE,HIGH,HIGH,,,,,,,,,,,,,,,,Yes,,,,,,2,26,6,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,10500,High sales,,,,,10500,6000,2500,0,0,600,0,0,0,0,0
2113,302065720004,Panel A,1,30206572,2,BAKING MANDAZI,31,2,,2,2,,0,0,,2,2010,Non-agricultural credit from bank or other institution,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,HIGH,HIGH,HIGH,,,,,,,,,,,,,,,,Yes,,,,,,2,30,6,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,14000,High sales,,,,,14000,10000,4000,8000,0,800,0,0,0,0,0
2115,302065720046,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,302065720100,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,302065720131,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,302065720152,Panel A,1,30206572,1,MATS MAKER,33,1,,2,1,,0,0,,6,1995,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,LOW,HIGH,HIGH,HIGH,,,,,,,,,,,,,,,Yes,,,,,,1,20,10,1,,,,,,,,,,,,,0,,,,0,,,,,,,,20000,High sales,,,,,10000,26000,7000,200,0,500,0,0,0,0,0
2131,302065720201,Panel A,1,30206572,1,SHOE SELLING,62,1,,1,1,,0,0,,8,2006,Own-savings from agriculture,,,,Traditional market place,,,Other small businesses,,No,No,No,No,No,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,NONE:NOT IN OPERATION,LOW,LOW,HIGH,,,,,,,,,,,,Lack of cash,,,,Yes,,,,,,1,3,12,4,,,,,,,,,,,,,0,,,,0,,,,0,,,,44400,High sales,,,,,3000,8000,9400,0,27000,8000,0,0,0,0,0
2127,302065720205,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,302065720210,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,302065720211,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,302065720217,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,302065720221,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,302065720244,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,302065720269,Panel A,1,30206572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,302065720297,Panel A,1,30206572,1,MANDASI BAKING,31,1,,1,1,,0,,,3,2010,Loan from money lender,,,,Home (outside residence),,,Other small businesses,,No,No,No,No,No,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,AVERAGE,AVERAGE,,,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,7,5,4,9,7,5,4,,,,,,,,,0,,,,0,,,,0,,,,9000,Average sales,,,300,700,,,3000,300,0,0,100,0,0,0,0
