HHID,case_id,qx_type,visit,ea_id,ag_e0a,ag_e0c,ag_e0d,ag_e0d_os,ag_e01,ag_e02a,ag_e02b,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e06,ag_e07,ag_e07_os,ag_e08a,ag_e08b,ag_e08b_os,ag_e09,ag_e10a,ag_e10b,ag_e10b_os,ag_e10c,ag_e10c_os,ag_e10d,ag_e10e,ag_e10e_os,ag_e11,ag_e12a,ag_e12b,ag_e12b_os,ag_e13,ag_e13_os,ag_e14,ag_e15,ag_e16a,ag_e16b,ag_e17,ag_e18,ag_e19,ag_e20,ag_e21a,ag_e21b,ag_e22,ag_e23,ag_e24,ag_e25,ag_e26a,ag_e26b
1910,301015450063,Panel B,1,30101545,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
1934,301015450077,Panel B,1,30101545,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1934,301015450077,Panel B,1,30101545,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,Yes,5,KILOGRAM,,Bicycle Taxi,,0,100,N02,,Yes,,,,,,,,,,,
1934,301015450077,Panel B,1,30101545,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1904,301015450083,Panel B,1,30101545,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,3,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1904,301015450083,Panel B,1,30101545,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1912,301015450090,Panel B,1,30101545,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1912,301015450090,Panel B,1,30101545,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,Yes,5,KILOGRAM,,Bicycle Taxi,,0,0,N02,,Yes,,,,,,,,,,,
1912,301015450090,Panel B,1,30101545,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1926,301015450097,Panel B,1,30101545,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1926,301015450097,Panel B,1,30101545,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,10,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,100,N02,,Yes,,,,,,,,,,,
1926,301015450097,Panel B,1,30101545,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1916,301015450110,Panel B,1,30101545,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,301015450117,Panel B,1,30101545,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,5,5 KG BAG,,Urea,,5,5 KG BAG,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1928,301015450124,Panel B,1,30101545,Yes,1,Maize seed,,1,N01,,No,,October,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N03,,Yes,,,,,,,,,,,
1928,301015450124,Panel B,1,30101545,Yes,1,Flexi voucher,,1,N01,,No,,October,2009,1,Other chemical (specify),GROUNDNUTS SEED,1,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,0,N03,,Yes,,,,,,,,,,,
1928,301015450124,Panel B,1,30101545,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1928,301015450124,Panel B,1,30101545,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1918,301015450137,Panel B,1,30101545,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,1,50 KG BAG,,Yes,5,5 KG BAG,,23:21:0+4s/Chitowe,,5,5 KG BAG,,No,,,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
1983,301020280005,Panel A,1,30102028,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1983,301020280005,Panel A,1,30102028,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1955,301020280030,Panel A,1,30102028,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,301020280052,Panel A,1,30102028,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1965,301020280075,Panel A,1,30102028,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,25,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1965,301020280075,Panel A,1,30102028,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,25,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1977,301020280084,Panel A,1,30102028,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,301020280090,Panel A,1,30102028,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
1953,301020280090,Panel A,1,30102028,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
1967,301020280096,Panel A,1,30102028,Yes,1,CAN,,1,N01,,No,,November,2009,1,Can,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,250,500,N02,,Yes,,,,,,,,,,,
1957,301020280102,Panel A,1,30102028,Yes,1,Urea,,1,N03,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N04,,Yes,,,,,,,,,,,
1957,301020280102,Panel A,1,30102028,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N04,,Yes,,,,,,,,,,,
1959,301020280135,Panel A,1,30102028,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,301020280151,Panel A,1,30102028,Yes,2,Urea,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
1961,301020280151,Panel A,1,30102028,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,1,10 KG BAG,,Urea,,1,10 KG BAG,,Yes,2,10 KG BAG,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
1963,301020280165,Panel A,1,30102028,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,5,5 KG BAG,,Urea,,5,5 KG BAG,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1973,301020280188,Panel A,1,30102028,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,301020280191,Panel A,1,30102028,Yes,1,Urea,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
1971,301020280191,Panel A,1,30102028,Yes,1,Maize seed,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
1971,301020280191,Panel A,1,30102028,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
1971,301020280191,Panel A,1,30102028,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,5,5 KG BAG,,Urea,,5,5 KG BAG,,Yes,5,5 KG BAG,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
1975,301020280228,Panel A,1,30102028,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,301020280236,Panel A,1,30102028,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,301020280258,Panel A,1,30102028,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,301025400018,Panel B,1,30102540,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,Yes,3,KILOGRAM,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1964,301025400018,Panel B,1,30102540,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1964,301025400018,Panel B,1,30102540,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1954,301025400027,Panel B,1,30102540,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,5,5 KG BAG,,Urea,,5,5 KG BAG,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1954,301025400027,Panel B,1,30102540,Yes,1,Maize seed,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
1954,301025400027,Panel B,1,30102540,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
1954,301025400027,Panel B,1,30102540,Yes,1,Urea,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
1960,301025400037,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,301025400046,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,301025400065,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,301025400075,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,301025400085,Panel B,1,30102540,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1940,301025400094,Panel B,1,30102540,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1940,301025400094,Panel B,1,30102540,Yes,1,CAN,,1,N01,,No,,October,2009,1,Can,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1940,301025400094,Panel B,1,30102540,Yes,1,Maize seed,,1,N01,,No,,October,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,Yes,5,KILOGRAM,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1962,301025400113,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,301025400123,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,301025400132,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,301025400142,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,301025400161,Panel B,1,30102540,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1948,301025400161,Panel B,1,30102540,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1944,301025400171,Panel B,1,30102540,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,Yes,1,2 KG BAG,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1944,301025400171,Panel B,1,30102540,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
1944,301025400171,Panel B,1,30102540,Yes,2,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),NSEWULA,1,KILOGRAM,,No,,,,,,,,,Yes,500,GRAM,,Own Bicycle or Oxcart,,0,0,N02,,Yes,,,,,,,,,,,
1944,301025400171,Panel B,1,30102540,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1958,301025400180,Panel B,1,30102540,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,301025400199,Panel B,1,30102540,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1952,301025400199,Panel B,1,30102540,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,Yes,5,KILOGRAM,,Bicycle Taxi,,0,100,N02,,Yes,,,,,,,,,,,
1952,301025400199,Panel B,1,30102540,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
2005,301030740024,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,301030740038,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,301030740051,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,301030740064,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,301030740091,Panel A,1,30103074,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2001,301030740091,Panel A,1,30103074,Yes,1,Maize seed,,1,N01,,No,,October,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,Input supplier was too far / inaccessible
2001,301030740091,Panel A,1,30103074,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2001,301030740091,Panel A,1,30103074,Yes,1,Flexi voucher,,1,N01,,No,,October,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,Input supplier was too far / inaccessible
1987,301030740104,Panel A,1,30103074,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1987,301030740104,Panel A,1,30103074,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,10,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1999,301030740118,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,301030740131,Panel A,1,30103074,Yes,1,CAN,,1,N01,,No,,January,2010,1,Can,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1989,301030740158,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,301030740171,Panel A,1,30103074,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
2013,301030740171,Panel A,1,30103074,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
2015,301030740184,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,301030740198,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,301030740224,Panel A,1,30103074,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2003,301030740238,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,301030740251,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,301030740278,Panel A,1,30103074,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,301047080010,Panel B,1,30104708,Yes,2,Urea,,1,N02,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N01,,Yes,,,,,,,,,,,
1980,301047080023,Panel B,1,30104708,Yes,2,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,15,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1980,301047080023,Panel B,1,30104708,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,15,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1970,301047080037,Panel B,1,30104708,Yes,1,Urea,,1,N03,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,1000,N04,,Yes,,,,,,,,,,,
1970,301047080037,Panel B,1,30104708,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,1000,N04,,Yes,,,,,,,,,,,
1984,301047080062,Panel B,1,30104708,Yes,2,CAN,,1,N04,,No,,November,2009,1,Can,,50,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,500,N05,,Yes,,,,,,,,,,,
1984,301047080062,Panel B,1,30104708,Yes,2,Urea,,1,N04,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,500,N05,,Yes,,,,,,,,,,,
1978,301047080065,Panel B,1,30104708,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,301047080092,Panel B,1,30104708,Yes,1,D Compound,,1,N02,,No,,December,2009,1,D compound,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
1972,301047080092,Panel B,1,30104708,Yes,1,Urea,,1,N02,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
1998,301047080102,Panel B,1,30104708,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1998,301047080102,Panel B,1,30104708,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1998,301047080102,Panel B,1,30104708,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1986,301047080119,Panel B,1,30104708,Yes,2,Urea,,1,N02,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
1986,301047080119,Panel B,1,30104708,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
1992,301047080133,Panel B,1,30104708,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,301047080147,Panel B,1,30104708,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,301047080174,Panel B,1,30104708,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1990,301047080174,Panel B,1,30104708,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1996,301047080188,Panel B,1,30104708,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,301047080229,Panel B,1,30104708,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1974,301047080229,Panel B,1,30104708,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1968,301047080257,Panel B,1,30104708,Yes,5,Urea,,1,N01,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,1,GRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1968,301047080257,Panel B,1,30104708,Yes,5,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1968,301047080257,Panel B,1,30104708,Yes,5,Flexi voucher,,1,N01,,No,,October,2009,1,Other chemical (specify),GROUNDNUTS SEED,1,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1994,301047080284,Panel B,1,30104708,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,Yes,5,5 KG BAG,,23:21:0+4s/Chitowe,,5,5 KG BAG,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2021,301053250034,Panel A,1,30105325,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2021,301053250034,Panel A,1,30105325,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2021,301053250034,Panel A,1,30105325,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
2037,301053250101,Panel A,1,30105325,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
