HHID,case_id,qx_type,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
1919,210875310399,Panel A,2,21087531,NO,,,,,,,,,,,,,,,,,,,,,,
1874,210885970005,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1892,210885970026,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1902,210885970047,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1880,210885970068,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1890,210885970089,Panel B,2,21088597,YES,T1,PEACH,,SCATTERED,,,,2,1999,0,October,2009,December,2009,NO,,,,,50,KILOGRAM,
1890,210885970089,Panel B,2,21088597,YES,T1,AVOCADO,,SCATTERED,,,,1,1998,0,March,2010,May,2010,NO,,,,,100,KILOGRAM,
1890,210885970089,Panel B,2,21088597,YES,T1,OTHER (SPECIFY),,SCATTERED,,,,1,2005,0,,,,,NO,,,,,20,,
1890,210885970089,Panel B,2,21088597,YES,T1,LEMON,LEMONS,SCATTERED,,,,2,1995,0,February,2010,July,2010,NO,,,,,150,KILOGRAM,
1890,210885970089,Panel B,2,21088597,YES,T1,MANGO,,SCATTERED,,,,2,1997,0,December,2009,January,2010,NO,,,,,200,KILOGRAM,
1890,210885970089,Panel B,2,21088597,YES,T1,OTHER (SPECIFY),,SCATTERED,,,,1,2004,0,,,,,NO,,,,,0,,
1890,210885970089,Panel B,2,21088597,YES,T1,ORANGE,,SCATTERED,,,,1,1995,0,,,,,NO,,,,,0,,
1890,210885970089,Panel B,2,21088597,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,2,2000,0,March,2010,August,2010,NO,,,,,50,KILOGRAM,
1896,210885970174,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1900,210885970195,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1886,210885970237,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1878,210885970258,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1882,210885970321,Panel B,2,21088597,YES,T1,GUAVA,,SCATTERED,,,,9,1990,0,April,2010,May,2010,NO,,,,,4,OTHER (SPECIFY),WHEELBARROW
1882,210885970321,Panel B,2,21088597,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,2,2004,0,July,2010,August,2010,NO,,,,,1,OTHER (SPECIFY),WHEELBARROW
1876,210885970342,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1898,210885970363,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1894,210885970405,Panel B,2,21088597,YES,T2,LEMON,LEMONS,SCATTERED,,,,10,2002,0,February,2010,June,2010,NO,,,,,3,BASKET (DENGU),
1894,210885970405,Panel B,2,21088597,YES,T7,[CUSTADE APPLE] POZA,,SCATTERED,,,,1,2003,0,September,2009,October,2009,NO,,,,,1,BASKET (DENGU),
1894,210885970405,Panel B,2,21088597,YES,T6,MEXICAN APPLE [MASUKU],,SCATTERED,,,,2,2003,0,September,2009,October,2009,NO,,,,,1,BASKET (DENGU),
1894,210885970405,Panel B,2,21088597,YES,T5,GUAVA,,SCATTERED,,,,3,2003,0,June,2010,July,2010,NO,,,,,6,BASKET (DENGU),
1894,210885970405,Panel B,2,21088597,YES,T4,PEACH,,SCATTERED,,,,3,2003,0,September,2009,November,2009,NO,,,,,1,BASKET (DENGU),
1894,210885970405,Panel B,2,21088597,YES,T3,NAARTJE (TANGERINE),,SCATTERED,,,,3,2002,0,February,2010,June,2010,NO,,,,,4,BASKET (DENGU),
1894,210885970405,Panel B,2,21088597,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,4,2007,0,July,2009,December,2009,NO,,,,,3,BASKET (DENGU),
1888,210885970426,Panel B,2,21088597,NO,,,,,,,,,,,,,,,,,,,,,,
1951,301012800005,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1941,301012800051,Panel A,2,30101280,YES,T1,[CUSTADE APPLE] POZA,,SCATTERED,,,,1,2008,0,August,2009,November,2009,NO,,,,,0,,
1923,301012800063,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1935,301012800066,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1929,301012800072,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1933,301012800089,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1925,301012800118,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1945,301012800121,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1943,301012800128,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1949,301012800130,Panel A,2,30101280,YES,T3,MASAU,,SCATTERED,,,,5,1994,0,July,2010,September,2010,NO,,,,,12,50 KG BAG,
1949,301012800130,Panel A,2,30101280,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,2,2009,2,July,2009,September,2009,NO,,,,,0,,
1949,301012800130,Panel A,2,30101280,YES,T1,MANGO,,SCATTERED,,,,1,2000,0,December,2009,January,2010,NO,,,,,3,50 KG BAG,
1949,301012800130,Panel A,2,30101280,YES,T4,[CUSTADE APPLE] POZA,,SCATTERED,,,,1,1996,0,July,2009,October,2010,NO,,,,,2,PAIL (SMALL),
1939,301012800172,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1931,301012800179,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1947,301012800247,Panel A,2,30101280,YES,T3,OTHER (SPECIFY),,SCATTERED,,,,5,1990,5,March,2010,April,2010,NO,,,,,2,BASKET (DENGU),
1947,301012800247,Panel A,2,30101280,YES,T2,LEMON,,SCATTERED,,,,2,1994,2,June,2009,November,2009,NO,,,,,2,BASKET (DENGU),
1947,301012800247,Panel A,2,30101280,YES,T1,MANGO,,SCATTERED,,,,3,1990,3,October,2009,December,2009,NO,,,,,10,BASKET (DENGU),
1927,301012800312,Panel A,2,30101280,YES,T1,MANGO,,SCATTERED,,,,1,1987,1,August,2009,December,2009,NO,,,,,1,PAIL (LARGE),
1921,301012800326,Panel A,2,30101280,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,1,2007,0,May,2009,September,2010,NO,,,,,4,PAIL (SMALL),
1937,301012800351,Panel A,2,30101280,NO,,,,,,,,,,,,,,,,,,,,,,
1922,301015450010,Panel B,2,30101545,NO,,,,,,,,,,,,,,,,,,,,,,
1908,301015450016,Panel B,2,30101545,NO,,,,,,,,,,,,,,,,,,,,,,
1914,301015450023,Panel B,2,30101545,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,1,1994,0,July,2010,September,2010,NO,,,,,1,BASKET (DENGU),
1914,301015450023,Panel B,2,30101545,YES,T1,[CUSTADE APPLE] POZA,,SCATTERED,,,,2,1990,0,September,2009,October,2009,NO,,,,,3,BASKET (DENGU),
1924,301015450030,Panel B,2,30101545,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,3,1990,3,September,2009,August,2009,NO,,,,,3,BASKET (DENGU),
1920,301015450043,Panel B,2,30101545,YES,T1,[CUSTADE APPLE] POZA,,SCATTERED,,,,3,2000,0,July,2009,October,2009,NO,,,,,4,PAIL (SMALL),
1932,301015450050,Panel B,2,30101545,YES,T3,MEXICAN APPLE [MASUKU],,SCATTERED,,,,1,2007,1,August,2009,November,2009,NO,,,,,2,PAIL (SMALL),
1932,301015450050,Panel B,2,30101545,YES,T2,[CUSTADE APPLE] POZA,,SCATTERED,,,,4,1990,4,August,2009,December,2009,NO,,,,,1,PAIL (SMALL),
1932,301015450050,Panel B,2,30101545,YES,T4,BANANA,,SCATTERED,,,,10,2002,10,June,2009,December,2009,NO,,,,,4,BASKET (DENGU),
1932,301015450050,Panel B,2,30101545,YES,T1,MANGO,,SCATTERED,,,,1,1990,1,August,2009,December,2009,NO,,,,,1,PAIL (LARGE),
1930,301015450057,Panel B,2,30101545,NO,,,,,,,,,,,,,,,,,,,,,,
1910,301015450063,Panel B,2,30101545,NO,,,,,,,,,,,,,,,,,,,,,,
1934,301015450077,Panel B,2,30101545,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,2,2002,0,August,2010,September,2010,NO,,,,,2,BASKET (DENGU),
1934,301015450077,Panel B,2,30101545,YES,T2,MEXICAN APPLE [MASUKU],,SCATTERED,,,,3,2004,0,November,2009,January,2010,NO,,,,,3,BASKET (DENGU),
1904,301015450083,Panel B,2,30101545,NO,,,,,,,,,,,,,,,,,,,,,,
1912,301015450090,Panel B,2,30101545,YES,T2,BANANA,,SCATTERED,,,,6,1995,0,January,2009,January,2010,NO,,,,,12,BUNCH,
1912,301015450090,Panel B,2,30101545,YES,T1,MANGO,,SCATTERED,,,,10,1995,0,November,2009,January,2010,NO,,,,,5,50 KG BAG,
1926,301015450097,Panel B,2,30101545,NO,,,,,,,,,,,,,,,,,,,,,,
1916,301015450110,Panel B,2,30101545,NO,,,,,,,,,,,,,,,,,,,,,,
1906,301015450117,Panel B,2,30101545,YES,T1,MANGO,,SCATTERED,,,,6,1960,0,November,2009,January,2010,NO,,,,,15,50 KG BAG,
1928,301015450124,Panel B,2,30101545,YES,T1,MANGO,,SCATTERED,,,,13,1994,0,December,2009,January,2010,NO,,,,,18,50 KG BAG,
1928,301015450124,Panel B,2,30101545,YES,T2,BANANA,,PLANTATION,.2,ACRE,,999,1990,0,January,2009,December,2009,NO,,,,,24,BASKET (DENGU),
1918,301015450137,Panel B,2,30101545,YES,T1,MANGO,,SCATTERED,,,,3,2001,0,December,2007,January,2010,NO,,,,,7,50 KG BAG,
1918,301015450137,Panel B,2,30101545,YES,T2,BANANA,,SCATTERED,,,,10,2000,0,April,2009,April,2010,NO,,,,,8,BASKET (DENGU),
1983,301020280005,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,2,1996,0,November,2009,January,2010,NO,,,,,2,50 KG BAG,
1983,301020280005,Panel A,2,30102028,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,1,1989,0,August,2009,September,2010,NO,,,,,24,PIECE,
1955,301020280030,Panel A,2,30102028,YES,T2,BANANA,,SCATTERED,,,,6,2008,0,September,2009,August,2010,NO,,,,,6,BUNCH,
1955,301020280030,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,5,2005,0,November,2009,January,2010,NO,,,,,4,50 KG BAG,
1981,301020280052,Panel A,2,30102028,NO,,,,,,,,,,,,,,,,,,,,,,
1965,301020280075,Panel A,2,30102028,YES,T5,[CUSTADE APPLE] POZA,,SCATTERED,,,,3,1994,0,August,2009,September,2009,NO,,,,,1,50 KG BAG,
1965,301020280075,Panel A,2,30102028,YES,T4,ORANGE,,SCATTERED,,,,2,1994,0,June,2010,August,2010,NO,,,,,1,50 KG BAG,
1965,301020280075,Panel A,2,30102028,YES,T2,AVOCADO,,SCATTERED,,,,2,1992,0,January,2010,February,2010,NO,,,,,2,50 KG BAG,
1965,301020280075,Panel A,2,30102028,YES,T3,GUAVA,,SCATTERED,,,,2,1994,0,January,2010,April,2010,NO,,,,,1,50 KG BAG,
1965,301020280075,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,9,1992,0,October,2009,February,2010,NO,,,,,4,50 KG BAG,
1977,301020280084,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,2,1994,0,October,2009,February,2010,NO,,,,,3,50 KG BAG,
1953,301020280090,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,4,1984,0,August,2009,December,2010,NO,,,,,2,50 KG BAG,
1953,301020280090,Panel A,2,30102028,YES,T2,BANANA,,SCATTERED,,,,4,2000,0,June,2010,August,2010,NO,,,,,3,BASKET (DENGU),
1967,301020280096,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,5,2005,0,December,2009,March,2010,NO,,,,,15,50 KG BAG,
1957,301020280102,Panel A,2,30102028,YES,T2,GUAVA,,SCATTERED,,,,1,1991,0,January,2010,February,2010,NO,,,,,1,50 KG BAG,
1957,301020280102,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,6,1990,0,December,2009,February,2010,NO,,,,,2,50 KG BAG,
1959,301020280135,Panel A,2,30102028,YES,T2,MANGO,,SCATTERED,,,,1,1990,0,December,2009,January,2010,NO,,,,,3,50 KG BAG,
1959,301020280135,Panel A,2,30102028,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,1,2006,0,August,2009,October,2010,NO,,,,,2,PAIL (LARGE),
1961,301020280151,Panel A,2,30102028,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,1,2008,0,June,2010,September,2010,NO,,,,,1,PAIL (LARGE),
1963,301020280165,Panel A,2,30102028,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,1,2009,1,September,2009,January,2010,NO,,,,,0,,
1973,301020280188,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,5,1960,0,November,2009,January,2010,NO,,,,,8,50 KG BAG,
1971,301020280191,Panel A,2,30102028,YES,T3,ORANGE,,SCATTERED,,,,1,1994,0,May,2010,July,2010,NO,,,,,2,PAIL (SMALL),
1971,301020280191,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,5,1985,0,December,2009,January,2010,NO,,,,,11,BASKET (DENGU),
1971,301020280191,Panel A,2,30102028,YES,T2,MEXICAN APPLE [MASUKU],,SCATTERED,,,,5,1994,0,November,2009,February,2010,NO,,,,,7,50 KG BAG,
1975,301020280228,Panel A,2,30102028,NO,,,,,,,,,,,,,,,,,,,,,,
1969,301020280236,Panel A,2,30102028,YES,T1,MANGO,,SCATTERED,,,,4,1990,0,November,2009,January,2010,NO,,,,,3,BASKET (DENGU),
1969,301020280236,Panel A,2,30102028,YES,T2,[CUSTADE APPLE] POZA,,SCATTERED,,,,1,1990,0,September,2009,October,2009,NO,,,,,1,BASKET (DENGU),
1969,301020280236,Panel A,2,30102028,YES,T4,BANANA,,SCATTERED,,,,5,2007,0,January,2009,October,2010,NO,,,,,3,BASKET (DENGU),
1969,301020280236,Panel A,2,30102028,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,3,2007,0,January,2009,October,2010,NO,,,,,1,BASKET (DENGU),
1979,301020280258,Panel A,2,30102028,NO,,,,,,,,,,,,,,,,,,,,,,
1964,301025400018,Panel B,2,30102540,YES,T1,AVOCADO,,SCATTERED,,,,1,2007,0,December,2009,March,2010,NO,,,,,0,,
1954,301025400027,Panel B,2,30102540,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,4,2004,0,August,2010,October,2010,NO,,,,,3,BASKET (DENGU),
1954,301025400027,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,10,2000,0,December,2009,January,2010,NO,,,,,14,50 KG BAG,
1954,301025400027,Panel B,2,30102540,YES,T2,ORANGE,,SCATTERED,,,,5,1999,0,May,2010,June,2010,NO,,,,,4,PAIL (LARGE),
1960,301025400037,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,10,2010,0,November,2009,January,2010,NO,,,,,20,50 KG BAG,
1966,301025400046,Panel B,2,30102540,YES,T5,GUAVA,,SCATTERED,,,,3,1999,0,February,2010,March,2010,NO,,,,,1,PAIL (LARGE),
1966,301025400046,Panel B,2,30102540,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,1,2002,0,June,2009,December,2009,NO,,,,,2,BASKET (DENGU),
1966,301025400046,Panel B,2,30102540,YES,T7,NAARTJE (TANGERINE),,SCATTERED,,,,4,1995,0,June,2010,July,2010,NO,,,,,1,BASKET (DENGU),
1966,301025400046,Panel B,2,30102540,YES,T4,BANANA,,SCATTERED,,,,10,1986,0,September,2009,September,2009,NO,,,,,3,BASKET (DENGU),
1966,301025400046,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,10,1992,0,November,2009,January,2010,NO,,,,,20,50 KG BAG,
1966,301025400046,Panel B,2,30102540,YES,T2,ORANGE,,SCATTERED,,,,1,1995,0,June,2010,July,2010,NO,,,,,3,50 KG BAG,
1966,301025400046,Panel B,2,30102540,YES,T6,LEMON,LEMONS,SCATTERED,,,,2,2000,0,June,2010,September,2010,NO,,,,,2,PAIL (LARGE),
1938,301025400065,Panel B,2,30102540,NO,,,,,,,,,,,,,,,,,,,,,,
1956,301025400075,Panel B,2,30102540,NO,,,,,,,,,,,,,,,,,,,,,,
1942,301025400085,Panel B,2,30102540,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,4,2007,0,August,2010,October,2010,NO,,,,,3,BASKET (DENGU),
1942,301025400085,Panel B,2,30102540,YES,T2,[CUSTADE APPLE] POZA,,SCATTERED,,,,4,2003,0,September,2009,November,2010,NO,,,,,5,PAIL (LARGE),
1942,301025400085,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,6,2003,0,December,2009,January,2010,NO,,,,,14,50 KG BAG,
1940,301025400094,Panel B,2,30102540,NO,,,,,,,,,,,,,,,,,,,,,,
1962,301025400113,Panel B,2,30102540,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,4,1990,0,May,2010,September,2010,NO,,,,,1,50 KG BAG,
1962,301025400113,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,5,1985,0,December,2009,January,2010,NO,,,,,2,50 KG BAG,
1936,301025400123,Panel B,2,30102540,NO,,,,,,,,,,,,,,,,,,,,,,
1946,301025400132,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,6,1990,0,November,2009,January,2010,NO,,,,,7,50 KG BAG,
1950,301025400142,Panel B,2,30102540,NO,,,,,,,,,,,,,,,,,,,,,,
1948,301025400161,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,10,1990,0,November,2009,January,2010,NO,,,,,15,50 KG BAG,
1944,301025400171,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,1,2002,0,December,2009,January,2010,NO,,,,,3,50 KG BAG,
1958,301025400180,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,9,1993,0,November,2009,January,2010,NO,,,,,15,50 KG BAG,
1952,301025400199,Panel B,2,30102540,YES,T1,MANGO,,SCATTERED,,,,24,1978,0,November,2009,January,2010,NO,,,,,35,50 KG BAG,
2005,301030740024,Panel A,2,30103074,YES,T1,MANGO,,SCATTERED,,,,4,1994,0,December,2009,February,2010,NO,,,,,14,50 KG BAG,
1985,301030740038,Panel A,2,30103074,YES,T1,MASAU,,SCATTERED,,,,1,1972,0,July,2010,August,2010,NO,,,,,7,50 KG BAG,
1993,301030740051,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
2007,301030740064,Panel A,2,30103074,YES,T2,MANGO,,SCATTERED,,,,2,2009,2,December,2009,January,2010,NO,,,,,0,,
2007,301030740064,Panel A,2,30103074,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,3,2008,0,July,2009,September,2009,NO,,,,,3,PAIL (LARGE),
2001,301030740091,Panel A,2,30103074,YES,T1,CASSAVA,,PLANTATION,.40000001,ACRE,,,,,January,2009,December,2009,NO,,,,,0,,
2001,301030740091,Panel A,2,30103074,YES,T2,MANGO,,SCATTERED,,,,1,2005,1,November,2009,January,2010,NO,,,,,2,50 KG BAG,
1987,301030740104,Panel A,2,30103074,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,1,2009,1,July,2009,August,2009,NO,,,,,0,,
1987,301030740104,Panel A,2,30103074,YES,T1,MANGO,,SCATTERED,,,,1,2005,1,October,2009,December,2009,NO,,,,,0,,
1999,301030740118,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
1991,301030740131,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
1989,301030740158,Panel A,2,30103074,YES,T1,MANGO,,SCATTERED,,,,1,1990,1,August,2009,December,2009,NO,,,,,1,BASKET (DENGU),
2013,301030740171,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
2015,301030740184,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
2011,301030740198,Panel A,2,30103074,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,2,2007,2,January,2010,March,2010,NO,,,,,1,PAIL (SMALL),
2011,301030740198,Panel A,2,30103074,YES,T1,MANGO,,SCATTERED,,,,9,1988,7,October,2009,December,2009,NO,,,,,10,BASKET (DENGU),
1995,301030740224,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
2003,301030740238,Panel A,2,30103074,YES,T2,MANGO,,SCATTERED,,,,2,2009,2,December,2009,February,2010,NO,,,,,0,,
2003,301030740238,Panel A,2,30103074,YES,T1,CASSAVA,,PLANTATION,.2,ACRE,,,,,January,2009,December,2010,NO,,,,,0,,
1997,301030740251,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
2009,301030740278,Panel A,2,30103074,NO,,,,,,,,,,,,,,,,,,,,,,
1976,301047080010,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1980,301047080023,Panel B,2,30104708,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,3,1985,0,November,2009,December,2009,NO,,,,,3,BASKET (DENGU),
1970,301047080037,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1984,301047080062,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1978,301047080065,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1972,301047080092,Panel B,2,30104708,YES,T1,BANANA,,SCATTERED,,,,20,1989,0,June,2009,August,2009,NO,,,,,10,BASKET (DENGU),
1998,301047080102,Panel B,2,30104708,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,8,2004,0,December,2009,February,2010,NO,,,,,5,PAIL (LARGE),
1998,301047080102,Panel B,2,30104708,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,2,2007,0,May,2010,July,2010,NO,,,,,2,BASKET (DENGU),
1986,301047080119,Panel B,2,30104708,YES,T1,AVOCADO,,SCATTERED,,,,1,1980,0,March,2010,June,2010,NO,,,,,0,,
1992,301047080133,Panel B,2,30104708,YES,T2,MANGO,,SCATTERED,,,,1,2004,0,November,2009,January,2010,NO,,,,,3,BASKET (DENGU),
1992,301047080133,Panel B,2,30104708,YES,T1,AVOCADO,,SCATTERED,,,,1,2002,0,May,2010,June,2010,NO,,,,,1,50 KG BAG,
1982,301047080147,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1990,301047080174,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1996,301047080188,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1974,301047080229,Panel B,2,30104708,NO,,,,,,,,,,,,,,,,,,,,,,
1968,301047080257,Panel B,2,30104708,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,2,2007,0,April,2009,July,2009,NO,,,,,2,BASKET (DENGU),
1968,301047080257,Panel B,2,30104708,YES,T2,BANANA,,PLANTATION,.15000001,ACRE,,999,2000,20,April,2009,December,2009,NO,,,,,25,50 KG BAG,
1994,301047080284,Panel B,2,30104708,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,2,1995,0,October,2009,December,2009,NO,,,,,3,BASKET (DENGU),
2021,301053250034,Panel A,2,30105325,YES,T6,PAWPAW/PAPAYA,,SCATTERED,,,,3,2009,3,July,2010,August,2010,NO,,,,,20,PIECE,
2021,301053250034,Panel A,2,30105325,YES,T3,AVOCADO,,SCATTERED,,,,14,2007,0,April,2010,May,2010,NO,,,,,0,,
2021,301053250034,Panel A,2,30105325,YES,T5,OTHER (SPECIFY),,SCATTERED,,,,2,2009,2,October,2009,November,2009,NO,,,,,0,,
2021,301053250034,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,18,1999,16,December,2009,January,2010,NO,,,,,8,50 KG BAG,
2021,301053250034,Panel A,2,30105325,YES,T2,MEXICAN APPLE [MASUKU],,SCATTERED,,,,2,2009,2,January,2010,February,2010,NO,,,,,0,,
2021,301053250034,Panel A,2,30105325,YES,T4,GUAVA,,SCATTERED,,,,3,2009,3,August,2009,September,2009,NO,,,,,0,,
2037,301053250101,Panel A,2,30105325,NO,,,,,,,,,,,,,,,,,,,,,,
2045,301053250109,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,5,1972,0,November,2009,December,2010,NO,,,,,20,50 KG BAG,
2033,301053250111,Panel A,2,30105325,NO,,,,,,,,,,,,,,,,,,,,,,
2029,301053250124,Panel A,2,30105325,NO,,,,,,,,,,,,,,,,,,,,,,
2041,301053250136,Panel A,2,30105325,NO,,,,,,,,,,,,,,,,,,,,,,
2043,301053250141,Panel A,2,30105325,NO,,,,,,,,,,,,,,,,,,,,,,
2039,301053250145,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,6,1970,0,November,2009,February,2010,NO,,,,,20,50 KG BAG,
2025,301053250181,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,6,1995,0,November,2009,January,2010,YES,Crop theft,,,,10,50 KG BAG,
2017,301053250201,Panel A,2,30105325,NO,,,,,,,,,,,,,,,,,,,,,,
2031,301053250223,Panel A,2,30105325,YES,T2,MEXICAN APPLE [MASUKU],,SCATTERED,,,,3,2001,0,December,2009,January,2010,NO,,,,,1,BASKET (DENGU),
2031,301053250223,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,5,1994,0,November,2009,January,2010,NO,,,,,15,50 KG BAG,
2031,301053250223,Panel A,2,30105325,YES,T3,[CUSTADE APPLE] POZA,,SCATTERED,,,,1,2002,0,September,2009,November,2009,NO,,,,,0,,
2027,301053250227,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,2,1989,0,February,2010,March,2010,NO,,,,,7,50 KG BAG,
2035,301053250271,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,1,,1,September,2009,December,2010,NO,,,,,1,PAIL (LARGE),
2023,301053250273,Panel A,2,30105325,YES,T1,MANGO,,SCATTERED,,,,4,1985,0,December,2009,January,2010,NO,,,,,10,50 KG BAG,
2024,301054480005,Panel B,2,30105448,NO,,,,,,,,,,,,,,,,,,,,,,
2006,301054480020,Panel B,2,30105448,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,1,1985,0,June,2010,August,2010,NO,,,,,3,BASKET (DENGU),
2000,301054480037,Panel B,2,30105448,NO,,,,,,,,,,,,,,,,,,,,,,
2008,301054480065,Panel B,2,30105448,YES,T1,BANANA,,SCATTERED,,,,6,2007,0,January,2009,December,2009,NO,,,,,4,BUNCH,
2004,301054480087,Panel B,2,30105448,NO,,,,,,,,,,,,,,,,,,,,,,
2018,301054480103,Panel B,2,30105448,NO,,,,,,,,,,,,,,,,,,,,,,
2028,301054480136,Panel B,2,30105448,NO,,,,,,,,,,,,,,,,,,,,,,
2016,301054480152,Panel B,2,30105448,NO,,,,,,,,,,,,,,,,,,,,,,
2014,301054480168,Panel B,2,30105448,NO,,,,,,,,,,,,,,,,,,,,,,
2012,301054480201,Panel B,2,30105448,YES,T1,MANGO,,SCATTERED,,,,3,1994,0,December,2009,February,2010,NO,,,,,5,50 KG BAG,
2020,301054480217,Panel B,2,30105448,YES,T3,BANANA,,SCATTERED,,,,5,1981,0,August,2009,September,2010,NO,,,,,60,BUNCH,
