occ,y2_hhid,qx_type,interview_status,ag_m0a,ag_m00,ag_m0b,ag_m0c,ag_m0d,ag_m01,ag_m02,ag_m03,ag_m04a,ag_m04b,ag_m05a,ag_m05b,ag_m07,ag_m08a,ag_m08b,ag_m08c,ag_m09,ag_m10a,ag_m10b,ag_m11a,ag_m11b,ag_m11c,ag_m12a,ag_m12b,ag_m13a,ag_m13b
1,1523-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1523-004,PANEL A,Panel A - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,PURE STAND,,,2,KILOGRAM,MAY,2013,NO,2,50 KG BAG,SHELLED,NO,,,2,50 KG BAG,SHELLED,,,,
1,1523-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1524-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,1,10 KG BAG,AUGUST,2013,NO,20,KILOGRAM,NOT APPLICABLE,,,,,,,,,,
2,1524-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,1,KILOGRAM,AUGUST,2013,NO,10,KILOGRAM,SHELLED,,,,,,,,,,
3,1524-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,500,GRAM,AUGUST,2013,NO,20,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,1525-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1525-003,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,5,KILOGRAM,JULY,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,1525-003,PANEL A,Panel A - 2 Visits,YES,D02,OKRA,THERERE/OKRA,2,PURE STAND,,,2,GRAM,JULY,2013,NO,2,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,1526-002,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,15,KILOGRAM,JULY,2013,NO,6,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1527-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1528-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1528-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1529-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1530-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1531-001,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,2,KILOGRAM,JULY,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,1531-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,20,GRAM,JULY,2013,NO,2,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,1532-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1533-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1534-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1534-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1534-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1534-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1534-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1535-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1536-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1537-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1539-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,10,KILOGRAM,AUGUST,2013,NO,1,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1540-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1540-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1541-002,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,25,KILOGRAM,SHELLED,,,,,,,,,,
1,1542-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1543-002,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE LOCAL,2,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,1544-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1545-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1546-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1547-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,2,KILOGRAM,AUGUST,2013,NO,3,OXCART,NOT APPLICABLE,,,,,,,,,,
2,1547-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,2,KILOGRAM,AUGUST,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
1,1547-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1548-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1549-001,PANEL A,Panel A - 2 Visits,YES,D01,CABBAGE,CABBAGE,1,PURE STAND,,,15,GRAM,AUGUST,2013,NO,300,PIECE,NOT APPLICABLE,,,,,,,,,,
2,1549-001,PANEL A,Panel A - 2 Visits,YES,D02,BEANS,BEANS,1,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
1,1550-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1551-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1551-004,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
1,1552-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1553-001,PANEL A,Panel A - 2 Visits,YES,D01,CABBAGE,CABBAGE,2,PURE STAND,,,15,GRAM,SEPTEMBER,2013,NO,50,PIECE,NOT APPLICABLE,,,,,,,,,,
1,1554-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1555-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1555-002,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,MIXED STAND,NO,3/4,2,KILOGRAM,AUGUST,2013,NO,25,KILOGRAM,SHELLED,,,,,,,,,,
2,1555-002,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED H MAIZE,MAIZE HYBRID RECYCLED,2,MIXED STAND,NO,LESS THAN 1/4,.25,GRAM,AUGUST,2013,NO,1,50 KG BAG,UNSHELLED,,,,,,,,,,
1,1556-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1557-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
2,1557-001,PANEL A,Panel A - 2 Visits,YES,D02,TOMATOES,TOMATO,1,PURE STAND,,,10,GRAM,JULY,2013,NO,6,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
3,1557-001,PANEL A,Panel A - 2 Visits,YES,D03,CABBAGE,CABBAGE,1,PURE STAND,,,15,GRAM,AUGUST,2013,NO,275,PIECE,NOT APPLICABLE,,,,,,,,,,
1,1558-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1559-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1560-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1561-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1562-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1563-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1564-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1565-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,KILOGRAM,AUGUST,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,1565-001,PANEL A,Panel A - 2 Visits,YES,D02,BEANS,BEANS,1,PURE STAND,,,1,KILOGRAM,JULY,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,1566-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1567-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1568-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1569-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1570-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1570-401,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1571-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1572-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,6,KILOGRAM,JULY,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1573-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1574-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1575-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1576-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1577-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1578-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,5,GRAM,JULY,2013,NO,3,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,1580-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1581-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1582-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1582-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1583-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1584-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1585-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1586-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1587-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1588-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1589-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1590-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,.5,KILOGRAM,SEPTEMBER,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
1,1591-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1592-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1593-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1594-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1595-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1595-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1596-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1596-007,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1597-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1599-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1600-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1601-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1602-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1603-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1604-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,NO,MORE THAN 3/4,1,2 KG BAG,AUGUST,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
2,1604-001,PANEL B,Panel B - 2 Visits,YES,D01,THERERE,THERERE/OKRA,1,MIXED STAND,NO,1/2,.5,KILOGRAM,AUGUST,2013,NO,6,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
3,1604-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,NO,MORE THAN 3/4,1500,GRAM,,,NO,50,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
4,1604-001,PANEL B,Panel B - 2 Visits,YES,D01,SWEET POTATO,SWEET POTATO,1,MIXED STAND,NO,MORE THAN 3/4,15,KILOGRAM,,,NO,7,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
5,1604-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,MORE THAN 3/4,1,GRAM,,,NO,20,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1604-002,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID RECYCLED,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,2 KG BAG,MARCH,2013,YES,,,,YES,OTHER (SPECIFY),,2,50 KG BAG,UNSHELLED,MAY,JUNE,1,
1,1605-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1606-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1607-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1608-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1610-001,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1611-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1612-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1613-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1614-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1615-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,1,KILOGRAM,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,1615-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,NO,LESS THAN 1/4,.5,KILOGRAM,JUNE,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
1,1616-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1616-006,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1617-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1618-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1619-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1620-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1621-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1623-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1625-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1627-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1627-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1628-001,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1629-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,2,KILOGRAM,JUNE,2013,NO,1,OXCART,UNSHELLED,,,,,,,,,,
2,1629-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,2,KILOGRAM,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,1631-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1633-004,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1633-006,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1635-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1636-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1637-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1645-003,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,2.5,KILOGRAM,MAY,2013,YES,,,,NO,,,3,PAIL (LARGE),SHELLED,JULY,AUGUST,1,2
1,1647-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1648-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1649-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1650-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1651-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1652-001,PANEL B,Panel B - 2 Visits,,D01,NKHWANI,NKHWANI,,PURE STAND,,,100,GRAM,AUGUST,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,1652-001,PANEL B,Panel B - 2 Visits,,D02,CABBAGE,CABBAGE,,PURE STAND,,,25,GRAM,JULY,2013,NO,1,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
3,1652-001,PANEL B,Panel B - 2 Visits,,D03,ONION,ONION,,PURE STAND,,,21,3.7 KG BAG,AUGUST,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1653-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1659-005,PANEL A,Panel A - Combined Visit,YES,D01,H/MAIZE,MAIZE HYBRID RECYCLED,2,PURE STAND,,,10,KILOGRAM,JUNE,2013,NO,200,KILOGRAM,UNSHELLED,,,,,,,,,,
1,1661-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1662-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1666-006,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1669-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1669-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1669-005,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1675-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1676-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1677-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1677-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1678-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1679-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1680-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1682-002,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1683-002,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1683-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1687-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1688-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1688-005,PANEL B,Panel B - Combined Visit,YES,D01,NKHWANI,NKHWANI,2,PURE STAND,,,100,GRAM,SEPTEMBER,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1691-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1691-003,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1692-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1693-003,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1697-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1698-009,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1698-010,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1701-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1705-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1707-003,PANEL A,Panel A - Combined Visit,YES,D01,HYBRID,MAIZE HYBRID,1,MIXED STAND,YES,,1,GRAM,OCTOBER,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,1707-003,PANEL A,Panel A - Combined Visit,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,YES,,2,GRAM,OCTOBER,2013,NO,3,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1708-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1710-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1714-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1715-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1716-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1717-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1717-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1719-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1719-009,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED HYBRID MAIZE,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,1,KILOGRAM,SEPTEMBER,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
2,1719-009,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,MIXED STAND,YES,,.5,KILOGRAM,SEPTEMBER,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
1,1720-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1722-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1723-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1724-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1725-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1726-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1727-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1728-003,PANEL B,Panel B - Combined Visit,YES,D01,TANAPOSI,TANAPOSI,1,PURE STAND,,,250,GRAM,JULY,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1729-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1730-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1731-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1732-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1733-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1735-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1738-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1742-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1743-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1743-005,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1744-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
