occ,y2_hhid,qx_type,interview_status,ag_o01,ag_o00,ag_o02,ag_o03_2,ag_o04a,ag_o04b,ag_o04c,ag_o05e,ag_o06,ag_o07
2,2015-001,PANEL A,Panel A - 2 Visits,YES,T02,PAPAYA,TG01,0,ACRE,0,,10,CLEAR/SUNNY
1,2017-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2018-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.5,ACRE,1.4,,12,CLEAR/SUNNY
1,2020-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.079999998,ACRE,.1,,10,CLEAR/SUNNY
1,2021-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,.95999998,,11,CLEAR/SUNNY
2,2021-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,RG02,1,ACRE,2.96,,11,CLEAR/SUNNY
1,2021-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2021-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2022-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.15000001,ACRE,.60000002,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2022-002,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,TG01,.050000001,ACRE,0,,10,CLEAR/SUNNY
1,2023-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2023-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,
1,2024-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2025-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,1,ACRE,.89999998,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2026-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2027-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2028-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,0,,9,CLEAR/SUNNY
2,2028-002,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,TG01,.5,ACRE,0,,9,CLEAR/SUNNY
3,2028-002,PANEL B,Panel B - 2 Visits,YES,T03,PAWPAW,TG01,.5,ACRE,0,,9,CLEAR/SUNNY
1,2029-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,.77999997,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2029-001,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,TG01,.0099999998,ACRE,0,,10,CLEAR/SUNNY
1,2030-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2031-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.54000002,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2032-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.3,,11,CLEAR/SUNNY
2,2032-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG01,.0099999998,ACRE,0,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,2033-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.02,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2034-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2035-001,PANEL A,Panel A - 2 Visits,YES,T01,PAWPAW,TG01,.2,ACRE,0,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2035-003,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,2036-001,PANEL B,Panel B - 2 Visits,YES,T01,AVOCADO,TG01,.2,ACRE,.1,,10,CLEAR/SUNNY
2,2036-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG01,.2,ACRE,.1,,10,CLEAR/SUNNY
1,2037-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,1.13,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2038-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2039-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.30000001,,9,CLEAR/SUNNY
1,2040-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,.0099999998,,8,PARTLY CLOUDY/PARTLY SUNNY
1,2041-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2042-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO & MASUKU,TG01,.5,ACRE,.1,,8,PARTLY CLOUDY/PARTLY SUNNY
1,2043-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2044-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,1,ACRE,.34,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2045-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,1.35,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2046-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.050000001,ACRE,.029999999,,11,CLEAR/SUNNY
1,2048-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.02,,11,CLEAR/SUNNY
2,2048-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG01,.0099999998,ACRE,2,,11,CLEAR/SUNNY
1,2049-001,PANEL A,Panel A - 2 Visits,YES,T01,MPOSA,TG01,.5,ACRE,0,,1,PARTLY CLOUDY/PARTLY SUNNY
2,2049-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG01,.5,ACRE,0,,1,PARTLY CLOUDY/PARTLY SUNNY
3,2049-001,PANEL A,Panel A - 2 Visits,YES,T03,PAWPAW,TG01,.5,ACRE,0,,1,PARTLY CLOUDY/PARTLY SUNNY
1,2049-003,PANEL A,Panel A - 2 Visits,YES,T01,MASAU,TG01,.25,ACRE,.2,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2050-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,.0099999998,,10,CLEAR/SUNNY
1,2051-002,PANEL A,Panel A - 2 Visits,YES,T01,KUMUSI,RG01,.5,ACRE,.2,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2052-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.1,,10,CLEAR/SUNNY
2,2052-001,PANEL B,Panel B - 2 Visits,YES,T02,MASUKU,TG01,.1,ACRE,.1,,10,CLEAR/SUNNY
1,2053-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,TG01,.1,ACRE,.1,,10,CLEAR/SUNNY
2,2053-001,PANEL A,Panel A - 2 Visits,YES,T02,MASAU,TG01,.02,ACRE,.1,,10,CLEAR/SUNNY
3,2053-001,PANEL A,Panel A - 2 Visits,YES,T03,SUGARCANE,TG01,.0099999998,ACRE,.1,,10,CLEAR/SUNNY
1,2053-002,PANEL A,Panel A - 2 Visits,YES,T01,PAPAYA,TG01,.02,ACRE,0,,10,CLEAR/SUNNY
1,2053-003,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
1,2054-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
2,2054-001,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,TG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
3,2054-001,PANEL B,Panel B - 2 Visits,YES,T03,MASUKU,TG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
4,2054-001,PANEL B,Panel B - 2 Visits,YES,T04,PAPAYA,TG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
1,2055-002,PANEL A,Panel A - 2 Visits,YES,T01,LUKOLOMA,RG01,.25,ACRE,.1,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2056-002,PANEL B,Panel B - 2 Visits,YES,T01,MASUKU,TG01,.1,ACRE,.2,,10,CLEAR/SUNNY
2,2056-002,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG01,.1,ACRE,.2,,10,CLEAR/SUNNY
3,2056-002,PANEL B,Panel B - 2 Visits,YES,T03,BANANA,TG01,.1,ACRE,.2,,10,CLEAR/SUNNY
1,2057-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO PLOT,RG02,1,ACRE,1.5,,9,CLEAR/SUNNY
2,2057-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
1,2058-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,0,,10,CLEAR/SUNNY
2,2058-001,PANEL B,Panel B - 2 Visits,YES,T02,MASUKU,TG01,.5,ACRE,,,,
1,2058-002,PANEL B,Panel B - 2 Visits,YES,T01,SUGARCANE,DG01,.5,ACRE,.0099999998,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2060-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2061-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,,,,
1,2062-001,PANEL B,Panel B - 2 Visits,YES,T01,PAPAYA,TG01,.1,ACRE,0,,11,CLEAR/SUNNY
2,2062-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
3,2062-001,PANEL B,Panel B - 2 Visits,YES,T03,MASAU,TG01,.1,ACRE,0,,11,CLEAR/SUNNY
1,2063-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2063-003,PANEL A,Panel A - 2 Visits,YES,T01,MPOZA,TG01,.5,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2063-003,PANEL A,Panel A - 2 Visits,YES,T02,CHITOPETOPE,TG01,.5,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2064-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2065-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2066-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,.94,,11,CLEAR/SUNNY
2,2066-001,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA,RG01,1,ACRE,1.7,,12,CLEAR/SUNNY
3,2066-001,PANEL B,Panel B - 2 Visits,YES,T03,PAWPAW,TG01,.0099999998,ACRE,0,,12,CLEAR/SUNNY
1,2068-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2068-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2069-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,2069-001,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,TG01,.02,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
3,2069-001,PANEL A,Panel A - 2 Visits,YES,T03,MASAU,TG01,.039999999,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2070-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,0,,11,CLEAR/SUNNY
1,2070-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.28999999,ACRE,.2,,11,CLEAR/SUNNY
2,2070-002,PANEL B,Panel B - 2 Visits,YES,T02,MASAU,TG01,.0099999998,ACRE,0,,11,CLEAR/SUNNY
1,2071-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2072-001,PANEL B,Panel B - 2 Visits,YES,T01,MASAU,TG01,.1,ACRE,.30000001,,12,CLEAR/SUNNY
2,2072-001,PANEL B,Panel B - 2 Visits,YES,T02,STAPELI,TG01,.1,ACRE,0,,12,CLEAR/SUNNY
1,2073-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2074-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,0,,11,CLEAR/SUNNY
1,2075-001,PANEL A,Panel A - 2 Visits,YES,T01,SUGARCANE,TG01,.5,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2076-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2077-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2078-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2079-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2080-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2081-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,1.3,ACRE,1.3,,11,CLEAR/SUNNY
2,2081-001,PANEL A,Panel A - 2 Visits,YES,T02,FRUITS,TG01,.1,ACRE,.2,,8,CLEAR/SUNNY
1,2082-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,2,ACRE,2.5999999,,11,CLEAR/SUNNY
1,2082-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2083-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.0099999998,,10,CLEAR/SUNNY
1,2084-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2085-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2086-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,TG01,.5,ACRE,1,,10,CLEAR/SUNNY
1,2087-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA & MANGO,RG01,1,ACRE,.69999999,,12,PARTLY CLOUDY/PARTLY SUNNY
2,2087-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,DG01,1,ACRE,.40000001,,9,CLEAR/SUNNY
1,2087-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2088-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
2,2088-002,PANEL B,Panel B - 2 Visits,YES,T02,MASAU,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
3,2088-002,PANEL B,Panel B - 2 Visits,YES,T03,POZA,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
1,2089-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.1,,11,CLEAR/SUNNY
2,2089-001,PANEL A,Panel A - 2 Visits,YES,T02,FRUITS,TG01,.25,ACRE,.1,,11,CLEAR/SUNNY
3,2089-001,PANEL A,Panel A - 2 Visits,YES,T03,ORANGE,TG02,.02,ACRE,0,,10,CLEAR/SUNNY
1,2090-001,PANEL B,Panel B - 2 Visits,YES,T01,PAPAYA,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
1,2091-001,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,TG01,.2,ACRE,.1,,10,CLEAR/SUNNY
2,2091-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,RG01,2,ACRE,1.9,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2091-004,PANEL A,Panel A - 2 Visits,YES,T01,PAWPAW,TG01,.0099999998,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,2091-004,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,RG01,1,ACRE,.80000001,,11,CLEAR/SUNNY
1,2092-001,PANEL B,Panel B - 2 Visits,YES,T01,SUGAR CANE,TG01,.5,ACRE,.029999999,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2093-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2094-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2095-001,PANEL A,Panel A - 2 Visits,YES,T01,CUSTADE APPLE,TG01,.0099999998,ACRE,0,,9,CLEAR/SUNNY
2,2095-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,RG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
1,2096-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.89999998,,10,CLEAR/SUNNY
2,2096-001,PANEL B,Panel B - 2 Visits,YES,T02,GUAVA,TG01,,,,,,
3,2096-001,PANEL B,Panel B - 2 Visits,YES,T03,AVOCADO,TG01,,,,,,
4,2096-001,PANEL B,Panel B - 2 Visits,YES,T04,MASUKU,TG01,,,,,,
5,2096-001,PANEL B,Panel B - 2 Visits,YES,T05,MALAMBE,TG01,,,,,,
1,2097-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,.5,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2098-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2098-002,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG02,.5,ACRE,.60000002,,12,CLEAR/SUNNY
1,2099-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.47999999,,11,CLEAR/SUNNY
1,2100-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.2,ACRE,.1,,11,CLEAR/SUNNY
2,2100-001,PANEL B,Panel B - 2 Visits,YES,T02,MASAU,TG01,.050000001,ACRE,0,,11,CLEAR/SUNNY
1,2101-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2102-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2103-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
1,2103-004,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
1,2104-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2104-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2104-006,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.02,,12,CLEAR/SUNNY
1,2105-001,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,TG01,.5,ACRE,.1,,8,CLEAR/SUNNY
1,2106-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2107-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2108-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,0,ACRE,0,,10,CLEAR/SUNNY
1,2109-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2110-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2111-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,0,,8,CLEAR/SUNNY
2,2111-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,RG01,.5,ACRE,1.1,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2112-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2113-003,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,0,,10,CLEAR/SUNNY
2,2113-003,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,TG01,.5,ACRE,0,,10,CLEAR/SUNNY
1,2114-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG02,1,ACRE,1.6,,11,CLEAR/SUNNY
1,2114-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2115-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.02,,11,CLEAR/SUNNY
2,2115-001,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,TG01,.5,ACRE,.02,,11,CLEAR/SUNNY
3,2115-001,PANEL A,Panel A - 2 Visits,YES,T03,ORANGE,TG01,.5,ACRE,.02,,11,CLEAR/SUNNY
4,2115-001,PANEL A,Panel A - 2 Visits,YES,T04,BANANA,TG01,.5,ACRE,.02,,11,CLEAR/SUNNY
5,2115-001,PANEL A,Panel A - 2 Visits,YES,T05,MASAU,TG01,.5,ACRE,.02,,11,CLEAR/SUNNY
1,2116-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,1.2,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2117-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.30000001,,11,CLEAR/SUNNY
2,2117-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG01,.5,ACRE,.30000001,,11,CLEAR/SUNNY
1,2117-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2117-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2118-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2119-001,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,TG01,.2,ACRE,.2,,10,CLEAR/SUNNY
1,2120-001,PANEL B,Panel B - 2 Visits,YES,T01,FRUITS,TG01,.1,ACRE,.0099999998,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,2120-001,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,RG02,.30000001,ACRE,.34,,11,CLEAR/SUNNY
1,2121-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2122-001,PANEL B,Panel B - 2 Visits,YES,T01,FRUITS,TG01,.30000001,ACRE,.30000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,2122-001,PANEL B,Panel B - 2 Visits,YES,T02,SUGARCANE,TG02,1,ACRE,.30000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
3,2122-001,PANEL B,Panel B - 2 Visits,YES,T03,MANGO,RG01,1.2,ACRE,1.3,,11,CLEAR/SUNNY
1,2122-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2123-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2124-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2125-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO & BANANA,TG01,.25,ACRE,.1,,6,MOSTLY CLEAR/MOSTLY SUNNY
1,2126-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.2,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2126-003,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,2.5,ACRE,2.9000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2127-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,11,CLEAR/SUNNY
1,2127-002,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,TG01,.1,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2128-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,2,ACRE,1.9,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2128-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG02,.5,ACRE,.2,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2129-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.2,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,2129-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,RG01,.69999999,ACRE,.69999999,,11,CLEAR/SUNNY
1,2130-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2130-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2131-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,11,CLEAR/SUNNY
1,2132-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,.30000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2133-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.1,,11,CLEAR/SUNNY
2,2133-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,TG01,.1,ACRE,.1,,11,CLEAR/SUNNY
1,2135-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.15000001,ACRE,.2,,11,CLEAR/SUNNY
2,2135-001,PANEL A,Panel A - 2 Visits,YES,T02,MASAU,TG01,.15000001,ACRE,.2,,11,CLEAR/SUNNY
3,2135-001,PANEL A,Panel A - 2 Visits,YES,T03,GUAVAS,TG01,.15000001,ACRE,.2,,11,CLEAR/SUNNY
4,2135-001,PANEL A,Panel A - 2 Visits,YES,T04,PAPAYA,TG01,.15000001,ACRE,.2,,11,CLEAR/SUNNY
5,2135-001,PANEL A,Panel A - 2 Visits,YES,T05,BANANA,TG01,.15000001,ACRE,.2,,11,CLEAR/SUNNY
1,2136-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,1.4,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2137-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,0,ACRE,.2,,11,CLEAR/SUNNY
2,2137-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,TG01,0,ACRE,.2,,11,CLEAR/SUNNY
3,2137-001,PANEL A,Panel A - 2 Visits,YES,T03,MANGO,TG01,0,ACRE,.2,,11,CLEAR/SUNNY
1,2138-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,RG01,.5,ACRE,.81,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2139-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2140-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.0099999998,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2140-003,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.02,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2141-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2142-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2143-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2143-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2144-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,1.3,,11,COMPLETELY CLOUDY
1,2144-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2145-001,PANEL A,Panel A - 2 Visits,YES,T01,PAPAYA,TG01,0,ACRE,0,,9,CLEAR/SUNNY
1,2146-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1.5,ACRE,1.3,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2147-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,.0099999998,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2148-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.2,,10,CLEAR/SUNNY
2,2148-001,PANEL B,Panel B - 2 Visits,YES,T02,TANGERINE,TG01,.1,ACRE,.2,,10,CLEAR/SUNNY
1,2148-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2149-001,PANEL A,Panel A - 2 Visits,YES,T01,LOCAL MAIZE,RG01,1.5,ACRE,1.8,,12,CLEAR/SUNNY
1,2149-006,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2150-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,1,ACRE,.5,,10,CLEAR/SUNNY
