occ,y2_hhid,qx_type,interview_status,hh_i01,hh_i02,hh_i03
9,1730-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1731-001,PANEL A,Panel A - Combined Visit,YES,CHARCOAL,400
2,1731-001,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,1731-001,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,1731-001,PANEL A,Panel A - Combined Visit,YES,CANDLES,60
5,1731-001,PANEL A,Panel A - Combined Visit,YES,MATCHES,20
6,1731-001,PANEL A,Panel A - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,1731-001,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1731-001,PANEL A,Panel A - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2000
9,1731-001,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1732-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,300
2,1732-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1732-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1732-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,250
5,1732-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,80
6,1732-001,PANEL B,Panel B - 2 Visits,YES,NEWSPAPERS OR MAGAZINES,280
7,1732-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1732-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1500
9,1732-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1733-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,700
2,1733-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1733-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1733-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,140
5,1733-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,1733-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1733-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1733-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1600
9,1733-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1734-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,200
2,1734-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1734-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1734-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,350
5,1734-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,40
6,1734-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1734-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,300
8,1734-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1734-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1735-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,700
2,1735-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1735-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1735-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,1735-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,30
6,1735-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1735-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,150
8,1735-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,6400
9,1735-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1736-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,1736-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1736-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1736-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,1736-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,1736-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1736-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,70
8,1736-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1800
9,1736-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1737-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,300
2,1737-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1737-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1737-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,150
5,1737-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,1737-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1737-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1737-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,400
9,1737-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1738-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,1738-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1738-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1738-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,140
5,1738-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,75
6,1738-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1738-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,300
8,1738-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,500
9,1738-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1739-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,490
2,1739-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1739-001,PANEL A,Panel A - 2 Visits,YES,CIGARETTES OR OTHER TOBACCO,500
4,1739-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,350
5,1739-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,1739-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1739-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1739-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1739-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1739-002,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,1050
2,1739-002,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1739-002,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1739-002,PANEL A,Panel A - 2 Visits,YES,CANDLES,350
5,1739-002,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,1739-002,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1739-002,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1739-002,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,600
9,1739-002,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1740-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,1740-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1740-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1740-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,160
5,1740-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,40
6,1740-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1740-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1740-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1740-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1741-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,300
2,1741-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1741-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1741-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,400
5,1741-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,1741-001,PANEL A,Panel A - 2 Visits,YES,NEWSPAPERS OR MAGAZINES,270
7,1741-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1741-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,400
9,1741-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1741-003,PANEL A,Panel A - Combined Visit,YES,CHARCOAL,1400
2,1741-003,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,1741-003,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,1741-003,PANEL A,Panel A - Combined Visit,YES,CANDLES,80
5,1741-003,PANEL A,Panel A - Combined Visit,YES,MATCHES,40
6,1741-003,PANEL A,Panel A - Combined Visit,YES,NEWSPAPERS OR MAGAZINES,510
7,1741-003,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1741-003,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1741-003,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1742-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,1742-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1742-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1742-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,300
5,1742-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,1742-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1742-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1742-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2500
9,1742-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1743-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,1743-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1743-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1743-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,1743-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,1743-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1743-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1743-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,150
9,1743-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1743-005,PANEL A,Panel A - Combined Visit,NO,CHARCOAL,
2,1743-005,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,1743-005,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,1743-005,PANEL A,Panel A - Combined Visit,NO,CANDLES,
5,1743-005,PANEL A,Panel A - Combined Visit,YES,MATCHES,20
6,1743-005,PANEL A,Panel A - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,1743-005,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1743-005,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1743-005,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1744-001,PANEL B,Panel B - Combined Visit,YES,CHARCOAL,580
2,1744-001,PANEL B,Panel B - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,1744-001,PANEL B,Panel B - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,1744-001,PANEL B,Panel B - Combined Visit,NO,CANDLES,
5,1744-001,PANEL B,Panel B - Combined Visit,YES,MATCHES,30
6,1744-001,PANEL B,Panel B - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,1744-001,PANEL B,Panel B - Combined Visit,YES,PUBLIC TRANSPORT - BICYCLE TAXI,250
8,1744-001,PANEL B,Panel B - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,3600
9,1744-001,PANEL B,Panel B - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1744-002,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,2000
2,1744-002,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1744-002,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1744-002,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,1744-002,PANEL B,Panel B - 2 Visits,YES,MATCHES,50
6,1744-002,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1744-002,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,500
8,1744-002,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,800
9,1744-002,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1744-006,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,1500
2,1744-006,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1744-006,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1744-006,PANEL B,Panel B - 2 Visits,YES,CANDLES,250
5,1744-006,PANEL B,Panel B - 2 Visits,YES,MATCHES,60
6,1744-006,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1744-006,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,50
8,1744-006,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,100
9,1744-006,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1745-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,500
2,1745-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1745-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1745-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,400
5,1745-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,1745-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1745-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,100
8,1745-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,400
9,1745-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1746-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,1000
2,1746-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1746-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1746-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,800
5,1746-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,50
6,1746-001,PANEL B,Panel B - 2 Visits,YES,NEWSPAPERS OR MAGAZINES,220
7,1746-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1746-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,600
9,1746-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1747-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,1747-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1747-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1747-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,250
5,1747-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,1747-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1747-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,300
8,1747-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1747-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1747-004,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,2000
2,1747-004,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1747-004,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1747-004,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,1747-004,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,1747-004,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1747-004,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1747-004,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2400
9,1747-004,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1748-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,1000
2,1748-001,PANEL B,Panel B - 2 Visits,YES,PARAFFIN OR KEROSENE,700
3,1748-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1748-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,240
5,1748-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,50
6,1748-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1748-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1748-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1200
9,1748-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1748-003,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,1748-003,PANEL B,Panel B - 2 Visits,YES,PARAFFIN OR KEROSENE,350
3,1748-003,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1748-003,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,1748-003,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,1748-003,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1748-003,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,450
8,1748-003,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,400
9,1748-003,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1748-004,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,600
2,1748-004,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1748-004,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1748-004,PANEL B,Panel B - 2 Visits,YES,CANDLES,300
5,1748-004,PANEL B,Panel B - 2 Visits,YES,MATCHES,50
6,1748-004,PANEL B,Panel B - 2 Visits,YES,NEWSPAPERS OR MAGAZINES,460
7,1748-004,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1748-004,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,600
9,1748-004,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1750-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,1750-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1750-001,PANEL B,Panel B - 2 Visits,YES,CIGARETTES OR OTHER TOBACCO,200
4,1750-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,150
5,1750-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,60
6,1750-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1750-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1750-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1750-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1751-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,200
2,1751-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1751-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1751-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,210
5,1751-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,15
6,1751-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1751-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1751-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1751-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1752-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,4000
2,1752-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1752-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1752-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,2000
5,1752-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,240
6,1752-001,PANEL B,Panel B - 2 Visits,YES,NEWSPAPERS OR MAGAZINES,2500
7,1752-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1752-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1752-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1753-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,1753-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1753-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1753-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,1753-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,15
6,1753-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1753-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1753-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1200
9,1753-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1754-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,100
2,1754-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1754-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1754-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,1754-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,1754-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,1754-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,1754-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,1754-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1755-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,1800
2,1755-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,1755-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,1755-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,360
5,1755-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,1755-001,PANEL A,Panel A - 2 Visits,YES,NEWSPAPERS OR MAGAZINES,1000
7,1755-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,1200
8,1755-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,3500
9,1755-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,1756-001,PANEL B,Panel B - Combined Visit,YES,CHARCOAL,400
2,1756-001,PANEL B,Panel B - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,1756-001,PANEL B,Panel B - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,1756-001,PANEL B,Panel B - Combined Visit,YES,CANDLES,280
5,1756-001,PANEL B,Panel B - Combined Visit,YES,MATCHES,25
