occ,y2_hhid,qx_type,interview_status,ag_t0a,ag_t01,ag_t02
4,1316-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,1316-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,1316-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,1316-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,1316-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1316-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,1316-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,1316-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1316-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
13,1316-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1316-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1317-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,1317-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,1317-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,1317-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1317-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,1317-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,1317-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1317-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1317-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,1317-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,1317-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1317-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
13,1317-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1317-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1318-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,1318-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,1318-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,1318-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,1318-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,1318-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,1318-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,1318-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1318-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,1318-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,1318-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1318-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
13,1318-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1318-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1318-003,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,LEAD FARMER
2,1318-003,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,LEAD FARMER
3,1318-003,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,LEAD FARMER
4,1318-003,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,LEAD FARMER
5,1318-003,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,1318-003,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,1318-003,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,1318-003,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,1318-003,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,1318-003,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,1318-003,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,1318-003,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,1318-003,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1318-003,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1320-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,1320-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,1320-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,1320-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
5,1320-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,1320-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,1320-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,1320-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,1320-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,1320-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,1320-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,1320-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
13,1320-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1320-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1321-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
2,1321-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,1321-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
4,1321-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1321-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,1321-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
7,1321-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1321-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,1321-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,1321-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,1321-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
12,1321-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
13,1321-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1321-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1322-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,1322-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,1322-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,1322-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,1322-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,1322-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,1322-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,1322-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1322-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,1322-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,1322-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1322-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
13,1322-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1322-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1323-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,1323-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1323-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,1323-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1323-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,1323-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,1323-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1323-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1323-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,1323-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,1323-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1323-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
13,1323-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1323-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1324-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,1324-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,1324-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,1324-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,1324-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,1324-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,1324-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,1324-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,GOV. AGRICULTURAL EXTENSION SERVICE
9,1324-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,1324-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,1324-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,1324-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,1324-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1324-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1325-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
2,1325-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1325-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
4,1325-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1325-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
6,1325-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
7,1325-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1325-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
9,1325-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,1325-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,1325-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1325-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,1325-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1325-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1326-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,1326-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,1326-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,1326-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,OTHER (SPECIFY)
5,1326-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,1326-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,OTHER (SPECIFY)
7,1326-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,OTHER (SPECIFY)
8,1326-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1326-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,1326-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,1326-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1326-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,1326-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1326-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1327-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,1327-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1327-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,1327-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1327-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,NGO
6,1327-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,NGO
7,1327-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1327-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1327-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,1327-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,1327-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1327-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,1327-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1327-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1328-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,1328-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,1328-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,1328-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,1328-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,1328-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,1328-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,1328-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,GOV. AGRICULTURAL EXTENSION SERVICE
9,1328-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,1328-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,1328-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,1328-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
13,1328-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,1328-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1329-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,1329-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1329-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,1329-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1329-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,1329-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,1329-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1329-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1329-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,1329-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,1329-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1329-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,1329-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1329-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1330-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,1330-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,1330-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,1330-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
5,1330-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,1330-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,1330-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,1330-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,1330-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,1330-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,1330-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,1330-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,1330-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,1330-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1331-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,1331-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1331-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,1331-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1331-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,1331-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,1331-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1331-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,1331-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,1331-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,1331-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,1331-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,1331-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1331-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1331-007,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,1331-007,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1331-007,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,1331-007,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,1331-007,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,1331-007,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,1331-007,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,1331-007,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,GOV. AGRICULTURAL EXTENSION SERVICE
9,1331-007,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,1331-007,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,1331-007,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,1331-007,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,1331-007,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,1331-007,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1332-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,1332-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,1332-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,1332-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
5,1332-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,1332-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,1332-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,1332-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,1332-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,1332-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,1332-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,1332-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,1332-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,1332-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,1333-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,1333-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1333-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,1333-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,1333-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,1333-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,1333-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,1333-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,AGRICULTURAL COOP/FARMERS' ASSOC
9,1333-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,AGRICULTURAL COOP/FARMERS' ASSOC
10,1333-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
11,1333-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
12,1333-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
13,1333-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,1333-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,1333-003,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,1333-003,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,1333-003,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,1333-003,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
5,1333-003,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,1333-003,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
7,1333-003,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,1333-003,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,1333-003,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
