occ,y2_hhid,qx_type,interview_status,ag_j00,ag_j03,ag_j04_2,ag_j05a,ag_j05b,ag_j05c,ag_j06e,ag_j07,ag_j08
1,1818-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1819-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1821-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1822-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1824-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1825-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1827-001,PANEL A,Panel A - Only Visit 1,,,,,,,,,
1,1832-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1832-005,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1833-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1835-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1836-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1840-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1842-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1843-001,PANEL A,Panel A - Only Visit 1,,,,,,,,,
1,1844-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1849-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1853-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1854-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1855-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1856-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1857-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1859-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1859-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1859-006,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1859-007,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1860-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1861-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1862-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1863-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1865-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1866-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1867-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1870-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1871-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1872-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1873-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1874-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1876-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1876-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1877-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1877-003,PANEL A,Panel A - Combined Visit,D01,TOMATO,DG01,.1,ACRE,.02,,9,CLEAR/SUNNY
2,1877-003,PANEL A,Panel A - Combined Visit,D02,BEANS,DG01,.1,ACRE,.1,,9,CLEAR/SUNNY
3,1877-003,PANEL A,Panel A - Combined Visit,D03,NKHWANI,DG01,.2,ACRE,.02,,9,CLEAR/SUNNY
4,1877-003,PANEL A,Panel A - Combined Visit,D04,THERERE,DG01,.2,ACRE,.0099999998,,9,CLEAR/SUNNY
5,1877-003,PANEL A,Panel A - Combined Visit,D05,SWEET POTATO,DG01,.1,ACRE,0,,9,CLEAR/SUNNY
6,1877-003,PANEL A,Panel A - Combined Visit,D06,TANAPOSI,DG01,.1,ACRE,.0099999998,,9,CLEAR/SUNNY
1,1879-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1880-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1881-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1882-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1883-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1886-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1887-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1887-002,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1888-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1889-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1890-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1892-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1893-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1894-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1896-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1898-001,PANEL B,Panel B - 2 Visits,D01,MAIZE GARDEN,DG01,.5,ACRE,.0099999998,,9,CLEAR/SUNNY
1,1898-005,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1901-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1902-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1904-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1906-002,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.25,ACRE,.02,,8,CLEAR/SUNNY
1,1908-001,PANEL B,Panel B - 2 Visits,D01,TANAPOSI,DG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,1909-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1909-005,PANEL A,Panel A - Combined Visit,D01,BEANS PLOT,DG01,.25,ACRE,.2,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,1910-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1912-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1914-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1915-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1915-010,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,.5,ACRE,.1,,11,CLEAR/SUNNY
1,1916-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1917-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1918-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1918-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1918-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1919-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1920-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1921-001,PANEL A,Panel A - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.80000001,,13,CLEAR/SUNNY
1,1922-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1923-001,PANEL A,Panel A - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.19,,11,CLEAR/SUNNY
1,1923-002,PANEL A,Panel A - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.14,,11,CLEAR/SUNNY
1,1924-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,1924-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1925-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1926-001,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.2,ACRE,.1,,10,CLEAR/SUNNY
1,1927-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1928-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,1929-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.19,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1930-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1931-001,PANEL A,Panel A - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.1,,9,CLEAR/SUNNY
1,1932-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1933-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1933-004,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,1934-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1935-001,PANEL A,Panel A - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.80000001,,11,CLEAR/SUNNY
1,1937-001,PANEL A,Panel A - 2 Visits,D01,LOCAL MAIZE,DG01,.5,ACRE,.40000001,,10,CLEAR/SUNNY
1,1937-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1937-007,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1938-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1938-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1939-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1941-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1942-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1943-001,PANEL A,Panel A - 2 Visits,D01,KUDAMBO,DG01,.2,ACRE,.2,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1944-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1944-002,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.1,ACRE,0,,11,COMPLETELY CLOUDY
1,1945-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1946-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1947-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1948-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1949-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1950-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1951-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,1,ACRE,.1,,9,CLEAR/SUNNY
1,1951-002,PANEL A,Panel A - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1952-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1953-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1953-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1954-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1954-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1954-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1955-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1956-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1957-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1958-002,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.2,ACRE,0,,11,CLEAR/SUNNY
1,1959-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1959-002,PANEL A,Panel A - 2 Visits,D01,MAIZE,DG01,.2,ACRE,.14,,10,COMPLETELY CLOUDY
1,1960-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1961-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1962-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1963-001,PANEL A,Panel A - 2 Visits,D01,TOMATO,RG02,1,ACRE,.5,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1964-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1965-001,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.5,ACRE,.02,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1965-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1966-002,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.5,ACRE,.2,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,1967-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1968-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1968-005,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.5,ACRE,.1,,9,CLEAR/SUNNY
2,1968-005,PANEL B,Panel B - 2 Visits,D02,MAIZE,DG02,.2,ACRE,.1,,9,CLEAR/SUNNY
1,1969-001,PANEL A,Panel A - Only Visit 1,,,,,,,,,
1,1970-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.1,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,1971-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1972-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1973-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1974-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.44999999,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1975-001,PANEL A,Panel A - 2 Visits,D01,TANAPOSI,DG01,.25,ACRE,.0099999998,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1976-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1976-002,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.25,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1977-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1978-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.80000001,ACRE,.40000001,,11,CLEAR/SUNNY
2,1978-001,PANEL B,Panel B - 2 Visits,D02,HYBRID MAIZE,DG02,.5,ACRE,.2,,11,CLEAR/SUNNY
1,1979-001,PANEL A,Panel A - Combined Visit,D01,PHANZI,RG01,1.5,ACRE,,TOO FAR,,
2,1979-001,PANEL A,Panel A - Combined Visit,D02,BWEMBA,RG02,3,ACRE,2.5999999,,11,CLEAR/SUNNY
3,1979-001,PANEL A,Panel A - Combined Visit,D03,MLANDA,RG03,2,ACRE,3.01,,12,CLEAR/SUNNY
1,1980-001,PANEL B,Panel B - 2 Visits,D01,LOCAL MAIZE,DG01,.5,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1981-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1982-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1983-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1984-002,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.5,ACRE,.0099999998,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1985-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1986-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.5,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1987-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1988-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1989-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1990-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1991-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1992-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1993-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1994-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1995-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1996-001,PANEL B,Panel B - 2 Visits,D01,TOMATOE,DG01,.5,ACRE,.30000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,1997-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1998-002,PANEL B,Panel B - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.1,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1999-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2000-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2000-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2001-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2003-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2004-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2004-007,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2005-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2006-001,PANEL B,Panel B - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.2,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2007-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2008-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2009-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2010-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2011-001,PANEL A,Panel A - 2 Visits,D01,TANAPOPSI,DG01,.30000001,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2011-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2011-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2011-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2012-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2013-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2014-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2015-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2017-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2018-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2020-001,PANEL B,Panel B - 2 Visits,D01,TANAPOSI,DG01,.2,ACRE,.039999999,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2021-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2021-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2021-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2022-002,PANEL B,Panel B - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.5,,11,CLEAR/SUNNY
1,2023-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2023-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2024-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2025-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2026-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2027-002,PANEL A,Panel A - 2 Visits,D01,NKHWANI,DG01,.5,ACRE,.0099999998,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2028-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2029-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2030-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2031-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2032-001,PANEL B,Panel B - 2 Visits,D01,TANAPOSI,RG02,.1,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2033-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2034-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2035-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2035-003,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,2036-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2037-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2038-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2039-001,PANEL A,Panel A - 2 Visits,D01,TANAPOSI,DG01,.2,ACRE,.1,,11,CLEAR/SUNNY
1,2040-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2041-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2042-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2043-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2044-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2045-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2046-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.2,ACRE,.1,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2048-001,PANEL B,Panel B - 2 Visits,D01,TANAPOSI,DG01,.2,ACRE,.1,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2049-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2049-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2050-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2051-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2052-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.2,ACRE,.1,,10,CLEAR/SUNNY
1,2053-001,PANEL A,Panel A - 2 Visits,D01,POTATOES SWEET,DG01,.5,ACRE,.30000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2053-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2053-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2054-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2055-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2056-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2057-001,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.5,ACRE,.5,,9,CLEAR/SUNNY
1,2058-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2058-002,PANEL B,Panel B - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.0099999998,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2060-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2061-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2062-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2063-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2063-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2064-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2065-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2066-001,PANEL B,Panel B - 2 Visits,D01,TANAPOSI,DG01,.30000001,ACRE,.029999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2068-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2068-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2069-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2070-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2070-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2071-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2072-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2073-001,PANEL A,Panel A - 2 Visits,D01,ONION,DG01,.5,ACRE,.039999999,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2074-001,PANEL B,Panel B - 2 Visits,D01,MAIZE,DG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
1,2075-001,PANEL A,Panel A - 2 Visits,D01,BEANS,RG03,.30000001,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
2,2075-001,PANEL A,Panel A - 2 Visits,D02,BEANS,RG03,.2,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2076-001,PANEL B,Panel B - 2 Visits,D01,KUDAMBO,DG01,.5,ACRE,.30000001,,12,CLEAR/SUNNY
1,2077-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2078-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2079-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2080-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2081-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2082-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2082-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2083-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2084-001,PANEL B,Panel B - 2 Visits,D01,SWEET POTATOES,DG01,.5,ACRE,.1,,9,CLEAR/SUNNY
1,2085-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2086-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2087-001,PANEL A,Panel A - 2 Visits,D01,TOMATO & NKHWANI,DG01,1,ACRE,.40000001,,9,CLEAR/SUNNY
1,2087-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2088-002,PANEL B,Panel B - 2 Visits,D01,HYBRID,DG01,.5,ACRE,.18000001,,11,CLEAR/SUNNY
1,2089-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2090-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2091-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2091-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2092-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2093-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2094-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2095-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2096-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2097-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2098-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2098-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2099-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2100-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2101-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2102-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2103-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,2103-004,PANEL A,Panel A - 2 Visits,D01,TOMATO,DG01,.2,ACRE,.1,,10,CLEAR/SUNNY
1,2104-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2104-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2104-006,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2105-001,PANEL A,Panel A - 2 Visits,D01,TOMATO & NKHWANI,DG01,.12,ACRE,.0099999998,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,2106-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2107-001,PANEL A,Panel A - 2 Visits,D01,NKHWANI,DG01,.1,ACRE,0,,7,PARTLY CLOUDY/PARTLY SUNNY
1,2108-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2109-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2110-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2111-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2112-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2113-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2114-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2114-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2115-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2116-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2117-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2117-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2117-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2118-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2119-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2120-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2121-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2122-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2122-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2123-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2124-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2125-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2126-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2126-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
