occ,y2_hhid,HHID,case_id,ea_id,stratum,baseline_rural,panelweight,hh_wgt,region,district,reside,dist_to_IHS3location,hhsize,interview_status,qx_type,hh_a05,hh_a06,hh_a07a,hh_a10a,hh_a10b,hh_a16,hh_a21,hh_a23a_1,hh_a23a_2,hh_a23a_3,hh_a23a_4,hh_a23a_5,hh_a23a_6,hh_a23a_7,hh_a23a_8,hh_a23b_1,hh_a23b_2,hh_a23b_3,hh_a23b_4,hh_a23b_5,hh_a23b_6,hh_a23b_7,hh_a23b_8,hh_a23c_1,hh_a23c_2,hh_a23c_3,hh_a23c_4,hh_a23c_5,hh_a23c_6,hh_a23c_7,hh_a23c_8,hh_a24,hh_a26a,hh_a26b,hh_a26c,hh_a27,hh_a29a,hh_a29b,hh_a29c,hh_a30,hh_a33,hh_a35,hh_a37a_1,hh_a37a_2,hh_a37a_3,hh_a37a_4,hh_a37a_5,hh_a37a_6,hh_a37a_7,hh_a37a_8,hh_a37b_1,hh_a37b_2,hh_a37b_3,hh_a37b_4,hh_a37b_5,hh_a37b_6,hh_a37b_7,hh_a37b_8,hh_a38,hh_a40a,hh_a40b,hh_a40c,hh_a41,hh_a43,hh_a43a,hh_a43b,hh_a43c,hh_a44,hh_a46a,hh_a46b,hh_a46c,hh_g00_1,hh_g00_2,hh_g09,hh_m00,hh_o00,hh_s01
1,2010-001,2010,301054480266,30105448,South - Rural,rural,1100.1777,1078.2842,South,Mangochi,rural,.0099999998,5,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,COMPLETELY CLOUDY,84,27,MAY,2013,9,23,9,28,"A,B&X",,,,,,,,,,,,,,,,,80,27,MAY,2013,89,31,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,7,SEPTEMBER,2013,10,35,11,17,ALL,,,,,,,,,80,7,SEPTEMBER,2013,,,,,,911,4,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2011-001,2011,301030740198,30103074,South - Rural,rural,1100.4304,1120.8098,South,Mangochi,rural,.02,4,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,83,26,MAY,2013,11,14,13,18,ALL,,,,,,,,,,,,,,,,,80,26,MAY,2013,89,28,MAY,2013,YES,CLEAR / SUNNY,83,23,AUGUST,2013,9,55,9,58,ALL,,,,,,,,,80,23,AUGUST,2013,,,,,,907,12,NOVEMBER,2013,2,2,NO,YES,YES,NO
1,2011-003,2011,301030740198,30103074,South - Rural,rural,1100.4304,1120.8098,South,Mangochi,rural,.029999999,4,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,3,3,NANKUMBA,CLEAR / SUNNY,83,27,MAY,2013,8,41,9,34,ALL,,,,,,,,,,,,,,,,,80,27,MAY,2013,89,29,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,83,23,AUGUST,2013,11,38,11,41,ALL,,,,,,,,,80,23,AUGUST,2013,89,19602,1,SEPTEMBER,2013,907,13,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2011-004,2011,301030740198,30103074,South - Rural,rural,571.78345,1120.8098,South,Mangochi,rural,.059999999,3,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,4,3,NANKUMBA,CLEAR / SUNNY,83,27,MAY,2013,8,49,9,40,ALL,,,,,,,,,,,,,,,,,80,27,MAY,2013,89,28,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,83,23,AUGUST,2013,11,3,11,4,ALL,,,,,,,,,80,23,AUGUST,2013,89,19602,1,SEPTEMBER,2013,907,12,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2011-005,2011,301030740198,30103074,South - Rural,rural,550.21521,1120.8098,South,Chikwawa,rural,176.81,4,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,5,5,KATUNGA,CLEAR / SUNNY,123,17,JULY,2013,9,58,12,34,A-X,,,,,,,,,,,,,,,,,120,18,JULY,2013,129,4,AUGUST,2013,YES,CLEAR / SUNNY,123,22,OCTOBER,2013,7,57,8,4,ALL,,,,,,,,,120,22,OCTOBER,2013,99,19669,7,NOVEMBER,2013,908,10,JANUARY,2014,2,2,YES,YES,NO,NO
1,2012-001,2012,301054480201,30105448,South - Rural,rural,1075.5848,1078.2842,South,Mangochi,rural,.0099999998,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,82,28,MAY,2013,14,17,14,26,"A,B,X",,,,,,,,,,,,,,,,,80,28,MAY,2013,89,30,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,8,SEPTEMBER,2013,8,11,9,29,VISIT 2,,,,,,,,,80,8,SEPTEMBER,2013,89,19612,11,SEPTEMBER,2013,911,31,OCTOBER,2013,1,1,NO,YES,YES,NO
1,2013-001,2013,301030740171,30103074,South - Rural,rural,1143.5669,1120.8098,South,Mangochi,rural,.02,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,83,26,MAY,2013,8,21,9,20,ALL,,,,,,,,,,,,,,,,,80,26,MAY,2013,89,27,MAY,2013,YES,CLEAR / SUNNY,83,23,AUGUST,2013,9,21,9,25,ALL,,,,,,,,,80,23,AUGUST,2013,89,19602,1,SEPTEMBER,2013,907,11,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2014-001,2014,301054480168,30105448,South - Rural,rural,537.79242,1078.2842,South,Mangochi,rural,.0099999998,7,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,82,28,MAY,2013,10,42,10,49,"A,B,X",,,,,,,,,,,,,,,,,80,28,MAY,2013,89,30,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,8,SEPTEMBER,2013,10,10,11,19,VISIT 2,,,,,,,,,80,8,SEPTEMBER,2013,89,19612,11,SEPTEMBER,2013,911,30,OCTOBER,2013,2,2,NO,YES,NO,NO
1,2015-001,2015,301030740184,30103074,South - Rural,rural,1133.2697,1120.8098,South,Mangochi,rural,2.0899999,5,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,3,NANKUMBA,CLEAR / SUNNY,81,25,MAY,2013,12,28,13,24,ALL,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,29,MAY,2013,YES,CLEAR / SUNNY,81,23,AUGUST,2013,8,0,8,6,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,13,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2017-001,2017,301053250201,30105325,South - Rural,rural,1362.9395,1295.7117,South,Mangochi,rural,0,3,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,81,27,APRIL,2013,11,25,13,25,ALL,,,,,,,,,,,,,,,,,80,27,APRIL,2013,89,7,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,81,6,AUGUST,2013,14,27,14,37,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19585,15,AUGUST,2013,910,18,NOVEMBER,2013,1,1,YES,NO,NO,NO
1,2018-001,2018,301054480103,30105448,South - Rural,rural,1100.1777,1078.2842,South,Mangochi,rural,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,CLEAR / SUNNY,82,30,MAY,2013,7,34,7,43,"A,B,X",,,,,,,,,,,,,,,,,80,30,MAY,2013,89,30,MAY,2013,NO,CLEAR / SUNNY,82,7,SEPTEMBER,2013,8,17,9,27,VISIT 2,,,,,,,,,80,7,SEPTEMBER,2013,89,19612,11,SEPTEMBER,2013,911,31,OCTOBER,2013,2,2,NO,YES,NO,NO
1,2019-001,2019,301053250263,30105325,South - Rural,rural,1552.7632,1295.7117,South,Mangochi,rural,.11,1,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANA NYAMBI,PARTLY CLOUDY / PARTLY SUNNY,81,27,APRIL,2013,7,51,9,6,ALL,,,,,,,,,,,,,,,,,80,27,APRIL,2013,89,4,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,81,7,AUGUST,2013,7,45,8,9,VISIT 2,,,,,,,,,80,7,AUGUST,2013,89,19583,13,AUGUST,2013,910,14,NOVEMBER,2013,1,1,NO,YES,YES,NO
1,2020-001,2020,301054480217,30105448,South - Rural,rural,537.79242,1078.2842,South,Mangochi,rural,.0099999998,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,CLEAR / SUNNY,83,30,MAY,2013,6,54,7,4,"A,B,X",,,,,,,,,,,,,,,,,80,30,MAY,2013,89,31,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,83,8,SEPTEMBER,2013,8,7,9,13,ALL,,,,,,,,,80,8,SEPTEMBER,2013,89,19611,10,SEPTEMBER,2013,911,31,OCTOBER,2013,2,1,YES,YES,YES,NO
1,2021-001,2021,301053250034,30105325,South - Rural,rural,1292.468,1295.7117,South,Mangochi,rural,0,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANA NYAMBI,PARTLY CLOUDY / PARTLY SUNNY,82,26,APRIL,2013,2,42,4,17,ALL MODULES,,,,,,,,,,,,,,,,,80,26,APRIL,2013,89,5,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,6,AUGUST,2013,13,30,14,8,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,14,NOVEMBER,2013,1,2,NO,YES,YES,NO
1,2021-003,2021,301053250034,30105325,South - Rural,rural,1322.0199,1295.7117,South,Mangochi,rural,1,2,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,3,5,BWANANYAMBI,CLEAR / SUNNY,82,27,APRIL,2013,10,52,11,41,ALL MODULES,,,,,,,,,,,,,,,,,80,27,APRIL,2013,89,6,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,6,AUGUST,2013,11,0,11,5,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,15,NOVEMBER,2013,1,1,YES,YES,NO,NO
1,2021-004,2021,301053250034,30105325,South - Rural,rural,646.23401,1295.7117,South,Mangochi,rural,.98000002,2,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,4,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,82,27,APRIL,2013,8,56,9,39,ALL MODULES,,,,,,,,,,,,,,,,,80,27,APRIL,2013,89,6,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,6,AUGUST,2013,12,15,12,40,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,15,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2022-002,2022,301054480332,30105448,South - Rural,rural,1058.6781,1078.2842,South,Mangochi,rural,0,1,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,CLEAR / SUNNY,83,28,MAY,2013,15,21,15,25,ABX,,,,,,,,,,,,,,,,,80,28,MAY,2013,89,31,MAY,2013,YES,CLEAR / SUNNY,83,7,SEPTEMBER,2013,8,27,9,14,ALL,,,,,,,,,80,7,SEPTEMBER,2013,,,,,,911,1,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2023-001,2023,301053250273,30105325,South - Rural,rural,669.49329,1295.7117,South,Mangochi,rural,55.200001,4,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,5,MPONDA,CLEAR / SUNNY,83,6,MAY,2013,9,15,10,40,ALL,,,,,,,,,,,,,,,,,80,6,MAY,2013,89,7,MAY,2013,YES,CLEAR / SUNNY,83,11,AUGUST,2013,9,15,9,18,ALL,,,,,,,,,80,11,AUGUST,2013,89,19583,13,AUGUST,2013,910,18,NOVEMBER,2013,2,2,NO,YES,YES,NO
1,2023-002,2023,301053250273,30105325,South - Rural,rural,661.00995,1295.7117,South,Mangochi,rural,12.4,7,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,2,5,BWANANYAMBI,CLEAR / SUNNY,83,28,MAY,2013,12,45,13,54,ALL,,,,,,,,,,,,,,,,,80,28,MAY,2013,911,28,JANUARY,2014,YES,CLEAR / SUNNY,83,7,SEPTEMBER,2013,11,16,11,19,ALL,,,,,,,,,80,7,SEPTEMBER,2013,911,19751,28,JANUARY,2014,902,28,JANUARY,2014,1,1,NO,YES,NO,NO
1,2024-001,2024,301054480005,30105448,South - Rural,rural,1090.2712,1078.2842,South,Mangochi,rural,.029999999,5,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,CLEAR / SUNNY,81,30,MAY,2013,7,19,7,24,ABX,,,,,,,,,,,,,,,,,80,30,MAY,2013,89,31,MAY,2013,YES,CLEAR / SUNNY,81,7,SEPTEMBER,2013,8,4,9,7,VISIT 2,,,,,,,,,80,7,SEPTEMBER,2013,89,19612,11,SEPTEMBER,2013,911,4,NOVEMBER,2013,1,2,NO,YES,NO,NO
1,2025-001,2025,301053250181,30105325,South - Rural,rural,1292.468,1295.7117,South,Mangochi,rural,86.07,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,82,26,APRIL,2013,9,35,11,8,ALL MODULES,,,,,,,,,,,,,,,,,80,26,APRIL,2013,89,6,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,6,AUGUST,2013,9,30,9,35,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,15,NOVEMBER,2013,2,2,NO,YES,YES,NO
1,2026-001,2026,301054480234,30105448,South - Rural,rural,1075.5848,1078.2842,South,Mangochi,rural,.0099999998,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,81,28,MAY,2013,10,32,10,39,ABX,,,,,,,,,,,,,,,,,80,28,MAY,2013,89,31,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,81,8,SEPTEMBER,2013,8,4,9,3,VISIT 2,,,,,,,,,80,8,SEPTEMBER,2013,89,19612,11,SEPTEMBER,2013,911,4,NOVEMBER,2013,,,NO,YES,YES,NO
1,2027-002,2027,301053250227,30105325,South - Rural,rural,1284.1819,1295.7117,South,Mangochi,rural,.059999999,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,84,27,APRIL,2013,8,5,8,44,ALL,,,,,,,,,,,,,,,,,80,27,APRIL,2013,89,5,MAY,2013,YES,CLEAR / SUNNY,132,6,AUGUST,2013,10,45,10,50,ALL,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,14,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2028-002,2028,301054480136,30105448,South - Rural,rural,1100.1777,1078.2842,South,Mangochi,rural,.0099999998,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,COMPLETELY CLOUDY,81,28,MAY,2013,8,40,8,46,ABX,,,,,,,,,,,,,,,,,80,28,MAY,2013,89,31,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,81,8,SEPTEMBER,2013,9,44,9,17,ALL,,,,,,,,,80,8,SEPTEMBER,2013,89,19612,11,SEPTEMBER,2013,911,1,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2029-001,2029,301053250124,30105325,South - Rural,rural,1362.9395,1295.7117,South,Mangochi,rural,.19,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,CLEAR / SUNNY,83,26,APRIL,2013,9,25,11,36,ALL,,,,,,,,,,,,,,,,,80,26,APRIL,2013,89,7,MAY,2013,YES,CLEAR / SUNNY,83,6,AUGUST,2013,7,55,7,58,ALL,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,18,NOVEMBER,2013,1,1,NO,YES,NO,YES
1,2030-001,2030,301054480283,30105448,South - Rural,rural,1068.6892,1078.2842,South,Mangochi,rural,2.22,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,Local or Distance Tracking,2,5,BWANANYAMBI,CLEAR / SUNNY,84,30,MAY,2013,6,39,6,48,"A,B,X",,,,,,,,,,,,,,,,,80,30,MAY,2013,89,31,MAY,2013,YES,CLEAR / SUNNY,132,7,SEPTEMBER,2013,12,59,13,40,ALL,,,,,,,,,80,7,SEPTEMBER,2013,,,,,,911,4,NOVEMBER,2013,1,1,NO,YES,YES,NO
1,2031-001,2031,301053250223,30105325,South - Rural,rural,1292.468,1295.7117,South,Mangochi,rural,.02,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,84,27,APRIL,2013,6,2,6,55,ALL,,,,,,,,,,,,,,,,,80,27,APRIL,2013,89,6,MAY,2013,YES,CLEAR / SUNNY,132,6,AUGUST,2013,9,19,9,26,ALL,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,18,NOVEMBER,2013,1,1,NO,YES,YES,NO
1,2032-001,2032,301076240064,30107624,South - Rural,rural,1435.1895,1388.8053,South,Mangochi,rural,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,7,KATULI,CLEAR / SUNNY,83,17,JULY,2013,10,5,10,18,"A,B,B1-B8,X",,,,,,,,,,,,,,,,,80,17,JULY,2013,89,3,AUGUST,2013,YES,CLEAR / SUNNY,83,7,OCTOBER,2013,8,19,9,44,ALL,,,,,,,,,130,8,OCTOBER,2013,89,19640,9,OCTOBER,2013,913,7,NOVEMBER,2013,2,2,YES,YES,NO,NO
1,2033-001,2033,301053250111,30105325,South - Rural,rural,1362.9395,1295.7117,South,Mangochi,rural,.0099999998,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,84,26,APRIL,2013,9,12,10,13,ALL,,,,,,,,,,,,,,,,,80,26,APRIL,2013,89,6,MAY,2013,YES,CLEAR / SUNNY,132,6,AUGUST,2013,12,30,12,35,ALL,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,15,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2034-001,2034,301076240005,30107624,South - Rural,rural,832.16266,1388.8053,South,Mangochi,rural,1.33,5,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,7,KATURI,CLEAR / SUNNY,132,17,JULY,2013,15,25,15,42,"A,B,X",,,,,,,,,,,,,,,,,130,9,OCTOBER,2013,89,3,AUGUST,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,132,8,OCTOBER,2013,8,12,9,23,ALL,,,,,,,,,130,9,OCTOBER,2013,89,19641,10,OCTOBER,2013,913,6,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2035-001,2035,301053250271,30105325,South - Rural,rural,661.00995,1295.7117,South,Mangochi,rural,19.940001,6,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,5,BWANANYAMBI,CLEAR / SUNNY,83,28,MAY,2013,9,19,10,44,ALL,,,,,,,,,,,,,,,,,80,28,MAY,2013,89,2,JUNE,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,83,7,SEPTEMBER,2013,10,32,10,35,ALL,,,,,,,,,80,7,SEPTEMBER,2013,89,19609,8,SEPTEMBER,2013,915,21,JANUARY,2014,1,1,NO,YES,YES,NO
1,2035-003,2035,301053250271,30105325,South - Rural,rural,661.00995,1295.7117,South,Phalombe,urban,144.77,6,Panel A - Combined Visit,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,3,,NKHUMBA,PARTLY CLOUDY / PARTLY SUNNY,92,4,SEPTEMBER,2013,7,36,10,50,A-X,,,,,,,,,,,,,,,,,60,4,SEPTEMBER,2013,109,22,SEPTEMBER,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,92,4,SEPTEMBER,2013,7,36,10,50,A-X,,,,,,,,,60,4,SEPTEMBER,2013,109,19623,22,SEPTEMBER,2013,903,14,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2036-001,2036,301076240059,30107624,South - Rural,rural,1404.2445,1388.8053,South,Mangochi,rural,.37,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,7,KATULI,CLEAR / SUNNY,81,17,JULY,2013,9,52,10,7,ABX,,,,,,,,,,,,,,,,,80,17,JULY,2013,89,3,MAY,2013,YES,CLEAR / SUNNY,81,7,OCTOBER,2013,11,11,12,48,VISIT 2,,,,,,,,,130,7,OCTOBER,2013,89,19640,9,OCTOBER,2013,913,5,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2037-002,2037,301053250101,30105325,South - Rural,rural,655.05798,1295.7117,South,Mangochi,urban,37.150002,10,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,In Same Location,,5,BWANANYAMBI,MOSTLY CLEAR / MOSTLY SUNNY,82,27,APRIL,2013,3,3,3,49,A-D,28,APRIL,2013,8,55,9,42,E-X,,,,,,,,,80,28,APRIL,2013,89,5,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,6,AUGUST,2013,8,15,8,20,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,14,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2038-002,2038,301076240026,30107624,South - Rural,rural,708.50189,1388.8053,South,Mangochi,rural,.56,5,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,2,7,KATULI,CLEAR / SUNNY,82,17,JULY,2013,9,31,9,50,"A,B,B1-B8,X",,,,,,,,,,,,,,,,,80,17,JULY,2013,89,3,AUGUST,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,111,7,OCTOBER,2013,11,22,12,42,A-X,,,,,,,,,130,8,OCTOBER,2013,89,19640,9,OCTOBER,2013,913,12,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2039-001,2039,301053250145,30105325,South - Rural,rural,1310.116,1295.7117,South,Mangochi,rural,101.79,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,CLEAR / SUNNY,83,27,APRIL,2013,6,12,7,49,ALL,,,,,,,,,,,,,,,,,80,27,APRIL,2013,,,,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,83,6,AUGUST,2013,9,60,9,5,ALL,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,15,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2040-001,2040,301076240048,30107624,South - Rural,rural,1435.1895,1388.8053,South,Mangochi,rural,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,7,KATULI,PARTLY CLOUDY / PARTLY SUNNY,82,17,JULY,2013,11,9,11,15,"A,B X",,,,,,,,,,,,,,,,,80,17,JULY,2013,89,3,AUGUST,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,111,8,OCTOBER,2013,7,56,9,23,A-X,,,,,,,,,130,8,OCTOBER,2013,89,19640,9,OCTOBER,2013,913,8,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2041-001,2041,301053250136,30105325,South - Rural,rural,1322.0199,1295.7117,South,Mangochi,rural,.02,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,81,26,APRIL,2013,12,48,14,44,ALL,,,,,,,,,,,,,,,,,80,26,APRIL,2013,89,7,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,81,6,AUGUST,2013,16,43,16,46,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,18,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2042-001,2042,301076240070,30107624,South - Rural,rural,1417.0038,1388.8053,South,Mangochi,rural,.0099999998,10,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,7,KATULI,PARTLY CLOUDY / PARTLY SUNNY,82,17,JULY,2013,7,47,7,57,"A,B,X",,,,,,,,,,,,,,,,,80,17,JULY,2013,89,3,AUGUST,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,111,7,OCTOBER,2013,8,31,10,22,A-X,,,,,,,,,130,8,OCTOBER,2013,89,19640,9,OCTOBER,2013,913,11,NOVEMBER,2013,3,3,YES,YES,YES,NO
1,2043-001,2043,301053250141,30105325,South - Rural,rural,1411.691,1295.7117,South,Mangochi,rural,0,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,81,26,APRIL,2013,9,50,11,31,ALL,,,,,,,,,,,,,,,,,80,26,APRIL,2013,89,6,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,81,6,AUGUST,2013,9,1,9,8,VISIT 2,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,15,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2044-001,2044,301076240044,30107624,South - Rural,rural,1363.5531,1388.8053,South,Mangochi,rural,.0099999998,2,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,7,KATULI,PARTLY CLOUDY / PARTLY SUNNY,82,17,JULY,2013,12,22,12,27,"A,B,X",,,,,,,,,,,,,,,,,80,17,JULY,2013,89,3,AUGUST,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,111,7,OCTOBER,2013,13,21,14,47,A-X,,,,,,,,,130,8,OCTOBER,2013,89,19640,9,OCTOBER,2013,913,8,NOVEMBER,2013,2,2,NO,YES,YES,NO
1,2045-001,2045,301053250109,30105325,South - Rural,rural,1300.8966,1295.7117,South,Mangochi,rural,.0099999998,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,84,26,APRIL,2013,11,27,12,24,ALL,,,,,,,,,,,,,,,,,80,26,APRIL,2013,89,7,MAY,2013,YES,CLEAR / SUNNY,132,6,AUGUST,2013,8,1,8,4,ALL,,,,,,,,,80,6,AUGUST,2013,89,19583,13,AUGUST,2013,910,14,NOVEMBER,2013,1,1,NO,YES,NO,NO
