occ,y2_hhid,PID,qx_type,interview_status,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c08,hh_c09,hh_c11,hh_c12,hh_c13,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
2,1959-001,195901,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2001,,,,,,,,,,,,,,,,
3,1959-001,195904,PANEL A,Panel A - 2 Visits,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1959-001,195900104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1959-002,195900201,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,2001,,,,,,,,,,,,,,,,
2,1959-002,195900202,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2010,,,,,,,,,,,,,,,,
3,1959-002,195902,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,0,0,0,0,
4,1959-002,195900204,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,0,0,0,0,
1,1960-001,196001,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,SECONDARY FORM 2,PSLC,NO,,NO,1994,,,,,,,,,,,,,,,,
2,1960-001,196000102,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1960-001,196000103,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,1600,1200,0,0,0,0,0,2800
4,1960-001,196000104,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,1020,1200,0,0,0,0,0,2220
5,1960-001,196000105,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,280,0,0,0,0,0,0,280
6,1960-001,196000106,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,100,0,0,0,0,0,0,100
7,1960-001,196000107,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,100,0,0,0,0,0,0,100
8,1960-001,196000108,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1960-001,196000109,PANEL B,Panel B - 2 Visits,9,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1960-002,196002,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1997,,,,,,,,,,,,,,,,
2,1960-002,196003,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,0,0,0,0,0
3,1960-002,196004,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,0,0,0,0,0
4,1960-002,196005,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,0,0,0,0,0
5,1960-002,196006,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,0,0,0,0,0
6,1960-002,196007,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
7,1960-002,196000207,PANEL B,Panel B - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1961-001,196101,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1961-001,196102,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1961-001,196103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,1961-001,196104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1961-001,196100105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1962-001,196201,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1962-001,196202,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1962-001,196203,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,,NO,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,2012,,,,,,,,,,,,,,,,
4,1962-001,196204,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,1963-001,196301,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1989,,,,,,,,,,,,,,,,
2,1963-001,196302,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1963-001,196303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,200,950,0,500,0,0,0,1650
4,1963-001,196304,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,100,950,0,500,0,0,0,1650
5,1963-001,196305,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,100,900,0,250,0,0,0,1250
6,1963-001,196306,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,2,NO,NO,YES,NURSERY / PRE SCHOOL,NONE,NO,,YES,,OTHER TERTIARY,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,0,0,0,0,0,0,0,0
7,1963-001,196300107,PANEL A,Panel A - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1963-001,196300108,PANEL A,Panel A - 2 Visits,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1964-001,196401,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
2,1964-001,196402,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,,,,,NO,1992,,,,,,,,,,,,,,,,
3,1964-001,196403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 3,MSCE,YES,SECONDARY FORM 3,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,30,MINUTE,NO,0,13000,5000,0,0,0,0,0,0,18000
4,1964-001,196404,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,0,0,0,100,0,0,0,100
5,1964-001,196405,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,0,0,0,100,0,0,0,100
6,1964-001,196400106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1965-001,196500101,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1965-001,196500102,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
3,1965-001,196500103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 7,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
4,1965-001,196500104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,1965-001,196500105,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
6,1965-001,196500106,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
7,1965-001,196500107,PANEL A,Panel A - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1965-001,196501,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,1965-003,196500301,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1992,,,,,,,,,,,,,,,,
2,1965-003,196503,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1965-003,196504,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,1965-003,196505,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,250,1250,0,500,0,0,100,2100
5,1965-003,196506,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
6,1965-003,196507,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
7,1965-003,196500307,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,1966-002,196602,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,3,YES,YES,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1986,,,,,,,,,,,,,,,,
2,1966-002,196603,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,3,YES,YES,YES,SECONDARY FORM 1,PSLC,NO,,NO,2005,,,,,,,,,,,,,,,,
3,1966-002,196604,PANEL B,Panel B - 2 Visits,3,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2009,,,,,,,,,,,,,,,,
4,1966-002,196606,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,3,YES,YES,YES,PRIMARY STANDARD 8,PSLC,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,1500,0,50,0,0,0,1550
5,1966-002,196607,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,3,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,1350,0,50,0,0,0,1400
6,1966-002,196608,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,3,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,1000,0,50,0,0,0,1050
7,1966-002,196609,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,3,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,800,0,50,0,0,0,850
8,1966-002,196600208,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1966-002,196600209,PANEL B,Panel B - 2 Visits,9,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1966-002,196605,PANEL B,Panel B - 2 Visits,10,,ANOTHER HH MEMBER,3,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
1,1967-001,196701,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1997,,,,,,,,,,,,,,,,
2,1967-001,196702,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
3,1967-001,196703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,260,1500,0,0,0,0,0,1760
4,1967-001,196700104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1967-001,196700105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1968-001,196801,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1989,,,,,,,,,,,,,,,,
2,1968-001,196802,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1968-001,196803,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,40,MINUTE,NO,0,0,420,1200,0,0,0,0,0,1620
4,1968-001,196804,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,1968-001,196806,PANEL B,Panel B - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1968-005,196805,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1968-005,196800502,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2002,,,,,,,,,,,,,,,,
3,1968-005,196800503,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,270,600,0,80,0,0,20,970
1,1969-001,196901,PANEL A,Panel A - Only Visit 1,1,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1969-001,196902,PANEL A,Panel A - Only Visit 1,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1969-001,196904,PANEL A,Panel A - Only Visit 1,3,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,1969-001,196906,PANEL A,Panel A - Only Visit 1,4,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,1969-001,196907,PANEL A,Panel A - Only Visit 1,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1970-001,197001,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1970-001,197002,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,300,1200,0,200,0,0,0,1700
3,1970-001,197003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,100,1000,0,200,0,0,0,1300
4,1970-001,197004,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,80,1000,0,200,0,0,0,1280
5,1970-001,197005,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,80,950,0,200,0,0,0,1230
6,1970-001,197000106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1971-001,197101,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1971-001,197102,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,200,1000,0,500,0,0,50,1750
3,1971-001,197103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,200,1000,0,500,0,0,50,1750
4,1971-001,197104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,200,1000,0,500,0,0,50,1750
1,1972-001,197201,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1999,,,,,,,,,,,,,,,,
2,1972-001,197202,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,180,0,0,0,0,0,0,180
3,1972-001,197203,PANEL B,Panel B - 2 Visits,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1973-001,197301,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1982,,,,,,,,,,,,,,,,
2,1973-001,197302,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1991,,,,,,,,,,,,,,,,
3,1973-001,197303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,1000,1700,0,0,0,20,500,3220
4,1973-001,197304,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,500,950,0,0,0,20,300,1770
5,1973-001,197305,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,700,750,0,0,0,20,200,1670
6,1973-001,197306,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,500,700,0,0,0,20,200,1420
1,1974-001,197401,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1973,,,,,,,,,,,,,,,,
2,1974-001,197402,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1988,,,,,,,,,,,,,,,,
3,1974-001,197404,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,1974-001,197405,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,150,1200,0,100,0,0,0,1450
5,1974-001,197406,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,100,1000,0,100,0,0,0,1200
6,1974-001,197407,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,100,1000,0,100,0,0,0,1200
7,1974-001,197408,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
8,1974-001,197409,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1975-001,197501,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1997,,,,,,,,,,,,,,,,
2,1975-001,197502,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1999,,,,,,,,,,,,,,,,
3,1975-001,197503,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,NO,0,0,260,0,0,0,0,0,0,260
4,1975-001,197504,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,1975-001,197500105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1976-001,197601,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1976-001,197600102,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1976-001,197603,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,1976-001,197600104,PANEL B,Panel B - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1976-001,197600105,PANEL B,Panel B - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1976-001,197604,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,1976-002,197602,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1998,,,,,,,,,,,,,,,,
2,1976-002,197600202,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,50,0,0,0,0,0,0,50
3,1976-002,197600203,PANEL B,Panel B - 2 Visits,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1977-002,197700201,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,1977-002,197702,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,1977-002,197700203,PANEL A,Panel A - 2 Visits,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
