occ,y2_hhid,qx_type,interview_status,ag_i0b,ag_i01,ag_i01_1,ag_i02a,ag_i02b,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12c,ag_i12_1a,ag_i12_1b,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21c,ag_i21_1a,ag_i21_1b,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i27,ag_i31a,ag_i31b,ag_i31c,ag_i32a,ag_i32b,ag_i32c,ag_i33a,ag_i33b,ag_i33c,ag_i34a,ag_i34b,ag_i34c,ag_i35a,ag_i35b,ag_i35c,ag_i36a,ag_i36b,ag_i36c,ag_i36d,ag_i37a,ag_i37b,ag_i38,ag_i39,ag_i40a,ag_i40b,ag_i40c,ag_i41a,ag_i41b,ag_i42a,ag_i42b
2,1527-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1528-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,30,KILOGRAM,SHELLED,0,,,,,,YES,HEAPED IN HOUSE,175,KILOGRAM,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,1528-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1528-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,30,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1528-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1528-002,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,4,,,SPRAYING,,FOOD FOR HOUSEHOLD,
2,1528-002,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1529-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,1529-001,PANEL A,Panel A - 2 Visits,PEA,YES,1,2,50 KG BAG,SHELLED,8000,N03,2,50 KG BAG,SHELLED,1,,8000,1,,AUGUST,2013,1,TRUCK / BUS / MINIBUS,600,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,2,50 KG BAG,SHELLED,,OTHER (SPECIFY),RODENTS/PESTS,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1530-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1530-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1531-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,2.5,50 KG BAG,SHELLED,,INSECTS,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,1532-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,5,50 KG BAG,SHELLED,20000,N07,5,50 KG BAG,SHELLED,1,,20000,1,2,AUGUST,2013,1,OTHER (SPECIFY),0,NO,,,,,,,,,,,,,,,5,50 KG BAG,SHELLED,0,,,0,,,0,,,0,,,5,50 KG BAG,SHELLED,,THEFT,,YES,BAGS IN HOUSE,55,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1532-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),NOT APPLICABLE,0,,,0,,,0,,,3,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1533-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1533-001,PANEL A,Panel A - 2 Visits,PEA,YES,1,30,KILOGRAM,SHELLED,3000,N04,30,KILOGRAM,SHELLED,1,2,3000,1,2,AUGUST,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,20,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1534-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1534-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1534-002,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1534-003,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,1534-003,PANEL B,Panel B - 2 Visits,BEANS,YES,2,1.5,KILOGRAM,SHELLED,500,N07,1.5,KILOGRAM,SHELLED,2,,500,2,,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,5,KILOGRAM,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1534-003,PANEL B,Panel B - 2 Visits,GROUNDNUT MANIPINTA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,5,,,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,1534-004,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1534-004,PANEL B,Panel B - 2 Visits,BEANS,YES,2,2,KILOGRAM,SHELLED,300,N06,3,KILOGRAM,SHELLED,2,,300,2,,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1534-005,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1534-005,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1535-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,6,50 KG BAG,SHELLED,,FLOOD,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1535-001,PANEL A,Panel A - 2 Visits,COTTON,YES,1,1,BALE,NOT APPLICABLE,26800,N04,1,BALE,NOT APPLICABLE,1,2,26800,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,3,BALE,NOT APPLICABLE,,FLOOD,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,1535-001,PANEL A,Panel A - 2 Visits,PEA,YES,1,4,50 KG BAG,SHELLED,28000,N03,4,50 KG BAG,SHELLED,1,2,28000,1,2,AUGUST,2013,2,TRUCK / BUS / MINIBUS,1200,NO,,,,,,,,,,,,,,,20,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,9,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1536-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1536-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1536-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CHALIMBANA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1537-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,TRADITIONAL NKHOKWE,1,OXCART,UNSHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,1537-002,PANEL A,Panel A - 2 Visits,GROUNDNUT CHALIMBANA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
3,1537-002,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,1537-002,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1539-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,HEAPED IN HOUSE,3,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,1539-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1540-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1540-001,PANEL B,Panel B - 2 Visits,BEANS,YES,1,20,KILOGRAM,SHELLED,7000,N03,20,KILOGRAM,SHELLED,1,2,7000,1,2,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1540-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,4,50 KG BAG,SHELLED,17500,N03,4,50 KG BAG,SHELLED,1,2,17500,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,9,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1540-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,40,KILOGRAM,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
5,1540-001,PANEL B,Panel B - 2 Visits,SOYABEAN,YES,1,25,KILOGRAM,SHELLED,3500,N03,25,KILOGRAM,SHELLED,1,2,3500,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1540-002,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1540-002,PANEL B,Panel B - 2 Visits,BEANS,YES,3,1,50 KG BAG,SHELLED,4000,N03,1,50 KG BAG,SHELLED,1,,4000,1,,JUNE,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,20,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1540-002,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,3,1,50 KG BAG,SHELLED,3500,N03,1,50 KG BAG,SHELLED,1,,3500,1,,MAY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1540-002,PANEL B,Panel B - 2 Visits,GROUNDNUT MANIPINTA,YES,3,1,50 KG BAG,SHELLED,3000,N03,1,50 KG BAG,SHELLED,1,,3000,1,,JUNE,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1541-002,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1541-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,6,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1542-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,1542-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,4,50 KG BAG,SHELLED,16000,N08,4,50 KG BAG,SHELLED,1,,16000,1,,AUGUST,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1542-001,PANEL B,Panel B - 2 Visits,BEANS,YES,1,1,50 KG BAG,SHELLED,4000,N08,1,50 KG BAG,SHELLED,1,,4000,1,,AUGUST,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1542-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1543-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1543-002,PANEL A,Panel A - 2 Visits,GROUNDNUT CHALIMBANA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1543-002,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1544-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,7,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,1544-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,20,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
3,1544-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,1544-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,12,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,1544-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,8,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
1,1545-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1545-001,PANEL A,Panel A - 2 Visits,GROUNDNUT MANIPINTA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,1545-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,1545-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,1545-001,PANEL A,Panel A - 2 Visits,FINGER MILLET(MAWERE),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
6,1545-001,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1546-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1546-001,PANEL B,Panel B - 2 Visits,BEANS,YES,1,50,KILOGRAM,SHELLED,13880,N04,50,KILOGRAM,SHELLED,1,,13880,1,,JUNE,2013,1,TRUCK / BUS / MINIBUS,250,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1547-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,2,50 KG BAG,SHELLED,5000,N06,2,50 KG BAG,SHELLED,1,2,5000,1,2,MAY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,2,50 KG BAG,SHELLED,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,26,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1547-001,PANEL A,Panel A - 2 Visits,SWEET POTATO,YES,1,5,OXCART,NOT APPLICABLE,45000,N07,5,OXCART,NOT APPLICABLE,1,2,45000,1,2,AUGUST,2013,5,BICYCLE TAXI,4000,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
1,1547-003,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1547-003,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1548-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,TRADITIONAL NKHOKWE,2,OXCART,UNSHELLED,SPRAYING,,TO SELL AT A HIGHER PRICE,
2,1548-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CHALIMBANA,YES,1,1,50 KG BAG,UNSHELLED,3000,N06,1,50 KG BAG,UNSHELLED,1,,3000,1,,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1549-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,YES,1,50,KILOGRAM,SHELLED,2300,N02,50,KILOGRAM,SHELLED,1,2,2300,1,2,JUNE,2013,1,TRUCK / BUS / MINIBUS,200,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,7,50 KG BAG,SHELLED,,INSECTS,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1550-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1550-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1551-002,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
