occ,y2_hhid,qx_type,interview_status,ag_nr00,ag_nr02,ag_nr03
1,1743-005,PANEL A,Panel A - Combined Visit,N01,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
2,1743-005,PANEL A,Panel A - Combined Visit,N02,OTHER (SPECIFY),NEAR THE VILLAGE
3,1743-005,PANEL A,Panel A - Combined Visit,N03,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
4,1743-005,PANEL A,Panel A - Combined Visit,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,1744-002,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,NEAR THE TOWN
1,1745-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1745-001,PANEL A,Panel A - 2 Visits,N02,FARMER BASED CLUB/ASSOCIATION,NEAR THE TOWN
3,1745-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
4,1745-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
5,1745-001,PANEL A,Panel A - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,1746-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,1746-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,1746-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,1746-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,NEAR THE TOWN
1,1753-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1753-001,PANEL A,Panel A - 2 Visits,N02,,
3,1753-001,PANEL A,Panel A - 2 Visits,N03,,
4,1753-001,PANEL A,Panel A - 2 Visits,N04,,
5,1753-001,PANEL A,Panel A - 2 Visits,N05,,
1,1756-001,PANEL B,Panel B - Combined Visit,,,
1,1757-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
1,1760-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE TOWN
1,1767-007,PANEL A,Panel A - Combined Visit,N01,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
2,1767-007,PANEL A,Panel A - Combined Visit,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
1,1769-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1769-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,1769-001,PANEL A,Panel A - 2 Visits,N03,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
1,1769-002,PANEL A,Panel A - Combined Visit,N01,LOCAL MARKET,NEAR THE VILLAGE
2,1769-002,PANEL A,Panel A - Combined Visit,N02,RELATIVE,WITHIN THE VILLAGE
3,1769-002,PANEL A,Panel A - Combined Visit,N03,FARMER BASED CLUB/ASSOCIATION,WITHIN THE VILLAGE
4,1769-002,PANEL A,Panel A - Combined Visit,N04,MOBILE MARKET,NEAR THE TOWN
5,1769-002,PANEL A,Panel A - Combined Visit,N05,MOBILE MARKET,NEAR THE VILLAGE
6,1769-002,PANEL A,Panel A - Combined Visit,N06,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,1772-002,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1772-002,PANEL B,Panel B - 2 Visits,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
3,1772-002,PANEL B,Panel B - 2 Visits,N03,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
4,1772-002,PANEL B,Panel B - 2 Visits,N04,OTHER (SPECIFY),WITHIN THE VILLAGE
5,1772-002,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,1772-002,PANEL B,Panel B - 2 Visits,N06,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,1773-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1773-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,1773-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,1773-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,1774-001,PANEL B,Panel B - 2 Visits,,,
1,1774-002,PANEL B,Panel B - Combined Visit,N01,VILLAGE OPEN FORUM,NEAR THE VILLAGE
2,1774-002,PANEL B,Panel B - Combined Visit,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,1774-002,PANEL B,Panel B - Combined Visit,N03,RELATIVE,WITHIN THE VILLAGE
4,1774-002,PANEL B,Panel B - Combined Visit,N04,MOBILE MARKET,NEAR THE TOWN
1,1777-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1777-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE TOWN
1,1777-007,PANEL A,Panel A - 2 Visits,,,
1,1781-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,1781-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,1786-001,PANEL B,Panel B - Combined Visit,N01,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
2,1786-001,PANEL B,Panel B - Combined Visit,N02,RELATIVE,OUTSIDE THE DISTRICT
1,1789-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,OUTSIDE THE DISTRICT
2,1789-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,OUTSIDE THE DISTRICT
3,1789-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,1789-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
5,1789-001,PANEL A,Panel A - 2 Visits,N05,FRIEND/NEIGHBOR,OUTSIDE THE DISTRICT
6,1789-001,PANEL A,Panel A - 2 Visits,N06,FRIEND/NEIGHBOR,OUTSIDE THE DISTRICT
7,1789-001,PANEL A,Panel A - 2 Visits,N07,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,1794-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,1794-001,PANEL B,Panel B - 2 Visits,N02,MOBILE MARKET,OUTSIDE THE DISTRICT
1,1795-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,NEAR THE VILLAGE
1,1801-001,PANEL A,Panel A - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE TOWN
1,1803-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
1,1803-004,PANEL A,Panel A - 2 Visits,,,
1,1806-001,PANEL B,Panel B - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
2,1806-001,PANEL B,Panel B - 2 Visits,N02,FARMER BASED CLUB/ASSOCIATION,NEAR THE TOWN
3,1806-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE TOWN
1,1808-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,1809-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1809-001,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,NEAR THE VILLAGE
1,1810-001,PANEL B,Panel B - 2 Visits,,,
1,1812-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1812-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
3,1812-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,1812-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
5,1812-001,PANEL B,Panel B - 2 Visits,N05,LOCAL MARKET,NEAR THE TOWN
1,1813-002,PANEL A,Panel A - Combined Visit,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,1813-002,PANEL A,Panel A - Combined Visit,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,1813-002,PANEL A,Panel A - Combined Visit,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,1813-002,PANEL A,Panel A - Combined Visit,N04,RELATIVE,WITHIN THE VILLAGE
1,1818-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,1818-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,1818-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
4,1818-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,1818-003,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE TOWN
2,1818-003,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE TOWN
3,1818-003,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE TOWN
4,1818-003,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE TOWN
5,1818-003,PANEL B,Panel B - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
6,1818-003,PANEL B,Panel B - 2 Visits,N06,LOCAL MARKET,WITHIN THE VILLAGE
1,1819-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1819-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE DISTRICT/URBAN CENTER
1,1821-001,PANEL A,Panel A - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE DISTRICT/URBAN CENTER
2,1821-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,NEAR THE DISTRICT/URBAN CENTER
3,1821-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
1,1822-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1822-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,1822-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,1822-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
5,1822-001,PANEL B,Panel B - 2 Visits,N05,LOCAL MARKET,WITHIN THE VILLAGE
6,1822-001,PANEL B,Panel B - 2 Visits,N06,LOCAL MARKET,WITHIN THE VILLAGE
1,1824-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE DISTRICT/URBAN CENTER
2,1824-001,PANEL B,Panel B - 2 Visits,N02,MOBILE MARKET,WITHIN THE VILLAGE
1,1825-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,NEAR THE TOWN
2,1825-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,OUTSIDE THE DISTRICT
3,1825-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,NEAR THE TOWN
1,1827-001,PANEL A,Panel A - Only Visit 1,N01,VILLAGE HEADMAN,NEAR THE VILLAGE
2,1827-001,PANEL A,Panel A - Only Visit 1,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,1827-001,PANEL A,Panel A - Only Visit 1,N03,RELATIVE,WITHIN THE VILLAGE
1,1832-002,PANEL B,Panel B - 2 Visits,N01,,
1,1832-005,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,1832-005,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,1833-001,PANEL A,Panel A - Combined Visit,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,1833-001,PANEL A,Panel A - Combined Visit,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,1835-001,PANEL A,Panel A - 2 Visits,N01,MAIN MARKET,NEAR THE TOWN
2,1835-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,1835-001,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,NEAR THE TOWN
4,1835-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,1836-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,1836-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE DISTRICT/URBAN CENTER
3,1836-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE DISTRICT/URBAN CENTER
4,1836-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
5,1836-001,PANEL B,Panel B - 2 Visits,N05,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
6,1836-001,PANEL B,Panel B - 2 Visits,N06,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
7,1836-001,PANEL B,Panel B - 2 Visits,N07,FRIEND/NEIGHBOR,NEAR THE VILLAGE
8,1836-001,PANEL B,Panel B - 2 Visits,N08,FRIEND/NEIGHBOR,NEAR THE VILLAGE
9,1836-001,PANEL B,Panel B - 2 Visits,N09,LOCAL MARKET,NEAR THE DISTRICT/URBAN CENTER
1,1840-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,1840-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,1840-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,1840-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
5,1840-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,OUTSIDE THE REGION
6,1840-001,PANEL B,Panel B - 2 Visits,N06,RELATIVE,OUTSIDE THE REGION
7,1840-001,PANEL B,Panel B - 2 Visits,N07,LOCAL MARKET,OUTSIDE THE REGION
1,1842-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,WITHIN THE VILLAGE
2,1842-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,1843-001,PANEL A,Panel A - Only Visit 1,N01,LOCAL MARKET,NEAR THE VILLAGE
2,1843-001,PANEL A,Panel A - Only Visit 1,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,1843-001,PANEL A,Panel A - Only Visit 1,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,1844-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,1844-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,1844-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
4,1844-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,1849-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,NEAR THE DISTRICT/URBAN CENTER
2,1849-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE DISTRICT/URBAN CENTER
1,1853-003,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE DISTRICT/URBAN CENTER
1,1854-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,1854-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,1854-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,1854-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
5,1854-001,PANEL B,Panel B - 2 Visits,N05,MOBILE MARKET,NEAR THE VILLAGE
6,1854-001,PANEL B,Panel B - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
7,1854-001,PANEL B,Panel B - 2 Visits,N07,LOCAL MARKET,WITHIN THE VILLAGE
1,1855-003,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
1,1856-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,1856-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
3,1856-001,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,1857-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,OUTSIDE THE DISTRICT
2,1857-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,1859-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,1859-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,1859-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,1859-003,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,1859-003,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,1859-003,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,1859-003,PANEL A,Panel A - 2 Visits,N04,VILLAGE HEADMAN,WITHIN THE VILLAGE
5,1859-003,PANEL A,Panel A - 2 Visits,N05,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
6,1859-003,PANEL A,Panel A - 2 Visits,N06,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
7,1859-003,PANEL A,Panel A - 2 Visits,N07,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,1859-006,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1859-006,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,WITHIN THE VILLAGE
3,1859-006,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,1859-007,PANEL A,Panel A - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE DISTRICT/URBAN CENTER
2,1859-007,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE DISTRICT/URBAN CENTER
3,1859-007,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,1859-007,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
5,1859-007,PANEL A,Panel A - 2 Visits,N05,VILLAGE HEADMAN,NEAR THE TOWN
6,1859-007,PANEL A,Panel A - 2 Visits,N06,,
7,1859-007,PANEL A,Panel A - 2 Visits,N07,,
1,1860-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,1860-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,1860-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,1861-001,PANEL A,Panel A - 2 Visits,,,
1,1862-001,PANEL B,Panel B - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
2,1862-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,1862-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,1862-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,1863-001,PANEL A,Panel A - Combined Visit,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
2,1863-001,PANEL A,Panel A - Combined Visit,N02,LOCAL MARKET,NEAR THE VILLAGE
1,1865-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1865-001,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
3,1865-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
4,1865-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,1866-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,1866-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,1866-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,1866-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,NEAR THE VILLAGE
5,1866-001,PANEL B,Panel B - 2 Visits,N05,VILLAGE HEADMAN,WITHIN THE VILLAGE
6,1866-001,PANEL B,Panel B - 2 Visits,N06,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
7,1866-001,PANEL B,Panel B - 2 Visits,N07,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
8,1866-001,PANEL B,Panel B - 2 Visits,N08,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
9,1866-001,PANEL B,Panel B - 2 Visits,N09,RELATIVE,WITHIN THE VILLAGE
1,1867-001,PANEL A,Panel A - 2 Visits,,,
1,1870-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,1870-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,1870-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,1871-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
2,1871-001,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,WITHIN THE VILLAGE
3,1871-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,1872-003,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,1872-003,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,1872-003,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,1873-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,1873-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,1873-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,1873-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,1873-001,PANEL A,Panel A - 2 Visits,N05,RELATIVE,NEAR THE VILLAGE
6,1873-001,PANEL A,Panel A - 2 Visits,N06,RELATIVE,NEAR THE VILLAGE
7,1873-001,PANEL A,Panel A - 2 Visits,N07,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,1874-002,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,1874-002,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,1874-002,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,1876-001,PANEL B,Panel B - 2 Visits,N01,OTHER (SPECIFY),NEAR THE VILLAGE
2,1876-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,1876-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
4,1876-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,1876-003,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,1876-003,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
1,1877-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,1877-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
3,1877-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,1877-003,PANEL A,Panel A - Combined Visit,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,1877-003,PANEL A,Panel A - Combined Visit,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,1877-003,PANEL A,Panel A - Combined Visit,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,1877-003,PANEL A,Panel A - Combined Visit,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
5,1877-003,PANEL A,Panel A - Combined Visit,N05,LOCAL MARKET,NEAR THE VILLAGE
6,1877-003,PANEL A,Panel A - Combined Visit,N06,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
7,1877-003,PANEL A,Panel A - Combined Visit,N07,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,1879-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,1879-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,1879-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,1880-001,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
2,1880-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,WITHIN THE VILLAGE
3,1880-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,1880-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE VETERINARY,WITHIN THE VILLAGE
5,1880-001,PANEL B,Panel B - 2 Visits,N05,OTHER (SPECIFY),WITHIN THE VILLAGE
1,1881-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,1881-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
3,1881-001,PANEL A,Panel A - 2 Visits,N03,VILLAGE HEADMAN,WITHIN THE VILLAGE
4,1881-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
5,1881-001,PANEL A,Panel A - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,1881-001,PANEL A,Panel A - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
1,1882-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
