occ,ea_id,com_ch0b,com_ch01,com_ch02,com_ch03,com_ch04,com_ch05,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07h,com_ch07i,com_ch08,com_ch09,com_ch09_1a,com_ch09_1b,com_ch09_1c,com_ch10,com_ch11,com_ch12,com_ch13a,com_ch13b,com_ch13c,com_ch14,com_ch15
3,21086436,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21086436,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21086436,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21086436,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21086436,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21086436,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21086436,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21086436,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21086436,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,NO,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
12,21086436,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21086436,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21086436,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21086436,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21086436,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21086436,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21086436,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21087531,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21087531,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21087531,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21087531,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21087531,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21087531,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21087531,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21087531,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21087531,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21087531,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21087531,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21087531,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21087531,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21087531,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,VILLAGE HEADMAN,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
15,21087531,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21087531,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21087531,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21087531,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21088597,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21088597,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21088597,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21088597,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21088597,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21088597,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
7,21088597,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21088597,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21088597,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21088597,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21088597,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21088597,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
13,21088597,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21088597,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21088597,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21088597,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21088597,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21088597,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,30101280,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30101280,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,30101280,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,30101280,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,30101280,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,DISTRICT/CITY ASSEMBLY,CENTRAL GOVERNMENT,5000000,0,,YES,YES,YES,VILLAGE ELDERS,
6,30101280,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,30101280,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,30101280,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,30101280,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,30101280,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,30101280,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,30101280,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,30101280,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,30101280,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,30101280,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,30101280,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,30101280,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,30101280,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,30101545,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30101545,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,30101545,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,30101545,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,30101545,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
6,30101545,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,30101545,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,30101545,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,30101545,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,30101545,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,30101545,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
12,30101545,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,30101545,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,30101545,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,30101545,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,30101545,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,30101545,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,30101545,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,30102028,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30102028,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,30102028,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,30102028,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,30102028,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,30102028,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
7,30102028,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,30102028,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,30102028,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,30102028,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,30102028,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,DISTRICT/CITY ASSEMBLY,CENTRAL GOVERNMENT,,0,0,,NO,NO,NO,VILLAGE RESIDENTS,
12,30102028,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,30102028,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,30102028,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,30102028,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,30102028,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,30102028,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,30102028,OTHER (SPECIFY),YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
1,30102540,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30102540,ROAD: MAINTENANCE,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,,,,,,,,,YES,TO BE ADDRESSED; RESPONSE POSITIVE,DISTRICT/CITY ASSEMBLY,,,0,0,,NO,NO,NO,VILLAGE RESIDENTS,
3,30102540,BRIDGE: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,TO BE ADDRESSED; RESPONSE POSITIVE,DISTRICT/CITY ASSEMBLY,,,0,0,,YES,NO,NO,VILLAGE RESIDENTS,
4,30102540,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,30102540,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,DISTRICT/CITY ASSEMBLY,CENTRAL GOVERNMENT,NGO,0,0,,YES,NO,NO,VILLAGE RESIDENTS,
6,30102540,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,30102540,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,30102540,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,30102540,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,30102540,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,30102540,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
12,30102540,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,30102540,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,30102540,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,30102540,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,30102540,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,30102540,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,30102540,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,30103074,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30103074,ROAD: MAINTENANCE,YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,,,,,,,,,,,,NO
3,30103074,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,30103074,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,30103074,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,ADDRESSED BEING ADRESSED,RELIGIOUS ORGANIZATION/INSTITUTION,,,100000,35000,COMPULSARY,YES,YES,NO,GROUP VILLAGE HEADMAN,
6,30103074,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,30103074,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,30103074,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,30103074,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,30103074,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,30103074,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,30103074,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,30103074,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,30103074,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,30103074,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,30103074,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,30103074,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,30103074,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,30104708,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30104708,ROAD: MAINTENANCE,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
3,30104708,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,30104708,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,30104708,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,NO,,,YES,NO,YES,YES,YES,YES,NO,NO,YES,TO BE ADDRESSED; RESPONSE POSITIVE,MASAF,,,1,2,OTHER (SPECIFY),NO,YES,NO,VILLAGE RESIDENTS,
6,30104708,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,30104708,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,30104708,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,30104708,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,30104708,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,YES,YES,YES,NO,,,NO,NO,NO,YES,YES,YES,NO,NO,NO,,,,,,,,,,,,NO
11,30104708,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,30104708,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,30104708,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,30104708,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,30104708,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,30104708,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,30104708,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,30104708,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,30105325,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30105325,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,30105325,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,30105325,BRIDGE: MAINTENANCE,YES,YES,YES,NO,,,YES,NO,YES,YES,YES,YES,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
5,30105325,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,30105325,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,30105325,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,30105325,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,30105325,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,30105325,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,30105325,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
12,30105325,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,30105325,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,30105325,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,30105325,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,30105325,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,30105325,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,30105325,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,30105448,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,30105448,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,30105448,BRIDGE: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,DISTRICT/CITY ASSEMBLY,CENTRAL GOVERNMENT,300000,0,,NO,YES,NO,OTHER (SPECIFY),
4,30105448,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
