HHID,case_id,qx_type,visit,ea_id,ag_h0b,ag_h0b_os,ag_h01a,ag_h01b,ag_h01b_os,ag_h02,ag_h03,ag_h04,ag_h15,ag_h16a,ag_h16b,ag_h16b_os,ag_h17,ag_h17_os,ag_h18,ag_h19,ag_h20,ag_h21,ag_h22,ag_h23,ag_h24,ag_h25,ag_h26a,ag_h26b,ag_h26b_os,ag_h27,ag_h27_os,ag_h28,ag_h29,ag_h30,ag_h31,ag_h32,ag_h33,ag_h34,ag_h35,ag_h36a,ag_h36b,ag_h36b_os,ag_h37,ag_h38a,ag_h38b,ag_h38b_os,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_os,ag_h43,ag_h43_os
1599,209081190318,Panel A,1,20908119,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1600,209091130006,Panel B,1,20909113,OTHER (SPECIFY),COWPEAS,2,Gram,,"Yes, the figures matched",No,Yes,N03,2,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1600,209091130006,Panel B,1,20909113,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
1616,209091130013,Panel B,1,20909113,MAIZE HYBRID RECYCLED,COWPEAS,500,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,,,,Advice from fellow farmer,MATURES EARLY
1616,209091130013,Panel B,1,20909113,MAIZE LOCAL,,7,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Gram,,Preference for traditional variety,
1620,209091130019,Panel B,1,20909113,TOBACCO BURLEY,,10,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Gram,,N01,,0,No,,,,Advice from extension officer,
1620,209091130019,Panel B,1,20909113,MAIZE HYBRID,,40,Kilogram,,"Yes, the figures matched",No,Yes,N04,40,Kilogram,,On Foot,,0,2400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1602,209091130025,Panel B,1,20909113,MAIZE HYBRID,,2,Kilogram,,"Yes, the figures matched",No,Yes,N03,2,Kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1602,209091130025,Panel B,1,20909113,MAIZE LOCAL,,7,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,7,Kilogram,,Preference for traditional variety,
1598,209091130037,Panel B,1,20909113,GROUNDNUT CG7,,1,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,
1598,209091130037,Panel B,1,20909113,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Kilogram,,N02,,0,No,,,,Preference for traditional variety,
1598,209091130037,Panel B,1,20909113,GROUND BEAN(NZAMA),,500,Gram,,"Yes, the figures matched",No,Yes,N03,500,Gram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,
1598,209091130037,Panel B,1,20909113,GROUNDNUT CHALIMBANA,,2,Kilogram,,"Yes, the figures matched",No,Yes,N03,2,Kilogram,,On Foot,,0,350,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,
1598,209091130037,Panel B,1,20909113,OTHER (SPECIFY),COWPEAS,6,Kilogram,,"Yes, the figures matched",No,Yes,N03,6,Kilogram,,On Foot,,0,700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,
1614,209091130043,Panel B,1,20909113,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1608,209091130049,Panel B,1,20909113,OTHER (SPECIFY),COWPEAS,3,Kilogram,,"Yes, the figures matched",No,Yes,N03,3,Kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1608,209091130049,Panel B,1,20909113,MAIZE LOCAL,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,Improved variety is too expensive,
1592,209091130056,Panel B,1,20909113,MAIZE LOCAL,,25,Kilogram,,"Yes, the figures matched",No,Yes,N03,25,Kilogram,,Own Bicycle or Oxcart,,150,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1592,209091130056,Panel B,1,20909113,OTHER (SPECIFY),COWPEAS,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,Own Bicycle or Oxcart,,150,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1596,209091130074,Panel B,1,20909113,GROUNDNUT MANIPINTA,,5,Kilogram,,"Yes, the figures matched",No,Yes,N05,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1596,209091130074,Panel B,1,20909113,MAIZE LOCAL,,7,Kilogram,,"Yes, the figures matched",No,Yes,N04,7,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1618,209091130080,Panel B,1,20909113,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
1622,209091130086,Panel B,1,20909113,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1594,209091130099,Panel B,1,20909113,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1612,209091130105,Panel B,1,20909113,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1612,209091130105,Panel B,1,20909113,NKHWANI,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Preference for traditional variety,
1612,209091130105,Panel B,1,20909113,PEA,,1,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1604,209091130111,Panel B,1,20909113,OTHER (SPECIFY),COWPEAS,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
1604,209091130111,Panel B,1,20909113,MAIZE LOCAL,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,8,Kilogram,,Improved variety is too expensive,
1606,209091130123,Panel B,1,20909113,OTHER (SPECIFY),COWPEAS,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Kilogram,,N01,,0,No,,,,Advice from fellow farmer,
1606,209091130123,Panel B,1,20909113,MAIZE LOCAL,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,18,Kilogram,,Preference for traditional variety,
1642,210370300001,Panel B,1,21037030,GROUNDNUT MANIPINTA,,15,Kilogram,,"Yes, the figures matched",No,Yes,N04,15,Kilogram,,Truck / Bus / Minibus,,1400,3500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1642,210370300001,Panel B,1,21037030,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,Yes,N03,20,Kilogram,,Truck / Bus / Minibus,,1400,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1642,210370300001,Panel B,1,21037030,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1648,210370300010,Panel B,1,21037030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,210370300014,Panel B,1,21037030,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,Yes,N04,15,Kilogram,,Truck / Bus / Minibus,,50,3500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N05,,50,No,,,,Other (Specify),OWN CHOICE
1624,210370300018,Panel B,1,21037030,MAIZE HYBRID,,40,Kilogram,,"Yes, the figures matched",No,Yes,N03,40,Kilogram,,Truck / Bus / Minibus,,1000,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),TO SEE ITS POTENTIAL(TESTING)
1628,210370300036,Panel B,1,21037030,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N04,10,Kilogram,,On Foot,,0,2600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1628,210370300036,Panel B,1,21037030,GROUNDNUT CG7,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
1640,210370300045,Panel B,1,21037030,MAIZE HYBRID,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,8,Kilogram,,N01,,0,No,,,,Advice from fellow farmer,
1650,210370300054,Panel B,1,21037030,MAIZE HYBRID,,2,Kilogram,,"Yes, the figures matched",No,Yes,N02,2,Kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1652,210370300058,Panel B,1,21037030,TOBACCO BURLEY,,10,Gram,,"Yes, the figures matched",No,Yes,N02,250,Gram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1652,210370300058,Panel B,1,21037030,MAIZE LOCAL,,30,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,30,Kilogram,,Advice from fellow farmer,
1652,210370300058,Panel B,1,21037030,BEANS,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Advice from fellow farmer,
1626,210370300067,Panel B,1,21037030,MAIZE HYBRID RECYCLED,,11,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,11,Kilogram,,Improved variety is too expensive,
1646,210370300071,Panel B,1,21037030,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,Yes,N04,15,Kilogram,,Truck / Bus / Minibus,,100,5400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1638,210370300075,Panel B,1,21037030,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,Yes,N02,15,Kilogram,,On Foot,,0,4050,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1638,210370300075,Panel B,1,21037030,GROUNDNUT CHALIMBANA,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,18,Kilogram,,N01,,0,No,,,,Advice from fellow farmer,
1638,210370300075,Panel B,1,21037030,SOYABEAN,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N01,,0,No,,,,Advice from fellow farmer,
1653,210375360051,Panel A,1,21037536,MAIZE HYBRID,,20,Gram,,"Yes, the figures matched",No,Yes,N02,20,Gram,,Other (Specify),,500,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1649,210375360081,Panel A,1,21037536,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1645,210375360166,Panel A,1,21037536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,210375360303,Panel A,1,21037536,BEANS,,2,Kilogram,,"Yes, the figures matched",No,Yes,N02,2,Kilogram,,On Foot,,0,360,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1635,210375360303,Panel A,1,21037536,MAIZE HYBRID,,1.5,Kilogram,,"Yes, the figures matched",No,Yes,N01,1.5,Kilogram,,On Foot,,0,480,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1669,210487640009,Panel A,1,21048764,MAIZE HYBRID RECYCLED,,50,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,50 kg bag,,Advice from extension officer,
1691,210487640016,Panel A,1,21048764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,210487640032,Panel A,1,21048764,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,10 kg bag,,On Foot,,200,2600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1665,210487640035,Panel A,1,21048764,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N02,1,10 kg bag,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1675,210487640090,Panel A,1,21048764,GROUNDNUT CHALIMBANA,,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,20,Kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),EASY TO MANAGE
1675,210487640090,Panel A,1,21048764,MAIZE HYBRID RECYCLED,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
1675,210487640090,Panel A,1,21048764,PIGEONPEA(NANDOLO),,15,Kilogram,,"Yes, the figures matched",No,Yes,N03,15,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),FOR SALE
1677,210487640099,Panel A,1,21048764,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,Truck / Bus / Minibus,,1000,3200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1681,210487640100,Panel A,1,21048764,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,Truck / Bus / Minibus,,200,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1673,210487640103,Panel A,1,21048764,MAIZE HYBRID,,30,Kilogram,,"Yes, the figures matched",No,Yes,N03,30,Kilogram,,Truck / Bus / Minibus,,1300,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1679,210487640147,Panel A,1,21048764,MAIZE HYBRID,,30,Kilogram,,"Yes, the figures matched",No,Yes,N04,30,Kilogram,,Truck / Bus / Minibus,,400,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1685,210487640179,Panel A,1,21048764,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N02,10,Kilogram,,Other (Specify),,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1667,210487640200,Panel A,1,21048764,MAIZE HYBRID,,11,Kilogram,,"Yes, the figures matched",No,Yes,N02,11,Kilogram,,Truck / Bus / Minibus,,0,3900,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1678,210512030007,Panel B,1,21051203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1686,210512030065,Panel B,1,21051203,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,Truck / Bus / Minibus,,200,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),HIGHER YIELD
1676,210512030108,Panel B,1,21051203,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N02,10,Kilogram,,Truck / Bus / Minibus,,1000,3200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1674,210512030181,Panel B,1,21051203,MAIZE HYBRID,,18,Kilogram,,"Yes, the figures matched",No,Yes,N02,18,Kilogram,,Truck / Bus / Minibus,,750,6500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1682,210512030210,Panel B,1,21051203,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,20,Kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1666,210512030253,Panel B,1,21051203,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1717,210524270049,Panel A,1,21052427,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N04,3,3.7 kg bag,,On Foot,,0,1300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1723,210524270056,Panel A,1,21052427,MAIZE LOCAL,,.5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,.5,Kilogram,,N01,,0,No,,,,Improved variety is too expensive,
1701,210524270105,Panel A,1,21052427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,210524270130,Panel A,1,21052427,MAIZE LOCAL,,3,Gram,,"Yes, the figures matched",No,Yes,N02,3,Gram,,On Foot,,0,80,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1719,210524270133,Panel A,1,21052427,NKHWANI,,20,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Gram,,Preference for traditional variety,
1719,210524270133,Panel A,1,21052427,GROUNDNUT MANIPINTA,,4,Kilogram,,"Yes, the figures matched",No,Yes,N03,4,Kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1719,210524270133,Panel A,1,21052427,MAIZE HYBRID,,8,Kilogram,,"Yes, the figures matched",No,Yes,N03,8,Kilogram,,On Foot,,0,1050,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1705,210524270222,Panel A,1,21052427,MAIZE HYBRID,,2,Kilogram,,"Yes, the figures matched",No,Yes,N02,2,Kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1711,210524270224,Panel A,1,21052427,MAIZE HYBRID,,6,Kilogram,,"Yes, the figures matched",No,Yes,N02,6,Kilogram,,Truck / Bus / Minibus,,50,900,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1702,210537450001,Panel B,1,21053745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,210537450023,Panel B,1,21053745,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N04,10,Kilogram,,Other (Specify),,0,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),HEARD FROM TV PROGRAM
1692,210537450030,Panel B,1,21053745,MAIZE LOCAL,,3,Kilogram,,"Yes, the figures matched",No,Yes,N02,3,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1706,210537450059,Panel B,1,21053745,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N02,,0,No,,,,Preference for traditional variety,
1688,210537450133,Panel B,1,21053745,MAIZE HYBRID RECYCLED,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Other (Specify),LACK OF MONEY TO BUY INPUT
1714,210537450147,Panel B,1,21053745,MAIZE HYBRID,,25,Kilogram,,"Yes, the figures matched",No,Yes,N04,25,Kilogram,,Other (Specify),,500,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1748,210552410123,Panel B,1,21055241,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N04,10,Kilogram,,Truck / Bus / Minibus,,100,1600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),COPE UP WITH THE WEATHER
1732,210552410148,Panel B,1,21055241,MAIZE HYBRID,,30,Kilogram,,"Yes, the figures matched",No,Yes,N02,30,Kilogram,,Own Bicycle or Oxcart,,450,12000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1726,210552410174,Panel B,1,21055241,MAIZE HYBRID,,150,Kilogram,,"Yes, the figures matched",No,Yes,N02,150,Kilogram,,Truck / Bus / Minibus,,0,58500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1726,210552410174,Panel B,1,21055241,BEANS,,100,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,100,Kilogram,,N03,,0,No,,,,Preference for traditional variety,
1746,210552410199,Panel B,1,21055241,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1746,210552410199,Panel B,1,21055241,BEANS,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1746,210552410199,Panel B,1,21055241,GROUNDNUT CHALIMBANA,,15,Kilogram,,"Yes, the figures matched",No,Yes,N03,15,Kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1738,210552410301,Panel B,1,21055241,MAIZE LOCAL,,13,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,13,Kilogram,,Preference for traditional variety,
1738,210552410301,Panel B,1,21055241,MAIZE HYBRID,,12,Kilogram,,"Yes, the figures matched",No,Yes,N03,12,Kilogram,,On Foot,,0,2400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1744,210552410353,Panel B,1,21055241,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,20,Kilogram,,Bicycle Taxi,,50,4200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),FOLLOWED THE MAJORITY
1734,210552410378,Panel B,1,21055241,SOYABEAN,,1,Kilogram,,"Yes, the figures matched",No,Yes,N01,1,Kilogram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),OTHER CROPS WERE NOT ALLOWED
1750,210552410404,Panel B,1,21055241,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1720,210552410429,Panel B,1,21055241,MAIZE HYBRID,,45,Kilogram,,"Yes, the figures matched",No,Yes,N02,45,Kilogram,,Truck / Bus / Minibus,,100,7200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),MATURES FAST
1730,210552410480,Panel B,1,21055241,MAIZE HYBRID,,6,Kilogram,,"Yes, the figures matched",No,Yes,N02,6,Kilogram,,On Foot,,200,3900,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1722,210552410531,Panel B,1,21055241,MAIZE HYBRID,,2,Kilogram,,"Yes, the figures matched",No,Yes,N02,2,Kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
