occ,y2_hhid,qx_type,interview_status,ag_g0a,ag_g00,ag_g0b,ag_g0e,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08c,ag_g09a,ag_g09b,ag_g09c,ag_g10,ag_g11a,ag_g11b,ag_g13a,ag_g13b,ag_g13c,ag_g12a,ag_g12b,ag_g14a,ag_g14b
4,1316-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE LOCAL,1,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,YES,,,,1,OXCART,UNSHELLED,YES,OTHER (SPECIFY),IRREGULAR RAINS,1,OX-CART,UNSHELLED,APRIL,APRIL,1,
1,1317-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,4,OXCART,UNSHELLED,,,,NO,,,4,OX-CART,UNSHELLED,MAY,MAY,1,
2,1317-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,2,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,2,OXCART,UNSHELLED,,,,NO,,,3,OX-CART,UNSHELLED,JUNE,JUNE,1,
3,1317-001,PANEL A,Panel A - 2 Visits,YES,R03,TOBACCO BURLEY,2,PURE STAND,,,10,GRAM,JANUARY,2013,YES,,,,2,50 KG BAG,NOT APPLICABLE,NO,,,4,BALE,NOT APPLICABLE,FEBRUARY,MARCH,1,
4,1317-001,PANEL A,Panel A - 2 Visits,YES,R04,MAIZE HYBRID,2,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,2,OXCART,UNSHELLED,,,,NO,,,2,OX-CART,UNSHELLED,JUNE,JUNE,1,
1,1318-001,PANEL B,Panel B - 2 Visits,YES,R01,TOBACCO BURLEY,1,PURE STAND,,,2,GRAM,DECEMBER,2012,YES,,,,2,BALE,NOT APPLICABLE,NO,,,3,BALE,NOT APPLICABLE,FEBRUARY,APRIL,1,
2,1318-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,6,50 KG BAG,UNSHELLED,,,,YES,DISEASES,,4,50 KG BAG,UNSHELLED,MAY,MAY,1,
3,1318-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE LOCAL,1,PURE STAND,,,2,KILOGRAM,DECEMBER,2012,NO,.5,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,1,
1,1318-003,PANEL B,Panel B - 2 Visits,YES,R01,IRISH [MALAWI] POTATO,2,PURE STAND,,,12,KILOGRAM,DECEMBER,2012,YES,,,,4,PAIL (SMALL),NOT APPLICABLE,YES,DISEASES,,8,PAIL (LARGE),NOT APPLICABLE,APRIL,APRIL,1,
2,1318-003,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,6,KILOGRAM,JANUARY,2013,NO,7,PAIL (SMALL),UNSHELLED,,,,YES,DISEASES,,40,PAIL (LARGE),UNSHELLED,APRIL,JUNE,1,
3,1318-003,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE HYBRID,2,PURE STAND,,,7,KILOGRAM,DECEMBER,2012,YES,,,,1,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,APRIL,APRIL,1,
1,1320-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,,,5,KILOGRAM,DECEMBER,2012,YES,,,,50,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,MAY,MAY,1,
2,1320-001,PANEL B,Panel B - 2 Visits,YES,R01,GROUNDNUT CG7,1,MIXED STAND,,,20,KILOGRAM,DECEMBER,2012,YES,,,,15,PAIL (LARGE),UNSHELLED,,,,,,,,,,
1,1321-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,1,5 KG BAG,NOVEMBER,2012,NO,12,50 KG BAG,SHELLED,,,,NO,,,1,OX-CART,UNSHELLED,MAY,MAY,1,3
2,1321-001,PANEL A,Panel A - 2 Visits,YES,R02,TOBACCO BURLEY,1,PURE STAND,,,10,GRAM,NOVEMBER,2012,YES,,,,300,KILOGRAM,NOT APPLICABLE,YES,OTHER (SPECIFY),,3,BALE,NOT APPLICABLE,JANUARY,MARCH,1,3
1,1322-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,1,5 KG BAG,DECEMBER,2012,YES,,,,7,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,14,PAIL (LARGE),SHELLED,APRIL,APRIL,1,
2,1322-001,PANEL B,Panel B - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,5,GRAM,DECEMBER,2012,YES,,,,1,PAIL (SMALL),NOT APPLICABLE,NO,,,2,PAIL (LARGE),NOT APPLICABLE,JANUARY,JUNE,1,
3,1322-001,PANEL B,Panel B - 2 Visits,YES,R02,TOBACCO BURLEY,1,MIXED STAND,YES,,2,GRAM,DECEMBER,2012,YES,,,,86,KILOGRAM,NOT APPLICABLE,NO,,,1,BALE,NOT APPLICABLE,MARCH,APRIL,1,
4,1322-001,PANEL B,Panel B - 2 Visits,YES,R02,NKHWANI,1,MIXED STAND,YES,,8,GRAM,DECEMBER,2012,YES,,,,4,PAIL (SMALL),NOT APPLICABLE,NO,,,3,PAIL (LARGE),NOT APPLICABLE,DECEMBER,JUNE,1,
5,1322-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT CG7,1,MIXED STAND,YES,,18,KILOGRAM,DECEMBER,2012,NO,20,PAIL (LARGE),UNSHELLED,,,,NO,,,34,PAIL (LARGE),UNSHELLED,MAY,JUNE,1,
6,1322-001,PANEL B,Panel B - 2 Visits,YES,R03,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,2,GRAM,DECEMBER,2012,YES,,,,1,PAIL (SMALL),NOT APPLICABLE,NO,,,4,PAIL (LARGE),NOT APPLICABLE,JANUARY,JUNE,1,
1,1323-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,YES,,3,KILOGRAM,NOVEMBER,2012,NO,3,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,2,OX-CART,UNSHELLED,MAY,MAY,1,
2,1323-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,YES,,25,GRAM,NOVEMBER,2012,YES,,,,5,PAIL (LARGE),NOT APPLICABLE,NO,,,3,PAIL (LARGE),NOT APPLICABLE,JANUARY,APRIL,1,
1,1324-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,NO,,,1,OX-CART,UNSHELLED,MAY,MAY,1,2
2,1324-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,15,KILOGRAM,DECEMBER,2012,NO,10,50 KG BAG,UNSHELLED,,,,NO,,,10,50 KG BAG,UNSHELLED,JUNE,JUNE,1,2
3,1324-001,PANEL B,Panel B - 2 Visits,YES,R03,TOBACCO BURLEY,1,PURE STAND,,,2,OTHER (SPECIFY),DECEMBER,2012,NO,1,BALE,NOT APPLICABLE,,,,NO,,,2,BALE,NOT APPLICABLE,MARCH,APRIL,1,2
1,1325-001,PANEL A,Panel A - 2 Visits,YES,R01,TOBACCO BURLEY,2,MIXED STAND,YES,,10,GRAM,DECEMBER,2012,YES,,,,1,BALE,NOT APPLICABLE,YES,OTHER (SPECIFY),,1,BALE,NOT APPLICABLE,JANUARY,MARCH,1,2
2,1325-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,2,MIXED STAND,YES,,1,5 KG BAG,DECEMBER,2012,YES,,,,1,PAIL (SMALL),NOT APPLICABLE,NO,,,2,OTHER (SPECIFY),NOT APPLICABLE,JANUARY,APRIL,1,2
3,1325-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,2,MIXED STAND,YES,,20,KILOGRAM,DECEMBER,2012,NO,300,PAIL (LARGE),SHELLED,,,,YES,OTHER (SPECIFY),,1,50 KG BAG,SHELLED,APRIL,APRIL,1,2
4,1325-001,PANEL A,Panel A - 2 Visits,YES,R02,NKHWANI,2,MIXED STAND,YES,,4,KILOGRAM,DECEMBER,2012,YES,,,,1,PAIL (LARGE),NOT APPLICABLE,NO,,,1,OTHER (SPECIFY),NOT APPLICABLE,DECEMBER,APRIL,1,2
5,1325-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE HYBRID,2,MIXED STAND,YES,,20,KILOGRAM,DECEMBER,2012,NO,300,PAIL (LARGE),SHELLED,,,,YES,OTHER (SPECIFY),,1,50 KG BAG,SHELLED,APRIL,APRIL,1,2
6,1325-001,PANEL A,Panel A - 2 Visits,YES,R03,OTHER (SPECIFY),2,MIXED STAND,YES,,1,5 KG BAG,DECEMBER,2012,NO,1,PAIL (SMALL),SHELLED,,,,NO,,,5,KILOGRAM,SHELLED,APRIL,APRIL,1,2
1,1326-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,7,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,3,OXCART,SHELLED,,,,NO,,,3,OX-CART,UNSHELLED,MAY,MAY,1,
2,1326-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE LOCAL,7,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,2.5,OXCART,UNSHELLED,,,,NO,,,3,OX-CART,UNSHELLED,MAY,MAY,1,
3,1326-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE LOCAL,7,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,YES,,,,.5,OXCART,UNSHELLED,NO,,,2,OX-CART,UNSHELLED,MAY,MAY,1,
4,1326-001,PANEL B,Panel B - 2 Visits,YES,R04,GROUNDNUT CG7,7,PURE STAND,,,8,KILOGRAM,DECEMBER,2012,NO,10,50 KG BAG,UNSHELLED,,,,NO,,,5,50 KG BAG,UNSHELLED,MAY,MAY,1,
5,1326-001,PANEL B,Panel B - 2 Visits,YES,R05,GROUNDNUT CG7,7,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,8,50 KG BAG,UNSHELLED,,,,NO,,,5,50 KG BAG,UNSHELLED,MAY,MAY,1,
1,1327-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,MIXED STAND,YES,,6,KILOGRAM,DECEMBER,2013,NO,4,50 KG BAG,UNSHELLED,,,,NO,,,1,OX-CART,UNSHELLED,MAY,MAY,1,2
2,1327-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,2,MIXED STAND,NO,LESS THAN 1/4,.5,KILOGRAM,DECEMBER,2013,NO,9,BUNCH,NOT APPLICABLE,,,,NO,,,0,,,,,,
3,1327-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,2,MIXED STAND,YES,,6,KILOGRAM,DECEMBER,2013,NO,2,50 KG BAG,UNSHELLED,,,,NO,,,1,OX-CART,UNSHELLED,MAY,MAY,1,2
4,1327-001,PANEL A,Panel A - 2 Visits,YES,R02,NKHWANI,2,MIXED STAND,NO,LESS THAN 1/4,.5,KILOGRAM,DECEMBER,2013,NO,7,BUNCH,NOT APPLICABLE,,,,NO,,,0,,,,,,
1,1328-001,PANEL B,Panel B - 2 Visits,YES,R01,GROUNDNUT CG7,1,PURE STAND,,,60,KILOGRAM,DECEMBER,2012,NO,200,50 KG BAG,UNSHELLED,,,,YES,IRREGULAR RAINS,OTHER (SPECIFY),180,PAIL (LARGE),UNSHELLED,APRIL,MAY,1,2
2,1328-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,YES,,,,10,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),IRREGULAR RAINS,7,50 KG BAG,SHELLED,APRIL,APRIL,1,2
1,1329-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,NO,,,2,OX-CART,SHELLED,JUNE,JUNE,1,2
2,1329-001,PANEL A,Panel A - 2 Visits,YES,R02,TOBACCO BURLEY,1,PURE STAND,,,1,OTHER (SPECIFY),DECEMBER,2012,YES,,,,3,BALE,NOT APPLICABLE,NO,,,2,BALE,NOT APPLICABLE,APRIL,MAY,1,2
1,1330-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,1,10 KG BAG,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),IRREGULAR RAINS,3,50 KG BAG,SHELLED,MAY,MAY,1,2
2,1330-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,MIXED STAND,YES,,1,10 KG BAG,DECEMBER,2012,NO,20,PAIL (LARGE),UNSHELLED,,,,YES,IRREGULAR RAINS,,9,50 KG BAG,UNSHELLED,MAY,MAY,1,2
3,1330-001,PANEL B,Panel B - 2 Visits,YES,R02,OTHER (SPECIFY),1,MIXED STAND,NO,LESS THAN 1/4,4,KILOGRAM,DECEMBER,2012,NO,1,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,1,50 KG BAG,UNSHELLED,MAY,MAY,1,2
4,1330-001,PANEL B,Panel B - 2 Visits,YES,R03,TOBACCO BURLEY,1,MIXED STAND,YES,,4,GRAM,DECEMBER,2012,YES,,,,98,KILOGRAM,NOT APPLICABLE,YES,IRREGULAR RAINS,OTHER (SPECIFY),1,BALE,NOT APPLICABLE,MARCH,APRIL,1,2
5,1330-001,PANEL B,Panel B - 2 Visits,YES,R03,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,500,GRAM,DECEMBER,2012,YES,,,,2,PAIL (LARGE),NOT APPLICABLE,YES,IRREGULAR RAINS,,1,PAIL (LARGE),NOT APPLICABLE,MARCH,MAY,1,2
1,1331-001,PANEL A,Panel A - 2 Visits,YES,R01,TOBACCO BURLEY,1,MIXED STAND,YES,MORE THAN 3/4,2,OTHER (SPECIFY),DECEMBER,2012,YES,,,,2,BALE,NOT APPLICABLE,YES,OTHER (SPECIFY),,1,BALE,NOT APPLICABLE,MARCH,APRIL,1,
2,1331-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,NO,1/4,8,GRAM,DECEMBER,2012,NO,5,PAIL (LARGE),NOT APPLICABLE,,,,NO,,,2,PAIL (LARGE),NOT APPLICABLE,MARCH,MAY,1,
3,1331-001,PANEL A,Panel A - 2 Visits,YES,R01,TOMATO,1,MIXED STAND,YES,,5,GRAM,DECEMBER,2012,YES,,,,2,PAIL (LARGE),NOT APPLICABLE,NO,,,1,PAIL (SMALL),NOT APPLICABLE,MARCH,MAY,1,
4,1331-001,PANEL A,Panel A - 2 Visits,YES,R01,THERERE/OKRA,1,MIXED STAND,YES,,5,GRAM,DECEMBER,2012,YES,,,,1,PAIL (LARGE),NOT APPLICABLE,NO,,,1,PAIL (LARGE),NOT APPLICABLE,JANUARY,MAY,1,
5,1331-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,1,PURE STAND,,,5,KILOGRAM,NOVEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,1,
6,1331-001,PANEL A,Panel A - 2 Visits,YES,R03,GROUNDNUT CG7,1,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,3,50 KG BAG,UNSHELLED,,,,NO,,,20,PAIL (LARGE),UNSHELLED,JUNE,JUNE,3,
7,1331-001,PANEL A,Panel A - 2 Visits,YES,R04,MAIZE HYBRID,1,PURE STAND,,,5,KILOGRAM,NOVEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,1,
8,1331-001,PANEL A,Panel A - 2 Visits,YES,R05,GROUNDNUT CG7,1,PURE STAND,,,10,KILOGRAM,NOVEMBER,2012,NO,4,50 KG BAG,UNSHELLED,,,,NO,,,5,PAIL (LARGE),UNSHELLED,JUNE,JUNE,1,
9,1331-001,PANEL A,Panel A - 2 Visits,YES,R06,MAIZE LOCAL,1,PURE STAND,,,5,KILOGRAM,NOVEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,1,
1,1331-007,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,NO,,,2,OX-CART,UNSHELLED,JUNE,JUNE,1,
2,1331-007,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,2,PURE STAND,,,3,KILOGRAM,DECEMBER,2012,NO,3,OXCART,UNSHELLED,,,,NO,,,2,OX-CART,UNSHELLED,JUNE,JUNE,1,
3,1331-007,PANEL A,Panel A - 2 Visits,YES,R03,TOBACCO BURLEY,2,PURE STAND,,,30,GRAM,DECEMBER,2012,NO,1,BALE,NOT APPLICABLE,,,,NO,,,55,KILOGRAM,NOT APPLICABLE,FEBRUARY,MARCH,1,
1,1332-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,3,PURE STAND,,,15,KILOGRAM,JANUARY,2012,NO,6,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),IRREGULAR RAINS,4,OX-CART,UNSHELLED,MAY,MAY,1,2
2,1332-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE LOCAL,3,PURE STAND,,,15,KILOGRAM,JANUARY,2012,NO,3,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),IRREGULAR RAINS,4,OX-CART,UNSHELLED,MAY,MAY,1,2
3,1332-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT CG7,3,PURE STAND,,,20,KILOGRAM,JANUARY,2012,NO,20,50 KG BAG,UNSHELLED,,,,YES,IRREGULAR RAINS,DROUGHT,58,PAIL (LARGE),UNSHELLED,MAY,MAY,1,2
4,1332-001,PANEL B,Panel B - 2 Visits,YES,R04,TOBACCO BURLEY,3,PURE STAND,,,3,OTHER (SPECIFY),OCTOBER,2012,NO,20,BALE,NOT APPLICABLE,,,,YES,IRREGULAR RAINS,OTHER (SPECIFY),22,BALE,NOT APPLICABLE,JANUARY,APRIL,1,2
1,1333-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,3,PURE STAND,,,1,3 KG BAG,NOVEMBER,2012,NO,3,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,APRIL,APRIL,1,2
2,1333-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,2,PURE STAND,,,15,KILOGRAM,NOVEMBER,2012,NO,3,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,7,OX-CART,UNSHELLED,APRIL,APRIL,1,2
3,1333-001,PANEL A,Panel A - 2 Visits,YES,R03,GROUNDNUT CG7,2,MIXED STAND,YES,,16,KILOGRAM,NOVEMBER,2012,NO,10,50 KG BAG,UNSHELLED,,,,YES,IRREGULAR RAINS,,60,50 KG BAG,UNSHELLED,APRIL,APRIL,1,2
4,1333-001,PANEL A,Panel A - 2 Visits,YES,R03,NKHWANI,2,MIXED STAND,NO,1/2,20,GRAM,NOVEMBER,2012,YES,,,,5,PAIL (LARGE),NOT APPLICABLE,YES,IRREGULAR RAINS,,4,PAIL (LARGE),NOT APPLICABLE,JANUARY,APRIL,1,2
1,1333-003,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,YES,,6,GRAM,NOVEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,6,50 KG BAG,SHELLED,APRIL,APRIL,1,
1,1333-008,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,,,20,KILOGRAM,NOVEMBER,2012,NO,2,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,8,50 KG BAG,SHELLED,MAY,MAY,1,
2,1333-008,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,2,MIXED STAND,YES,,5,KILOGRAM,AUGUST,2012,NO,1,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,7,50 KG BAG,SHELLED,MAY,MAY,1,
3,1333-008,PANEL A,Panel A - 2 Visits,YES,R02,BEANS,2,MIXED STAND,NO,LESS THAN 1/4,2,KILOGRAM,NOVEMBER,2012,YES,,,,10,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,,1,PAIL (LARGE),SHELLED,MAY,MAY,1,
4,1333-008,PANEL A,Panel A - 2 Visits,YES,R03,GROUNDNUT CG7,2,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,NO,4,50 KG BAG,UNSHELLED,,,,NO,,,15,PAIL (LARGE),UNSHELLED,MAY,MAY,1,
5,1333-008,PANEL A,Panel A - 2 Visits,YES,R03,NKHWANI,2,MIXED STAND,YES,,100,GRAM,NOVEMBER,2012,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,NO,,,28,BUNCH,NOT APPLICABLE,DECEMBER,JUNE,1,
1,1334-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,YES,,,,2,OXCART,UNSHELLED,YES,LACK OF HIRED LABOR,,4,50 KG BAG,SHELLED,APRIL,APRIL,1,
2,1334-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,10,50 KG BAG,UNSHELLED,,,,YES,LACK OF HIRED LABOR,,60,PAIL (LARGE),UNSHELLED,MAY,MAY,1,
3,1334-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE HYBRID,1,PURE STAND,,,3,KILOGRAM,DECEMBER,2012,NO,3,OXCART,UNSHELLED,,,,NO,,,12,50 KG BAG,SHELLED,MAY,MAY,1,
1,1335-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,4,MIXED STAND,YES,,2,5 KG BAG,NOVEMBER,2012,NO,2,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,APRIL,APRIL,4,3
2,1335-001,PANEL A,Panel A - 2 Visits,YES,R01,BEANS,4,MIXED STAND,YES,,1,2 KG BAG,NOVEMBER,2012,NO,10,KILOGRAM,SHELLED,,,,NO,,,3,KILOGRAM,SHELLED,MARCH,APRIL,4,3
3,1335-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,4,MIXED STAND,YES,,15,KILOGRAM,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,NO,,,3,50 KG BAG,UNSHELLED,APRIL,APRIL,4,3
4,1335-001,PANEL A,Panel A - 2 Visits,YES,R02,THERERE/OKRA,4,MIXED STAND,YES,,1,KILOGRAM,DECEMBER,2012,YES,,,,1,PAIL (LARGE),NOT APPLICABLE,NO,,,1,PAIL (SMALL),NOT APPLICABLE,JANUARY,MARCH,4,3
5,1335-001,PANEL A,Panel A - 2 Visits,YES,R03,TOBACCO BURLEY,4,PURE STAND,,,8,GRAM,DECEMBER,2012,YES,,,,3,BALE,NOT APPLICABLE,YES,OTHER (SPECIFY),,1,BALE,NOT APPLICABLE,JANUARY,MARCH,4,3
1,1336-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,6,KILOGRAM,NOVEMBER,2012,NO,3,OXCART,UNSHELLED,,,,NO,,,14,50 KG BAG,SHELLED,MAY,MAY,1,
2,1336-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,1,10 KG BAG,NOVEMBER,2012,NO,5,50 KG BAG,UNSHELLED,,,,NO,,,5,50 KG BAG,UNSHELLED,MAY,MAY,1,
1,1337-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,NO,,,1,OX-CART,UNSHELLED,APRIL,APRIL,1,2
2,1337-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,1,PURE STAND,NO,LESS THAN 1/4,2.5,KILOGRAM,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,NO,,,1,OX-CART,UNSHELLED,APRIL,APRIL,1,2
1,1338-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,PURE STAND,,,15,KILOGRAM,OCTOBER,2012,YES,,,,2.5,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,3,OX-CART,UNSHELLED,JUNE,JUNE,1,
2,1338-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CHALIMBANA,1,MIXED STAND,YES,,20,KILOGRAM,NOVEMBER,2012,YES,,,,11,50 KG BAG,UNSHELLED,YES,OTHER (SPECIFY),,11,50 KG BAG,UNSHELLED,JULY,JULY,1,
3,1338-001,PANEL B,Panel B - 2 Visits,YES,R02,BEANS,1,MIXED STAND,NO,3/4,5,KILOGRAM,NOVEMBER,2012,YES,,,,2,PAIL (LARGE),SHELLED,YES,OTHER (SPECIFY),,2,PAIL (LARGE),SHELLED,JULY,JULY,1,
4,1338-001,PANEL B,Panel B - 2 Visits,YES,R02,SOYABEAN,1,MIXED STAND,NO,1/4,2,KILOGRAM,NOVEMBER,2012,YES,,,,1,PAIL (LARGE),SHELLED,YES,OTHER (SPECIFY),,1,PAIL (LARGE),SHELLED,JULY,JULY,1,
1,1339-001,PANEL A,Panel A - 2 Visits,YES,R01,TOBACCO BURLEY,1,MIXED STAND,YES,,100,GRAM,DECEMBER,2012,YES,,,,7,BALE,NOT APPLICABLE,YES,IRREGULAR RAINS,,760,KILOGRAM,NOT APPLICABLE,FEBRUARY,MARCH,1,
2,1339-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,YES,,10,GRAM,DECEMBER,2012,YES,,,,2,OTHER (SPECIFY),NOT APPLICABLE,NO,,,2,OTHER (SPECIFY),NOT APPLICABLE,FEBRUARY,MAY,1,
1,1340-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,MIXED STAND,,,20,KILOGRAM,NOVEMBER,2012,YES,,,,1,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,1,
2,1340-001,PANEL B,Panel B - 2 Visits,YES,R01,BEANS,1,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,YES,,,,10,PAIL (SMALL),UNSHELLED,YES,DISEASES,,0,,,,,,
3,1340-001,PANEL B,Panel B - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,YES,,10,KILOGRAM,NOVEMBER,2012,YES,,,,2,PAIL (LARGE),NOT APPLICABLE,NO,,,1,50 KG BAG,NOT APPLICABLE,MAY,MAY,1,
4,1340-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,20,KILOGRAM,NOVEMBER,2012,YES,,,,5,50 KG BAG,UNSHELLED,NO,,,13,50 KG BAG,UNSHELLED,MAY,JUNE,1,
