HHID,case_id,qx_type,ea_id,visit,ag_c0a,ag_c00,ag_c01,ag_c02,ag_c04a,ag_c04b,ag_c04c,ag_c05d_os
1627,209080880064,Panel A,20908088,1,,R4,Yes,CG7 G/NUTS,.25,Acre,.17,
1627,209080880064,Panel A,20908088,1,,R2,Yes,LOCAL MAIZE,.75,Acre,1,
1627,209080880064,Panel A,20908088,1,,R3,Yes,COTTON,.75,Acre,.62,
1617,209080880075,Panel A,20908088,1,,R1,Yes,HYBRID MAIZE,1,Acre,.61000001,
1617,209080880075,Panel A,20908088,1,,R3,Yes,HYBRID MAIZE,.5,Acre,.54000002,
1617,209080880075,Panel A,20908088,1,,R2,Yes,HYBRID MAIZE,1,Acre,.81999999,
1601,209080880076,Panel A,20908088,1,,R1,Yes,HYBRID MAIZE,1,Acre,.74000001,
1601,209080880076,Panel A,20908088,1,,R2,Yes,HYBRID MAIZE,1,Acre,1.25,
1601,209080880076,Panel A,20908088,1,,R4,Yes,COWPEAS,.25,Acre,.5,
1601,209080880076,Panel A,20908088,1,,R3,Yes,HYBRID MAIZE,1,Acre,1.61,
1613,209080880086,Panel A,20908088,1,,R1,Yes,MAIZE AND GROUND NUTS,1,Acre,1.1,
1619,209080880090,Panel A,20908088,1,,R1,Yes,MAIZE,1.5,Acre,.99000001,
1607,209080880093,Panel A,20908088,1,,R1,Yes,LOCAL MAIZE,.25,Acre,.059999999,
1611,209080880120,Panel A,20908088,1,,R1,Yes,MAIZE,.5,Acre,.31,
1605,209080880166,Panel A,20908088,1,,R5,Yes,LOCAL MAIZE PLOT,.5,Acre,.64999998,
1605,209080880166,Panel A,20908088,1,,R1,Yes,LOCAL MAIZE,.25,Acre,.1,
1605,209080880166,Panel A,20908088,1,,R3,Yes,LOCAL MAIZE,.5,Acre,.80000001,
1605,209080880166,Panel A,20908088,1,,R2,Yes,LOCAL MAIZE,.5,Acre,1,
1605,209080880166,Panel A,20908088,1,,R4,Yes,GROUND NUT PLOT,.30000001,Acre,.20999999,
1629,209080880169,Panel A,20908088,1,,R1,Yes,"MAIZE,NKHWANI,MILLET",1,Acre,1.21,
1629,209080880169,Panel A,20908088,1,,R4,Yes,COTTON,1.5,Acre,1.97,
1629,209080880169,Panel A,20908088,1,,R5,Yes,G/NUTS,.25,Acre,.66000003,
1629,209080880169,Panel A,20908088,1,,R2,Yes,"HYBRID, PEGEON PEAS",1,Acre,.66000003,
1629,209080880169,Panel A,20908088,1,,R3,Yes,TOBACCO,.5,Acre,.49000001,
1615,209080880173,Panel A,20908088,1,,R3,Yes,GROUNDNUTS,.5,Acre,.28,
1615,209080880173,Panel A,20908088,1,,R2,Yes,LOCAL MAIZE,1,Acre,.88999999,
1615,209080880173,Panel A,20908088,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.09,
1609,209080880192,Panel A,20908088,1,,R1,Yes,MAIZE,.5,Acre,.60000002,
1609,209080880192,Panel A,20908088,1,,R2,Yes,G/NUTS,.5,Acre,.44,
1623,209080880198,Panel A,20908088,1,,R4,Yes,HYBRID MAIZE,1,Acre,1.39,
1623,209080880198,Panel A,20908088,1,,R1,Yes,HYBRID MAIZE,.25,Acre,.63,
1623,209080880198,Panel A,20908088,1,,R2,Yes,GROUNDNUTS,.25,Acre,.86000001,
1623,209080880198,Panel A,20908088,1,,R3,Yes,HYBRID MAIZE,.44999999,Acre,1.1,
1593,209081190042,Panel A,20908119,1,,R1,Yes,LOCAL MAIZE,1,Acre,.69999999,
1591,209081190062,Panel A,20908119,1,,R2,Yes,MAIZE,.5,Acre,.5,
1591,209081190062,Panel A,20908119,1,,R3,Yes,RICE,.25,Acre,.5,
1591,209081190062,Panel A,20908119,1,,R1,Yes,MAIZE,2,Acre,1.7,
1573,209081190063,Panel A,20908119,1,,R2,Yes,LOCAL MAIZE,.5,Acre,.44999999,
1573,209081190063,Panel A,20908119,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.21,
1595,209081190089,Panel A,20908119,1,,R2,Yes,HYBRID,1,Acre,1,
1595,209081190089,Panel A,20908119,1,,R3,Yes,TOBACCO,1,Acre,1.5,
1595,209081190089,Panel A,20908119,1,,R1,Yes,LOCAL MAIZE,.5,Acre,2.4000001,
1597,209081190095,Panel A,20908119,1,,R2,Yes,TOBACCO,.5,Acre,.43000001,
1597,209081190095,Panel A,20908119,1,,R1,Yes,MAIZE,.5,Acre,.92000002,
1569,209081190116,Panel A,20908119,1,,R1,Yes,MAIZE,1,Acre,1.7,
1569,209081190116,Panel A,20908119,1,,R2,Yes,TOBACCO,.5,Acre,.2,
1571,209081190156,Panel A,20908119,1,,R2,Yes,G/NUTS,.5,Acre,.67000002,
1571,209081190156,Panel A,20908119,1,,R1,Yes,MAIZE,.5,Acre,.83999997,
1589,209081190189,Panel A,20908119,1,,R1,Yes,LOCAL MAIZE,.5,Acre,2.4000001,
1589,209081190189,Panel A,20908119,1,,R2,Yes,HYBRID MAIZE,1,Acre,.92000002,
1575,209081190229,Panel A,20908119,1,,R4,Yes,TOBACCO,.5,Acre,.57999998,
1575,209081190229,Panel A,20908119,1,,R1,Yes,MAIZE,1,Acre,.72000003,
1575,209081190229,Panel A,20908119,1,,R3,Yes,RICE,.5,Acre,.52999997,
1575,209081190229,Panel A,20908119,1,,R2,Yes,G/NUTS,.5,Acre,.43000001,
1587,209081190230,Panel A,20908119,1,,R2,Yes,RICE,1,Acre,.80000001,
1587,209081190230,Panel A,20908119,1,,R1,Yes,MAIZE,1,Acre,1.2,
1585,209081190235,Panel A,20908119,1,,R1,Yes,LOCAL MAIZE,3,Acre,2,
1585,209081190235,Panel A,20908119,1,,R2,Yes,RICE,.5,Acre,1,
1585,209081190235,Panel A,20908119,1,,R3,Yes,G/NUTS,.80000001,Acre,4,
1583,209081190269,Panel A,20908119,1,,R1,Yes,MAIZE,2,Acre,1.8,
1583,209081190269,Panel A,20908119,1,,R2,Yes,RICE,1,Acre,.82999998,
1579,209081190279,Panel A,20908119,1,,R2,Yes,H MAIZE,1,Acre,.91000003,
1579,209081190279,Panel A,20908119,1,,R4,Yes,MPUNGA,1,Acre,.5,
1579,209081190279,Panel A,20908119,1,,R3,Yes,FODYA,1,Acre,1.1,
1579,209081190279,Panel A,20908119,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.2,
1577,209081190303,Panel A,20908119,1,,R1,Yes,HYBRID RECYCLED,.5,Acre,1.5,
1581,209081190307,Panel A,20908119,1,,R1,Yes,MAIZE PLOT,2,Acre,1.8,
1581,209081190307,Panel A,20908119,1,,R2,Yes,RICE,.5,Acre,.69999999,
1599,209081190318,Panel A,20908119,1,,R2,Yes,MAIZE PLOT,1,Acre,1.5,
1599,209081190318,Panel A,20908119,1,,R1,Yes,MAIZE,.5,Acre,.69999999,
1600,209091130006,Panel B,20909113,1,,R1,Yes,MAIZE,.5,Acre,.91000003,
1616,209091130013,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,.2,Acre,.090000004,
1616,209091130013,Panel B,20909113,1,,R2,Yes,LOCAL MAIZE,2,Acre,.5,
1620,209091130019,Panel B,20909113,1,,R2,Yes,TOBACCO,1,Acre,1.3099999,
1620,209091130019,Panel B,20909113,1,,R1,Yes,HTYBRID MAIZE,1,Acre,1.5,
1620,209091130019,Panel B,20909113,1,,R3,Yes,HYBRID MAIZE,1,Acre,1.12,
1602,209091130025,Panel B,20909113,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.47,
1602,209091130025,Panel B,20909113,1,,R3,Yes,RENTED OUT,.30000001,Acre,.28,
1602,209091130025,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.31999999,
1598,209091130037,Panel B,20909113,1,,R2,Yes,HYBRID MAIZE,1,Acre,.98000002,
1598,209091130037,Panel B,20909113,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.60000002,
1614,209091130043,Panel B,20909113,1,,R3,Yes,LOCAL MAIZE,1,Acre,.54000002,
1614,209091130043,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.5599999,
1614,209091130043,Panel B,20909113,1,,R2,Yes,LOCAL MAIZE,1,Acre,.94,
1608,209091130049,Panel B,20909113,1,,R1,Yes,MAIZE,.1,Acre,1.4,
1592,209091130056,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,.1,Acre,1.4400001,
1596,209091130074,Panel B,20909113,1,,R2,Yes,GROUND NUTS,1,Acre,.5,
1596,209091130074,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.6,
1618,209091130080,Panel B,20909113,1,,R2,Yes,LOCAL MAIZE,1,Acre,1.2,
1618,209091130080,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.60000002,
1622,209091130086,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,.5,Acre,1,
1594,209091130099,Panel B,20909113,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.17,
1612,209091130105,Panel B,20909113,1,,R1,Yes,"LOCAL MAIZE,C/PEAS,NKHWAN",1,Acre,.79000002,
1604,209091130111,Panel B,20909113,1,,R1,Yes,MAIZE,.1,Acre,.41,
1606,209091130123,Panel B,20909113,1,,R1,Yes,LOCAL MAIZE,1,Acre,.88,
1606,209091130123,Panel B,20909113,1,,R2,Yes,LOCAL MAIZE,.75,Acre,.62,
1642,210370300001,Panel B,21037030,1,,R2,Yes,MAIZE PLOT 2,,,,TOO FAR FROM HOUSEHOLD
1642,210370300001,Panel B,21037030,1,,R1,Yes,MAIZE PLOT 1,,,,TOO FAR FROM HOUSEHOLD
1642,210370300001,Panel B,21037030,1,,R3,Yes,G/NUT PLOT 3,,,,TOO FAR FROM HOUSEHOLD
1648,210370300010,Panel B,21037030,1,,,No,,,,,
1630,210370300014,Panel B,21037030,1,,R1,Yes,MAIZE FIELD,1,Acre,1.0599999,
1624,210370300018,Panel B,21037030,1,,R1,Yes,MAIZE FIELD,4,Acre,,TOO FAR FROM HOUSEHOLD
1628,210370300036,Panel B,21037030,1,,R2,Yes,G/NUTS PLOT,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1628,210370300036,Panel B,21037030,1,,R1,Yes,MAIZE PLOT,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1640,210370300045,Panel B,21037030,1,,R1,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1650,210370300054,Panel B,21037030,1,,R1,Yes,MAIZE PLOT 1,.5,Acre,.14,
1652,210370300058,Panel B,21037030,1,,R2,Yes,MAIZE/BEAN PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1652,210370300058,Panel B,21037030,1,,R1,Yes,TOBACCO PLOT,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1626,210370300067,Panel B,21037030,1,,R1,Yes,MAIZE PLOT 1,1,Acre,,TOO FAR FROM HOUSEHOLD
1646,210370300071,Panel B,21037030,1,,R1,Yes,HYBRID MAIZE,2,Acre,,TOO FAR FROM HOUSEHOLD
1638,210370300075,Panel B,21037030,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1653,210375360051,Panel A,21037536,1,,R2,Yes,MAIZE PLOT 2,1,Acre,,TOO FAR FROM HOUSEHOLD
1653,210375360051,Panel A,21037536,1,,R1,Yes,MAIZE PLOT 1,1,Acre,,TOO FAR FROM HOUSEHOLD
1649,210375360081,Panel A,21037536,1,,R1,Yes,KAPHIRI PLOT,1,Acre,1.37,
1645,210375360166,Panel A,21037536,1,,,No,,,,,
1635,210375360303,Panel A,21037536,1,,R1,Yes,WAPAKHOMO,.25,Acre,.13,
1669,210487640009,Panel A,21048764,1,,R1,Yes,HYBRID MAIZE RECYCLE PLOT,3,Acre,,TOO FAR FROM HOUSEHOLD
1691,210487640016,Panel A,21048764,1,,,No,,,,,
1693,210487640032,Panel A,21048764,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.27000001,
1665,210487640035,Panel A,21048764,1,,R1,Yes,MAIZE HYBRID,1,Acre,1.24,
1675,210487640090,Panel A,21048764,1,,R1,Yes,MAIZE GARDEN,.5,Acre,.41999999,
1675,210487640090,Panel A,21048764,1,,R2,Yes,G/NUTS PLOT,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1675,210487640090,Panel A,21048764,1,,R3,Yes,NANDOLO PLOT,2,Acre,,TOO FAR FROM HOUSEHOLD
1677,210487640099,Panel A,21048764,1,,R1,Yes,MAIZE PLOT 1,1,Acre,.74000001,
1681,210487640100,Panel A,21048764,1,,R1,Yes,MAIZE PLOT 1,.5,Acre,.14,
1673,210487640103,Panel A,21048764,1,,R1,Yes,MAIZE PLOT 1,1,Acre,1.01,
1673,210487640103,Panel A,21048764,1,,R2,Yes,PLOT 2,1,Acre,1.48,
1679,210487640147,Panel A,21048764,1,,R1,Yes,MAIZE PLOT 1,2,Acre,.94,
1679,210487640147,Panel A,21048764,1,,R2,Yes,MAIZE PLOT 2,1,Acre,1.63,
1685,210487640179,Panel A,21048764,1,,R1,Yes,HYBRID,1,Acre,.60000002,
1667,210487640200,Panel A,21048764,1,,R2,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1667,210487640200,Panel A,21048764,1,,R1,Yes,MAIZE PLOT,.25,Acre,.050000001,
1678,210512030007,Panel B,21051203,1,,R1,Yes,GARDEN,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1664,210512030021,Panel B,21051203,1,,R1,Yes,MAIZE PLOT 1,1,Acre,,TOO FAR FROM HOUSEHOLD
1686,210512030065,Panel B,21051203,1,,R1,Yes,MAIZE PLOT 1,1,Acre,.76999998,
1676,210512030108,Panel B,21051203,1,,R1,,MAIZE PLOT 1,1,Acre,.92000002,
1674,210512030181,Panel B,21051203,1,,R1,Yes,MAIZE HYBRID PLOT,2.5,Acre,,TOO FAR FROM HOUSEHOLD
1682,210512030210,Panel B,21051203,1,,R1,Yes,MAIZE PLOT,2,Acre,,TOO FAR FROM HOUSEHOLD
1666,210512030253,Panel B,21051203,1,,R1,Yes,HYBRID,1,Acre,,TOO FAR FROM HOUSEHOLD
1717,210524270049,Panel A,21052427,1,,R1,Yes,WAPAKHOMO,.5,Acre,.40000001,
1723,210524270056,Panel A,21052427,1,,R1,Yes,MUNDA WAPAKHOMO,.5,Acre,.15000001,
1701,210524270105,Panel A,21052427,1,,,No,,,,,
1703,210524270130,Panel A,21052427,1,,R1,Yes,MUNDA WAPAKHOMO,.2,Acre,.33000001,
1719,210524270133,Panel A,21052427,1,,R1,Yes,HYBRID MAIZE,1,Acre,.63,
1719,210524270133,Panel A,21052427,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.12,
1705,210524270222,Panel A,21052427,1,,R1,Yes,MUNDA WAPAKHOMO,.25,Acre,.22,
1711,210524270224,Panel A,21052427,1,,R1,Yes,HYBRID MAIZE,1,Acre,.80000001,
1702,210537450001,Panel B,21053745,1,,,No,,,,,
1708,210537450023,Panel B,21053745,1,,R1,Yes,HYBRID MAIZE,1,Acre,,TOO FAR FROM HOUSEHOLD
1692,210537450030,Panel B,21053745,1,,R1,Yes,LOCAL MAIZE,.029999999,Acre,.2,
1706,210537450059,Panel B,21053745,1,,R1,Yes,LOCAL MAIZE FIELD,1,Acre,,
1688,210537450133,Panel B,21053745,1,,R1,Yes,MAIZE PLOT,1,Acre,1.02,
1714,210537450147,Panel B,21053745,1,,R3,Yes,MAIZE PLOT 3,.5,Acre,,TOO FAR FROM HOUSEHOLD
1714,210537450147,Panel B,21053745,1,,R1,Yes,MAIZE PLOT 1,1,Acre,1.53,TOO FAR FROM HOUSEHOLD
1714,210537450147,Panel B,21053745,1,,R2,Yes,MAIZE PLOT2,1,Acre,,TOO FAR FROM HOUSEHOLD
1748,210552410123,Panel B,21055241,1,,R1,Yes,MAIZE FIELD,1,Acre,,TOO FAR FROM HOUSEHOLD
1732,210552410148,Panel B,21055241,1,,R1,Yes,MAIZE PLOT,3,Acre,,TOO FAR FROM HOUSEHOLD
1726,210552410174,Panel B,21055241,1,,R1,Yes,MAIZE PLOT,1,Hectare,,TOO FAR FROM HOUSEHOLD
1746,210552410199,Panel B,21055241,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1746,210552410199,Panel B,21055241,1,,R2,Yes,BEANS,.25,Acre,,TOO FAR FROM HOUSEHOLD
1746,210552410199,Panel B,21055241,1,,R3,Yes,G/NUTS,.5,Acre,,TOO FAR FROM HOUSEHOLD
1738,210552410301,Panel B,21055241,1,,R1,Yes,MAIZE PLOT,1,Acre,.34,
1738,210552410301,Panel B,21055241,1,,R2,Yes,MAIZE PLOT,1.5,Acre,1.12,
1744,210552410353,Panel B,21055241,1,,R1,Yes,MAIZE FIELD,2,Acre,.97000003,
1734,210552410378,Panel B,21055241,1,,R1,Yes,MUNDA WA SOYA,.5,Acre,.46000001,
1750,210552410404,Panel B,21055241,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.22,
1720,210552410429,Panel B,21055241,1,,R2,Yes,MAIZE FIELD,3,Acre,,TOO FAR FROM HOUSEHOLD
1720,210552410429,Panel B,21055241,1,,R1,Yes,NAMANOLA ESTATE,2,Acre,,TOO FAR FROM HOUSEHOLD
1730,210552410480,Panel B,21055241,1,,R1,Yes,MAIZE PLOT,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1722,210552410531,Panel B,21055241,1,,R1,Yes,MAIZE PLOT 1,.1,Acre,.02,
1722,210552410531,Panel B,21055241,1,,R2,Yes,SWEET POTATO PLOT 2,.2,Acre,.02,
1749,210556930273,Panel A,21055693,1,,R1,Yes,MAIZE PLOT 1,.5,Acre,.13,
1753,210556930426,Panel A,21055693,1,,R1,Yes,MAIZE PLOT 1,1.5,Acre,1.22,
1757,210556930609,Panel A,21055693,1,,,No,,,,,
1733,210556930638,Panel A,21055693,1,,R1,Yes,MAIZE PLOT,.25,Acre,.14,
1743,210556930789,Panel A,21055693,1,,R1,Yes,MAIZE PLOT 1,.69999999,Acre,.52999997,
1745,210556930881,Panel A,21055693,1,,R2,Yes,HYBRID MAIZE,1,Acre,.77999997,
1745,210556930881,Panel A,21055693,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.63,
1739,210556930960,Panel A,21055693,1,,R1,Yes,MAIZE GARDEN,.5,Acre,,TOO FAR FROM HOUSEHOLD
1752,210660960013,Panel B,21066096,1,,R2,Yes,IRISH POTATO PLOT 2,1.5,Hectare,,TOO FAR FROM HOUSEHOLD
1752,210660960013,Panel B,21066096,1,,R1,Yes,MAIZE/BEANS PLOT,5,Hectare,,TOO FAR FROM HOUSEHOLD
1774,210660960138,Panel B,21066096,1,,R1,Yes,MAIZE PLOT 1,1.3,Acre,.91000003,
1756,210660960179,Panel B,21066096,1,,R2,Yes,RICE FIELD,1,Acre,,TOO FAR FROM HOUSEHOLD
1756,210660960179,Panel B,21066096,1,,R1,Yes,MAIZE GARDEN,2,Acre,,TOO FAR FROM HOUSEHOLD
1766,210660960303,Panel B,21066096,1,,R1,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1764,210660960386,Panel B,21066096,1,,R1,Yes,MAIZE PLOT 1,1,Acre,,TOO FAR FROM HOUSEHOLD
1780,210660960511,Panel B,21066096,1,,R2,Yes,G/NUTS PLOT,.5,Acre,,TOO FAR FROM HOUSEHOLD
1780,210660960511,Panel B,21066096,1,,R1,Yes,MAIZE HYBRID,1,Acre,,TOO FAR FROM HOUSEHOLD
1772,210660960593,Panel B,21066096,1,,R1,Yes,MAIZE FIELD,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1772,210660960593,Panel B,21066096,1,,R2,Yes,MAIZE FIELD,1,Acre,.98000002,
1760,210660960676,Panel B,21066096,1,,R1,Yes,PLOT 1,2,Acre,.97000003,
1760,210660960676,Panel B,21066096,1,,R2,Yes,PLOT 2,1,Acre,1.71,
1754,210660960718,Panel B,21066096,1,,R1,Yes,MAIZE GARDEN,.5,Acre,,TOO FAR FROM HOUSEHOLD
1778,210660960842,Panel B,21066096,1,,,No,,,,,
1777,210663390033,Panel A,21066339,1,,R1,Yes,MAIZE PLOT,.5,Acre,,TOO FAR FROM HOUSEHOLD
1781,210663390423,Panel A,21066339,1,,R1,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1761,210663390451,Panel A,21066339,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.24,
1761,210663390451,Panel A,21066339,1,,R2,Yes,HOME PLOT,2,Acre,,TOO FAR FROM HOUSEHOLD
1769,210663390578,Panel A,21066339,1,,R1,Yes,MAIZE PLOT,1,Acre,.5,
1769,210663390578,Panel A,21066339,1,,R2,Yes,MAIZE PLOT,.5,Acre,.33000001,
1789,210663390682,Panel A,21066339,1,,R1,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1767,210663390754,Panel A,21066339,1,,R1,Yes,MAIZE FIELD,1,Acre,.60000002,
1773,210663390913,Panel A,21066339,1,,R2,Yes,POTATOES FIELD,.25,Acre,.029999999,
1773,210663390913,Panel A,21066339,1,,R1,Yes,MAIZE FIELD,2.5,Acre,1.51,
1807,210745100075,Panel A,21074510,1,,R1,Yes,MUNDA WA PAKHOMO,.25,Acre,.11,
1801,210745100501,Panel A,21074510,1,,R1,Yes,MAIZE FIELD,1.5,Acre,1.02,
1795,210745100640,Panel A,21074510,1,,R1,Yes,MUNDA WA CHIMANGA,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1817,210745100885,Panel A,21074510,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.31999999,
1809,210745100917,Panel A,21074510,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.1,
1821,210745100948,Panel A,21074510,1,,R1,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1800,210777250033,Panel B,21077725,1,,R1,Yes,MAIZE PLOT,2,Acre,,TOO FAR FROM HOUSEHOLD
1802,210777250041,Panel B,21077725,1,,,No,,,,,
1812,210777250058,Panel B,21077725,1,,R2,Yes,LOCAL MAIZE,2.25,Acre,2.2,TOO FAR FROM HOUSEHOLD
1812,210777250058,Panel B,21077725,1,,R1,Yes,HYBRID MAIZE,2.25,Acre,1.3,
1786,210777250066,Panel B,21077725,1,,R2,Yes,,,,,TOO FAR FROM HOUSEHOLD
1786,210777250066,Panel B,21077725,1,,R1,Yes,HYBRID MAIZE,.2,Acre,.15000001,
1810,210777250074,Panel B,21077725,1,,R1,Yes,SOYA BEANS,1.45,Acre,.34999999,
1808,210777250157,Panel B,21077725,1,,R2,Yes,MAIZE  PLOT,.5,Acre,.11,
1808,210777250157,Panel B,21077725,1,,R1,Yes,MAIZE PLOT,2,Acre,,TOO FAR FROM HOUSEHOLD
1796,210777250174,Panel B,21077725,1,,R2,Yes,SOYA BEANS PLOY,1,Acre,,TOO FAR FROM HOUSEHOLD
1796,210777250174,Panel B,21077725,1,,R1,Yes,MAIZE PLOT,2.5,Hectare,,TOO FAR FROM HOUSEHOLD
1849,210803080100,Panel A,21080308,1,,R1,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1853,210803080358,Panel A,21080308,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1843,210803080685,Panel A,21080308,1,,R1,Yes,MAIZE FIELD,.2,Acre,.079999998,
1825,210803080880,Panel A,21080308,1,,R1,Yes,MAIZE PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1836,210815730045,Panel B,21081573,1,,R1,Yes,MAIZE PLOT,.5,Acre,,TOO FAR FROM HOUSEHOLD
1822,210815730107,Panel B,21081573,1,,R1,Yes,MUNDA WA KWA ROBBATS,.5,Acre,.94999999,
1818,210815730169,Panel B,21081573,1,,R2,Yes,GARDEN,4,Acre,,TOO FAR FROM HOUSEHOLD
1818,210815730169,Panel B,21081573,1,,R1,Yes,MAIZE FIELD,1.5,Acre,.80000001,
1832,210815730190,Panel B,21081573,1,,R1,Yes,MAIZE FIELD,1,Acre,,TOO FAR FROM HOUSEHOLD
1840,210815730253,Panel B,21081573,1,,R2,Yes,HYBRID MAIZE 2,.69999999,Acre,,TOO FAR FROM HOUSEHOLD
1840,210815730253,Panel B,21081573,1,,R1,Yes,LOCAL MAIZE PLOT 1,.69999999,Acre,,TOO FAR FROM HOUSEHOLD
1834,210815730273,Panel B,21081573,1,,R1,Yes,MAIZE PLOT 1,2,Acre,,TOO FAR FROM HOUSEHOLD
1834,210815730273,Panel B,21081573,1,,R2,Yes,G/NUTS PLOT 2,6,Acre,,TOO FAR FROM HOUSEHOLD
1824,210815730315,Panel B,21081573,1,,R1,Yes,LOCAL MAIZE PLOT 1,1.5,Acre,,TOO FAR FROM HOUSEHOLD
1824,210815730315,Panel B,21081573,1,,R3,Yes,G/NUTS PLOT 3,.30000001,Acre,,TOO FAR FROM HOUSEHOLD
1824,210815730315,Panel B,21081573,1,,R2,Yes,HYBRID MAIZE PLOT 2,.5,Acre,,TOO FAR FROM HOUSEHOLD
1820,210815730357,Panel B,21081573,1,,R1,Yes,LOCAL MAIZE,2,Acre,,TOO FAR FROM HOUSEHOLD
1856,210860690053,Panel B,21086069,1,,R1,Yes,MAIZE PLOT 1,1,Acre,.86000001,
1856,210860690053,Panel B,21086069,1,,R2,Yes,SOYA BEAN PLOT 2,.5,Acre,.47,
1870,210860690065,Panel B,21086069,1,,R1,Yes,MAIZE HYBRID PLOT,1,Acre,.30000001,
1862,210860690077,Panel B,21086069,1,,R1,Yes,MAIZE PLOT,1,Acre,.88,
1860,210860690100,Panel B,21086069,1,,R1,Yes,LOCAL MAIZE,2,Acre,.75,
1872,210860690112,Panel B,21086069,1,,R1,Yes,LOCAL MAIZE PLOT,1,Acre,.55000001,
1844,210860690123,Panel B,21086069,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.40000001,
1844,210860690123,Panel B,21086069,1,,R3,Yes,RENTED OUT PLOT,1.5,Acre,1.7,
1844,210860690123,Panel B,21086069,1,,R4,Yes,RENTED OUT PLOT,.5,Acre,.89999998,
1844,210860690123,Panel B,21086069,1,,R2,Yes,HYBRID,.5,Acre,.30000001,
1854,210860690146,Panel B,21086069,1,,R1,Yes,HYBRID,.5,Acre,.34,
1846,210860690158,Panel B,21086069,1,,R1,Yes,HYBRID MAIZE,1,Acre,,TOO FAR FROM HOUSEHOLD
1866,210860690170,Panel B,21086069,1,,R2,Yes,MAIZE HYBRID,1,Acre,,TOO FAR FROM HOUSEHOLD
1866,210860690170,Panel B,21086069,1,,R1,Yes,MAIZE LOCAL,1,Acre,,TOO FAR FROM HOUSEHOLD
1866,210860690170,Panel B,21086069,1,,R3,Yes,G/NUTS PLOT,1,Acre,,TOO FAR FROM HOUSEHOLD
1848,210860690181,Panel B,21086069,1,,R1,Yes,HYBRID,.5,Acre,.43000001,
1850,210860690204,Panel B,21086069,1,,R1,Yes,MAIZE GARDEN,.5,Acre,,TOO FAR FROM HOUSEHOLD
1850,210860690204,Panel B,21086069,1,,R2,Yes,MAIZE GARDEN,1.5,Acre,.61000001,
1868,210860690216,Panel B,21086069,1,,R1,Yes,MAIZE PLOT,1,Acre,.79000002,
1873,210864360023,Panel A,21086436,1,,R2,Yes,MAIZE GARDEN,.25,Acre,.69,
1873,210864360023,Panel A,21086436,1,,R1,Yes,MAIZE GARDEN,.5,Acre,,TOO FAR FROM HOUSEHOLD
1865,210864360071,Panel A,21086436,1,,R1,Yes,MAIZE PLOT,.75,Acre,1.4,
1865,210864360071,Panel A,21086436,1,,R3,Yes,POTATO PLOT,.12,Acre,.1,
1865,210864360071,Panel A,21086436,1,,R2,Yes,CG7 PLOT,.25,Acre,.30000001,
