HHID,case_id,ea_id,qx_type,visit,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
1810,210777250074,21077725,Panel B,1,Yes,MAIZE HYBRID,,1.4,Acre,No,,,,,56,50 kg bag,,Shelled,April,April,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,5,50 kg Bag,,,,Insects,,Rodents/Pests,,Yes,Bags in house,,7,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,20,50 kg Bag,,S: Shelled
1808,210777250157,21077725,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,210777250174,21077725,Panel B,1,Yes,MAIZE LOCAL,,2.5,Hectare,No,,,,,90,50 kg bag,,Shelled,May,June,No,,,,,,,,,12,50 kg Bag,,S: Shelled,0,,,,0,,,,7,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,5,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1796,210777250174,21077725,Panel B,1,Yes,BEANS,,2.5,Hectare,No,,,,,7,50 kg bag,,Shelled,April,April,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
1796,210777250174,21077725,Panel B,1,Yes,SOYABEAN,,1,Acre,No,,,,,14,50 kg bag,,Shelled,June,July,Yes,14,50 kg Bag,,S: Shelled,45500,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
1849,210803080100,21080308,Panel A,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,210803080358,21080308,Panel A,1,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,25,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1843,210803080685,21080308,Panel A,1,Yes,MAIZE HYBRID,,.2,Acre,No,,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,6,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,Yes,2,Pail (large),,S: Shelled,,,,,,,,
1825,210803080880,21080308,Panel A,1,Yes,MAIZE HYBRID,,.60000002,Acre,No,,,,,6,50 kg bag,,Shelled,May,May,Yes,1,50 kg Bag,,S: Shelled,2500,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,40,Kilogram,,S: Shelled,No,,,,,20,Kilogram,,S: Shelled,20,Kilogram,,S: Shelled
1836,210815730045,21081573,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,210815730107,21081573,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,210815730169,21081573,Panel B,1,Yes,MAIZE HYBRID,,2,Acre,No,,,,,30,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,S: Shelled,,Rotting,,,,Yes,Bags in house,,1,50 kg Bag,,S: Shelled,Other (Specify),FUMIGATION,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1818,210815730169,21081573,Panel B,1,Yes,BEANS,,2,Acre,No,,,,,75,50 kg bag,,,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,,50,50 kg Bag,,U: Unshelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
1832,210815730190,21081573,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,210815730253,21081573,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,11,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,6,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1840,210815730253,21081573,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,20,50 kg bag,,Shelled,March,March,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1834,210815730273,21081573,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,210815730315,21081573,Panel B,1,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,4,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,25,Kilogram,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1824,210815730315,21081573,Panel B,1,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,15,50 kg bag,,Unshelled,April,April,Yes,200,Kilogram,,S: Shelled,20000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
1820,210815730357,21081573,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,14,50 kg bag,,Shelled,July,July,Yes,10,50 kg Bag,,S: Shelled,12000,1,2,0,4,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,Yes,10,50 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,0,,,
1820,210815730357,21081573,Panel B,1,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,300,Kilogram,,Not applicable,February,March,Yes,300,Kilogram,,Not Applicable,75000,1,2,2000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,0,,,,0,,,,No,,,,,0,,,,0,,,
1856,210860690053,21086069,Panel B,1,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,7,50 kg bag,,Unshelled,May,May,Yes,5,50 kg Bag,,U: Unshelled,5000,1,,0,0,,,,0,,,,0,,,,0,,,,20,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Food for household,,No,,,,,,,,,,,,,,,,,,,,,
1856,210860690053,21086069,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,11,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
1870,210860690065,21086069,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,1,Ox-cart,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,0,,,,Yes,25,Kilogram,,S: Shelled,,,,,,,,
1862,210860690077,21086069,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,5,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,5,50 kg Bag,,S: Shelled,,,,,,,,
1860,210860690100,21086069,Panel B,1,Yes,MAIZE LOCAL,,2,Acre,No,,,,,3,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1872,210860690112,21086069,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,210860690123,21086069,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
1844,210860690123,21086069,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,7,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1854,210860690146,21086069,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,210860690158,21086069,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,10,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1866,210860690170,21086069,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,210860690181,21086069,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,210860690204,21086069,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,3,50 kg bag,,Shelled,April,April,No,,,,,,,,,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,50,Kilogram,,S: Shelled,Yes,0,,,,,,,,,,,
1868,210860690216,21086069,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,12,50 kg bag,,Shelled,May,May,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1873,210864360023,21086436,Panel A,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,210864360071,21086436,Panel A,1,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,5,50 kg bag,,Unshelled,May,May,Yes,1.5,50 kg Bag,,S: Shelled,2250,1,,0,1,Kilogram,,S: Shelled,2,Kilogram,,S: Shelled,0,,,,0,,,,6,Kilogram,,S: Shelled,3,Kilogram,,S: Shelled,,Theft,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
1865,210864360071,21086436,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,2,Ox-cart,,Unshelled,May,May,Yes,3,50 kg Bag,,S: Shelled,2700,1,,0,50,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,50 kg Bag,,S: Shelled,2.5,50 kg Bag,,S: Shelled,,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1865,210864360071,21086436,Panel A,1,Yes,IRISH [MALAWI] POTATO,,.5,Acre,No,,,,,3,50 kg bag,,Not applicable,June,June,Yes,1,50 kg Bag,,Not Applicable,800,1,,0,1,Pail (small),,Not Applicable,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
1875,210864360087,21086436,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,15,50 kg bag,,Shelled,April,April,Yes,5,50 kg Bag,,S: Shelled,12000,1,,0,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,1,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
1879,210864360119,21086436,Panel A,1,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,2,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,0,,,,Yes,0,,,,,,,,,,,
1871,210864360135,21086436,Panel A,1,Yes,GROUNDNUT CG7,,.30000001,Acre,No,,,,,4,50 kg bag,,Unshelled,May,May,Yes,1,50 kg Bag,,U: Unshelled,800,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
1871,210864360135,21086436,Panel A,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,4,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
1871,210864360135,21086436,Panel A,1,Yes,SOYABEAN,,.2,Acre,No,,,,,1,Pail (large),,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
1887,210864360167,21086436,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,4,50 kg Bag,,S: Shelled,0,,,,Yes,0,,,,,,,,,,,
1857,210864360183,21086436,Panel A,1,Yes,GROUNDNUT CG7,,.30000001,Acre,No,,,,,2,50 kg bag,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
1857,210864360183,21086436,Panel A,1,Yes,MAIZE LOCAL,,.69999999,Acre,No,,,,,1,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,50 kg Bag,,S: Shelled,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
1859,210864360200,21086436,Panel A,1,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,9,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1859,210864360200,21086436,Panel A,1,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,5,50 kg bag,,Unshelled,June,June,Yes,2,50 kg Bag,,U: Unshelled,2000,1,2,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
1867,210864360216,21086436,Panel A,1,Yes,MAIZE HYBRID RECYCLED,,2,Acre,Yes,Drought,,,,3,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,30,Lack of transportation,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1877,210864360264,21086436,Panel A,1,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,365,Kilogram,,Not applicable,February,March,Yes,365,Kilogram,,Not Applicable,36000,1,2,3500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
1877,210864360264,21086436,Panel A,1,Yes,SOYABEAN,,1,Acre,No,,,,,14,50 kg bag,,Shelled,March,March,Yes,4,50 kg Bag,,S: Shelled,7000,1,2,0,0,,,,0,,,,0,,,,0,,,,18,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
1877,210864360264,21086436,Panel A,1,Yes,MAIZE HYBRID,,2,Acre,No,,,,,17,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1877,210864360264,21086436,Panel A,1,Yes,GROUNDNUT CG7,,1.5,Acre,No,,,,,11,50 kg bag,,Unshelled,May,June,Yes,8,50 kg Bag,,U: Unshelled,13000,1,2,0,0,,,,0,,,,0,,,,0,,,,30,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
1881,210864360280,21086436,Panel A,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,210864360296,21086436,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,Yes,Rains,,,,5,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1863,210864360312,21086436,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,8,50 kg bag,,Shelled,May,May,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
1863,210864360312,21086436,Panel A,1,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,4,50 kg bag,,Unshelled,June,June,Yes,1,50 kg Bag,,S: Shelled,4225,1,,200,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
1915,210875310152,21087531,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,19,50 kg bag,,Shelled,May,May,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,7,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,2,50 kg Bag,,S: Shelled
1901,210875310213,21087531,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,9,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,,Theft,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,25,Kilogram,,S: Shelled,25,Kilogram,,S: Shelled
1889,210875310313,21087531,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,40,50 kg bag,,Shelled,May,June,Yes,20,50 kg Bag,,S: Shelled,60000,2,,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,5,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1909,210875310374,21087531,Panel A,1,Yes,MAIZE HYBRID,,2,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,20,50 kg bag,,Shelled,May,May,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,7,50 kg Bag,,S: Shelled,No,,,,,0,,,,30,50 kg Bag,,S: Shelled
1919,210875310399,21087531,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,25,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,4,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1919,210875310399,21087531,Panel A,1,Yes,BEANS,,1,Acre,Yes,Other (Specify),DESTROYED BY RAIN,,,2,Pail (large),,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
1874,210885970005,21088597,Panel B,1,Yes,MAIZE LOCAL,,1.75,Acre,No,,,,,8,50 kg bag,,Shelled,May,May,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,3,Pail (small),,S: Shelled,0,,,
1892,210885970026,21088597,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,210885970047,21088597,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Insects,,,,10,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,1,50 kg Bag,,S: Shelled
1880,210885970068,21088597,Panel B,1,Yes,GROUNDNUT MAWANGA,,1,Acre,No,,,,,21,50 kg bag,,Unshelled,March,May,Yes,6,50 kg Bag,,S: Shelled,18000,2,,0,1,50 kg Bag,,U: Unshelled,0,,,,0,,,,0,,,,2,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Food for household,,No,,,,,,,,,,,,,,,,,,,,,
1890,210885970089,21088597,Panel B,1,Yes,SOYABEAN,,.5,Acre,No,,,,,3,50 kg bag,,Shelled,May,May,Yes,3,50 kg Bag,,S: Shelled,7000,2,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
1890,210885970089,21088597,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,1.5,Acre,No,,,,,27,50 kg bag,,Unshelled,May,May,Yes,5,50 kg Bag,,U: Unshelled,5400,2,,0,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
1890,210885970089,21088597,Panel B,1,Yes,MAIZE HYBRID,,4,Acre,No,,,,,50,50 kg bag,,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Other (Specify),TO PAY GARDEN WORKERS,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1890,210885970089,21088597,Panel B,1,Yes,MAIZE LOCAL,,2,Acre,No,,,,,20,50 kg bag,,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,4,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1890,210885970089,21088597,Panel B,1,Yes,MAIZE HYBRID,,2,Acre,No,,,,,25,50 kg bag,,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Other (Specify),TO PAY GARDEN WORKERS,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1896,210885970174,21088597,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,1,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,3,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,No,,,,,1,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled
1900,210885970195,21088597,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
