HHID,case_id,qx_type,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
2010,301054480266,Panel B,2,30105448,Owned,10000,500,Month,,,4,Traditional,Compacted earth,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,None,,,Burning,,No,,,
2030,301054480283,Panel B,2,30105448,Owned,50000,500,Month,,,10,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,4,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
2002,301054480299,Panel B,2,30105448,Owned,5000,800,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,8,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,50,.5,Minute,All year around,,Latrine without roof,,Household members only,Burning,,Yes,Yes,Yes,"Yes, for some children under five"
2022,301054480332,Panel B,2,30105448,Owned,25000,700,Month,,,7,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,8,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,6,Minute,All year around,,None,,,None,,No,,,
2034,301076240005,Panel B,2,30107624,Owned,15000,600,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,20,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,1,1000,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,No,,,
2046,301076240010,Panel B,2,30107624,Owned,5000,100,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,8,Minute,All year around,,None,,,Public rubbish heap,,No,,,
2038,301076240026,Panel B,2,30107624,Owned,5000,150,Month,,,9,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected well in yard/plot,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,No,
2060,301076240032,Panel B,2,30107624,Owned,170000,1500,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Grass,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,No,,,
2054,301076240037,Panel B,2,30107624,Owned,60000,300,Month,,,10,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
2044,301076240044,Panel B,2,30107624,Owned,16000,800,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,20,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,No,,,
2040,301076240048,Panel B,2,30107624,Owned,8000,250,Month,,,7,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Grass,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
2056,301076240053,Panel B,2,30107624,Owned,12000,500,Month,,,9,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,20,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,No,,,
2036,301076240059,Panel B,2,30107624,Owned,200000,600,Month,,,5,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,.5,Minute,All year around,,Traditional latrine with roof,,Other households also,Burning,,Yes,Yes,Yes,"Yes, for some children under five"
2032,301076240064,Panel B,2,30107624,Owned,80000,500,Month,,,Don't Know,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
2042,301076240070,Panel B,2,30107624,Owned,224000,1000,Month,,,21,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Community woodlot,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,Yes,Yes,Yes,"Yes, for all children under five"
2050,301076240086,Panel B,2,30107624,Owned,80000,300,Month,,,7,Traditional,Mud,,Grass,,Smoothed mud,,0,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,10,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,No,
2048,301076240091,Panel B,2,30107624,Owned,50000,500,Month,,,8,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,50,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
2058,301076240102,Panel B,2,30107624,Owned,400000,800,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,2100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,Yes,Yes,No,
2052,301076240113,Panel B,2,30107624,Owned,18000,1000,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,No,
2065,301084010009,Panel A,1,30108401,Owned,20000,2000,Month,,,5,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,3,Hour,All,200,No,,,,,,,,,,,,No,,,,No,,,,1,2000,River/stream,,400,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,No,,,
2061,301084010010,Panel A,1,30108401,Owned,30000,500,Month,,,16,Traditional,Mud,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,1,Hour,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
2077,301084010012,Panel A,1,30108401,Owned,90000,10000,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,1,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,.5,Minute,All year around,Piped into dwelling,VIP latrine,,Household members only,Rubbish pit,,No,,,
2075,301084010037,Panel A,1,30108401,Owned,15000,7000,Month,,,8,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,No,Yes,Forest reserve,,3,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,30,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2067,301084010039,Panel A,1,30108401,Owned,,,,,,1,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Community woodlot,,5,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,1,4000,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
2079,301084010064,Panel A,1,30108401,Owned,10000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,20,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,1,Hour,All year around,,Latrine without roof,,Household members only,None,,No,,,
2059,301084010070,Panel A,1,30108401,Owned,10000,1000,Week,,,3,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,2,Minute,All year around,,Latrine without roof,,Household members only,Other (specify),RIVER,Yes,Yes,Yes,"Yes, for all children under five"
2063,301084010099,Panel A,1,30108401,Owned,20000,1000,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,No,
2071,301084010104,Panel A,1,30108401,Owned,10000,700,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Pond/lake,,0,20,Minute,All year around,,Latrine without roof,,Household members only,None,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
2051,301084010139,Panel A,1,30108401,Owned,5000,400,Month,,,6,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,5,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,1,4375,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,No,
2057,301084010150,Panel A,1,30108401,Owned,70000,2500,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
2073,301084010167,Panel A,1,30108401,Owned,20000,1000,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),DISPOSE IN GARDEN,Yes,Yes,Yes,"Yes, for all children under five"
2069,301084010179,Panel A,1,30108401,Owned,20000,1000,Month,,,6,Traditional,Mud,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,3,Hour,All,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,50,2,Hour,All year around,,VIP latrine,,Other households also,Rubbish pit,,No,,,
2049,301084010219,Panel A,1,30108401,Owned,30000,1000,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,5,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,No,
2053,301084010268,Panel A,1,30108401,Owned,15000,2000,Month,,,15,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
2055,301084010274,Panel A,1,30108401,Owned,20000,1500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Community woodlot,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
2082,301097240008,Panel B,2,30109724,Owned,30000,200,Month,,,2,Traditional,Mud,,Grass,,Sand,,0,Parrafin,,Collected firewood,,,,Forest reserve,,4,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,None,,,Burning,,No,,,
2086,301097240036,Panel B,2,30109724,Owned,20000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,7,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,320,Borehole,,0,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2074,301097240038,Panel B,2,30109724,"Free, authorised",,500,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,0,Collected firewood,,Collected firewood,,,,Community woodlot,,10,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,None,,,Public rubbish heap,,Yes,No,Yes,"Yes, for some children under five"
2088,301097240090,Panel B,2,30109724,Owned,70000,5000,Month,,,10,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,No,,,
2078,301097240117,Panel B,2,30109724,Owned,8000,500,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
2068,301097240145,Panel B,2,30109724,Owned,7000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,8,Minute,All year around,,Latrine without roof,,Other households also,None,,Yes,Yes,No,
2072,301097240199,Panel B,2,30109724,Owned,7000,600,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,40,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,3,Minute,All year around,,Latrine without roof,,Other households also,None,,No,,,
2066,301097240226,Panel B,2,30109724,Owned,15000,500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,6,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,1,450,Borehole,,0,1,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,No,No,
2084,301097240254,Panel B,2,30109724,Owned,10000,3000,Month,,,3,Traditional,Compacted earth,,Grass,,Sand,,1,Parrafin,,Collected firewood,,,,Forest reserve,,5,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Latrine without roof,,Other households also,Burning,,No,,,
2076,301097240308,Panel B,2,30109724,Owned,25000,1500,Month,,,9,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,750,No,,,,,,,,,,,,No,,,,No,,,,1,1500,Borehole,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,No,
2080,301097240335,Panel B,2,30109724,Owned,10000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,0,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,3,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,None,,,None,,No,,,
2062,301097240363,Panel B,2,30109724,Owned,15000,500,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,None,,,Public rubbish heap,,Yes,No,No,
2092,301097240417,Panel B,2,30109724,Owned,40000,200,Month,,,12,Traditional,Mud brick,,Grass,,Sand,,2,Candles,,Collected firewood,,,,Forest reserve,,4,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
2064,301097240444,Panel B,2,30109724,Owned,20000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,0,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for some children under five"
2070,301097240471,Panel B,2,30109724,Owned,20000,500,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,0,Battery/dry cell,,Collected firewood,,,,Forest reserve,,3,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,VIP latrine,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
2090,301097240526,Panel B,2,30109724,Owned,15000,300,Month,,,5,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Grass,,Collected firewood,,,,Unfarmed areas of community,,6,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,1,160,Borehole,,0,1,Minute,All year around,,None,,,None,,No,,,
2103,302022520003,Panel A,1,30202252,Owned,10000,500,Month,,,9,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,3,Hour,None,1000,No,,,,,,,,,,,,No,,,,No,,,,1,1800,Borehole,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
2085,302022520008,Panel A,1,30202252,Owned,20000,1000,Month,,,8,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,20,Minute,None,400,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,2,1200,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
2087,302022520019,Panel A,1,30202252,Owned,1000000,1500,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Candles,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,500,No,,,,,,,,,,,,Yes,Yes,Application pending,15,No,,,,3,4500,Communal standpipe,,2500,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2105,302022520033,Panel A,1,30202252,Owned,18000,1500,Month,,,6,Traditional,Mud brick,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,600,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,1,1000,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
2097,302022520049,Panel A,1,30202252,Owned,40000,3000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Forest reserve,,10,Minute,None,300,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,1000,Piped into yard/plot,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
2109,302022520088,Panel A,1,30202252,Owned,20000,500,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
2081,302022520117,Panel A,1,30202252,Owned,100000,2000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Other households also,Burning,,No,,,
2091,302022520119,Panel A,1,30202252,Owned,50000,3000,Month,,,10,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,300,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
2093,302022520121,Panel A,1,30202252,Owned,20000,1000,Month,,,9,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,1,1000,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
