HHID,case_id,qx_type,visit,ea_id,hh_t01,hh_t02,hh_t03,hh_t04,hh_t05,hh_t06,hh_t07,hh_t08,hh_t09,hh_t10,hh_t10_os,hh_t11,hh_t11_os,hh_t12,hh_t12_os
1505,208077270164,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,2,Is not sufficient so need to use savings to meet expenses,1,Cloth/sack on floor,,Chitenje cloth,,Chitenje cloth,
1525,208077270175,Panel A,1,20807727,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,1,1,Only just meets your expenses,2,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1519,208077270183,Panel A,1,20807727,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,3,Is really not sufficient so you need to borrow to meet expenses,4,Bed alone,,Blanket only,,Chitenje cloth,
1535,208077270294,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1517,208077270339,Panel A,1,20807727,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,4,2,Allows you to build your savings,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1511,208077270371,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,4,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1513,208077270372,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1527,208077270388,Panel A,1,20807727,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,3,Allows you to build your savings,6,Bed & mat (Grass),,Blanket only,,Nothing,
1510,208084210007,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,1,1,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1512,208084210015,Panel B,2,20808421,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1508,208084210016,Panel B,2,20808421,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1500,208084210032,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,2,3,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1506,208084210033,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,2,3,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1496,208084210049,Panel B,2,20808421,It was more than adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,4,2,5,Allows you to build your savings,30,Bed & mattress,,Blanket & sheets,,Blanket & sheets,
1524,208084210066,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is not sufficient so need to use savings to meet expenses,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1498,208084210074,Panel B,2,20808421,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1502,208084210082,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,3,2,Allows you to save just a little,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1520,208084210091,Panel B,2,20808421,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1514,208084210099,Panel B,2,20808421,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1516,208084210116,Panel B,2,20808421,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,2,Only just meets your expenses,4,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1522,208084210141,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,2,4,Allows you to save just a little,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1504,208084210149,Panel B,2,20808421,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,2,Only just meets your expenses,4,Bed & mat (Grass),,Blanket only,,Blanket only,
1526,208084210166,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,4,1,Allows you to save just a little,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1518,208084210174,Panel B,2,20808421,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,2,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
