occ,y2_hhid,qx_type,interview_status,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20b,hh_f21,hh_f22,hh_f22a,hh_f22b,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f34,hh_f35,hh_f36,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f42,hh_f43,hh_f44,hh_f45,hh_f46,hh_f47,hh_f48,hh_f49,hh_f50,hh_f51a,hh_f51b,hh_f51c,hh_f52,hh_f53,hh_f54,hh_f55a,hh_f55b,hh_f55c
1,2087-003,PANEL A,Panel A - 2 Visits,OWNED,80000,3000,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,400,MINUTE,NONE,1000,NO,,,,,,,,,,,,YES,YES,NO NEED FOR ELECTRICITY,,1,300,BOREHOLE,50,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2088-002,PANEL B,Panel B - 2 Visits,OWNED,125000,8000,MONTH,,,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTH CEMENT,5,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,ALL,500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,1500,BOREHOLE,50,50,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2089-001,PANEL A,Panel A - 2 Visits,OWNED,80000,2500,MONTH,,,9,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,30,HOUR,NONE,1200,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2089-003,PANEL A,Panel A - 2 Visits,RENTED,,,,5000,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,1,ELECTRICITY,CHARCOAL,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,NEVER PAYS,,,,,,,1,1000,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,YES,1,,,NO,,NO,,,
1,2090-001,PANEL B,Panel B - 2 Visits,OWNED,15000,1000,MONTH,,,7,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,ALL,300,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,50,MINUTE,ALL YEAR AROUND,,NONE,,BURNING,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2091-001,PANEL A,Panel A - 2 Visits,OWNED,75000,300,MONTH,,,5,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,GRASS,COLLECTED FIREWOOD,,,FOREST RESERVE,30,HOUR,NONE,400,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,0,40,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,NONE,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2091-004,PANEL A,Panel A - 2 Visits,OWNED,50000,2000,MONTH,,,DON'T KNOW,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,30,HOUR,NONE,600,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,0,40,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2092-001,PANEL B,Panel B - 2 Visits,OWNED,1000000,10000,MONTH,,,20,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,30,HOUR,ALL,1500,NO,,,,,,,,,,,,NO,,,,1,2000,BOREHOLE,100,300,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2093-002,PANEL A,Panel A - 2 Visits,OWNED,8000,2000,MONTH,,,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,30,HOUR,ALL,1000,NO,,,,,,,,,,,,NO,,,,1,500,BOREHOLE,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2094-001,PANEL B,Panel B - 2 Visits,OWNED,100000,4000,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,ALL,700,NO,,,,,,,,,,,,YES,YES,OTHER (SPECIFY),,1,200,BOREHOLE,100,10,HOUR,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2095-001,PANEL A,Panel A - 2 Visits,OWNED,40000,1000,MONTH,,,27,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,40,HOUR,NONE,1500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,500,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2096-001,PANEL B,Panel B - 2 Visits,OWNED,30000,400,MONTH,,,6,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,20,HOUR,NONE,700,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,,NONE,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2097-001,PANEL A,Panel A - 2 Visits,OWNED,80000,5000,MONTH,,,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,ALL,900,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,500,BOREHOLE,1000,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2098-001,PANEL B,Panel B - 2 Visits,RENTED,,,,1000,MONTH,2,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,0,BATTERY/DRY CELL,PUCHASED FIREWOOD,,NO,,,,,1000,NO,,,,,,,,,,,,YES,NO,,,0,,BOREHOLE,0,40,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2098-002,PANEL B,Panel B - 2 Visits,OWNED,30000,1500,MONTH,,,19,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,COMMUNITY WOODLOT,20,HOUR,ALL,200,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,NO,,1,1,NO,,,,NO,,NO,,,
1,2099-001,PANEL A,Panel A - Combined Visit,RENTED,,,,2000,MONTH,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTHED MUD,2,PARRAFIN,CHARCOAL,YES,NO,,,,,700,NO,,,,,,,,,,,,YES,NO,,,0,,COMMUNAL STANDPIPE,500,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2099-002,PANEL A,Panel A - 2 Visits,OWNED,30000,3000,MONTH,,,DON'T KNOW,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,MINUTE,ALL,500,NO,,,,,,,,,,,,NO,,,,1,800,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2100-001,PANEL B,Panel B - 2 Visits,OWNED,20000,500,MONTH,,,15,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,350,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,1700,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,NONE,,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2101-001,PANEL A,Panel A - 2 Visits,OWNED,5000,200,MONTH,,,5,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,CHARCOAL,NO,,,,,,,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,50,MINUTE,ALL YEAR AROUND,,NONE,,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,2102-001,PANEL B,Panel B - 2 Visits,OWNED,30000,150,MONTH,,,5,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,ALL,500,NO,,,,,,,,,,,,YES,YES,OTHER (SPECIFY),,0,,BOREHOLE,100,300,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2103-001,PANEL A,Panel A - 2 Visits,OWNED,100000,2000,MONTH,,,21,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,NONE,1500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,100,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2103-004,PANEL A,Panel A - 2 Visits,OWNED,20000,300,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,1200,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,20,MINUTE,ALL YEAR AROUND,,NONE,,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2104-001,PANEL B,Panel B - 2 Visits,OWNED,50000,2000,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,PUCHASED FIREWOOD,,NO,,,,,1200,NO,,,,,,,,,,,,YES,YES,OTHER (SPECIFY),,0,,BOREHOLE,100,300,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH BIN,NO,,,,2,,NO,,,,NO,,NO,,,
1,2104-002,PANEL B,Panel B - 2 Visits,OWNED,25000,1000,MONTH,,,2,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,ALL,1500,NO,,,,,,,,,,,,YES,YES,OTHER (SPECIFY),,0,,BOREHOLE,100,300,MINUTE,ALL YEAR AROUND,,VIP LATRINE,,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,2104-006,PANEL B,Panel B - 2 Visits,OWNED,25000,1000,MONTH,,,3,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,30,HOUR,ALL,700,NO,,,,,,,,,,,,YES,YES,OTHER (SPECIFY),,0,,BOREHOLE,700,300,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2105-001,PANEL A,Panel A - 2 Visits,OWNED,150000,5000,MONTH,,,32,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,PARRAFIN,CHARCOAL,NO,,,,,,,NO,,,,,,,,,,,,NO,,,,2,4500,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2106-001,PANEL B,Panel B - 2 Visits,RENTED,,,,4700,MONTH,9,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,CHARCOAL,NO,,,,,,,YES,OTHER (SPECIFY),CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,3500,1,MONTH,,,,,2,2000,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,1,2,NO,,,,YES,2,NO,,,
1,2107-001,PANEL A,Panel A - 2 Visits,OWNED,50000,1500,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,800,NO,,,,,,,,,,,,NO,,,,1,200,COMMUNAL STANDPIPE,50,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2108-001,PANEL B,Panel B - 2 Visits,OWNED,200000,3000,MONTH,,,12,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,20,HOUR,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2109-001,PANEL A,Panel A - 2 Visits,OWNED,100000,2000,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2110-001,PANEL B,Panel B - 2 Visits,OWNED,100000,2500,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,30,HOUR,NONE,600,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,2000,BOREHOLE,150,80,MINUTE,ALL YEAR AROUND,,VIP LATRINE,OTHER HOUSEHOLDS ALSO,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2111-001,PANEL A,Panel A - 2 Visits,OWNED,150000,300,MONTH,,,6,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2112-001,PANEL B,Panel B - 2 Visits,RENTED,,,,5000,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,CHARCOAL,NO,,,,,,,YES,CANDLES,,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,NEVER PAYS,,,,,,,3,2000,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,YES,1,NO,,,
1,2113-003,PANEL A,Panel A - 2 Visits,OWNED,500000,5000,MONTH,,,7,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,CANDLES,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,1,500,BOREHOLE,100,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2114-001,PANEL B,Panel B - 2 Visits,OWNED,400000,4000,MONTH,,,15,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,PUCHASED FIREWOOD,,YES,FOREST RESERVE,20,HOUR,ALL,200,YES,OTHER (SPECIFY),FIREWOOD,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,1500,1,MONTH,,,,,1,3000,BOREHOLE,0,10,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR SOME CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2114-002,PANEL B,Panel B - 2 Visits,OWNED,20000,1000,MONTH,,,8,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,OTHER (SPECIFY),10,MINUTE,NONE,1000,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,500,BOREHOLE,0,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,2115-001,PANEL A,Panel A - 2 Visits,OWNED,170000,9000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,100,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,1,1500,PROTECTED PUBLIC WELL,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2116-001,PANEL B,Panel B - 2 Visits,OWNED,10000,1500,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,GRASS,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,1200,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2117-001,PANEL A,Panel A - 2 Visits,OWNED,70000,3000,MONTH,,,6,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2117-003,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,2500,MONTH,,,DON'T KNOW,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTH CEMENT,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2117-004,PANEL A,Panel A - 2 Visits,OWNED,40000,2000,MONTH,,,3,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,1,0,BOREHOLE,50,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2118-001,PANEL B,Panel B - 2 Visits,OWNED,15000,800,MONTH,,,39,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OTHER (SPECIFY),200,MINUTE,NONE,800,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,300,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR SOME CHILDREN UNDER FIVE",1,2,NO,,,,NO,,NO,,,
1,2119-001,PANEL A,Panel A - 2 Visits,OWNED,1000000,5,MONTH,,,20,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,UNFARMED AREAS OF COMMUNITY,100,MINUTE,ALL,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,VIP LATRINE,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2120-001,PANEL B,Panel B - 2 Visits,OWNED,70000,2000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,800,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,2121-001,PANEL A,Panel A - 2 Visits,OWNED,42000,2000,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,5000,NO,,,,,,,,,,,,NO,,,,1,0,BOREHOLE,100,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2121-003,PANEL A,Panel A - Only Visit 1,EMPLOYER PROVIDES,,2500,MONTH,,,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTHED MUD,2,ELECTRICITY,CHARCOAL,YES,NO,,,,,250,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,NEVER PAYS,,,,,,,2,3000,PIPED INTO YARD/PLOT,0,990,,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,NO,,,,2,,YES,3,,,NO,,YES,3,,
