occ,y2_hhid,qx_type,interview_status,hh_g09,hh_g10a,hh_g10c,hh_g11
1,2011-004,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2011-004,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2011-004,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2011-004,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2011-005,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2011-005,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2011-005,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,1
4,2011-005,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2012-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2012-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2012-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2012-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2013-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2013-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2013-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2013-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2014-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2014-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2014-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2014-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2015-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2015-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2015-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2015-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2017-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2017-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2017-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,6
4,2017-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2018-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2018-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2018-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2018-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2019-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2019-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2019-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2019-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2020-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2020-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,1
3,2020-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2020-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2021-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2021-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2021-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2021-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2021-003,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2021-003,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2021-003,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,4,2
4,2021-003,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2021-004,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2021-004,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2021-004,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2021-004,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2022-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2022-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2022-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2022-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2023-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2023-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2023-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2023-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2023-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2023-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2023-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2023-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2024-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2024-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2024-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2024-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2025-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2025-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2025-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2025-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2026-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2026-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2026-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2026-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2027-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2027-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2027-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2027-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2028-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2028-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2028-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2028-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2029-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2029-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2029-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2029-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2030-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2030-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2030-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2030-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2031-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2031-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2031-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2031-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2032-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2032-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,2032-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2032-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2033-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2033-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2033-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2033-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2034-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2034-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2034-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2034-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2035-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2035-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2035-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2035-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2035-003,PANEL A,Panel A - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2035-003,PANEL A,Panel A - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2035-003,PANEL A,Panel A - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2035-003,PANEL A,Panel A - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2036-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2036-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2036-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2036-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2037-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2037-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2037-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2037-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2038-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2038-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2038-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2038-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2039-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2039-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2039-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2039-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2040-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2040-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2040-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2040-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2041-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2041-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2041-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2041-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2042-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2042-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2042-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,4
4,2042-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2043-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2043-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2043-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2043-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2044-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2044-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2044-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2044-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2045-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2045-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2045-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2045-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2046-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2046-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2046-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2046-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2047-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2047-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2047-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2047-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2048-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2048-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,2048-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2048-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2049-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2049-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2049-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2049-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2049-003,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2049-003,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2049-003,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2049-003,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2050-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2050-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2050-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2050-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2051-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2051-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2051-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2051-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2052-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2052-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2052-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2052-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2053-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2053-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2053-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2053-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2053-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2053-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2053-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2053-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2053-003,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2053-003,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2053-003,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,4
4,2053-003,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2054-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2054-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2054-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2054-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2055-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2055-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2055-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2055-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2056-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2056-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2056-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2056-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2057-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2057-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2057-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2057-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2058-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2058-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2058-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2058-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2058-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2058-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2058-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2058-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2060-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2060-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2060-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2060-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2061-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2061-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2061-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2061-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2061-004,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2061-004,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2061-004,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,7,14
4,2061-004,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2062-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2062-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2062-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2062-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2063-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2063-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2063-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,6,18
4,2063-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2063-003,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2063-003,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2063-003,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2063-003,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2064-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2064-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2064-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2064-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2065-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2065-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2065-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2065-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2066-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2066-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2066-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2066-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2067-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2067-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,1
3,2067-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2067-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2068-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2068-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2068-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2068-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2068-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2068-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2068-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2068-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2069-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2069-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2069-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2069-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2070-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2070-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2070-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2070-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2070-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2070-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2070-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2070-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
