HHID,case_id,qx_type,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
1943,301012800128,Panel A,30101280,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1943,301012800128,Panel A,30101280,N02,GOVERNMENT AGENCY,,NEAR THE DISTRICT/URBAN CENTER
1949,301012800130,Panel A,30101280,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1949,301012800130,Panel A,30101280,N02,MAIN MARKET,,NEAR THE VILLAGE
1949,301012800130,Panel A,30101280,N03,LOCAL MERCHANT/GROCERY,,NEAR THE TOWN
1939,301012800172,Panel A,30101280,,,,
1939,301012800172,Panel A,30101280,N01,RELATIVE,,WITHIN THE VILLAGE
1931,301012800179,Panel A,30101280,,,,
1931,301012800179,Panel A,30101280,N01,GOVERNMENT AGENCY,,NEAR THE DISTRICT/URBAN CENTER
1931,301012800179,Panel A,30101280,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
1947,301012800247,Panel A,30101280,,,,
1947,301012800247,Panel A,30101280,N01,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
1947,301012800247,Panel A,30101280,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1927,301012800312,Panel A,30101280,N01,TRADITIONAL AUTHORITY,,WITHIN THE VILLAGE
1927,301012800312,Panel A,30101280,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1921,301012800326,Panel A,30101280,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1921,301012800326,Panel A,30101280,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1921,301012800326,Panel A,30101280,N03,LOCAL MARKET,,NEAR THE VILLAGE
1937,301012800351,Panel A,30101280,,,,
1937,301012800351,Panel A,30101280,N01,,,
1922,301015450010,Panel B,30101545,,,,
1922,301015450010,Panel B,30101545,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1922,301015450010,Panel B,30101545,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1908,301015450016,Panel B,30101545,,,,
1908,301015450016,Panel B,30101545,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1908,301015450016,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1908,301015450016,Panel B,30101545,N03,VDC MEMBER,,NEAR THE VILLAGE
1914,301015450023,Panel B,30101545,,,,
1914,301015450023,Panel B,30101545,N01,RELATIVE,,NEAR THE VILLAGE
1914,301015450023,Panel B,30101545,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1924,301015450030,Panel B,30101545,,,,
1924,301015450030,Panel B,30101545,N01,,,
1920,301015450043,Panel B,30101545,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1920,301015450043,Panel B,30101545,N02,AUCTION IN MAIN MARKET,,NEAR THE TOWN
1932,301015450050,Panel B,30101545,,,,
1932,301015450050,Panel B,30101545,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1932,301015450050,Panel B,30101545,N02,LOCAL MARKET,,WITHIN THE VILLAGE
1930,301015450057,Panel B,30101545,N01,MOBILE MARKET,,NEAR THE DISTRICT/URBAN CENTER
1930,301015450057,Panel B,30101545,N02,RELATIVE,,NEAR THE VILLAGE
1930,301015450057,Panel B,30101545,N03,VDC MEMBER,,NEAR THE VILLAGE
1910,301015450063,Panel B,30101545,N01,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
1910,301015450063,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1934,301015450077,Panel B,30101545,,,,
1934,301015450077,Panel B,30101545,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1934,301015450077,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1934,301015450077,Panel B,30101545,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1904,301015450083,Panel B,30101545,,,,
1904,301015450083,Panel B,30101545,N01,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
1904,301015450083,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1912,301015450090,Panel B,30101545,,,,
1912,301015450090,Panel B,30101545,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1912,301015450090,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1926,301015450097,Panel B,30101545,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
1926,301015450097,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1926,301015450097,Panel B,30101545,N03,MOBILE MARKET,,NEAR THE DISTRICT/URBAN CENTER
1916,301015450110,Panel B,30101545,N01,LOCAL MARKET,,WITHIN THE VILLAGE
1916,301015450110,Panel B,30101545,N02,LOCAL MARKET,,NEAR THE VILLAGE
1906,301015450117,Panel B,30101545,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1906,301015450117,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1906,301015450117,Panel B,30101545,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1906,301015450117,Panel B,30101545,N04,VDC MEMBER,,WITHIN THE VILLAGE
1928,301015450124,Panel B,30101545,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1928,301015450124,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1928,301015450124,Panel B,30101545,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1928,301015450124,Panel B,30101545,N04,LOCAL MERCHANT/GROCERY,,NEAR THE VILLAGE
1928,301015450124,Panel B,30101545,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
1928,301015450124,Panel B,30101545,N06,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1918,301015450137,Panel B,30101545,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1918,301015450137,Panel B,30101545,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1918,301015450137,Panel B,30101545,N03,LOCAL MARKET,,NEAR THE VILLAGE
1983,301020280005,Panel A,30102028,,,,
1983,301020280005,Panel A,30102028,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1983,301020280005,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1955,301020280030,Panel A,30102028,N01,RELATIVE,,WITHIN THE VILLAGE
1981,301020280052,Panel A,30102028,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1981,301020280052,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1981,301020280052,Panel A,30102028,N03,LOCAL MARKET,,WITHIN THE VILLAGE
1965,301020280075,Panel A,30102028,N01,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
1965,301020280075,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1965,301020280075,Panel A,30102028,N03,LOCAL MARKET,,WITHIN THE VILLAGE
1977,301020280084,Panel A,30102028,N01,RELATIVE,,WITHIN THE VILLAGE
1977,301020280084,Panel A,30102028,N02,LOCAL MARKET,,WITHIN THE VILLAGE
1953,301020280090,Panel A,30102028,N01,RELATIVE,,NEAR THE DISTRICT/URBAN CENTER
1953,301020280090,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1967,301020280096,Panel A,30102028,N01,RELATIVE,,WITHIN THE VILLAGE
1967,301020280096,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
1967,301020280096,Panel A,30102028,N03,LOCAL MARKET,,WITHIN THE VILLAGE
1967,301020280096,Panel A,30102028,N04,RELATIVE,,WITHIN THE VILLAGE
1957,301020280102,Panel A,30102028,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1957,301020280102,Panel A,30102028,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1957,301020280102,Panel A,30102028,N03,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
1957,301020280102,Panel A,30102028,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1957,301020280102,Panel A,30102028,N05,RELATIVE,,WITHIN THE VILLAGE
1957,301020280102,Panel A,30102028,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1959,301020280135,Panel A,30102028,N01,LOCAL MARKET,,WITHIN THE VILLAGE
1959,301020280135,Panel A,30102028,N02,RELATIVE,,WITHIN THE VILLAGE
1961,301020280151,Panel A,30102028,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1961,301020280151,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1961,301020280151,Panel A,30102028,N03,RELATIVE,,WITHIN THE VILLAGE
1963,301020280165,Panel A,30102028,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1963,301020280165,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1963,301020280165,Panel A,30102028,N03,AUCTION IN MAIN MARKET,,NEAR THE TOWN
1963,301020280165,Panel A,30102028,N04,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1973,301020280188,Panel A,30102028,,,,
1973,301020280188,Panel A,30102028,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1971,301020280191,Panel A,30102028,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1971,301020280191,Panel A,30102028,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1971,301020280191,Panel A,30102028,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1971,301020280191,Panel A,30102028,N04,LOCAL MARKET,,NEAR THE VILLAGE
1975,301020280228,Panel A,30102028,,,,
1975,301020280228,Panel A,30102028,N01,RELATIVE,,NEAR THE VILLAGE
1975,301020280228,Panel A,30102028,N02,LOCAL MARKET,,WITHIN THE VILLAGE
1969,301020280236,Panel A,30102028,N01,LOCAL MARKET,,WITHIN THE VILLAGE
1969,301020280236,Panel A,30102028,N02,RELATIVE,,WITHIN THE VILLAGE
1979,301020280258,Panel A,30102028,N01,GOVERNMENT AGENCY,,OUTSIDE THE DISTRICT
1979,301020280258,Panel A,30102028,N02,LOCAL MARKET,,WITHIN THE VILLAGE
1979,301020280258,Panel A,30102028,N03,RELATIVE,,WITHIN THE VILLAGE
1964,301025400018,Panel B,30102540,N01,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
1964,301025400018,Panel B,30102540,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1964,301025400018,Panel B,30102540,N03,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
1964,301025400018,Panel B,30102540,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1954,301025400027,Panel B,30102540,N01,COMMERCIAL BANK,,NEAR THE VILLAGE
1954,301025400027,Panel B,30102540,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1954,301025400027,Panel B,30102540,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1954,301025400027,Panel B,30102540,N04,MOBILE MARKET,,WITHIN THE VILLAGE
1954,301025400027,Panel B,30102540,N05,AUCTION IN MAIN MARKET,,NEAR THE TOWN
1960,301025400037,Panel B,30102540,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1966,301025400046,Panel B,30102540,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1966,301025400046,Panel B,30102540,N02,RELATIVE,,WITHIN THE VILLAGE
1966,301025400046,Panel B,30102540,N03,RELATIVE,,WITHIN THE VILLAGE
1966,301025400046,Panel B,30102540,N04,LOCAL MARKET,,NEAR THE VILLAGE
1966,301025400046,Panel B,30102540,N05,MOBILE MARKET,,NEAR THE DISTRICT/URBAN CENTER
1966,301025400046,Panel B,30102540,N06,MAIN MARKET,,OUTSIDE THE DISTRICT
1938,301025400065,Panel B,30102540,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1956,301025400075,Panel B,30102540,N01,RELATIVE,,WITHIN THE VILLAGE
1956,301025400075,Panel B,30102540,N02,MOBILE MARKET,,WITHIN THE VILLAGE
1942,301025400085,Panel B,30102540,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1942,301025400085,Panel B,30102540,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1942,301025400085,Panel B,30102540,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1942,301025400085,Panel B,30102540,N04,LOCAL MARKET,,NEAR THE VILLAGE
1942,301025400085,Panel B,30102540,N05,AUCTION IN MAIN MARKET,,NEAR THE TOWN
1940,301025400094,Panel B,30102540,N01,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
1940,301025400094,Panel B,30102540,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1940,301025400094,Panel B,30102540,N03,LOCAL MARKET,,NEAR THE VILLAGE
1940,301025400094,Panel B,30102540,N04,RELATIVE,,WITHIN THE VILLAGE
1940,301025400094,Panel B,30102540,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1940,301025400094,Panel B,30102540,N06,AUCTION IN MAIN MARKET,,NEAR THE TOWN
1962,301025400113,Panel B,30102540,N01,LOCAL MARKET,,NEAR THE VILLAGE
1936,301025400123,Panel B,30102540,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1946,301025400132,Panel B,30102540,,,,
1946,301025400132,Panel B,30102540,N01,,,
1950,301025400142,Panel B,30102540,N01,LOCAL MERCHANT/GROCERY,,NEAR THE TOWN
1948,301025400161,Panel B,30102540,N01,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
1948,301025400161,Panel B,30102540,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1948,301025400161,Panel B,30102540,N03,RELATIVE,,WITHIN THE VILLAGE
1948,301025400161,Panel B,30102540,N04,AUCTION IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
1944,301025400171,Panel B,30102540,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1944,301025400171,Panel B,30102540,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1944,301025400171,Panel B,30102540,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1958,301025400180,Panel B,30102540,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1958,301025400180,Panel B,30102540,N02,VDC MEMBER,,NEAR THE VILLAGE
1958,301025400180,Panel B,30102540,N03,RELATIVE,,NEAR THE VILLAGE
1958,301025400180,Panel B,30102540,N04,MOBILE MARKET,,NEAR THE DISTRICT/URBAN CENTER
1952,301025400199,Panel B,30102540,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1952,301025400199,Panel B,30102540,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1952,301025400199,Panel B,30102540,N03,VDC MEMBER,,NEAR THE TOWN
2005,301030740024,Panel A,30103074,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2005,301030740024,Panel A,30103074,N02,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2005,301030740024,Panel A,30103074,N03,LOCAL MARKET,,NEAR THE VILLAGE
1985,301030740038,Panel A,30103074,,,,
1985,301030740038,Panel A,30103074,N01,LOCAL MARKET,,WITHIN THE VILLAGE
1993,301030740051,Panel A,30103074,,,,
1993,301030740051,Panel A,30103074,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1993,301030740051,Panel A,30103074,N02,RELATIVE,,WITHIN THE VILLAGE
1993,301030740051,Panel A,30103074,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2007,301030740064,Panel A,30103074,,,,
2007,301030740064,Panel A,30103074,N01,,,
2001,301030740091,Panel A,30103074,,,,
2001,301030740091,Panel A,30103074,N01,OTHER (SPECIFY),,WITHIN THE VILLAGE
2001,301030740091,Panel A,30103074,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2001,301030740091,Panel A,30103074,N03,MOBILE MARKET,,WITHIN THE VILLAGE
1987,301030740104,Panel A,30103074,,,,
1987,301030740104,Panel A,30103074,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1987,301030740104,Panel A,30103074,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1987,301030740104,Panel A,30103074,N03,NGO,,NEAR THE VILLAGE
1999,301030740118,Panel A,30103074,N01,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
1999,301030740118,Panel A,30103074,N02,RELATIVE,,WITHIN THE VILLAGE
1991,301030740131,Panel A,30103074,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1991,301030740131,Panel A,30103074,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1991,301030740131,Panel A,30103074,N03,NGO,,NEAR THE VILLAGE
1989,301030740158,Panel A,30103074,N01,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
1989,301030740158,Panel A,30103074,N02,LOCAL MARKET,,NEAR THE VILLAGE
2013,301030740171,Panel A,30103074,,,,
2013,301030740171,Panel A,30103074,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2013,301030740171,Panel A,30103074,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2015,301030740184,Panel A,30103074,,,,
2015,301030740184,Panel A,30103074,N01,,,
2011,301030740198,Panel A,30103074,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2011,301030740198,Panel A,30103074,N02,AUCTION IN MAIN MARKET,,NEAR THE TOWN
1995,301030740224,Panel A,30103074,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1995,301030740224,Panel A,30103074,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1995,301030740224,Panel A,30103074,N03,AUCTION IN MAIN MARKET,,NEAR THE TOWN
2003,301030740238,Panel A,30103074,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2003,301030740238,Panel A,30103074,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1997,301030740251,Panel A,30103074,,,,
1997,301030740251,Panel A,30103074,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2009,301030740278,Panel A,30103074,,,,
2009,301030740278,Panel A,30103074,N01,LOCAL MARKET,,WITHIN THE VILLAGE
1976,301047080010,Panel B,30104708,N01,LOCAL MARKET,,NEAR THE VILLAGE
1976,301047080010,Panel B,30104708,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1976,301047080010,Panel B,30104708,N03,RELATIVE,,WITHIN THE VILLAGE
1980,301047080023,Panel B,30104708,N01,LOCAL MARKET,,NEAR THE VILLAGE
1980,301047080023,Panel B,30104708,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1970,301047080037,Panel B,30104708,,,,
1970,301047080037,Panel B,30104708,N01,LOCAL MARKET,,WITHIN THE VILLAGE
1970,301047080037,Panel B,30104708,N02,RELATIVE,,WITHIN THE VILLAGE
1970,301047080037,Panel B,30104708,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1970,301047080037,Panel B,30104708,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1984,301047080062,Panel B,30104708,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1984,301047080062,Panel B,30104708,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1984,301047080062,Panel B,30104708,N03,RELATIVE,,WITHIN THE VILLAGE
1984,301047080062,Panel B,30104708,N04,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1984,301047080062,Panel B,30104708,N05,GOVERNMENT AGENCY,,NEAR THE VILLAGE
1984,301047080062,Panel B,30104708,N06,LOCAL MARKET,,WITHIN THE VILLAGE
1978,301047080065,Panel B,30104708,N01,RELATIVE,,OUTSIDE THE DISTRICT
1978,301047080065,Panel B,30104708,N02,RELATIVE,,WITHIN THE VILLAGE
1972,301047080092,Panel B,30104708,N01,RELATIVE,,WITHIN THE VILLAGE
1972,301047080092,Panel B,30104708,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1972,301047080092,Panel B,30104708,N03,LOCAL MARKET,,NEAR THE TOWN
1998,301047080102,Panel B,30104708,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1998,301047080102,Panel B,30104708,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1998,301047080102,Panel B,30104708,N03,RELATIVE,,WITHIN THE VILLAGE
1998,301047080102,Panel B,30104708,N04,LOCAL MARKET,,NEAR THE VILLAGE
1986,301047080119,Panel B,30104708,N01,LOCAL MARKET,,WITHIN THE VILLAGE
1986,301047080119,Panel B,30104708,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1986,301047080119,Panel B,30104708,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1986,301047080119,Panel B,30104708,N04,MOBILE MARKET,,NEAR THE VILLAGE
1992,301047080133,Panel B,30104708,N01,LOCAL MERCHANT/GROCERY,,NEAR THE VILLAGE
1992,301047080133,Panel B,30104708,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1992,301047080133,Panel B,30104708,N03,LOCAL MARKET,,NEAR THE VILLAGE
1982,301047080147,Panel B,30104708,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1982,301047080147,Panel B,30104708,N02,PRIVATE TRADER IN LOCAL MARKET,,OUTSIDE THE REGION
1990,301047080174,Panel B,30104708,N01,VDC MEMBER,,WITHIN THE VILLAGE
1990,301047080174,Panel B,30104708,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1996,301047080188,Panel B,30104708,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1996,301047080188,Panel B,30104708,N02,RELATIVE,,NEAR THE VILLAGE
1974,301047080229,Panel B,30104708,,,,
1974,301047080229,Panel B,30104708,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1974,301047080229,Panel B,30104708,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1968,301047080257,Panel B,30104708,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1968,301047080257,Panel B,30104708,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1968,301047080257,Panel B,30104708,N03,LOCAL MARKET,,NEAR THE VILLAGE
1994,301047080284,Panel B,30104708,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1994,301047080284,Panel B,30104708,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1994,301047080284,Panel B,30104708,N03,LOCAL MARKET,,NEAR THE VILLAGE
2021,301053250034,Panel A,30105325,N01,AGRICULTURAL COOPERATIVE,,WITHIN THE VILLAGE
2021,301053250034,Panel A,30105325,N02,LOCAL MARKET,,NEAR THE VILLAGE
2021,301053250034,Panel A,30105325,N03,OTHER (SPECIFY),ANTHU ODUTSA,NEAR THE VILLAGE
2037,301053250101,Panel A,30105325,,,,
2037,301053250101,Panel A,30105325,N01,RELATIVE,,WITHIN THE VILLAGE
2045,301053250109,Panel A,30105325,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
2045,301053250109,Panel A,30105325,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
2033,301053250111,Panel A,30105325,,,,
2033,301053250111,Panel A,30105325,N01,GOVERNMENT AGENCY,,NEAR THE DISTRICT/URBAN CENTER
2033,301053250111,Panel A,30105325,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2033,301053250111,Panel A,30105325,N03,VDC MEMBER,,WITHIN THE VILLAGE
2029,301053250124,Panel A,30105325,N01,AUCTION IN MAIN MARKET,,NEAR THE TOWN
2029,301053250124,Panel A,30105325,N02,RELIGIOUS GROUP/INSTITUTION,,WITHIN THE VILLAGE
2029,301053250124,Panel A,30105325,N03,RELATIVE,,WITHIN THE VILLAGE
2041,301053250136,Panel A,30105325,N01,LOCAL MARKET,,NEAR THE VILLAGE
2041,301053250136,Panel A,30105325,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2043,301053250141,Panel A,30105325,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2043,301053250141,Panel A,30105325,N02,AUCTION IN MAIN MARKET,,NEAR THE TOWN
2039,301053250145,Panel A,30105325,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2039,301053250145,Panel A,30105325,N02,MOBILE MARKET,,NEAR THE VILLAGE
2039,301053250145,Panel A,30105325,N03,AUCTION IN MAIN MARKET,,NEAR THE TOWN
2025,301053250181,Panel A,30105325,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2025,301053250181,Panel A,30105325,N02,MOBILE MARKET,,WITHIN THE VILLAGE
2025,301053250181,Panel A,30105325,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
2025,301053250181,Panel A,30105325,N04,AUCTION IN MAIN MARKET,,NEAR THE TOWN
2017,301053250201,Panel A,30105325,,,,
2017,301053250201,Panel A,30105325,N01,RELATIVE,,WITHIN THE VILLAGE
2031,301053250223,Panel A,30105325,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
2031,301053250223,Panel A,30105325,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2031,301053250223,Panel A,30105325,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2027,301053250227,Panel A,30105325,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2027,301053250227,Panel A,30105325,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2027,301053250227,Panel A,30105325,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2027,301053250227,Panel A,30105325,N04,LOCAL MARKET,,NEAR THE VILLAGE
2035,301053250271,Panel A,30105325,N01,RELIGIOUS GROUP/INSTITUTION,,WITHIN THE VILLAGE
2035,301053250271,Panel A,30105325,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2023,301053250273,Panel A,30105325,,,,
2023,301053250273,Panel A,30105325,N01,NGO,,NEAR THE VILLAGE
2023,301053250273,Panel A,30105325,N02,RELATIVE,,WITHIN THE VILLAGE
2024,301054480005,Panel B,30105448,N01,RELATIVE,,WITHIN THE VILLAGE
2006,301054480020,Panel B,30105448,N01,AGRICULTURAL COOPERATIVE,,NEAR THE DISTRICT/URBAN CENTER
2006,301054480020,Panel B,30105448,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2006,301054480020,Panel B,30105448,N03,LOCAL MARKET,,NEAR THE VILLAGE
2000,301054480037,Panel B,30105448,,,,
2000,301054480037,Panel B,30105448,N01,,,
2008,301054480065,Panel B,30105448,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
2008,301054480065,Panel B,30105448,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2008,301054480065,Panel B,30105448,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2004,301054480087,Panel B,30105448,,,,
2004,301054480087,Panel B,30105448,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2004,301054480087,Panel B,30105448,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2018,301054480103,Panel B,30105448,,,,
2018,301054480103,Panel B,30105448,N01,,,
2028,301054480136,Panel B,30105448,,,,
2028,301054480136,Panel B,30105448,N01,RELATIVE,,WITHIN THE VILLAGE
2016,301054480152,Panel B,30105448,,,,
2016,301054480152,Panel B,30105448,N01,,,
