ea_id,com_ci0b,com_ci0b_oth,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
30209563,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30209563,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212564,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212564,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212564,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212564,Pasture,,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30212564,Unallocated Arable Land,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30212565,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212565,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212565,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212565,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212565,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30222566,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30222566,Pasture,,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30222566,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30222566,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30222566,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301567,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301567,Forest,,Yes,no,yes,no,no,no,,,,,,,Rotation among groups of families,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30301567,Pasture,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Not Effective,no,,,no,
30301567,Water Body: Specify,RIVER,Yes,no,no,yes,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30301567,Unallocated Arable Land,,Yes,no,yes,no,yes,yes,Use the threat of Physical punishment,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30301568,Water Body: Specify,SONGANI,Yes,yes,yes,yes,yes,no,,,,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,no,,,no,
30301568,Forest,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301568,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301568,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301568,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301569,Unallocated Arable Land,,Yes,yes,yes,yes,yes,yes,Use guards,,,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,no,,,no,
30301569,Pasture,,Yes,yes,yes,yes,yes,yes,Use the threat of Physical punishment,,,,,,Limitations on number of users at a given time,,,,,,Use the threat of religious sanctions,,Discriminaton at future handouts,,,,Somewhat Effective,no,,,no,
30301569,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301569,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301569,Water Body: Specify,RIVER,Yes,yes,yes,yes,no,no,,,,,,,Time restrictions,,,,,,Taking away [RESOURCE] use rights,,,,,,Somewhat Effective,no,,,no,
30302570,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302570,Forest,,Yes,no,yes,yes,yes,yes,Use guards,,Use the threat of Physical punishment,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,no,,,no,
30302570,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302570,Water Body: Specify,RIVER,Yes,no,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30302570,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302571,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302571,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302571,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302571,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302571,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302572,Forest,,Yes,yes,no,no,no,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30302572,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302572,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302572,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302572,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302573,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302573,Water Body: Specify,LAKE,Yes,yes,yes,yes,no,yes,Use the threat of Physical punishment,,,,,,Limitations on number of users at a given time,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,yes,INITIATE AGRICULTURAL SCHEME,,no,
30302573,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302573,Forest,,Yes,no,yes,no,no,yes,Use guards,,,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Fully Effective,no,,,no,
30302573,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302574,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302574,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302574,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302574,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302574,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304575,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304575,Forest,,Yes,yes,yes,yes,yes,yes,Use guards,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30304575,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304575,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304575,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304576,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304576,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304576,Water Body: Specify,THONDWE,Yes,yes,yes,yes,yes,yes,Use guards,,,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Fully Effective,no,,,no,
30304576,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304576,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304577,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304577,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304577,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304577,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304577,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305578,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305578,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305578,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305578,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305578,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305579,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305579,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305579,Unallocated Arable Land,,Yes,no,no,no,yes,yes,Use the threat of Physical punishment,,,,,,Limitations on number of users at a given time,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30305579,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305579,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Unallocated Arable Land,,Yes,yes,yes,yes,yes,yes,Use guards,,,,,,Limitations on number of users at a given time,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,no,,,no,
30305580,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Water Body: Specify,TSABOLA,Yes,yes,yes,yes,yes,yes,Use guards,,,,,,Limitations on number of users at a given time,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,no,,,no,
30305581,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305581,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305581,Water Body: Specify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305581,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305581,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305582,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305582,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305582,Unallocated Arable Land,,Yes,yes,yes,yes,no,yes,Use guards,,Use the threat of Physical punishment,,,,Rotation among groups of families,,,,,,Use the threat of physical punishment,,,,,,Fully Effective,no,,,no,
30305582,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305582,Forest,,Yes,yes,yes,yes,yes,yes,Use guards,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30306583,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306583,Other (Specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306583,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306583,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306583,Forest,,Yes,yes,yes,no,no,yes,Use guards,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30306584,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306584,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306584,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306584,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306584,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306585,Unallocated Arable Land,,Yes,yes,yes,no,no,yes,Use the threat of Physical punishment,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30306585,Pasture,,Yes,yes,yes,yes,yes,yes,Use the threat of Physical punishment,,,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,no,,,no,
30306585,Forest,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30306585,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306585,Water Body: Specify,LINTHIPE,Yes,no,yes,yes,yes,no,,,,,,,Limitations on number of users at a given time,,,,,,Taking away [RESOURCE] use rights,,,,,,Somewhat Effective,no,,,no,
30306586,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306586,Forest,,Yes,yes,no,no,no,yes,Other (Specify),SET UP COMMITTEE TO MONITOR USAGE,,,,,Rotation among groups of families,,,,,,Taking away [RESOURCE] use rights,,,,,,Fully Effective,no,,,no,
30306586,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306586,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306586,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306587,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306587,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306587,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306587,Water Body: Specify,RIVER,Yes,no,yes,no,yes,yes,Use guards,,,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Somewhat Effective,no,,,no,
30306587,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306588,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306588,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306588,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306588,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306588,Water Body: Specify,ANGATA,Yes,yes,yes,yes,yes,yes,Use guards,,,,,,Time restrictions,,,,,,Use the threat of religious sanctions,,,,,,Somewhat Effective,no,,,no,
30307589,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307589,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307589,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307589,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307589,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307590,Forest,,Yes,yes,yes,yes,yes,yes,Use guards,,Use the threat of Physical punishment,,,,Time restrictions,,,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,,,Somewhat Effective,no,,,no,
30307590,Unallocated Arable Land,,Yes,yes,yes,yes,yes,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
30307590,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307590,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307590,Water Body: Specify,RIVER,Yes,no,no,yes,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30401591,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401591,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
30401591,Pasture,,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,no,,,no,
30401591,Forest,,Yes,no,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Somewhat Effective,no,,,no,
30401591,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30401592,Other (Specify),WELL,Yes,yes,yes,no,no,yes,Other (Specify),GET PERMISSION BEFORE USE,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30401592,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401592,Pasture,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30401592,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401592,Forest,,Yes,yes,yes,no,no,yes,Other (Specify),SET UP COMMITTEE TO MONITOR USAGE,,,,,Other (Specify),SUPERVISED USAGE OF RESOURCE,,,,,Use threat of fine,,Social sanctions,,Taking away [RESOURCE] use rights,,Fully Effective,no,,,no,
30401593,Other (Specify),HILL,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,Use guards,,Use the threat of Physical punishment,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Confiscation of tools/products,,Use the threat of physical punishment,,Somewhat Effective,no,,,no,
30401593,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401593,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401593,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401593,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401594,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401594,Unallocated Arable Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401594,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Social sanctions,,,,,,Fully Effective,no,,,no,
30401594,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401594,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30402595,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30402595,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402595,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402595,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402595,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402596,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Social sanctions,,Use threat of fine,,,,Fully Effective,no,,,no,
30402596,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402596,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402596,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30402596,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402597,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402597,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30402597,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30402597,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402597,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402598,Other (Specify),RIVER,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30402598,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30402598,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402598,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402598,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402599,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30402599,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402599,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402599,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402599,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
30403600,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Physical punishment,,,,Other (Specify),MONETARY CONTRIBUTION,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30403600,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403600,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403600,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403600,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403601,Water Body: Specify,RIVER,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30403601,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403601,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403601,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403601,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403602,Water Body: Specify,THUMBWE,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30403602,Other (Specify),BOREHOLE,Yes,yes,yes,no,yes,yes,Other (Specify),MONETARY CONTRIBUTION,,,,,Time restrictions,,,,,,Other (Specify),CONSULT AUTHORITY BEFORE USAGE,,,,,Fully Effective,no,,,no,
30403602,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403602,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403602,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403603,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403603,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403603,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403603,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403603,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403604,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403604,Other (Specify),GRAVE YARDS,Yes,no,yes,no,no,yes,Other (Specify),GET PERMISSION BEFORE USE,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
30403604,Water Body: Specify,STREAM,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30403604,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403604,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403605,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30403605,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403605,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403605,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403605,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30403606,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403606,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403606,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),NOONETODROWWATERATNIGHT,,,,,Use the threat of physical punishment,,,,,,Fully Effective,no,,,no,
30403606,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30403606,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404607,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404607,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),USED FOR ONLY COMMUNITY PROJECTS,,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Fully Effective,no,,,no,
30404607,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404607,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
30404607,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404608,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404608,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404608,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404608,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),MONETARY CONTRIBUTION,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30404608,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404609,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30404609,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404609,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30404609,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404609,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30405610,Other (Specify),BOREHOLE,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,Other (Specify),MONETARY CONTRIBUTION,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30405610,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30405610,Water Body: Specify,RIVER,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
