case_id,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
209080510241,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510267,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510267,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510267,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880004,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,0,0,1,
209080880004,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,0,0,1,
209080880004,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880012,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880012,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880012,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880013,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880013,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,Yes,250,0,0,1,
209080880013,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880052,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880052,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880052,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880064,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880064,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880064,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880075,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,0,0,1,
209080880075,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880075,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880076,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880076,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,Yes,18000,0,0,1,
209080880076,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,5000,0,0,1,
209080880086,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880086,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
209080880086,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880090,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,15000,0,0,1,2
209080880090,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880090,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880093,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,6000,0,0,1,
209080880093,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880093,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880120,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880120,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880120,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880166,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880166,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,Yes,250,0,0,1,
209080880166,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880169,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880169,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880169,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880173,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880173,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880173,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880192,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
209080880192,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1200,0,0,1,2
209080880192,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080880198,1,20908088,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080880198,1,20908088,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080880198,1,20908088,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190042,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190042,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190042,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190062,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190062,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,
209081190062,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190063,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190063,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
209081190063,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190089,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,2
209081190089,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190089,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190095,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190095,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190095,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190116,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
209081190116,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,Yes,4000,0,0,1,2
209081190116,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190156,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190156,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190156,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190189,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190189,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190189,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190229,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190229,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190229,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190230,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190230,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190230,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190235,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2240,0,0,1,2
209081190235,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,Yes,400,0,0,1,2
209081190235,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190269,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190269,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,Yes,600,0,0,1,2
209081190269,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190279,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190279,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190279,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190303,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190303,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209081190303,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190307,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,0
209081190307,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,0,0,1,
209081190307,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209081190318,1,20908119,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209081190318,1,20908119,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
209081190318,1,20908119,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930012,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930012,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930012,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930023,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930023,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930023,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930033,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930033,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930033,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930044,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
209082930044,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
209082930044,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930066,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
209082930066,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930066,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2000,0,0,1,2
209082930077,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,0,0,1,
209082930077,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930077,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930088,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930088,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930088,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930098,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930098,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930098,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930120,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930120,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930120,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930131,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930131,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,0,0,1,2
209082930131,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930142,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
209082930142,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930142,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930152,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930152,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930152,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930174,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930174,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
209082930174,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930185,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930185,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930185,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930196,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930196,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209082930196,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209082930217,1,20908293,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209082930217,1,20908293,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,2
209082930217,1,20908293,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290028,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290028,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290028,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290033,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290033,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
209083290033,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290049,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290049,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290049,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290065,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290065,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290065,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290098,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290098,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290098,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290114,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,2
209083290114,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290114,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290130,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290130,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290130,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290147,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290147,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,4500,0,1,2
209083290147,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,0,1500,0,1,2
209083290179,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290179,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290179,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290195,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290195,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290195,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290212,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290212,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290212,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290228,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290228,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,7500,0,1,2
209083290228,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290261,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290261,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290261,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290277,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290277,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290277,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290293,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290293,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209083290293,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209083290326,1,20908329,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209083290326,1,20908329,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
209083290326,1,20908329,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380015,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380015,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
209085380015,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380026,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380026,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,
209085380026,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380036,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380036,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380036,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380047,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
209085380047,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,Yes,4500,0,0,1,2
209085380047,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380068,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380068,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380068,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380079,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380079,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,2,
209085380079,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380090,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380090,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380090,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380100,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380100,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380100,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380122,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380122,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380122,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380132,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380132,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,2000,0,1,2
209085380132,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380143,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380143,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380143,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380154,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380154,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,Yes,4500,0,0,1,2
209085380154,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380175,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380175,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380175,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380186,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380186,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380186,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380196,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380196,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380196,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209085380218,1,20908538,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209085380218,1,20908538,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209085380218,1,20908538,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209091130006,2,20909113,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209091130006,2,20909113,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209091130006,2,20909113,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209091130013,2,20909113,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,400,0,0,1,
209091130013,2,20909113,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209091130013,2,20909113,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209091130019,2,20909113,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209091130019,2,20909113,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209091130019,2,20909113,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209091130025,2,20909113,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209091130025,2,20909113,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209091130025,2,20909113,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
